site_id,serial_share,filings_pandemic,filings_past_year,filings_past_month,filings_pandemic_pct_hist,filings_past_year_pct_hist,filings_past_month_pct_hist,median_rent,renter_hh,hhs_threatened_rate,eviction_filing_rate,site,latest_update
45019,0.3765296517100722,34512,10299,832,0.5428911881643681,0.6903740447781204,0.687603305785124,1346,57055,0.1117167645254579,0.180510034177548,charleston,2024-07-01
39035,0.1680335338071806,22088,6195,477,0.6185512157214167,0.7443006037305139,0.6520847573479153,799,104282,0.05261694252124048,0.059406225427207,cleveland,2024-07-01
39049,0.280949599022784,81836,25130,1989,1.0408394276629571,1.371749849888099,1.4007042253521127,1102,257009,0.07326202584345295,0.09777867701131089,columbus,2024-07-01
09,0.16124678663239075,64702,20257,1585,0.7696632777680845,1.0290750838215863,0.9413977430211821,1277,476797,0.032634433522023,0.042485586108973,connecticut,2024-07-01
09001,0.17080125463358997,13524,4332,319,0.7890008167710315,1.0820081591874111,0.934570312500001,1644,118307,0.02964321637772913,0.036616599186861304,bridgeport,2024-07-01
09003,0.14649956784788246,20808,6594,516,0.8065428892592736,1.0903378713553435,0.9987096774193542,1221,121667,0.03803825194999465,0.05419711178873483,hartford,2024-07-01
48113,0.211810670595017,134473,38017,3124,0.7796590843205844,0.9419630320950129,0.8986480007670926,1273,482309,0.06474272717282904,0.078822912282375,dallas,2024-07-01
10003,0.3407147862648914,27701,7708,607,0.5710310139042063,0.6821691705201672,0.6203372508942259,1236,70242,0.10157740383246491,0.10973491643176447,wilmington,2024-07-01
10,0.33773234200743496,42262,11680,944,0.5605430086312376,0.664996583921658,0.6239259748843358,1208,108545,0.09912939333916809,0.10760514072504491,delaware,2024-07-01
48439,0.24406253729562,143514,47055,4002,0.895355057872663,1.2531291611185087,1.248868778280543,1287,442278,0.07578039151845671,0.10639235955665893,fortworth,2024-07-01
48201,0.23435548152995064,264636,82957,6918,1.0574854570574854,1.4203567285755254,1.0988801524898737,1168,832215,0.08080123525771586,0.09968217347680587,houston,2024-07-01
45045,0.3601909877648463,51855,15236,1304,0.8395293584331376,1.0517922786186424,1.063621533442088,1077,61820,0.1626172759624717,0.24645745713361372,greenville,2024-07-01
12103,0.08799266727772685,69845,20083,1524,0.9273563142084211,1.1414362442808832,0.999344262295082,1313,350246,0.03737944187799432,0.057339698383421935,tampa,2024-07-01
18,0.20304559180967813,257830,70842,5775,0.8235479190506345,0.9715596424640767,0.8659144581474678,905,774845,0.07008885648097361,0.09142731772160884,indiana,2024-07-01
18141,0.1753410813542193,9611,2692,219,0.7297507640325734,0.8791639451338994,0.771806167400881,906,32277,0.06131300926356229,0.08340304241410292,southbend,2024-07-01
12031,0.1623199688594784,48370,13033,1108,0.9685545169842452,1.2062231600770028,1.1663157894736842,1203,166485,0.0771540979667838,0.08539999508555235,jacksonville,2024-06-01
47157,0.2750867169965313,97145,28129,1071,0.841406429316923,1.0438154611152857,0.44550748752079866,1043,163597,0.1497888103082575,0.17194080576049683,memphis,2024-07-01
27,0.13063861414441713,62520,20893,1234,0.8657780855115111,1.2405848734506049,0.8284659281638134,1113,615932,0.02839761532117182,0.03392095231291766,minnesota,2024-07-01
27053,0.12527869200552075,32342,11696,659,0.9287906581039799,1.4391313041204608,0.9036681522111759,1265,274851,0.03426947691658389,0.04255396560318136,minneapolis,2024-07-01
29,0.15278568645667875,127550,30854,3111,0.7179565117051396,0.8007890058267042,0.8531468531468531,882,770131,0.0433263951197913,0.043705433349532856,missouri,2024-06-01
29095,0.16131787675411838,28635,7409,762,0.7516487843291663,0.897543838396075,0.9697741011772192,1044,122228,0.06704683051346663,0.06612679136159845,kansascity,2024-06-01
29510,0.16521988664897053,48270,13100,1385,0.7640831832841963,0.9639263442541528,1.0289747399702822,951,198599,0.07018665753603996,0.07195861555651886,stlouis,2024-06-01
44007,0.19754623044096728,21194,6259,426,0.7856103640963387,0.9914069615491229,0.8231884057971014,1116,108750,0.05171494252873563,0.057554022988505746,providence,2024-07-01
44,0.2031928301358353,27823,8139,559,0.8404597562264949,1.047005248533498,0.7785515320334262,1142,161721,0.04415629386412401,0.05032741573450572,rhode_island,2024-07-01
55,0.18513375536042476,98541,27807,2380,0.8253890697505599,1.0021864750898017,0.8433734939759037,921,781395,0.03133498422692748,0.03558635517247999,wisconsin,2024-07-01
55079,0.24496701065809504,48932,14348,1276,0.8727166364061169,1.1016077269167575,1.0278717576929273,954,193302,0.06115818770628343,0.07422582280576508,milwaukee,2024-07-01
48453,,27382,10850,967,0.6948893748228855,1.1767683158294318,1.2027363184079602,1437,270488,,0.040112685220786135,austin,2024-07-01
47037,,39109,10302,941,0.92648278149356,1.3075816551023856,1.3118029739776957,1316,146398,,0.0938264183936939,nashville,2024-04-01
42,,373833,114786,9183,0.7621631044089628,1.002152096001816,0.9063363600473746,1036,1571478,,0.07304333881861534,pennsylvania,2024-07-01
42003,,39115,13749,1198,0.6183776307670906,0.9307928175286113,0.9372511509342073,972,186277,,0.0738094343370357,pittsburgh,2024-07-01
51760,,56434,20477,2001,0.540875469925938,0.8433342943041885,0.911617312072893,1203,87693,,0.2335078056401309,richmond,2024-07-01
51,,387820,137651,11651,0.555698909734749,0.8461934888962882,0.810603029934079,1331,1079291,,0.12753835619865264,virginia,2024-07-01
35001,,29811,9031,760,0.6400964800526773,0.8283294606824015,0.8039492242595208,946,103857,,0.08695610310330551,albuquerque,2024-07-01
39061,,48089,13661,1224,0.8762445153860732,1.0673990498812351,1.0628690517540813,906,143075,,0.09548139087890967,cincinnati,2024-07-01
12001,,6852,1627,207,1.0562392415795285,1.4581030619865576,1.7567185289957616,1134,47058,,0.051861532576820094,gainesville,2024-03-01
12086,,140032,32302,3894,0.8141048249880821,1.0795401376913312,1.1700721153846154,1520,908385,,0.053339718291253155,miami,2024-03-01
36061,,376486,118110,4256,0.3907837347650958,0.5231499732024614,0.2365627258073481,1640,2177959,,0.05422967099013342,newyork,2024-07-01
42101,,43490,12425,962,0.48136761975389264,0.5874496176258525,0.5227550604537426,1181,311986,,0.03982550499060855,philadelphia,2024-07-01
04013,,259238,86582,7247,0.9469950465391528,1.3541810037411943,1.3155315132152192,1389,583611,,0.14835566841611963,phoenix,2024-07-01
35,,49390,14606,1197,0.6815296585222259,0.8623553491301273,0.8095130748421984,906,254299,,0.05743632495605567,newmexico,2024-07-01
32003,,186092,47741,3977,1.2114004123885826,1.43365290050375,1.2821794148464576,1325,370204,,0.14068213987177586,lasvegas,2024-06-01
