site_id,serial_share,filings_pandemic,filings_past_year,filings_past_month,filings_ytd,filings_pandemic_pct_hist,filings_past_year_pct_hist,filings_past_month_pct_hist,filings_ytd_pct_hist,median_rent,renter_hh,hhs_threatened_rate,eviction_filing_rate,site,latest_update
12001,0.0772,10711,2263,222,2263,0.8304066364305928,1.015481265425174,1.3495440729483283,1.0136618141097424,1370,53954,0.03647551618045001,0.04194313674611706,gainesville,2026-01-01
18,0.17149491582554635,387684,70501,4921,22083,0.8599682350957827,0.9582716015821452,0.8413404000683877,0.9339790221620707,1044,814438,0.06556791308853467,0.08656398645446307,indiana,2026-05-01
18097,0.19512066603435557,139617,24172,1597,7538,0.8572691687773428,0.9103302828305653,0.7356057116536159,0.8824114720515072,1187,174089,0.10901320588894188,0.13884852000988002,indianapolis,2026-05-01
18141,,14834,2771,152,790,0.8385291540657415,0.9573328726895837,0.7581047381546134,0.8490059108006448,1077,33066,,0.08380209278412871,southbend,2026-05-01
32003,0.29350765199453627,270349,42596,3193,10078,0.8443564393543078,0.8041532943175382,0.824,0.761437044312644,1654,371427,0.09658156246045656,0.11468202365471546,lasvegas,2026-04-01
12086,0.162,87794,15853,1352,15853,0.8557712458755927,0.8927746804077266,0.9890270665691295,0.8914944467875721,1864,453324,0.0295263431894186,0.03497057292356019,miami,2026-01-01
29,0.18163245451892207,240787,44653,3595,10977,0.840788106815186,0.9430013515796587,0.9475487612018977,0.9404155065324481,1019,798230,0.03863172268644375,0.05594001728825025,missouri,2026-04-01
29510,,86359,17144,1391,4216,0.4055155638825888,0.48708696763928744,0.47669636737491433,0.4845977011494253,1129,201627,,0.08502829482162608,stlouis,2026-04-01
29095,,54425,10287,794,2424,0.8114474851464482,0.9275506063748253,0.9126436781609195,0.8941350055330136,1197,122597,,0.08390906792172728,kansascity,2026-04-01
47037,0.15187733912833515,70201,14448,1115,4841,0.8195402701409076,1.032258064516129,1.0920666013712046,1.0590680376285277,1620,161248,0.05136807898392538,0.08960111133161341,nashville,2026-05-01
35,0.21207751239296985,74831,12651,1016,4137,0.8271680677377814,0.8549994931233738,0.9120287253141831,0.8874825699882012,1084,263167,0.04215954127987172,0.04807213670407004,newmexico,2026-05-01
35001,0.25673534072900156,45371,7718,576,2532,0.8008719903975147,0.833837510803803,0.775235531628533,0.8653451811346549,1206,100491,0.0690708620672498,0.07680289777193977,albuquerque,2026-05-01
12099,0.155,41012,7894,652,7894,0.7805713633162673,0.8710620689655172,0.8590250329380764,0.8695747962106191,1982,170772,0.03943269388424331,0.046225376525425715,palmbeach,2026-01-01
42003,,64255,13216,879,4133,0.7651545372812633,0.9634057442775915,0.8071625344352618,0.9569344755730493,1154,187052,,0.07065414964822617,pittsburgh,2026-05-01
45019,0.35488202570496835,54638,11354,860,3661,0.8685519894447359,1.1034013605442177,1.1566913248150639,1.0762898721152432,1665,65685,0.07936362944355636,0.17285529420720103,charleston,2026-05-01
39061,0.25417401223685576,72135,12894,1016,4410,0.8910560870612505,0.9738670694864048,1.079702444208289,1.0917192721871518,1053,151115,0.06381232835919663,0.08532574529331965,cincinnati,2026-05-01
39035,0.1634182908545727,33204,6388,519,2161,0.8803807453169121,1.034577698599077,1.194476409666283,1.08893927941547,939,95834,0.04175970949767306,0.06665692760398188,cleveland,2026-05-01
39049,,127603,24853,2044,8512,0.8498509798697947,1.0132088548249012,1.1620238772029563,1.061148164308421,1287,274822,,0.09043308032108055,columbus,2026-05-01
48113,0.25210936820435503,242528,47728,3498,15071,0.8060046227752271,0.9706830453838253,0.934045393858478,0.952233524988943,1597,493482,0.06988907396825011,0.09671680020750503,dallas,2026-05-01
10,0.33354106942540196,62435,10444,805,3185,0.8007823772725815,0.8203597517869766,0.9560570071258907,0.7734337056823701,1358,108917,0.07366159552686909,0.09588953055996768,delaware,2026-05-01
10003,0.3300275482093664,40901,6779,502,2120,0.7998631074606434,0.8115647072907938,0.9085972850678733,0.7900130426681573,1393,67569,0.0805842916130178,0.100327073066051,wilmington,2026-05-01
48439,,230818,46881,3935,15108,0.8020139125358758,0.9956462642823769,1.128962846076603,1.0075358452817607,1618,458787,,0.10218467393365549,fortworth,2026-05-01
48201,,405546,76878,6060,24549,0.8150588916255415,0.9446154413255432,1.0073975563128585,0.9182173514615399,1403,848172,,0.09063963441377457,houston,2026-05-01
45045,,70537,14765,1342,11457,0.8542070335206355,0.9942760942760943,1.0892857142857142,1.0127734806629833,1295,72371,,0.20401818407925826,greenville,2025-10-01
47157,0.2707657055566164,146423,25563,1444,4582,0.8110212887341691,0.8553789526518321,0.7018226002430134,0.629049972542559,1226,168231,0.0933894466537083,0.1519517805874066,memphis,2026-04-01
27,0.11445074339501551,113371,25653,1594,8079,0.7610605211308734,1.0558962749536942,0.8157625383828045,1.028713312535812,1264,656737,0.01423553111824063,0.039061298510667135,minnesota,2026-05-01
27053,0.11751196172248804,61959,15019,966,4721,0.7331428267158907,1.0889646171693736,0.9257307139434595,1.0750313104861664,1421,300194,0.01740541116744505,0.05003097996628847,minneapolis,2026-05-01
22071,0.1973010702652397,27888,5152,288,5152,0.8062329252251341,0.8648648648648649,0.652321630804077,0.8639221933428356,1203,68383,0.03142593919541407,0.07534036237076466,neworleans,2026-01-01
42101,0.1372632656543252,67934,13127,857,4074,0.8420491589920299,0.9942437324850413,0.9264864864864865,0.8943035890681593,1390,331415,0.03536955177043888,0.03960894950439781,philadelphia,2026-05-01
44,0.20258431887866843,39556,6531,503,2156,0.8327491289565373,0.8417864277888767,0.8763066202090593,0.8014869888475836,1365,159990,0.02853928370523157,0.04082130133133321,rhode_island,2026-05-01
44007,0.1955962253360023,30161,5171,388,1680,0.821668891492086,0.8626240720660605,0.8808172531214529,0.8047904191616766,1369,111239,0.03143681622452557,0.04648549519503052,providence,2026-05-01
55,0.15146579804560262,145103,25794,1980,8268,0.8705849177731246,0.948029991179065,0.8991825613079019,0.922922364235084,1071,800791,0.02376899840282919,0.032210651718113714,wisconsin,2026-05-01
55079,0.18209622397365016,70867,12773,918,4015,0.868074525031542,0.9586100791774551,0.8326530612244898,0.9121890264682495,1084,188131,0.04518659869984213,0.06789418011917228,milwaukee,2026-05-01
48453,,53965,13862,413,3938,0.7584200577616313,1.191098126825915,0.5067484662576687,1.0885970974429855,1770,291290,,0.04758831405128909,austin,2026-05-01
09001,,20185,3360,261,1154,0.7681184238065338,0.78239608801956,0.7393767705382436,0.8383581547402833,1644,118307,,0.028400686349920122,bridgeport,2026-05-01
09,,98107,16835,1232,5447,0.7893394480650092,0.8285144811634144,0.7979274611398963,0.8309687261632341,1463,494848,,0.03402054772374547,connecticut,2026-05-01
09003,,32018,5646,365,1786,0.7828648972456203,0.8446405864312962,0.7525773195876289,0.8202066590126291,1221,121667,,0.04640535231410325,hartford,2026-05-01
36061,,594069,112249,6131,36200,0.7695508301180682,0.8916541224972893,0.585577841451767,0.843537732002004,1812,2291001,,0.048995613707719904,newyork,2026-05-01
42,,577449,108488,7966,34260,0.8230746370134077,0.9459732831083674,0.9320774586087872,0.9330065359477124,1197,1626438,,0.06670281928976081,pennsylvania,2026-05-01
51760,,94596,20733,975,6457,0.7475551305708449,1.0055776505965661,0.6735751295336787,0.9462192262602579,1494,87921,,0.23581396935885623,richmond,2026-05-01
51,,642386,138404,9066,45023,0.7647643572041682,1.0093603801036315,0.9197058077605884,0.9975517077115668,1567,1095593,,0.12632793382214016,virginia,2026-05-01
12103,,96678,17254,1050,17254,0.8437929574821842,0.872824767300688,0.6394640682095006,0.8706226662629932,1764,368395,,0.04683559766012025,tampa,2026-01-01
41039,0.181,10277,2728,206,451,0.7567746686303387,1.2004400440044005,1.2560975609756098,1.1388888888888888,1373,65412,0.01995046780407264,0.04170488595364765,eugene,2026-03-01
41051,0.292,63311,17700,1372,3058,0.7215956688987035,1.2036312944136547,1.2195555555555555,1.2288527225236086,1622,275472,0.04976912354068653,0.06425335424289946,portland,2026-03-01
41019,0.158,14248,3213,270,592,0.8636983602582365,1.1624457308248914,1.2646370023419204,1.1899497487437185,1200,75271,0.027912476252474394,0.04268576211289873,southwest,2026-03-01
13121,0.355,758886,142924,9339,34827,0.8383952097131462,0.9531030665559679,0.817847447237061,0.9162347741443266,1739,572679,0.1459806,0.24957087652943447,atlanta,2026-04-01
12031,0.06288242492704509,75742,14566,1078,4769,0.8665884843110895,1.019778065600168,1.0812437311935807,0.9949926976841227,1516,177265,0.05992722759710039,0.08217076128959468,jacksonville,2026-05-01
04013,0.2122560549233997,414391,84136,6456,26474,0.7966744272336302,0.9913806816508086,0.9864771945908778,1.0039248402571055,1766,606114,0.07786159039388629,0.13881217064776594,phoenix,2026-05-01
53053,0.106,13911,3573,328,1283,0.7146673516568199,1.1234082691400724,1.4017094017094016,1.3795698924731183,1802,127095,0.02295920374522994,0.02811282898619143,tacoma,2026-05-01
0,,6368574,1180208,62536,408053,0.8131605216526611,0.9164944983135203,0.8973647014930728,0.9309753209508403,,15576750,,0.07818395264899251,all_sites,2026-05-01
