type,GEOID,racial_majority,month,filings_2020,filings_avg,last_updated
County,18141,White,01/2020,269,131.05,2023-04-08
County,18141,White,02/2020,194,111.25,2023-04-08
County,18141,White,03/2020,67,133.8,2023-04-08
County,18141,White,04/2020,17,125.85,2023-04-08
County,18141,White,05/2020,21,155.416666666667,2023-04-08
County,18141,White,06/2020,55,174.2,2023-04-08
County,18141,White,07/2020,38,146.3,2023-04-08
County,18141,White,08/2020,132,155.541666666667,2023-04-08
County,18141,White,09/2020,147,144.05,2023-04-08
County,18141,White,10/2020,121,137.05,2023-04-08
County,18141,White,11/2020,107,165.05,2023-04-08
County,18141,White,12/2020,122,108.85,2023-04-08
County,18141,White,01/2021,151,157.45,2023-04-08
County,18141,White,02/2021,118,138.2,2023-04-08
County,18141,White,03/2021,139,126.5,2023-04-08
County,18141,White,04/2021,133,117.4,2023-04-08
County,18141,White,05/2021,99,146.666666666667,2023-04-08
County,18141,White,06/2021,148,167.15,2023-04-08
County,18141,White,07/2021,157,136.3,2023-04-08
County,18141,White,08/2021,138,172.05,2023-04-08
County,18141,White,09/2021,174,133.4,2023-04-08
County,18141,White,10/2021,202,148.458333333333,2023-04-08
County,18141,White,11/2021,200,157.65,2023-04-08
County,18141,White,12/2021,182,103.4,2023-04-08
County,18141,White,01/2022,228,126,2023-04-08
County,18141,White,02/2022,202,131.25,2023-04-08
County,18141,White,03/2022,203,121.3,2023-04-08
County,18141,White,04/2022,178,109.6,2023-04-08
County,18141,White,05/2022,239,167.7,2023-04-08
County,18141,White,06/2022,247,157.2,2023-04-08
County,18141,White,07/2022,248,149.75,2023-04-08
County,18141,White,08/2022,269,164.3,2023-04-08
County,18141,White,09/2022,234,127.1,2023-04-08
County,18141,White,10/2022,251,138.541666666667,2023-04-08
County,18141,White,11/2022,278,150.3,2023-04-08
County,18141,White,12/2022,264,99.25,2023-04-08
County,18141,White,01/2023,264,144.75,2023-04-08
County,18141,White,02/2023,219,123.7,2023-04-08
County,18141,White,03/2023,209,116.45,2023-04-08
County,18141,White,04/2023,7,18.125,2023-04-08
County,sealed,,01/2020,9,19.35,2023-04-08
County,sealed,,02/2020,9,14.05,2023-04-08
County,sealed,,03/2020,3,3.65,2023-04-08
County,sealed,,04/2020,1,3.7,2023-04-08
County,sealed,,05/2020,1,3.79166666666667,2023-04-08
County,sealed,,06/2020,0,3,2023-04-08
County,sealed,,07/2020,1,4.5,2023-04-08
County,sealed,,08/2020,3,2.91666666666667,2023-04-08
County,sealed,,09/2020,1,3.1,2023-04-08
County,sealed,,10/2020,3,1.75,2023-04-08
County,sealed,,11/2020,1,3.8,2023-04-08
County,sealed,,12/2020,3,1.6,2023-04-08
County,sealed,,01/2021,3,26.5,2023-04-08
County,sealed,,02/2021,1,18.2,2023-04-08
County,sealed,,03/2021,2,3.6,2023-04-08
County,sealed,,04/2021,0,3.45,2023-04-08
County,sealed,,05/2021,3,3.58333333333333,2023-04-08
County,sealed,,06/2021,2,2.85,2023-04-08
County,sealed,,07/2021,5,4.15,2023-04-08
County,sealed,,08/2021,1,3.2,2023-04-08
County,sealed,,09/2021,5,2.95,2023-04-08
County,sealed,,10/2021,2,1.70833333333333,2023-04-08
County,sealed,,11/2021,1,3.65,2023-04-08
County,sealed,,12/2021,7,1.4,2023-04-08
County,sealed,,01/2022,3,22,2023-04-08
County,sealed,,02/2022,1,18.05,2023-04-08
County,sealed,,03/2022,1,3.35,2023-04-08
County,sealed,,04/2022,3,3.3,2023-04-08
County,sealed,,05/2022,2,4.15,2023-04-08
County,sealed,,06/2022,6,2.55,2023-04-08
County,sealed,,07/2022,3,4.5,2023-04-08
County,sealed,,08/2022,2,3.05,2023-04-08
County,sealed,,09/2022,3,2.75,2023-04-08
County,sealed,,10/2022,4,1.70833333333333,2023-04-08
County,sealed,,11/2022,4,3.6,2023-04-08
County,sealed,,12/2022,5,1.35,2023-04-08
County,sealed,,01/2023,3,24.25,2023-04-08
County,sealed,,02/2023,8,17.1,2023-04-08
County,sealed,,03/2023,7,3.05,2023-04-08
County,sealed,,04/2023,0,0.875,2023-04-08
