type,GEOID,racial_majority,month,filings_2020,filings_avg,last_updated
County,39061,White,01/2020,1110,598.72,2023-04-08
County,39061,White,02/2020,762,435,2023-04-08
County,39061,White,03/2020,518,534.08,2023-04-08
County,39061,White,04/2020,239,532.36,2023-04-08
County,39061,White,05/2020,310,660.6,2023-04-08
County,39061,White,06/2020,347,723.2,2023-04-08
County,39061,White,07/2020,515,710.8,2023-04-08
County,39061,White,08/2020,746,665.566666666667,2023-04-08
County,39061,White,09/2020,782,704.6,2023-04-08
County,39061,White,10/2020,707,597.6,2023-04-08
County,39061,White,11/2020,714,631.12,2023-04-08
County,39061,White,12/2020,874,605.44,2023-04-08
County,39061,White,01/2021,759,766.72,2023-04-08
County,39061,White,02/2021,662,556.76,2023-04-08
County,39061,White,03/2021,673,508.92,2023-04-08
County,39061,White,04/2021,703,503.92,2023-04-08
County,39061,White,05/2021,687,630.333333333333,2023-04-08
County,39061,White,06/2021,897,687.6,2023-04-08
County,39061,White,07/2021,919,679.16,2023-04-08
County,39061,White,08/2021,865,758.64,2023-04-08
County,39061,White,09/2021,978,671.2,2023-04-08
County,39061,White,10/2021,933,654.966666666667,2023-04-08
County,39061,White,11/2021,865,597.92,2023-04-08
County,39061,White,12/2021,959,582.84,2023-04-08
County,39061,White,01/2022,1032,611.933333333333,2023-04-08
County,39061,White,02/2022,844,531.88,2023-04-08
County,39061,White,03/2022,995,477.68,2023-04-08
County,39061,White,04/2022,805,472.96,2023-04-08
County,39061,White,05/2022,973,714,2023-04-08
County,39061,White,06/2022,1178,649.6,2023-04-08
County,39061,White,07/2022,1179,745.166666666667,2023-04-08
County,39061,White,08/2022,1253,719.52,2023-04-08
County,39061,White,09/2022,1224,625.44,2023-04-08
County,39061,White,10/2022,1149,615.033333333333,2023-04-08
County,39061,White,11/2022,731,564.96,2023-04-08
County,39061,White,12/2022,1304,548.76,2023-04-08
County,39061,White,01/2023,960,687.36,2023-04-08
County,39061,White,02/2023,1003,501.44,2023-04-08
County,39061,White,03/2023,751,455.4,2023-04-08
County,39061,White,04/2023,123,92.9,2023-04-08
County,sealed,,01/2020,35,0.56,2023-04-08
County,sealed,,02/2020,127,1.24,2023-04-08
County,sealed,,03/2020,10,0.44,2023-04-08
County,sealed,,04/2020,0,0.2,2023-04-08
County,sealed,,05/2020,26,0.533333333333333,2023-04-08
County,sealed,,06/2020,32,2.4,2023-04-08
County,sealed,,07/2020,30,0.36,2023-04-08
County,sealed,,08/2020,0,1.1,2023-04-08
County,sealed,,09/2020,1,1.04,2023-04-08
County,sealed,,10/2020,0,0.72,2023-04-08
County,sealed,,11/2020,2,0.12,2023-04-08
County,sealed,,12/2020,1,0.8,2023-04-08
County,sealed,,01/2021,2,0.8,2023-04-08
County,sealed,,02/2021,0,1.56,2023-04-08
County,sealed,,03/2021,0,0.44,2023-04-08
County,sealed,,04/2021,4,0.2,2023-04-08
County,sealed,,05/2021,3,0.466666666666667,2023-04-08
County,sealed,,06/2021,1,2.24,2023-04-08
County,sealed,,07/2021,1,0.36,2023-04-08
County,sealed,,08/2021,0,1.24,2023-04-08
County,sealed,,09/2021,2,1,2023-04-08
County,sealed,,10/2021,1,0.766666666666667,2023-04-08
County,sealed,,11/2021,1,0.12,2023-04-08
County,sealed,,12/2021,0,0.72,2023-04-08
County,sealed,,01/2022,7,0.6,2023-04-08
County,sealed,,02/2022,4,1.48,2023-04-08
County,sealed,,03/2022,5,0.4,2023-04-08
County,sealed,,04/2022,0,0.2,2023-04-08
County,sealed,,05/2022,1,0.56,2023-04-08
County,sealed,,06/2022,4,2.16,2023-04-08
County,sealed,,07/2022,3,0.366666666666667,2023-04-08
County,sealed,,08/2022,7,1.2,2023-04-08
County,sealed,,09/2022,12,0.92,2023-04-08
County,sealed,,10/2022,4,0.733333333333333,2023-04-08
County,sealed,,11/2022,0,0.12,2023-04-08
County,sealed,,12/2022,6,0.68,2023-04-08
County,sealed,,01/2023,8,0.68,2023-04-08
County,sealed,,02/2023,4,1.32,2023-04-08
County,sealed,,03/2023,1,0.36,2023-04-08
County,sealed,,04/2023,4,0,2023-04-08
