GEOID.County
35009
35013
35017
35025
35029
35035
35045
35049
35001
35031
35043
35053
35061
35041
35007
35051
35028
35057
35005
35006
35015
35039
35047
35037
35027
35055
35059
35023
35019
35033
35011
35021
35003
