id,month_date,month_filings,month_rate,month_rate_scale_max,month_diff,pct_white,pct_black,pct_hispanic
39095000201,01/09/2025,46,0.0985324947589099,0.213119255995694,1.44615384615385,0.38655462184874,0.613445378151261,0
39095000202,01/09/2025,27,0.101818181818182,0.213119255995694,0.608695652173913,0.700729927007299,0.0510948905109489,0.156934306569343
39095000301,01/09/2025,121,0.337016574585635,0.213119255995694,1.37078651685393,0.581717451523546,0.418282548476454,0
39095000302,01/09/2025,29,0.0508474576271187,0.213119255995694,1.11111111111111,0.461799660441426,0.522920203735144,0
39095000400,01/09/2025,85,0.117647058823529,0.213119255995694,1.06832298136646,0.36986301369863,0.46986301369863,0.13013698630137
39095000601,01/09/2025,62,0.0692307692307692,0.213119255995694,0.947368421052632,0.513751375137514,0.419141914191419,0
39095000602,01/09/2025,15,0.149532710280374,0.213119255995694,0.653061224489796,0.358490566037736,0.641509433962264,0
39095000701,01/09/2025,63,0.16580310880829,0.213119255995694,1.29292929292929,0.425974025974026,0.574025974025974,0
39095000702,01/09/2025,38,0.08125,0.213119255995694,0.829787234042553,0.244258872651357,0.498956158663883,0.25678496868476
39095000703,01/09/2025,14,0.0842696629213483,0.213119255995694,0.731707317073171,0.175141242937853,0.824858757062147,0
39095000800,01/09/2025,28,0.144278606965174,0.213119255995694,0.852941176470588,0.145,0.855,0
39095000900,01/09/2025,47,0.135977337110482,0.213119255995694,0.857142857142857,0.261363636363636,0.588068181818182,0.105113636363636
39095001001,01/09/2025,35,0.116883116883117,0.213119255995694,0.911392405063291,0.586319218241042,0.413680781758958,0
39095001002,01/09/2025,25,0.129353233830846,0.213119255995694,0.68421052631579,0.07,0.835,0.095
39095001100,01/09/2025,57,0.125541125541126,0.213119255995694,1.24731182795699,0.195227765726681,0.668112798264642,0.0433839479392625
39095001201,01/09/2025,55,0.32183908045977,0.213119255995694,1.49333333333333,0.502890173410405,0.497109826589595,0
39095001202,01/09/2025,74,0.127118644067797,0.213119255995694,0.920245398773006,0.181663837011885,0.733446519524618,0.0730050933786078
39095001301,01/09/2025,2,0.02,0.213119255995694,1.2,0.885906040268456,0.114093959731544,0
