type,GEOID,racial_majority,month,filings_2020,filings_avg,last_updated
County,55079,White,01/2020,1296,574.32,2023-04-08
County,55079,White,02/2020,1049,424.76,2023-04-08
County,55079,White,03/2020,422,543.96,2023-04-08
County,55079,White,04/2020,7,576.88,2023-04-08
County,55079,White,05/2020,59,694.1,2023-04-08
County,55079,White,06/2020,1446,767,2023-04-08
County,55079,White,07/2020,1344,673.4,2023-04-08
County,55079,White,08/2020,836,714.8,2023-04-08
County,55079,White,09/2020,504,702.6,2023-04-08
County,55079,White,10/2020,623,609.64,2023-04-08
County,55079,White,11/2020,583,630.48,2023-04-08
County,55079,White,12/2020,678,564.92,2023-04-08
County,55079,White,01/2021,582,725.28,2023-04-08
County,55079,White,02/2021,572,546.56,2023-04-08
County,55079,White,03/2021,558,517.8,2023-04-08
County,55079,White,04/2021,445,547.08,2023-04-08
County,55079,White,05/2021,476,658.8,2023-04-08
County,55079,White,06/2021,586,732.52,2023-04-08
County,55079,White,07/2021,615,643.08,2023-04-08
County,55079,White,08/2021,617,806.52,2023-04-08
County,55079,White,09/2021,886,661.6,2023-04-08
County,55079,White,10/2021,945,659.666666666667,2023-04-08
County,55079,White,11/2021,758,602.76,2023-04-08
County,55079,White,12/2021,957,539.04,2023-04-08
County,55079,White,01/2022,1334,574.9,2023-04-08
County,55079,White,02/2022,1470,520.8,2023-04-08
County,55079,White,03/2022,1062,491.8,2023-04-08
County,55079,White,04/2022,1035,516.56,2023-04-08
County,55079,White,05/2022,1105,747.2,2023-04-08
County,55079,White,06/2022,887,698.52,2023-04-08
County,55079,White,07/2022,985,702.3,2023-04-08
County,55079,White,08/2022,1221,770.2,2023-04-08
County,55079,White,09/2022,1097,625.8,2023-04-08
County,55079,White,10/2022,1073,625.8,2023-04-08
County,55079,White,11/2022,1014,572.64,2023-04-08
County,55079,White,12/2022,848,516.68,2023-04-08
County,55079,White,01/2023,1310,656.16,2023-04-08
County,55079,White,02/2023,849,493.96,2023-04-08
County,55079,White,03/2023,990,467.2,2023-04-08
County,55079,White,04/2023,217,104.7,2023-04-08
County,sealed,,01/2020,21,0.36,2023-04-08
County,sealed,,02/2020,18,0.56,2023-04-08
County,sealed,,03/2020,8,0.68,2023-04-08
County,sealed,,04/2020,8,0.4,2023-04-08
County,sealed,,05/2020,7,0.866666666666667,2023-04-08
County,sealed,,06/2020,19,1.2,2023-04-08
County,sealed,,07/2020,20,1.24,2023-04-08
County,sealed,,08/2020,12,1,2023-04-08
County,sealed,,09/2020,4,2.04,2023-04-08
County,sealed,,10/2020,5,1.04,2023-04-08
County,sealed,,11/2020,8,0.68,2023-04-08
County,sealed,,12/2020,13,0.4,2023-04-08
County,sealed,,01/2021,4,0.44,2023-04-08
County,sealed,,02/2021,7,0.64,2023-04-08
County,sealed,,03/2021,7,0.68,2023-04-08
County,sealed,,04/2021,6,0.36,2023-04-08
County,sealed,,05/2021,6,0.833333333333333,2023-04-08
County,sealed,,06/2021,5,1.16,2023-04-08
County,sealed,,07/2021,2,1.16,2023-04-08
County,sealed,,08/2021,10,1.16,2023-04-08
County,sealed,,09/2021,11,2,2023-04-08
County,sealed,,10/2021,14,1.16666666666667,2023-04-08
County,sealed,,11/2021,8,0.6,2023-04-08
County,sealed,,12/2021,9,0.36,2023-04-08
County,sealed,,01/2022,8,0.366666666666667,2023-04-08
County,sealed,,02/2022,18,0.64,2023-04-08
County,sealed,,03/2022,22,0.64,2023-04-08
County,sealed,,04/2022,10,0.28,2023-04-08
County,sealed,,05/2022,11,0.96,2023-04-08
County,sealed,,06/2022,12,1.04,2023-04-08
County,sealed,,07/2022,14,1.2,2023-04-08
County,sealed,,08/2022,13,1.04,2023-04-08
County,sealed,,09/2022,21,1.84,2023-04-08
County,sealed,,10/2022,6,1.13333333333333,2023-04-08
County,sealed,,11/2022,13,0.6,2023-04-08
County,sealed,,12/2022,7,0.32,2023-04-08
County,sealed,,01/2023,16,0.44,2023-04-08
County,sealed,,02/2023,7,0.64,2023-04-08
County,sealed,,03/2023,8,0.64,2023-04-08
County,sealed,,04/2023,2,0.1,2023-04-08
