month,month_last_day,month_filings,avg_filings,percentage_diff
January,,2930,2518,1.16362192216044
February,,2793,2158,1.29425393883225
March,,1323,1720,0.769186046511628
April,,74,2110.5,0.035062781331438
May,,358,2427.5,0.147476828012358
June,,688,2490.5,0.276249749046376
July,,747,2691.5,0.277540404978637
August,,1164,2720.5,0.42786252527109
September,,1318,2558.5,0.515145593120969
October,10/10/2020,285,713,0.399719495091164
