type,GEOID,racial_majority,month,filings_2020,filings_avg,last_updated
Census Tract,39095000201,White,01/2020,5,5,
Census Tract,39095000201,White,02/2020,3,3.5,
Census Tract,39095000201,White,03/2020,1,3.5,
Census Tract,39095000201,White,04/2020,1,2,
Census Tract,39095000201,White,05/2020,0,2,
Census Tract,39095000201,White,06/2020,2,2,
Census Tract,39095000201,White,07/2020,2,0.5,
Census Tract,39095000201,White,08/2020,4,3.5,
Census Tract,39095000201,White,09/2020,1,4,
Census Tract,39095000201,White,10/2020,1,2,
Census Tract,39095000201,White,11/2020,3,1.5,
Census Tract,39095000201,White,12/2020,2,2.5,
Census Tract,39095000201,White,01/2021,3,5,
Census Tract,39095000201,White,02/2021,1,3,
Census Tract,39095000201,White,03/2021,0,3.5,
Census Tract,39095000201,White,04/2021,1,2,
Census Tract,39095000201,White,05/2021,3,2,
Census Tract,39095000201,White,06/2021,2,2,
Census Tract,39095000201,White,07/2021,0,0.5,
Census Tract,39095000201,White,08/2021,1,3.5,
Census Tract,39095000201,White,09/2021,2,4,
Census Tract,39095000201,White,10/2021,3,2,
Census Tract,39095000201,White,11/2021,5,1.5,
Census Tract,39095000201,White,12/2021,2,2.5,
Census Tract,39095000201,White,01/2022,3,5,
Census Tract,39095000201,White,02/2022,0,3,
Census Tract,39095000201,White,03/2022,3,3.5,
Census Tract,39095000201,White,04/2022,1,2,
Census Tract,39095000201,White,05/2022,2,2,
Census Tract,39095000201,White,06/2022,3,2,
Census Tract,39095000201,White,07/2022,1,0.5,
Census Tract,39095000201,White,08/2022,2,3.5,
Census Tract,39095000201,White,09/2022,3,4,
Census Tract,39095000201,White,10/2022,4,2,
Census Tract,39095000201,White,11/2022,2,1.5,
Census Tract,39095000201,White,12/2022,2,2.5,
Census Tract,39095000201,White,01/2023,8,5,
Census Tract,39095000201,White,02/2023,1,3,
Census Tract,39095000201,White,03/2023,4,3.5,
Census Tract,39095000201,White,04/2023,3,2,
Census Tract,39095000201,White,05/2023,3,2,
Census Tract,39095000201,White,06/2023,1,2,
Census Tract,39095000201,White,07/2023,0,0.5,
Census Tract,39095000201,White,08/2023,2,3.5,
Census Tract,39095000201,White,09/2023,4,4,
Census Tract,39095000201,White,10/2023,4,2,
Census Tract,39095000201,White,11/2023,1,1.5,
Census Tract,39095000201,White,12/2023,1,2.5,
Census Tract,39095000201,White,01/2024,2,5,
Census Tract,39095000201,White,02/2024,6,3.5,
Census Tract,39095000201,White,03/2024,3,3.5,
Census Tract,39095000201,White,04/2024,1,2,
Census Tract,39095000201,White,05/2024,1,2,
Census Tract,39095000201,White,06/2024,3,2,
Census Tract,39095000201,White,07/2024,1,0.5,
Census Tract,39095000201,White,08/2024,5,3.5,
Census Tract,39095000201,White,09/2024,4,4,
Census Tract,39095000201,White,10/2024,0,2,
Census Tract,39095000201,White,11/2024,2,1.5,
Census Tract,39095000201,White,12/2024,4,2.5,
Census Tract,39095000201,White,01/2025,0,5,
Census Tract,39095000201,White,02/2025,5,3,
Census Tract,39095000201,White,03/2025,1,3.5,
Census Tract,39095000201,White,04/2025,7,2,
Census Tract,39095000201,White,05/2025,3,2,
Census Tract,39095000201,White,06/2025,3,2,
Census Tract,39095000201,White,07/2025,4,0.5,
Census Tract,39095000201,White,08/2025,6,3.5,
Census Tract,39095000201,White,09/2025,6,4,
Census Tract,39095000201,White,10/2025,3,2,
Census Tract,39095000201,White,11/2025,5,1.5,
Census Tract,39095000201,White,12/2025,2,2.5,
Census Tract,39095000201,White,01/2026,4,5,
Census Tract,39095000201,White,02/2026,6,3,
Census Tract,39095000201,White,03/2026,5,3.5,
Census Tract,39095000201,White,04/2026,4,2,
Census Tract,39095000201,White,05/2026,5,2,
Census Tract,39095000201,White,06/2026,3,2,
Census Tract,39095000201,White,07/2026,0,0,2026-07-18
Census Tract,39095000202,White,01/2020,0,4.5,
Census Tract,39095000202,White,02/2020,3,2,
Census Tract,39095000202,White,03/2020,1,4,
Census Tract,39095000202,White,04/2020,0,3.5,
Census Tract,39095000202,White,05/2020,2,3.5,
Census Tract,39095000202,White,06/2020,2,1.5,
Census Tract,39095000202,White,07/2020,2,5,
Census Tract,39095000202,White,08/2020,1,3.5,
Census Tract,39095000202,White,09/2020,4,4.5,
Census Tract,39095000202,White,10/2020,4,4,
Census Tract,39095000202,White,11/2020,4,6,
Census Tract,39095000202,White,12/2020,5,3,
Census Tract,39095000202,White,01/2021,2,4.5,
Census Tract,39095000202,White,02/2021,3,2,
Census Tract,39095000202,White,03/2021,1,4,
Census Tract,39095000202,White,04/2021,2,3.5,
Census Tract,39095000202,White,05/2021,1,3.5,
Census Tract,39095000202,White,06/2021,4,1.5,
Census Tract,39095000202,White,07/2021,3,5,
Census Tract,39095000202,White,08/2021,2,3.5,
Census Tract,39095000202,White,09/2021,1,4.5,
Census Tract,39095000202,White,10/2021,5,4,
Census Tract,39095000202,White,11/2021,2,6,
Census Tract,39095000202,White,12/2021,2,3,
Census Tract,39095000202,White,01/2022,3,4.5,
Census Tract,39095000202,White,02/2022,3,2,
Census Tract,39095000202,White,03/2022,1,4,
Census Tract,39095000202,White,04/2022,6,3.5,
Census Tract,39095000202,White,05/2022,4,3.5,
Census Tract,39095000202,White,06/2022,7,1.5,
Census Tract,39095000202,White,07/2022,8,5,
Census Tract,39095000202,White,08/2022,7,3.5,
Census Tract,39095000202,White,09/2022,5,4.5,
Census Tract,39095000202,White,10/2022,2,4,
Census Tract,39095000202,White,11/2022,4,6,
Census Tract,39095000202,White,12/2022,8,3,
Census Tract,39095000202,White,01/2023,8,4.5,
Census Tract,39095000202,White,02/2023,1,2,
Census Tract,39095000202,White,03/2023,2,4,
Census Tract,39095000202,White,04/2023,4,3.5,
Census Tract,39095000202,White,05/2023,2,3.5,
Census Tract,39095000202,White,06/2023,3,1.5,
Census Tract,39095000202,White,07/2023,6,5,
Census Tract,39095000202,White,08/2023,3,3.5,
Census Tract,39095000202,White,09/2023,6,4.5,
Census Tract,39095000202,White,10/2023,4,4,
Census Tract,39095000202,White,11/2023,6,6,
Census Tract,39095000202,White,12/2023,6,3,
Census Tract,39095000202,White,01/2024,1,4.5,
Census Tract,39095000202,White,02/2024,3,2,
Census Tract,39095000202,White,03/2024,6,4,
Census Tract,39095000202,White,04/2024,3,3.5,
Census Tract,39095000202,White,05/2024,5,3.5,
Census Tract,39095000202,White,06/2024,0,1.5,
Census Tract,39095000202,White,07/2024,4,5,
Census Tract,39095000202,White,08/2024,4,3.5,
Census Tract,39095000202,White,09/2024,3,4.5,
Census Tract,39095000202,White,10/2024,4,4,
Census Tract,39095000202,White,11/2024,6,6,
Census Tract,39095000202,White,12/2024,0,3,
Census Tract,39095000202,White,01/2025,5,4.5,
Census Tract,39095000202,White,02/2025,4,2,
Census Tract,39095000202,White,03/2025,3,4,
Census Tract,39095000202,White,04/2025,1,3.5,
Census Tract,39095000202,White,05/2025,2,3.5,
Census Tract,39095000202,White,06/2025,2,1.5,
Census Tract,39095000202,White,07/2025,1,5,
Census Tract,39095000202,White,08/2025,5,3.5,
Census Tract,39095000202,White,09/2025,3,4.5,
Census Tract,39095000202,White,10/2025,3,4,
Census Tract,39095000202,White,11/2025,1,6,
Census Tract,39095000202,White,12/2025,3,3,
Census Tract,39095000202,White,01/2026,6,4.5,
Census Tract,39095000202,White,02/2026,1,2,
Census Tract,39095000202,White,03/2026,2,4,
Census Tract,39095000202,White,04/2026,0,3.5,
Census Tract,39095000202,White,05/2026,0,3.5,
Census Tract,39095000202,White,06/2026,4,1.5,
Census Tract,39095000202,White,07/2026,1,2.5,2026-07-18
Census Tract,39095000301,White,01/2020,0,3.5,
Census Tract,39095000301,White,02/2020,26,5.5,
Census Tract,39095000301,White,03/2020,1,14,
Census Tract,39095000301,White,04/2020,0,3.5,
Census Tract,39095000301,White,05/2020,1,10.5,
Census Tract,39095000301,White,06/2020,1,10,
Census Tract,39095000301,White,07/2020,1,3,
Census Tract,39095000301,White,08/2020,1,13.5,
Census Tract,39095000301,White,09/2020,2,11.5,
Census Tract,39095000301,White,10/2020,2,4,
Census Tract,39095000301,White,11/2020,1,8.5,
Census Tract,39095000301,White,12/2020,1,0.5,
Census Tract,39095000301,White,01/2021,3,3.5,
Census Tract,39095000301,White,02/2021,0,5.5,
Census Tract,39095000301,White,03/2021,0,14,
Census Tract,39095000301,White,04/2021,1,3.5,
Census Tract,39095000301,White,05/2021,1,10.5,
Census Tract,39095000301,White,06/2021,1,10,
Census Tract,39095000301,White,07/2021,0,3,
Census Tract,39095000301,White,08/2021,1,13.5,
Census Tract,39095000301,White,09/2021,7,11.5,
Census Tract,39095000301,White,10/2021,23,4,
Census Tract,39095000301,White,11/2021,14,8.5,
Census Tract,39095000301,White,12/2021,6,0.5,
Census Tract,39095000301,White,01/2022,4,3.5,
Census Tract,39095000301,White,02/2022,4,5.5,
Census Tract,39095000301,White,03/2022,88,14,
Census Tract,39095000301,White,04/2022,9,3.5,
Census Tract,39095000301,White,05/2022,0,10.5,
Census Tract,39095000301,White,06/2022,5,10,
Census Tract,39095000301,White,07/2022,2,3,
Census Tract,39095000301,White,08/2022,47,13.5,
Census Tract,39095000301,White,09/2022,4,11.5,
Census Tract,39095000301,White,10/2022,20,4,
Census Tract,39095000301,White,11/2022,1,8.5,
Census Tract,39095000301,White,12/2022,0,0.5,
Census Tract,39095000301,White,01/2023,4,3.5,
Census Tract,39095000301,White,02/2023,1,5.5,
