type,GEOID,month,filings_2020,filings_avg,filings_avg_prepandemic_baseline,last_updated
Census Tract,29001950300,04/2020,0,2,1.25,NA
Census Tract,29001950300,05/2020,1,2,2,NA
Census Tract,29001950300,06/2020,0,2,1.5,NA
Census Tract,29001950300,07/2020,3,1.5,2,NA
Census Tract,29001950300,08/2020,0,1.5,1.75,NA
Census Tract,29001950300,09/2020,1,1,1.75,NA
Census Tract,29001950300,10/2020,2,0.5,0.75,NA
Census Tract,29001950300,11/2020,1,1,1,NA
Census Tract,29001950300,12/2020,0,1.5,1,NA
Census Tract,29001950300,01/2021,1,0.5,1.75,NA
Census Tract,29001950300,02/2021,1,2,0.75,NA
Census Tract,29001950300,03/2021,3,3,1.25,NA
Census Tract,29001950300,04/2021,1,2,1.25,NA
Census Tract,29001950300,05/2021,0,2,2,NA
Census Tract,29001950300,06/2021,0,2,1.5,NA
Census Tract,29001950300,07/2021,0,1.5,2,NA
Census Tract,29001950300,08/2021,2,1.5,1.75,NA
Census Tract,29001950300,09/2021,2,1,1.75,NA
Census Tract,29001950300,10/2021,2,0.5,0.75,NA
Census Tract,29001950300,11/2021,0,1,1,NA
Census Tract,29001950300,12/2021,0,1.5,1,NA
Census Tract,29001950300,01/2022,3,0.5,1.75,NA
Census Tract,29001950300,02/2022,1,2,0.75,NA
Census Tract,29001950300,03/2022,2,3,1.25,NA
Census Tract,29001950300,04/2022,0,2,1.25,NA
Census Tract,29001950300,05/2022,0,2,2,NA
Census Tract,29001950300,06/2022,0,2,1.5,NA
Census Tract,29001950300,07/2022,2,1.5,2,NA
Census Tract,29001950300,08/2022,1,1.5,1.75,NA
Census Tract,29001950300,09/2022,0,1,1.75,NA
Census Tract,29001950300,10/2022,3,0.5,0.75,NA
Census Tract,29001950300,11/2022,0,1,1,NA
Census Tract,29001950300,12/2022,0,1.5,1,NA
Census Tract,29001950300,01/2023,1,0.5,1.75,NA
Census Tract,29001950300,02/2023,4,2,0.75,NA
Census Tract,29001950300,03/2023,1,3,1.25,NA
Census Tract,29001950300,04/2023,3,2,1.25,NA
Census Tract,29001950300,05/2023,3,2,2,NA
Census Tract,29001950300,06/2023,1,2,1.5,NA
Census Tract,29001950300,07/2023,1,1.5,2,NA
Census Tract,29001950300,08/2023,1,1.5,1.75,NA
Census Tract,29001950300,09/2023,2,1,1.75,NA
Census Tract,29001950300,10/2023,1,0.5,0.75,NA
Census Tract,29001950300,11/2023,1,1,1,NA
Census Tract,29001950300,12/2023,1,1.5,1,NA
Census Tract,29001950300,01/2024,1,0.5,1.75,NA
Census Tract,29001950300,02/2024,1,2,0.75,NA
Census Tract,29001950300,03/2024,2,3,1.25,NA
Census Tract,29001950300,04/2024,1,2,1.25,NA
Census Tract,29001950300,05/2024,1,2,2,NA
Census Tract,29001950300,06/2024,3,2,1.5,NA
Census Tract,29001950300,07/2024,1,1.5,2,NA
Census Tract,29001950300,08/2024,2,1.5,1.75,NA
Census Tract,29001950300,09/2024,2,1,1.75,NA
Census Tract,29001950300,10/2024,0,0.5,0.75,NA
Census Tract,29001950300,11/2024,1,1,1,NA
Census Tract,29001950300,12/2024,2,1.5,1,NA
Census Tract,29001950300,01/2025,0,0.5,1.75,NA
Census Tract,29001950300,02/2025,0,2,0.75,NA
Census Tract,29001950300,03/2025,0,3,1.25,NA
Census Tract,29001950300,04/2025,1,2,1.25,NA
Census Tract,29001950300,05/2025,2,2,2,NA
Census Tract,29001950300,06/2025,2,2,1.5,NA
Census Tract,29001950300,07/2025,0,1.5,2,NA
Census Tract,29001950300,08/2025,5,1.5,1.75,NA
Census Tract,29001950300,09/2025,8,1,1.75,NA
Census Tract,29001950300,10/2025,0,0.5,0.75,NA
Census Tract,29001950300,11/2025,2,1,1,NA
Census Tract,29001950300,12/2025,0,1.5,1,NA
Census Tract,29001950300,01/2026,1,0.5,,NA
Census Tract,29001950300,02/2026,1,2,,NA
Census Tract,29001950300,03/2026,0,1,,07/03/2026
Census Tract,29001950400,01/2020,0,0,0.25,NA
Census Tract,29001950400,02/2020,1,0.5,0.5,NA
Census Tract,29001950400,03/2020,0,0.5,0,NA
Census Tract,29001950400,04/2020,1,0.5,0.25,NA
Census Tract,29001950400,05/2020,1,0.5,0,NA
Census Tract,29001950400,06/2020,0,0,0.5,NA
Census Tract,29001950400,07/2020,0,0,1,NA
Census Tract,29001950400,08/2020,0,0,0.75,NA
Census Tract,29001950400,09/2020,0,2,0.5,NA
Census Tract,29001950400,10/2020,0,0.5,0.25,NA
Census Tract,29001950400,11/2020,3,0,0.25,NA
Census Tract,29001950400,12/2020,0,1,0.5,NA
Census Tract,29001950400,01/2021,0,0,0.25,NA
Census Tract,29001950400,02/2021,0,0.5,0.5,NA
Census Tract,29001950400,03/2021,0,0.5,0,NA
Census Tract,29001950400,04/2021,0,0.5,0.25,NA
Census Tract,29001950400,05/2021,0,0.5,0,NA
Census Tract,29001950400,06/2021,0,0,0.5,NA
Census Tract,29001950400,07/2021,2,0,1,NA
Census Tract,29001950400,08/2021,3,0,0.75,NA
Census Tract,29001950400,09/2021,0,2,0.5,NA
Census Tract,29001950400,10/2021,1,0.5,0.25,NA
Census Tract,29001950400,11/2021,0,0,0.25,NA
Census Tract,29001950400,12/2021,1,1,0.5,NA
Census Tract,29001950400,01/2022,0,0,0.25,NA
Census Tract,29001950400,02/2022,1,0.5,0.5,NA
Census Tract,29001950400,03/2022,2,0.5,0,NA
Census Tract,29001950400,04/2022,2,0.5,0.25,NA
Census Tract,29001950400,05/2022,0,0.5,0,NA
Census Tract,29001950400,06/2022,0,0,0.5,NA
Census Tract,29001950400,07/2022,2,0,1,NA
Census Tract,29001950400,08/2022,0,0,0.75,NA
Census Tract,29001950400,09/2022,1,2,0.5,NA
Census Tract,29001950400,10/2022,1,0.5,0.25,NA
Census Tract,29001950400,11/2022,0,0,0.25,NA
Census Tract,29001950400,12/2022,2,1,0.5,NA
Census Tract,29001950400,01/2023,0,0,0.25,NA
Census Tract,29001950400,02/2023,1,0.5,0.5,NA
Census Tract,29001950400,03/2023,1,0.5,0,NA
Census Tract,29001950400,04/2023,1,0.5,0.25,NA
Census Tract,29001950400,05/2023,1,0.5,0,NA
Census Tract,29001950400,06/2023,0,0,0.5,NA
Census Tract,29001950400,07/2023,2,0,1,NA
Census Tract,29001950400,08/2023,0,0,0.75,NA
Census Tract,29001950400,09/2023,0,2,0.5,NA
Census Tract,29001950400,10/2023,0,0.5,0.25,NA
Census Tract,29001950400,11/2023,0,0,0.25,NA
Census Tract,29001950400,12/2023,2,1,0.5,NA
Census Tract,29001950400,01/2024,0,0,0.25,NA
Census Tract,29001950400,02/2024,1,0.5,0.5,NA
Census Tract,29001950400,03/2024,0,0.5,0,NA
Census Tract,29001950400,04/2024,0,0.5,0.25,NA
Census Tract,29001950400,05/2024,0,0.5,0,NA
Census Tract,29001950400,06/2024,1,0,0.5,NA
Census Tract,29001950400,07/2024,0,0,1,NA
Census Tract,29001950400,08/2024,0,0,0.75,NA
Census Tract,29001950400,09/2024,1,2,0.5,NA
Census Tract,29001950400,10/2024,4,0.5,0.25,NA
Census Tract,29001950400,11/2024,0,0,0.25,NA
Census Tract,29001950400,12/2024,0,1,0.5,NA
Census Tract,29001950400,01/2025,1,0,0.25,NA
Census Tract,29001950400,02/2025,0,0.5,0.5,NA
Census Tract,29001950400,03/2025,2,0.5,0,NA
Census Tract,29001950400,04/2025,0,0.5,0.25,NA
Census Tract,29001950400,05/2025,0,0.5,0,NA
Census Tract,29001950400,06/2025,0,0,0.5,NA
Census Tract,29001950400,07/2025,0,0,1,NA
Census Tract,29001950400,08/2025,0,0,0.75,NA
Census Tract,29001950400,09/2025,0,2,0.5,NA
Census Tract,29001950400,10/2025,1,0.5,0.25,NA
Census Tract,29001950400,11/2025,0,0,0.25,NA
Census Tract,29001950400,12/2025,0,1,0.5,NA
Census Tract,29001950400,01/2026,1,0,,NA
Census Tract,29001950400,02/2026,1,0.5,,NA
Census Tract,29001950400,03/2026,0,0,,07/03/2026
Census Tract,29001950501,01/2020,0,3.5,0.5,NA
Census Tract,29001950501,02/2020,1,1,0.5,NA
Census Tract,29001950501,03/2020,0,0.5,0.5,NA
Census Tract,29001950501,04/2020,0,1.5,1.5,NA
Census Tract,29001950501,05/2020,0,0.5,1.5,NA
Census Tract,29001950501,06/2020,1,0,0.75,NA
Census Tract,29001950501,07/2020,2,1,1.5,NA
Census Tract,29001950501,08/2020,1,1,1.5,NA
Census Tract,29001950501,09/2020,0,0,0.5,NA
Census Tract,29001950501,10/2020,1,0,0.5,NA
Census Tract,29001950501,11/2020,0,1,0,NA
Census Tract,29001950501,12/2020,0,1,0.75,NA
Census Tract,29001950501,01/2021,0,3.5,0.5,NA
Census Tract,29001950501,02/2021,0,1,0.5,NA
Census Tract,29001950501,03/2021,0,0.5,0.5,NA
Census Tract,29001950501,04/2021,0,1.5,1.5,NA
Census Tract,29001950501,05/2021,0,0.5,1.5,NA
Census Tract,29001950501,06/2021,0,0,0.75,NA
Census Tract,29001950501,07/2021,2,1,1.5,NA
Census Tract,29001950501,08/2021,0,1,1.5,NA
Census Tract,29001950501,09/2021,0,0,0.5,NA
Census Tract,29001950501,10/2021,1,0,0.5,NA
Census Tract,29001950501,11/2021,2,1,0,NA
Census Tract,29001950501,12/2021,1,1,0.75,NA
Census Tract,29001950501,01/2022,0,3.5,0.5,NA
Census Tract,29001950501,02/2022,0,1,0.5,NA
Census Tract,29001950501,03/2022,1,0.5,0.5,NA
Census Tract,29001950501,04/2022,0,1.5,1.5,NA
Census Tract,29001950501,05/2022,0,0.5,1.5,NA
Census Tract,29001950501,06/2022,1,0,0.75,NA
Census Tract,29001950501,07/2022,0,1,1.5,NA
Census Tract,29001950501,08/2022,2,1,1.5,NA
Census Tract,29001950501,09/2022,0,0,0.5,NA
Census Tract,29001950501,10/2022,1,0,0.5,NA
Census Tract,29001950501,11/2022,2,1,0,NA
Census Tract,29001950501,12/2022,0,1,0.75,NA
Census Tract,29001950501,01/2023,3,3.5,0.5,NA
Census Tract,29001950501,02/2023,1,1,0.5,NA
Census Tract,29001950501,03/2023,1,0.5,0.5,NA
Census Tract,29001950501,04/2023,2,1.5,1.5,NA
Census Tract,29001950501,05/2023,2,0.5,1.5,NA
Census Tract,29001950501,06/2023,0,0,0.75,NA
Census Tract,29001950501,07/2023,1,1,1.5,NA
Census Tract,29001950501,08/2023,1,1,1.5,NA
Census Tract,29001950501,09/2023,0,0,0.5,NA
Census Tract,29001950501,10/2023,0,0,0.5,NA
Census Tract,29001950501,11/2023,2,1,0,NA
Census Tract,29001950501,12/2023,1,1,0.75,NA
Census Tract,29001950501,01/2024,1,3.5,0.5,NA
Census Tract,29001950501,02/2024,2,1,0.5,NA
Census Tract,29001950501,03/2024,1,0.5,0.5,NA
Census Tract,29001950501,04/2024,1,1.5,1.5,NA
Census Tract,29001950501,05/2024,1,0.5,1.5,NA
Census Tract,29001950501,06/2024,0,0,0.75,NA
Census Tract,29001950501,07/2024,1,1,1.5,NA
Census Tract,29001950501,08/2024,0,1,1.5,NA
Census Tract,29001950501,09/2024,0,0,0.5,NA
Census Tract,29001950501,10/2024,0,0,0.5,NA
Census Tract,29001950501,11/2024,1,1,0,NA
Census Tract,29001950501,12/2024,1,1,0.75,NA
Census Tract,29001950501,01/2025,0,3.5,0.5,NA
Census Tract,29001950501,02/2025,1,1,0.5,NA
Census Tract,29001950501,03/2025,0,0.5,0.5,NA
Census Tract,29001950501,04/2025,3,1.5,1.5,NA
Census Tract,29001950501,05/2025,1,0.5,1.5,NA
Census Tract,29001950501,06/2025,1,0,0.75,NA
Census Tract,29001950501,07/2025,0,1,1.5,NA
Census Tract,29001950501,08/2025,0,1,1.5,NA
Census Tract,29001950501,09/2025,0,0,0.5,NA
Census Tract,29001950501,10/2025,0,0,0.5,NA
Census Tract,29001950501,11/2025,1,1,0,NA
Census Tract,29001950501,12/2025,1,1,0.75,NA
Census Tract,29001950501,01/2026,0,3.5,,NA
Census Tract,29001950501,02/2026,1,1,,NA
Census Tract,29001950501,03/2026,0,0.5,,07/03/2026
Census Tract,29001950502,01/2020,0,1,0.75,NA
Census Tract,29001950502,02/2020,0,0.5,0.25,NA
Census Tract,29001950502,03/2020,0,0.5,0,NA
Census Tract,29001950502,04/2020,0,0.5,0.75,NA
Census Tract,29001950502,05/2020,0,2,0.5,NA
Census Tract,29001950502,06/2020,0,2,1,NA
Census Tract,29001950502,07/2020,2,2,0.5,NA
Census Tract,29001950502,08/2020,1,0.5,0.25,NA
Census Tract,29001950502,09/2020,0,0.5,0.75,NA
Census Tract,29001950502,10/2020,1,2.5,0.75,NA
Census Tract,29001950502,11/2020,0,0,0.25,NA
Census Tract,29001950502,12/2020,0,2.5,0.75,NA
Census Tract,29001950502,01/2021,0,1,0.75,NA
Census Tract,29001950502,02/2021,0,0.5,0.25,NA
Census Tract,29001950502,03/2021,1,0.5,0,NA
Census Tract,29001950502,04/2021,0,0.5,0.75,NA
Census Tract,29001950502,05/2021,0,2,0.5,NA
Census Tract,29001950502,06/2021,0,2,1,NA
Census Tract,29001950502,07/2021,1,2,0.5,NA
Census Tract,29001950502,08/2021,1,0.5,0.25,NA
Census Tract,29001950502,09/2021,0,0.5,0.75,NA
Census Tract,29001950502,10/2021,1,2.5,0.75,NA
Census Tract,29001950502,11/2021,0,0,0.25,NA
Census Tract,29001950502,12/2021,0,2.5,0.75,NA
Census Tract,29001950502,01/2022,1,1,0.75,NA
Census Tract,29001950502,02/2022,0,0.5,0.25,NA
Census Tract,29001950502,03/2022,2,0.5,0,NA
Census Tract,29001950502,04/2022,0,0.5,0.75,NA
Census Tract,29001950502,05/2022,0,2,0.5,NA
Census Tract,29001950502,06/2022,0,2,1,NA
Census Tract,29001950502,07/2022,1,2,0.5,NA
Census Tract,29001950502,08/2022,0,0.5,0.25,NA
Census Tract,29001950502,09/2022,1,0.5,0.75,NA
Census Tract,29001950502,10/2022,0,2.5,0.75,NA
Census Tract,29001950502,11/2022,1,0,0.25,NA
Census Tract,29001950502,12/2022,1,2.5,0.75,NA
Census Tract,29001950502,01/2023,0,1,0.75,NA
Census Tract,29001950502,02/2023,0,0.5,0.25,NA
Census Tract,29001950502,03/2023,1,0.5,0,NA
Census Tract,29001950502,04/2023,1,0.5,0.75,NA
Census Tract,29001950502,05/2023,1,2,0.5,NA
Census Tract,29001950502,06/2023,1,2,1,NA
Census Tract,29001950502,07/2023,1,2,0.5,NA
Census Tract,29001950502,08/2023,0,0.5,0.25,NA
Census Tract,29001950502,09/2023,2,0.5,0.75,NA
Census Tract,29001950502,10/2023,0,2.5,0.75,NA
Census Tract,29001950502,11/2023,0,0,0.25,NA
Census Tract,29001950502,12/2023,1,2.5,0.75,NA
Census Tract,29001950502,01/2024,1,1,0.75,NA
Census Tract,29001950502,02/2024,0,0.5,0.25,NA
Census Tract,29001950502,03/2024,0,0.5,0,NA
Census Tract,29001950502,04/2024,1,0.5,0.75,NA
Census Tract,29001950502,05/2024,0,2,0.5,NA
Census Tract,29001950502,06/2024,2,2,1,NA
Census Tract,29001950502,07/2024,1,2,0.5,NA
Census Tract,29001950502,08/2024,1,0.5,0.25,NA
Census Tract,29001950502,09/2024,0,0.5,0.75,NA
Census Tract,29001950502,10/2024,1,2.5,0.75,NA
Census Tract,29001950502,11/2024,1,0,0.25,NA
Census Tract,29001950502,12/2024,2,2.5,0.75,NA
Census Tract,29001950502,01/2025,2,1,0.75,NA
Census Tract,29001950502,02/2025,0,0.5,0.25,NA
Census Tract,29001950502,03/2025,0,0.5,0,NA
Census Tract,29001950502,04/2025,0,0.5,0.75,NA
Census Tract,29001950502,05/2025,0,2,0.5,NA
Census Tract,29001950502,06/2025,0,2,1,NA
Census Tract,29001950502,07/2025,0,2,0.5,NA
Census Tract,29001950502,08/2025,0,0.5,0.25,NA
Census Tract,29001950502,09/2025,0,0.5,0.75,NA
Census Tract,29001950502,10/2025,0,2.5,0.75,NA
Census Tract,29001950502,11/2025,0,0,0.25,NA
Census Tract,29001950502,12/2025,0,2.5,0.75,NA
Census Tract,29001950502,01/2026,0,1,,NA
Census Tract,29001950502,02/2026,0,0.5,,NA
Census Tract,29001950502,03/2026,0,0,,07/03/2026
Census Tract,29001950900,01/2020,0,0.5,0.25,NA
Census Tract,29001950900,02/2020,0,1.5,0.25,NA
Census Tract,29001950900,03/2020,2,0,0.5,NA
Census Tract,29001950900,04/2020,0,0,0.25,NA
Census Tract,29001950900,05/2020,1,0.5,0.25,NA
Census Tract,29001950900,06/2020,0,0,0.5,NA
Census Tract,29001950900,07/2020,2,3,0.25,NA
Census Tract,29001950900,08/2020,0,0.5,0.25,NA
Census Tract,29001950900,09/2020,0,0.5,0,NA
Census Tract,29001950900,10/2020,1,0.5,0.25,NA
Census Tract,29001950900,11/2020,1,1,0.25,NA
Census Tract,29001950900,12/2020,0,1.5,0.25,NA
Census Tract,29001950900,01/2021,0,0.5,0.25,NA
Census Tract,29001950900,02/2021,0,1.5,0.25,NA
Census Tract,29001950900,03/2021,1,0,0.5,NA
Census Tract,29001950900,04/2021,0,0,0.25,NA
Census Tract,29001950900,05/2021,1,0.5,0.25,NA
Census Tract,29001950900,06/2021,1,0,0.5,NA
Census Tract,29001950900,07/2021,0,3,0.25,NA
Census Tract,29001950900,08/2021,0,0.5,0.25,NA
Census Tract,29001950900,09/2021,1,0.5,0,NA
Census Tract,29001950900,10/2021,0,0.5,0.25,NA
Census Tract,29001950900,11/2021,0,1,0.25,NA
Census Tract,29001950900,12/2021,1,1.5,0.25,NA
Census Tract,29001950900,01/2022,1,0.5,0.25,NA
Census Tract,29001950900,02/2022,0,1.5,0.25,NA
Census Tract,29001950900,03/2022,1,0,0.5,NA
Census Tract,29001950900,04/2022,1,0,0.25,NA
Census Tract,29001950900,05/2022,0,0.5,0.25,NA
Census Tract,29001950900,06/2022,1,0,0.5,NA
Census Tract,29001950900,07/2022,0,3,0.25,NA
Census Tract,29001950900,08/2022,0,0.5,0.25,NA
Census Tract,29001950900,09/2022,3,0.5,0,NA
Census Tract,29001950900,10/2022,1,0.5,0.25,NA
Census Tract,29001950900,11/2022,1,1,0.25,NA
Census Tract,29001950900,12/2022,1,1.5,0.25,NA
Census Tract,29001950900,01/2023,0,0.5,0.25,NA
Census Tract,29001950900,02/2023,1,1.5,0.25,NA
Census Tract,29001950900,03/2023,0,0,0.5,NA
Census Tract,29001950900,04/2023,0,0,0.25,NA
Census Tract,29001950900,05/2023,0,0.5,0.25,NA
Census Tract,29001950900,06/2023,0,0,0.5,NA
Census Tract,29001950900,07/2023,5,3,0.25,NA
Census Tract,29001950900,08/2023,0,0.5,0.25,NA
Census Tract,29001950900,09/2023,1,0.5,0,NA
Census Tract,29001950900,10/2023,0,0.5,0.25,NA
Census Tract,29001950900,11/2023,2,1,0.25,NA
Census Tract,29001950900,12/2023,2,1.5,0.25,NA
Census Tract,29001950900,01/2024,0,0.5,0.25,NA
Census Tract,29001950900,02/2024,3,1.5,0.25,NA
Census Tract,29001950900,03/2024,0,0,0.5,NA
Census Tract,29001950900,04/2024,0,0,0.25,NA
Census Tract,29001950900,05/2024,0,0.5,0.25,NA
Census Tract,29001950900,06/2024,0,0,0.5,NA
Census Tract,29001950900,07/2024,0,3,0.25,NA
Census Tract,29001950900,08/2024,1,0.5,0.25,NA
Census Tract,29001950900,09/2024,0,0.5,0,NA
Census Tract,29001950900,10/2024,0,0.5,0.25,NA
Census Tract,29001950900,11/2024,0,1,0.25,NA
