type,GEOID,racial_majority,week,week_date,filings_2020,filings_avg
Census Tract,29189210100,Black,1,2019-12-29,3,1
Census Tract,29189210100,Black,2,2020-01-05,3,3.5
Census Tract,29189210100,Black,3,2020-01-12,4,3
Census Tract,29189210100,Black,4,2020-01-19,4,2.5
Census Tract,29189210100,Black,5,2020-01-26,4,5
Census Tract,29189210100,Black,6,2020-02-02,2,1
Census Tract,29189210100,Black,7,2020-02-09,3,1
Census Tract,29189210100,Black,8,2020-02-16,10,3.5
Census Tract,29189210100,Black,9,2020-02-23,2,4
Census Tract,29189210100,Black,10,2020-03-01,3,11
Census Tract,29189210100,Black,11,2020-03-08,0,6.5
Census Tract,29189210100,Black,12,2020-03-15,2,4
Census Tract,29189210100,Black,13,2020-03-22,1,5
Census Tract,29189210100,Black,14,2020-03-29,1,1.5
Census Tract,29189210100,Black,15,2020-04-05,0,0.5
Census Tract,29189210100,Black,16,2020-04-12,0,4
Census Tract,29189210100,Black,17,2020-04-19,0,4
Census Tract,29189210100,Black,18,2020-04-26,1,0.5
Census Tract,29189210100,Black,19,2020-05-03,3,1
Census Tract,29189210100,Black,20,2020-05-10,0,1.5
Census Tract,29189210100,Black,21,2020-05-17,0,2
Census Tract,29189210100,Black,22,2020-05-24,1,6.5
Census Tract,29189210100,Black,23,2020-05-31,1,6
Census Tract,29189210100,Black,24,2020-06-07,0,5.5
Census Tract,29189210100,Black,25,2020-06-14,0,5
Census Tract,29189210100,Black,26,2020-06-21,0,7.5
Census Tract,29189210100,Black,27,2020-06-28,0,1
Census Tract,29189210100,Black,28,2020-07-05,1,1.5
Census Tract,29189210100,Black,29,2020-07-12,1,7
Census Tract,29189210100,Black,30,2020-07-19,0,6
Census Tract,29189210100,Black,31,2020-07-26,2,2
Census Tract,29189210100,Black,32,2020-08-02,0,4
Census Tract,29189210100,Black,33,2020-08-09,1,3.5
Census Tract,29189210100,Black,34,2020-08-16,0,5.5
Census Tract,29189210100,Black,35,2020-08-23,0,2
Census Tract,29189210100,Black,36,2020-08-30,0,2.5
Census Tract,29189210100,Black,37,2020-09-06,0,1.5
Census Tract,29189210100,Black,38,2020-09-13,0,4
Census Tract,29189210200,Black,1,2019-12-29,4,2
Census Tract,29189210200,Black,2,2020-01-05,5,3
Census Tract,29189210200,Black,3,2020-01-12,6,1.5
Census Tract,29189210200,Black,4,2020-01-19,5,7.5
Census Tract,29189210200,Black,5,2020-01-26,8,0.5
Census Tract,29189210200,Black,6,2020-02-02,3,2
Census Tract,29189210200,Black,7,2020-02-09,9,1.5
Census Tract,29189210200,Black,8,2020-02-16,7,1.5
Census Tract,29189210200,Black,9,2020-02-23,5,0.5
Census Tract,29189210200,Black,10,2020-03-01,2,2.5
Census Tract,29189210200,Black,11,2020-03-08,5,3.5
Census Tract,29189210200,Black,12,2020-03-15,3,2
Census Tract,29189210200,Black,13,2020-03-22,1,1
Census Tract,29189210200,Black,14,2020-03-29,0,4.5
Census Tract,29189210200,Black,15,2020-04-05,0,4.5
Census Tract,29189210200,Black,16,2020-04-12,0,1.5
Census Tract,29189210200,Black,17,2020-04-19,0,1
Census Tract,29189210200,Black,18,2020-04-26,0,4
Census Tract,29189210200,Black,19,2020-05-03,0,4.5
Census Tract,29189210200,Black,20,2020-05-10,0,2
Census Tract,29189210200,Black,21,2020-05-17,2,6
Census Tract,29189210200,Black,22,2020-05-24,2,3
Census Tract,29189210200,Black,23,2020-05-31,5,2
Census Tract,29189210200,Black,24,2020-06-07,1,5
Census Tract,29189210200,Black,25,2020-06-14,0,6
Census Tract,29189210200,Black,26,2020-06-21,1,3.5
Census Tract,29189210200,Black,27,2020-06-28,2,3
Census Tract,29189210200,Black,28,2020-07-05,4,4.5
Census Tract,29189210200,Black,29,2020-07-12,6,5
Census Tract,29189210200,Black,30,2020-07-19,0,5.5
Census Tract,29189210200,Black,31,2020-07-26,1,5
Census Tract,29189210200,Black,32,2020-08-02,3,2
Census Tract,29189210200,Black,33,2020-08-09,1,2.5
Census Tract,29189210200,Black,34,2020-08-16,4,3
Census Tract,29189210200,Black,35,2020-08-23,2,1
Census Tract,29189210200,Black,36,2020-08-30,2,3.5
Census Tract,29189210200,Black,37,2020-09-06,4,3.5
Census Tract,29189210200,Black,38,2020-09-13,0,2
Census Tract,29189210300,Black,1,2019-12-29,1,0.5
Census Tract,29189210300,Black,2,2020-01-05,3,1.5
Census Tract,29189210300,Black,3,2020-01-12,3,3
Census Tract,29189210300,Black,4,2020-01-19,2,1
Census Tract,29189210300,Black,5,2020-01-26,3,0.5
Census Tract,29189210300,Black,6,2020-02-02,2,1
Census Tract,29189210300,Black,7,2020-02-09,0,1.5
Census Tract,29189210300,Black,8,2020-02-16,0,0
Census Tract,29189210300,Black,9,2020-02-23,1,2
Census Tract,29189210300,Black,10,2020-03-01,3,3
Census Tract,29189210300,Black,11,2020-03-08,0,1
Census Tract,29189210300,Black,12,2020-03-15,0,1
Census Tract,29189210300,Black,13,2020-03-22,0,0.5
Census Tract,29189210300,Black,14,2020-03-29,1,1
Census Tract,29189210300,Black,15,2020-04-05,1,1
Census Tract,29189210300,Black,16,2020-04-12,0,1.5
Census Tract,29189210300,Black,17,2020-04-19,0,2.5
Census Tract,29189210300,Black,18,2020-04-26,1,1
Census Tract,29189210300,Black,19,2020-05-03,1,1.5
Census Tract,29189210300,Black,20,2020-05-10,0,2
Census Tract,29189210300,Black,21,2020-05-17,0,1.5
Census Tract,29189210300,Black,22,2020-05-24,0,2.5
Census Tract,29189210300,Black,23,2020-05-31,0,1.5
Census Tract,29189210300,Black,24,2020-06-07,0,4
Census Tract,29189210300,Black,25,2020-06-14,0,1.5
Census Tract,29189210300,Black,26,2020-06-21,0,1.5
Census Tract,29189210300,Black,27,2020-06-28,0,0.5
Census Tract,29189210300,Black,28,2020-07-05,0,2
Census Tract,29189210300,Black,29,2020-07-12,1,2
Census Tract,29189210300,Black,30,2020-07-19,1,4
Census Tract,29189210300,Black,31,2020-07-26,1,1.5
Census Tract,29189210300,Black,32,2020-08-02,2,4.5
Census Tract,29189210300,Black,33,2020-08-09,3,0.5
Census Tract,29189210300,Black,34,2020-08-16,0,3
Census Tract,29189210300,Black,35,2020-08-23,0,3
Census Tract,29189210300,Black,36,2020-08-30,1,1
Census Tract,29189210300,Black,37,2020-09-06,0,4
Census Tract,29189210300,Black,38,2020-09-13,0,1.5
Census Tract,29189210400,Black,1,2019-12-29,0,0
Census Tract,29189210400,Black,2,2020-01-05,2,1
Census Tract,29189210400,Black,3,2020-01-12,1,0.5
Census Tract,29189210400,Black,4,2020-01-19,1,0
Census Tract,29189210400,Black,5,2020-01-26,1,1
Census Tract,29189210400,Black,6,2020-02-02,2,2
Census Tract,29189210400,Black,7,2020-02-09,1,0
Census Tract,29189210400,Black,8,2020-02-16,2,1
Census Tract,29189210400,Black,9,2020-02-23,0,1
Census Tract,29189210400,Black,10,2020-03-01,1,1
Census Tract,29189210400,Black,11,2020-03-08,1,0.5
Census Tract,29189210400,Black,12,2020-03-15,0,0
Census Tract,29189210400,Black,13,2020-03-22,0,0.5
Census Tract,29189210400,Black,14,2020-03-29,0,0
Census Tract,29189210400,Black,15,2020-04-05,2,0.5
Census Tract,29189210400,Black,16,2020-04-12,0,0
Census Tract,29189210400,Black,17,2020-04-19,0,0
Census Tract,29189210400,Black,18,2020-04-26,0,2
Census Tract,29189210400,Black,19,2020-05-03,1,0.5
Census Tract,29189210400,Black,20,2020-05-10,1,0.5
Census Tract,29189210400,Black,21,2020-05-17,0,1
Census Tract,29189210400,Black,22,2020-05-24,1,2
Census Tract,29189210400,Black,23,2020-05-31,1,0.5
Census Tract,29189210400,Black,24,2020-06-07,0,1
Census Tract,29189210400,Black,25,2020-06-14,0,0.5
Census Tract,29189210400,Black,26,2020-06-21,1,1.5
Census Tract,29189210400,Black,27,2020-06-28,0,0
Census Tract,29189210400,Black,28,2020-07-05,0,1
Census Tract,29189210400,Black,29,2020-07-12,3,1.5
Census Tract,29189210400,Black,30,2020-07-19,0,1
Census Tract,29189210400,Black,31,2020-07-26,0,1
Census Tract,29189210400,Black,32,2020-08-02,0,1
Census Tract,29189210400,Black,33,2020-08-09,1,1.5
Census Tract,29189210400,Black,34,2020-08-16,1,2.5
Census Tract,29189210400,Black,35,2020-08-23,0,1.5
Census Tract,29189210400,Black,36,2020-08-30,0,0
Census Tract,29189210400,Black,37,2020-09-06,0,0
Census Tract,29189210400,Black,38,2020-09-13,1,2
Census Tract,29189210501,Black,1,2019-12-29,1,0
Census Tract,29189210501,Black,2,2020-01-05,0,1.5
Census Tract,29189210501,Black,3,2020-01-12,1,0
Census Tract,29189210501,Black,4,2020-01-19,0,0
Census Tract,29189210501,Black,5,2020-01-26,1,0.5
Census Tract,29189210501,Black,6,2020-02-02,0,1.5
Census Tract,29189210501,Black,7,2020-02-09,1,0
Census Tract,29189210501,Black,8,2020-02-16,0,1
Census Tract,29189210501,Black,9,2020-02-23,0,1
Census Tract,29189210501,Black,10,2020-03-01,3,3
