type,GEOID,racial_majority,xfilemonth,xfileyear,month_filings,filings_avg,last_updated
County,51001,White,1,2020,11,14.5,2023-04-08
County,51001,White,2,2020,6,16.5,2023-04-08
County,51001,White,3,2020,8,17,2023-04-08
County,51001,White,4,2020,0,13.5,2023-04-08
County,51001,White,5,2020,0,18.75,2023-04-08
County,51001,White,6,2020,8,24.75,2023-04-08
County,51001,White,7,2020,18,16.25,2023-04-08
County,51001,White,8,2020,8,15.5,2023-04-08
County,51001,White,9,2020,8,15.25,2023-04-08
County,51001,White,10,2020,11,22.25,2023-04-08
County,51001,White,11,2020,8,16.75,2023-04-08
County,51001,White,12,2020,8,12.5,2023-04-08
County,51001,White,1,2021,0,14.5,2023-04-08
County,51001,White,2,2021,3,16.5,2023-04-08
County,51001,White,3,2021,5,17,2023-04-08
County,51001,White,4,2021,2,13.5,2023-04-08
County,51001,White,5,2021,5,18.75,2023-04-08
County,51001,White,6,2021,7,24.75,2023-04-08
County,51001,White,7,2021,12,16.25,2023-04-08
County,51001,White,8,2021,11,15.5,2023-04-08
County,51001,White,9,2021,22,15.25,2023-04-08
County,51001,White,10,2021,10,22.25,2023-04-08
County,51001,White,11,2021,4,16.75,2023-04-08
County,51001,White,12,2021,15,12.5,2023-04-08
County,51001,White,1,2022,6,14.5,2023-04-08
County,51001,White,2,2022,13,16.5,2023-04-08
County,51001,White,3,2022,8,17,2023-04-08
County,51001,White,4,2022,10,13.5,2023-04-08
County,51001,White,5,2022,9,18.75,2023-04-08
County,51001,White,6,2022,22,24.75,2023-04-08
County,51001,White,7,2022,15,16.25,2023-04-08
County,51001,White,8,2022,19,15.5,2023-04-08
County,51001,White,9,2022,16,15.25,2023-04-08
County,51001,White,10,2022,13,22.25,2023-04-08
County,51001,White,11,2022,12,16.75,2023-04-08
County,51001,White,12,2022,13,12.5,2023-04-08
County,51001,White,1,2023,26,14.5,2023-04-08
County,51001,White,2,2023,20,16.5,2023-04-08
County,51001,White,3,2023,16,17,2023-04-08
County,51001,White,4,2023,8,1.25,2023-04-08
County,51003,White,1,2020,129,125.5,2023-04-08
County,51003,White,2,2020,122,112.75,2023-04-08
County,51003,White,3,2020,71,94.5,2023-04-08
County,51003,White,4,2020,2,85.75,2023-04-08
County,51003,White,5,2020,1,105.5,2023-04-08
County,51003,White,6,2020,6,99.75,2023-04-08
County,51003,White,7,2020,39,119,2023-04-08
County,51003,White,8,2020,14,106.5,2023-04-08
County,51003,White,9,2020,63,105.5,2023-04-08
County,51003,White,10,2020,55,105,2023-04-08
County,51003,White,11,2020,12,99.25,2023-04-08
County,51003,White,12,2020,2,106,2023-04-08
County,51003,White,1,2021,2,125.5,2023-04-08
County,51003,White,2,2021,15,112.75,2023-04-08
County,51003,White,3,2021,20,94.5,2023-04-08
County,51003,White,4,2021,26,85.75,2023-04-08
County,51003,White,5,2021,28,105.5,2023-04-08
County,51003,White,6,2021,20,99.75,2023-04-08
County,51003,White,7,2021,16,119,2023-04-08
County,51003,White,8,2021,26,106.5,2023-04-08
County,51003,White,9,2021,14,105.5,2023-04-08
County,51003,White,10,2021,31,105,2023-04-08
County,51003,White,11,2021,16,99.25,2023-04-08
County,51003,White,12,2021,24,106,2023-04-08
County,51003,White,1,2022,53,125.5,2023-04-08
