site_id,month,month_filings,pct_of_historical,avg_filings,eviction_filing_rate,site
0,2020-01-01,118908,0.955,124535.54999999994,0.1,all_sites
0,2020-02-01,104169,0.946,110137.55,0.088,all_sites
0,2020-03-01,59787,0.584,102335.93333333326,0.05,all_sites
0,2020-04-01,6908,0.069,99592.7666666666,0.006,all_sites
0,2020-05-01,10795,0.097,111691.36666666665,0.009,all_sites
0,2020-06-01,21217,0.179,118563.96666666666,0.018,all_sites
0,2020-07-01,28308,0.235,120666.18333333336,0.024,all_sites
0,2020-08-01,46826,0.364,128539.00833333326,0.039,all_sites
0,2020-09-01,62911,0.534,117702.70833333327,0.053,all_sites
0,2020-10-01,65070,0.533,122134.03333333334,0.055,all_sites
0,2020-11-01,57016,0.51,111845.69166666664,0.048,all_sites
0,2020-12-01,56418,0.522,108051.91666666667,0.048,all_sites
0,2021-01-01,39728,0.319,124535.54999999994,0.033,all_sites
0,2021-02-01,36512,0.335,108987.25,0.031,all_sites
0,2021-03-01,49393,0.483,102335.93333333326,0.042,all_sites
0,2021-04-01,43182,0.434,99592.7666666666,0.036,all_sites
0,2021-05-01,44074,0.395,111691.36666666665,0.037,all_sites
0,2021-06-01,53110,0.448,118563.96666666666,0.045,all_sites
0,2021-07-01,52394,0.434,120666.18333333336,0.044,all_sites
0,2021-08-01,54813,0.426,128539.00833333326,0.046,all_sites
0,2021-09-01,57773,0.491,117702.70833333327,0.049,all_sites
0,2021-10-01,63662,0.521,122134.03333333334,0.054,all_sites
0,2021-11-01,60164,0.538,111845.69166666664,0.051,all_sites
0,2021-12-01,60804,0.563,108051.91666666667,0.051,all_sites
0,2022-01-01,74586,0.599,124535.54999999994,0.063,all_sites
0,2022-02-01,75328,0.691,108989.8333333333,0.064,all_sites
0,2022-03-01,87703,0.857,102335.93333333326,0.074,all_sites
0,2022-04-01,78867,0.792,99592.7666666666,0.066,all_sites
0,2022-05-01,85517,0.766,111691.36666666665,0.072,all_sites
0,2022-06-01,95183,0.803,118563.96666666666,0.08,all_sites
0,2022-07-01,102827,0.852,120666.18333333336,0.087,all_sites
0,2022-08-01,110419,0.859,128539.00833333326,0.093,all_sites
0,2022-09-01,106950,0.909,117702.70833333327,0.09,all_sites
0,2022-10-01,104742,0.858,122134.03333333334,0.088,all_sites
0,2022-11-01,97260,0.87,111845.69166666664,0.082,all_sites
0,2022-12-01,101016,0.935,108051.91666666667,0.085,all_sites
0,2023-01-01,113231,0.909,124535.54999999994,0.095,all_sites
0,2023-02-01,97944,0.899,108985.5,0.083,all_sites
0,2023-03-01,104206,1.018,102335.93333333326,0.088,all_sites
0,2023-04-01,94140,0.945,99592.7666666666,0.079,all_sites
0,2023-05-01,106141,0.95,111691.36666666665,0.089,all_sites
0,2023-06-01,111132,0.937,118563.96666666666,0.094,all_sites
0,2023-07-01,106293,0.881,120666.18333333336,0.09,all_sites
0,2023-08-01,116161,0.904,128539.00833333326,0.098,all_sites
0,2023-09-01,103489,0.879,117702.70833333327,0.087,all_sites
0,2023-10-01,112250,0.919,122134.03333333334,0.095,all_sites
0,2023-11-01,99394,0.889,111845.69166666664,0.084,all_sites
0,2023-12-01,97306,0.901,108051.91666666667,0.082,all_sites
0,2024-01-01,110470,0.887,124535.54999999994,0.093,all_sites
0,2024-02-01,103891,0.943,110137.55,0.088,all_sites
0,2024-03-01,92283,0.902,102269.76666666659,0.078,all_sites
0,2024-04-01,89212,0.929,96043.93333333328,0.075,all_sites
0,2024-05-01,96200,0.894,107598.36666666665,0.081,all_sites
0,2024-06-01,88686,0.776,114261.3,0.075,all_sites
0,2024-07-01,88876,0.914,97266.68333333336,0.075,all_sites
35001,2020-01-01,1023,1.023,999.666666666667,0.118,albuquerque
35001,2020-02-01,888,1.031,861.666666666667,0.103,albuquerque
35001,2020-03-01,698,0.987,707.333333333333,0.081,albuquerque
35001,2020-04-01,298,0.369,807.666666666667,0.034,albuquerque
35001,2020-05-01,271,0.308,881,0.031,albuquerque
35001,2020-06-01,301,0.318,945.333333333333,0.035,albuquerque
35001,2020-07-01,295,0.297,993.666666666667,0.034,albuquerque
35001,2020-08-01,410,0.402,1020.66666666667,0.047,albuquerque
35001,2020-09-01,386,0.399,967.666666666667,0.045,albuquerque
35001,2020-10-01,416,0.419,993.666666666667,0.048,albuquerque
35001,2020-11-01,425,0.487,873,0.049,albuquerque
35001,2020-12-01,215,0.251,855.666666666667,0.025,albuquerque
35001,2021-01-01,550,0.55,999.666666666667,0.064,albuquerque
35001,2021-02-01,423,0.491,861.666666666667,0.049,albuquerque
35001,2021-03-01,409,0.578,707.333333333333,0.047,albuquerque
35001,2021-04-01,342,0.423,807.666666666667,0.04,albuquerque
35001,2021-05-01,463,0.526,881,0.053,albuquerque
35001,2021-06-01,489,0.517,945.333333333333,0.057,albuquerque
35001,2021-07-01,488,0.491,993.666666666667,0.056,albuquerque
35001,2021-08-01,455,0.446,1020.66666666667,0.053,albuquerque
35001,2021-09-01,416,0.43,967.666666666667,0.048,albuquerque
35001,2021-10-01,474,0.477,993.666666666667,0.055,albuquerque
35001,2021-11-01,416,0.477,873,0.048,albuquerque
35001,2021-12-01,403,0.471,855.666666666667,0.047,albuquerque
35001,2022-01-01,540,0.54,999.666666666667,0.062,albuquerque
35001,2022-02-01,560,0.65,861.666666666667,0.065,albuquerque
35001,2022-03-01,597,0.844,707.333333333333,0.069,albuquerque
35001,2022-04-01,524,0.649,807.666666666667,0.061,albuquerque
35001,2022-05-01,623,0.707,881,0.072,albuquerque
35001,2022-06-01,612,0.647,945.333333333333,0.071,albuquerque
35001,2022-07-01,672,0.676,993.666666666667,0.078,albuquerque
35001,2022-08-01,755,0.74,1020.66666666667,0.087,albuquerque
35001,2022-09-01,593,0.613,967.666666666667,0.069,albuquerque
35001,2022-10-01,603,0.607,993.666666666667,0.07,albuquerque
35001,2022-11-01,635,0.727,873,0.073,albuquerque
35001,2022-12-01,599,0.7,855.666666666667,0.069,albuquerque
35001,2023-01-01,794,0.794,999.666666666667,0.092,albuquerque
35001,2023-02-01,738,0.856,861.666666666667,0.085,albuquerque
35001,2023-03-01,805,1.138,707.333333333333,0.093,albuquerque
35001,2023-04-01,808,1,807.666666666667,0.093,albuquerque
35001,2023-05-01,892,1.012,881,0.103,albuquerque
35001,2023-06-01,821,0.868,945.333333333333,0.095,albuquerque
35001,2023-07-01,817,0.822,993.666666666667,0.094,albuquerque
35001,2023-08-01,949,0.93,1020.66666666667,0.11,albuquerque
35001,2023-09-01,768,0.794,967.666666666667,0.089,albuquerque
35001,2023-10-01,857,0.862,993.666666666667,0.099,albuquerque
35001,2023-11-01,689,0.789,873,0.08,albuquerque
35001,2023-12-01,749,0.875,855.666666666667,0.087,albuquerque
35001,2024-01-01,716,0.716,999.666666666667,0.083,albuquerque
35001,2024-02-01,669,0.776,861.666666666667,0.077,albuquerque
35001,2024-03-01,644,0.91,707.333333333333,0.074,albuquerque
35001,2024-04-01,678,0.839,807.666666666667,0.078,albuquerque
35001,2024-05-01,726,0.824,881,0.084,albuquerque
35001,2024-06-01,760,0.804,945.333333333333,0.088,albuquerque
35001,2024-07-01,778,0.783,993.666666666667,0.09,albuquerque
48453,2020-01-01,1101,1.308,841.666666666667,0.049,austin
48453,2020-02-01,1084,1.539,704.5,0.048,austin
48453,2020-03-01,639,1.067,598.833333333333,0.028,austin
48453,2020-04-01,23,0.035,663,0.001,austin
48453,2020-05-01,28,0.038,737.666666666667,0.001,austin
48453,2020-06-01,130,0.162,804,0.006,austin
48453,2020-07-01,67,0.081,831.333333333333,0.003,austin
48453,2020-08-01,49,0.059,827.5,0.002,austin
48453,2020-09-01,69,0.085,809.166666666667,0.003,austin
48453,2020-10-01,77,0.091,846.333333333334,0.003,austin
48453,2020-11-01,62,0.082,758.333333333333,0.003,austin
48453,2020-12-01,66,0.083,797.833333333333,0.003,austin
48453,2021-01-01,78,0.093,841.666666666667,0.003,austin
48453,2021-02-01,54,0.077,701,0.002,austin
48453,2021-03-01,100,0.167,598.833333333333,0.004,austin
48453,2021-04-01,108,0.163,663,0.005,austin
48453,2021-05-01,104,0.141,737.666666666667,0.005,austin
48453,2021-06-01,112,0.139,804,0.005,austin
48453,2021-07-01,141,0.17,831.333333333333,0.006,austin
48453,2021-08-01,162,0.196,827.5,0.007,austin
48453,2021-09-01,170,0.21,809.166666666667,0.008,austin
48453,2021-10-01,186,0.22,846.333333333334,0.008,austin
48453,2021-11-01,245,0.323,758.333333333333,0.011,austin
48453,2021-12-01,290,0.363,797.833333333333,0.013,austin
48453,2022-01-01,464,0.551,841.666666666667,0.021,austin
48453,2022-02-01,734,1.047,701,0.033,austin
48453,2022-03-01,1061,1.772,598.833333333333,0.047,austin
48453,2022-04-01,999,1.507,663,0.044,austin
48453,2022-05-01,789,1.07,737.666666666667,0.035,austin
48453,2022-06-01,741,0.922,804,0.033,austin
48453,2022-07-01,781,0.939,831.333333333333,0.035,austin
48453,2022-08-01,882,1.066,827.5,0.039,austin
48453,2022-09-01,805,0.995,809.166666666667,0.036,austin
48453,2022-10-01,851,1.006,846.333333333334,0.038,austin
48453,2022-11-01,577,0.761,758.333333333333,0.026,austin
48453,2022-12-01,516,0.647,797.833333333333,0.023,austin
48453,2023-01-01,711,0.845,841.666666666667,0.032,austin
48453,2023-02-01,777,1.108,701,0.034,austin
48453,2023-03-01,791,1.321,598.833333333333,0.035,austin
48453,2023-04-01,811,1.223,663,0.036,austin
48453,2023-05-01,779,1.056,737.666666666667,0.035,austin
48453,2023-06-01,937,1.165,804,0.042,austin
48453,2023-07-01,828,0.996,831.333333333333,0.037,austin
48453,2023-08-01,746,0.902,827.5,0.033,austin
