type,GEOID,racial_majority,month,filings_2020,filings_avg,last_updated
County,25017,White,01/2020,93,44.2,2023-04-08
County,25017,White,02/2020,82,47.4666666666667,2023-04-08
County,25017,White,03/2020,44,71.9333333333333,2023-04-08
County,25017,White,04/2020,8,45.8666666666667,2023-04-08
County,25017,White,05/2020,0,71.7222222222222,2023-04-08
County,25017,White,06/2020,1,60,2023-04-08
County,25017,White,07/2020,1,58.8,2023-04-08
County,25017,White,08/2020,2,67.0555555555556,2023-04-08
County,25017,White,09/2020,10,58.2666666666667,2023-04-08
County,25017,White,10/2020,6,47.8,2023-04-08
County,25017,White,11/2020,43,54.2,2023-04-08
County,25017,White,12/2020,47,45,2023-04-08
County,25017,White,01/2021,25,56.9333333333333,2023-04-08
County,25017,White,02/2021,45,57.8,2023-04-08
County,25017,White,03/2021,38,65.7333333333333,2023-04-08
County,25017,White,04/2021,15,41.6666666666667,2023-04-08
County,25017,White,05/2021,45,67.3888888888889,2023-04-08
County,25017,White,06/2021,41,56.1333333333333,2023-04-08
County,25017,White,07/2021,24,55.8,2023-04-08
County,25017,White,08/2021,24,74.9333333333333,2023-04-08
County,25017,White,09/2021,22,54.2,2023-04-08
County,25017,White,10/2021,16,50.7777777777778,2023-04-08
County,25017,White,11/2021,31,50.4,2023-04-08
County,25017,White,12/2021,15,42.2,2023-04-08
County,25017,White,01/2022,24,47.0555555555556,2023-04-08
County,25017,White,02/2022,27,56.8666666666667,2023-04-08
County,25017,White,03/2022,34,64.8,2023-04-08
County,25017,White,04/2022,30,40.7333333333333,2023-04-08
County,25017,White,05/2022,26,80.1333333333333,2023-04-08
County,25017,White,06/2022,28,54.8666666666667,2023-04-08
County,25017,White,07/2022,27,61.8333333333333,2023-04-08
County,25017,White,08/2022,51,73.6666666666667,2023-04-08
County,25017,White,09/2022,37,53.1333333333333,2023-04-08
County,25017,White,10/2022,40,49.8888888888889,2023-04-08
County,25017,White,11/2022,33,49.6666666666667,2023-04-08
County,25017,White,12/2022,39,41.9333333333333,2023-04-08
County,25017,White,01/2023,36,54.5333333333333,2023-04-08
County,25017,White,02/2023,68,54.4666666666667,2023-04-08
County,25017,White,03/2023,81,64.5333333333333,2023-04-08
County,25017,White,04/2023,7,13.6666666666667,2023-04-08
County,25021,White,01/2020,9,2.2,2023-04-08
County,25021,White,02/2020,6,5.6,2023-04-08
County,25021,White,03/2020,6,5.8,2023-04-08
County,25021,White,04/2020,1,6.4,2023-04-08
County,25021,White,05/2020,0,7.5,2023-04-08
County,25021,White,06/2020,0,6,2023-04-08
County,25021,White,07/2020,0,4.2,2023-04-08
County,25021,White,08/2020,0,4.33333333333333,2023-04-08
County,25021,White,09/2020,1,6.4,2023-04-08
County,25021,White,10/2020,0,6.6,2023-04-08
County,25021,White,11/2020,0,4.4,2023-04-08
County,25021,White,12/2020,2,4,2023-04-08
County,25021,White,01/2021,0,3.2,2023-04-08
County,25021,White,02/2021,1,5.8,2023-04-08
County,25021,White,03/2021,0,3.8,2023-04-08
County,25021,White,04/2021,0,5.4,2023-04-08
County,25021,White,05/2021,2,5.5,2023-04-08
County,25021,White,06/2021,5,4.6,2023-04-08
County,25021,White,07/2021,1,3.4,2023-04-08
County,25021,White,08/2021,4,4,2023-04-08
County,25021,White,09/2021,1,4.8,2023-04-08
County,25021,White,10/2021,0,6,2023-04-08
County,25021,White,11/2021,0,4,2023-04-08
County,25021,White,12/2021,0,4,2023-04-08
County,25021,White,01/2022,2,2.66666666666667,2023-04-08
County,25021,White,02/2022,0,5.8,2023-04-08
County,25021,White,03/2022,6,3.8,2023-04-08
County,25021,White,04/2022,1,5.4,2023-04-08
County,25021,White,05/2022,5,6.6,2023-04-08
County,25021,White,06/2022,0,4.6,2023-04-08
County,25021,White,07/2022,2,4,2023-04-08
County,25021,White,08/2022,1,4,2023-04-08
County,25021,White,09/2022,0,4.8,2023-04-08
County,25021,White,10/2022,3,6,2023-04-08
County,25021,White,11/2022,1,4,2023-04-08
County,25021,White,12/2022,0,4,2023-04-08
County,25021,White,01/2023,0,2.8,2023-04-08
County,25021,White,02/2023,6,5.4,2023-04-08
County,25021,White,03/2023,11,3.8,2023-04-08
County,25021,White,04/2023,1,1,2023-04-08
County,25025,Other,01/2020,537,292.15,2023-04-08
County,25025,Other,02/2020,516,292.3,2023-04-08
County,25025,Other,03/2020,418,380.45,2023-04-08
County,25025,Other,04/2020,86,308.6,2023-04-08
County,25025,Other,05/2020,4,317.708333333333,2023-04-08
County,25025,Other,06/2020,6,353.75,2023-04-08
County,25025,Other,07/2020,11,370.85,2023-04-08
County,25025,Other,08/2020,6,384.625,2023-04-08
County,25025,Other,09/2020,5,336.5,2023-04-08
County,25025,Other,10/2020,10,334.15,2023-04-08
County,25025,Other,11/2020,73,350.7,2023-04-08
County,25025,Other,12/2020,160,294.35,2023-04-08
County,25025,Other,01/2021,53,370.55,2023-04-08
County,25025,Other,02/2021,129,372.3,2023-04-08
County,25025,Other,03/2021,47,361.1,2023-04-08
County,25025,Other,04/2021,60,290.85,2023-04-08
County,25025,Other,05/2021,155,297.583333333333,2023-04-08
County,25025,Other,06/2021,178,331.45,2023-04-08
County,25025,Other,07/2021,102,355.95,2023-04-08
County,25025,Other,08/2021,94,431.75,2023-04-08
County,25025,Other,09/2021,70,315.6,2023-04-08
County,25025,Other,10/2021,80,362.041666666667,2023-04-08
County,25025,Other,11/2021,70,335.05,2023-04-08
County,25025,Other,12/2021,46,277.35,2023-04-08
County,25025,Other,01/2022,65,292.791666666667,2023-04-08
County,25025,Other,02/2022,114,356.85,2023-04-08
County,25025,Other,03/2022,148,353.9,2023-04-08
County,25025,Other,04/2022,87,280.65,2023-04-08
County,25025,Other,05/2022,60,342.15,2023-04-08
