month,month_last_day,month_filings,avg_filings,percentage_diff
01/2020,,5845,5627.4,1.03866794612077
02/2020,,5614,4526.6,1.24022445102284
03/2020,,3859,4059,0.950726779995073
04/2020,,1763,4588.4,0.384229796879086
05/2020,,1459,5102,0.285966287730302
06/2020,,1605,5423.2,0.295950730196194
07/2020,,1758,5815.2,0.302311184482047
08/2020,,1960,5882.6,0.33318600618774
09/2020,,2653,5669.2,0.467967261694772
10/2020,,3019,5777.8,0.522517221087611
11/2020,,2947,5315,0.554468485418627
12/2020,,3848,5246.8,0.733399405351833
