GEOID.County
29095
29510
29077
29165
29097
29219
29009
29047
29123
29135
29161
29159
29169
29189
29179
29183
29071
29221
29021
29037
29029
29043
29099
29101
29209
29229
29171
29019
29049
29039
29143
29031
29217
29195
29187
29201
29141
29213
29001
29137
29017
29023
29069
29093
29107
29119
29127
29145
29105
29215
29003
29055
29059
29175
29139
29007
29089
29051
29013
29185
29083
29113
29117
29157
29225
29203
29073
29109
29147
29053
29186
29035
29091
29015
29065
29121
29079
29005
29133
29177
29167
29027
29151
29025
29067
29223
29033
29155
29207
29131
29011
29057
29111
29115
29085
29045
29163
29153
29197
29081
29173
29075
29061
29199
29125
29041
29181
29103
29063
29205
29087
29211
29149
29129
29227
