type,GEOID,racial_majority,xfilemonth,xfileyear,month_filings,filings_avg,last_updated
County,42001,White,1,2020,38,35,2023-04-08
County,42001,White,2,2020,28,30.75,2023-04-08
County,42001,White,3,2020,16,37.25,2023-04-08
County,42001,White,4,2020,0,28,2023-04-08
County,42001,White,5,2020,0,29.5,2023-04-08
County,42001,White,6,2020,7,34.5,2023-04-08
County,42001,White,7,2020,8,34.25,2023-04-08
County,42001,White,8,2020,8,38.25,2023-04-08
County,42001,White,9,2020,56,28.75,2023-04-08
County,42001,White,10,2020,27,36.75,2023-04-08
County,42001,White,11,2020,14,24.5,2023-04-08
County,42001,White,12,2020,16,22,2023-04-08
County,42001,White,1,2021,12,35,2023-04-08
County,42001,White,2,2021,13,30.75,2023-04-08
County,42001,White,3,2021,20,37.25,2023-04-08
County,42001,White,4,2021,14,28,2023-04-08
County,42001,White,5,2021,11,29.5,2023-04-08
County,42001,White,6,2021,16,34.5,2023-04-08
County,42001,White,7,2021,20,34.25,2023-04-08
County,42001,White,8,2021,21,38.25,2023-04-08
County,42001,White,9,2021,22,28.75,2023-04-08
County,42001,White,10,2021,23,36.75,2023-04-08
County,42001,White,11,2021,19,24.5,2023-04-08
County,42001,White,12,2021,19,22,2023-04-08
County,42001,White,1,2022,32,35,2023-04-08
County,42001,White,2,2022,26,30.75,2023-04-08
County,42001,White,3,2022,37,37.25,2023-04-08
County,42001,White,4,2022,10,28,2023-04-08
County,42001,White,5,2022,28,29.5,2023-04-08
County,42001,White,6,2022,24,34.5,2023-04-08
County,42001,White,7,2022,36,34.25,2023-04-08
County,42001,White,8,2022,29,38.25,2023-04-08
County,42001,White,9,2022,25,28.75,2023-04-08
County,42001,White,10,2022,34,36.75,2023-04-08
County,42001,White,11,2022,21,24.5,2023-04-08
County,42001,White,12,2022,22,22,2023-04-08
County,42001,White,1,2023,26,35,2023-04-08
County,42001,White,2,2023,32,30.75,2023-04-08
County,42001,White,3,2023,30,37.25,2023-04-08
County,42001,White,4,2023,4,5.5,2023-04-08
County,42003,White,1,2020,1345,1242.5,2023-04-08
County,42003,White,2,2020,1114,1039.5,2023-04-08
County,42003,White,3,2020,488,1015.5,2023-04-08
County,42003,White,4,2020,0,989.5,2023-04-08
County,42003,White,5,2020,0,1167.5,2023-04-08
County,42003,White,6,2020,62,1166.75,2023-04-08
County,42003,White,7,2020,75,1262,2023-04-08
County,42003,White,8,2020,81,1330.75,2023-04-08
County,42003,White,9,2020,842,1121.5,2023-04-08
County,42003,White,10,2020,488,1227.5,2023-04-08
County,42003,White,11,2020,383,1042,2023-04-08
County,42003,White,12,2020,289,905.75,2023-04-08
County,42003,White,1,2021,365,1242.5,2023-04-08
County,42003,White,2,2021,310,1029.5,2023-04-08
County,42003,White,3,2021,473,1015.5,2023-04-08
County,42003,White,4,2021,341,989.5,2023-04-08
County,42003,White,5,2021,323,1167.5,2023-04-08
County,42003,White,6,2021,465,1166.75,2023-04-08
County,42003,White,7,2021,503,1262,2023-04-08
County,42003,White,8,2021,557,1330.75,2023-04-08
County,42003,White,9,2021,504,1121.5,2023-04-08
County,42003,White,10,2021,528,1227.5,2023-04-08
County,42003,White,11,2021,662,1042,2023-04-08
County,42003,White,12,2021,751,905.75,2023-04-08
County,42003,White,1,2022,711,1242.5,2023-04-08
County,42003,White,2,2022,726,1029.5,2023-04-08
County,42003,White,3,2022,815,1015.5,2023-04-08
County,42003,White,4,2022,698,989.5,2023-04-08
County,42003,White,5,2022,855,1167.5,2023-04-08
County,42003,White,6,2022,1030,1166.75,2023-04-08
County,42003,White,7,2022,1053,1262,2023-04-08
County,42003,White,8,2022,1211,1330.75,2023-04-08
County,42003,White,9,2022,1117,1121.5,2023-04-08
County,42003,White,10,2022,1031,1227.5,2023-04-08
County,42003,White,11,2022,915,1042,2023-04-08
County,42003,White,12,2022,886,905.75,2023-04-08
County,42003,White,1,2023,1093,1242.5,2023-04-08
County,42003,White,2,2023,1090,1029.5,2023-04-08
County,42003,White,3,2023,980,1015.5,2023-04-08
County,42003,White,4,2023,175,287.25,2023-04-08
County,42005,White,1,2020,24,12,2023-04-08
County,42005,White,2,2020,15,10.5,2023-04-08
County,42005,White,3,2020,4,15,2023-04-08
County,42005,White,4,2020,2,14.25,2023-04-08
County,42005,White,5,2020,1,18.75,2023-04-08
County,42005,White,6,2020,6,17.5,2023-04-08
County,42005,White,7,2020,2,21,2023-04-08
County,42005,White,8,2020,4,18.5,2023-04-08
County,42005,White,9,2020,19,16.5,2023-04-08
County,42005,White,10,2020,16,21.75,2023-04-08
County,42005,White,11,2020,13,11.5,2023-04-08
County,42005,White,12,2020,6,12,2023-04-08
County,42005,White,1,2021,9,12,2023-04-08
County,42005,White,2,2021,7,10.25,2023-04-08
County,42005,White,3,2021,6,15,2023-04-08
County,42005,White,4,2021,6,14.25,2023-04-08
County,42005,White,5,2021,10,18.75,2023-04-08
County,42005,White,6,2021,10,17.5,2023-04-08
County,42005,White,7,2021,6,21,2023-04-08
County,42005,White,8,2021,8,18.5,2023-04-08
County,42005,White,9,2021,8,16.5,2023-04-08
County,42005,White,10,2021,6,21.75,2023-04-08
County,42005,White,11,2021,10,11.5,2023-04-08
County,42005,White,12,2021,7,12,2023-04-08
County,42005,White,1,2022,9,12,2023-04-08
County,42005,White,2,2022,11,10.25,2023-04-08
County,42005,White,3,2022,13,15,2023-04-08
County,42005,White,4,2022,8,14.25,2023-04-08
County,42005,White,5,2022,10,18.75,2023-04-08
County,42005,White,6,2022,15,17.5,2023-04-08
