type,GEOID,racial_majority,week,week_date,filings_2020,filings_avg
Census Tract,39061000200,Black,1,2019-12-29,0,0
Census Tract,39061000200,Black,2,2020-01-05,5,0.4
Census Tract,39061000200,Black,3,2020-01-12,0,2
Census Tract,39061000200,Black,4,2020-01-19,11,3.6
Census Tract,39061000200,Black,5,2020-01-26,0,5
Census Tract,39061000200,Black,6,2020-02-02,0,1
Census Tract,39061000200,Black,7,2020-02-09,1,0.2
Census Tract,39061000200,Black,8,2020-02-16,0,0.2
Census Tract,39061000200,Black,9,2020-02-23,2,1.8
Census Tract,39061000200,Black,10,2020-03-01,8,1.8
Census Tract,39061000200,Black,11,2020-03-08,0,0.8
Census Tract,39061000200,Black,12,2020-03-15,0,0
Census Tract,39061000200,Black,13,2020-03-22,0,2.2
Census Tract,39061000200,Black,14,2020-03-29,0,1.6
Census Tract,39061000200,Black,15,2020-04-05,0,1
Census Tract,39061000200,Black,16,2020-04-12,0,0.4
Census Tract,39061000200,Black,17,2020-04-19,0,1.8
Census Tract,39061000200,Black,18,2020-04-26,2,1.4
Census Tract,39061000200,Black,19,2020-05-03,0,3.6
Census Tract,39061000200,Black,20,2020-05-10,0,0.8
Census Tract,39061000200,Black,21,2020-05-17,4,1.6
Census Tract,39061000200,Black,22,2020-05-24,0,1.4
Census Tract,39061000200,Black,23,2020-05-31,0,2.8
Census Tract,39061000200,Black,24,2020-06-07,0,0.4
Census Tract,39061000200,Black,25,2020-06-14,0,1
Census Tract,39061000200,Black,26,2020-06-21,0,1.4
Census Tract,39061000200,Black,27,2020-06-28,0,3.4
Census Tract,39061000200,Black,28,2020-07-05,0,0.6
Census Tract,39061000200,Black,29,2020-07-12,1,0
Census Tract,39061000200,Black,30,2020-07-19,1,1.2
Census Tract,39061000200,Black,31,2020-07-26,0,5.8
Census Tract,39061000200,Black,32,2020-08-02,0,1.4
Census Tract,39061000200,Black,33,2020-08-09,3,1
Census Tract,39061000200,Black,34,2020-08-16,2,1
Census Tract,39061000200,Black,35,2020-08-23,0,6.6
Census Tract,39061000200,Black,36,2020-08-30,2,0.4
Census Tract,39061000200,Black,37,2020-09-06,0,2.4
Census Tract,39061000200,Black,38,2020-09-13,0,0
Census Tract,39061000200,Black,39,2020-09-20,5,0.2
Census Tract,39061000200,Black,40,2020-09-27,1,2.6
Census Tract,39061000200,Black,41,2020-10-04,0,2.4
Census Tract,39061000200,Black,42,2020-10-11,0,0.6
Census Tract,39061000200,Black,43,2020-10-18,0,0.6
Census Tract,39061000200,Black,44,2020-10-25,0,2.6
Census Tract,39061000200,Black,45,2020-11-01,2,2.2
Census Tract,39061000200,Black,46,2020-11-08,0,0.6
Census Tract,39061000200,Black,47,2020-11-15,0,1.2
Census Tract,39061000700,White,1,2019-12-29,0,0.2
Census Tract,39061000700,White,2,2020-01-05,0,0.4
Census Tract,39061000700,White,3,2020-01-12,0,0.6
Census Tract,39061000700,White,4,2020-01-19,0,1
Census Tract,39061000700,White,5,2020-01-26,0,0.6
Census Tract,39061000700,White,6,2020-02-02,1,0.6
Census Tract,39061000700,White,7,2020-02-09,1,1
Census Tract,39061000700,White,8,2020-02-16,1,1
Census Tract,39061000700,White,9,2020-02-23,0,0.2
Census Tract,39061000700,White,10,2020-03-01,0,1
Census Tract,39061000700,White,11,2020-03-08,0,1.2
Census Tract,39061000700,White,12,2020-03-15,2,0.2
Census Tract,39061000700,White,13,2020-03-22,0,1
Census Tract,39061000700,White,14,2020-03-29,0,0.4
Census Tract,39061000700,White,15,2020-04-05,0,0.6
Census Tract,39061000700,White,16,2020-04-12,0,0.6
Census Tract,39061000700,White,17,2020-04-19,0,2
Census Tract,39061000700,White,18,2020-04-26,1,0.6
Census Tract,39061000700,White,19,2020-05-03,1,0.4
Census Tract,39061000700,White,20,2020-05-10,0,1.2
Census Tract,39061000700,White,21,2020-05-17,1,0.6
Census Tract,39061000700,White,22,2020-05-24,0,0.2
Census Tract,39061000700,White,23,2020-05-31,0,0
Census Tract,39061000700,White,24,2020-06-07,3,0.8
Census Tract,39061000700,White,25,2020-06-14,0,1.2
Census Tract,39061000700,White,26,2020-06-21,0,0.6
Census Tract,39061000700,White,27,2020-06-28,0,0.8
Census Tract,39061000700,White,28,2020-07-05,0,0.8
Census Tract,39061000700,White,29,2020-07-12,0,0.4
Census Tract,39061000700,White,30,2020-07-19,0,0.8
Census Tract,39061000700,White,31,2020-07-26,0,1.2
Census Tract,39061000700,White,32,2020-08-02,2,0.2
Census Tract,39061000700,White,33,2020-08-09,0,0.6
Census Tract,39061000700,White,34,2020-08-16,0,1.6
Census Tract,39061000700,White,35,2020-08-23,3,0.6
Census Tract,39061000700,White,36,2020-08-30,0,0.2
Census Tract,39061000700,White,37,2020-09-06,1,0.8
Census Tract,39061000700,White,38,2020-09-13,0,0.8
Census Tract,39061000700,White,39,2020-09-20,0,1
Census Tract,39061000700,White,40,2020-09-27,1,0.2
Census Tract,39061000700,White,41,2020-10-04,0,0.6
Census Tract,39061000700,White,42,2020-10-11,1,0.4
Census Tract,39061000700,White,43,2020-10-18,1,0.2
Census Tract,39061000700,White,44,2020-10-25,1,0.6
Census Tract,39061000700,White,45,2020-11-01,1,0.6
Census Tract,39061000700,White,46,2020-11-08,2,0.2
Census Tract,39061000700,White,47,2020-11-15,0,0.4
Census Tract,39061000900,White,1,2019-12-29,0,0
Census Tract,39061000900,White,2,2020-01-05,0,0.6
Census Tract,39061000900,White,3,2020-01-12,0,1.6
Census Tract,39061000900,White,4,2020-01-19,0,0.8
Census Tract,39061000900,White,5,2020-01-26,0,0
Census Tract,39061000900,White,6,2020-02-02,3,0.4
Census Tract,39061000900,White,7,2020-02-09,0,0.4
Census Tract,39061000900,White,8,2020-02-16,0,1.6
Census Tract,39061000900,White,9,2020-02-23,0,0.2
Census Tract,39061000900,White,10,2020-03-01,0,0.6
Census Tract,39061000900,White,11,2020-03-08,0,1
Census Tract,39061000900,White,12,2020-03-15,0,0.8
Census Tract,39061000900,White,13,2020-03-22,0,0.6
Census Tract,39061000900,White,14,2020-03-29,0,0.2
Census Tract,39061000900,White,15,2020-04-05,0,0.4
Census Tract,39061000900,White,16,2020-04-12,0,1.2
Census Tract,39061000900,White,17,2020-04-19,0,0.8
Census Tract,39061000900,White,18,2020-04-26,0,0.4
Census Tract,39061000900,White,19,2020-05-03,0,0.4
Census Tract,39061000900,White,20,2020-05-10,0,1.2
Census Tract,39061000900,White,21,2020-05-17,0,0.4
Census Tract,39061000900,White,22,2020-05-24,0,0.2
Census Tract,39061000900,White,23,2020-05-31,0,0.4
Census Tract,39061000900,White,24,2020-06-07,0,0.6
Census Tract,39061000900,White,25,2020-06-14,0,0.8
Census Tract,39061000900,White,26,2020-06-21,1,1.8
Census Tract,39061000900,White,27,2020-06-28,0,0.6
Census Tract,39061000900,White,28,2020-07-05,1,1.4
Census Tract,39061000900,White,29,2020-07-12,0,2.2
Census Tract,39061000900,White,30,2020-07-19,1,1
Census Tract,39061000900,White,31,2020-07-26,0,0.2
Census Tract,39061000900,White,32,2020-08-02,1,0.6
Census Tract,39061000900,White,33,2020-08-09,0,0.2
Census Tract,39061000900,White,34,2020-08-16,1,0.2
Census Tract,39061000900,White,35,2020-08-23,0,1
Census Tract,39061000900,White,36,2020-08-30,0,0.4
Census Tract,39061000900,White,37,2020-09-06,0,0.4
Census Tract,39061000900,White,38,2020-09-13,0,1
Census Tract,39061000900,White,39,2020-09-20,0,1
Census Tract,39061000900,White,40,2020-09-27,1,0.4
Census Tract,39061000900,White,41,2020-10-04,0,0.6
Census Tract,39061000900,White,42,2020-10-11,0,0.8
Census Tract,39061000900,White,43,2020-10-18,0,0.2
Census Tract,39061000900,White,44,2020-10-25,1,0.8
Census Tract,39061000900,White,45,2020-11-01,0,0
Census Tract,39061000900,White,46,2020-11-08,0,0.4
Census Tract,39061000900,White,47,2020-11-15,0,1.4
Census Tract,39061001000,White,1,2019-12-29,1,0.2
Census Tract,39061001000,White,2,2020-01-05,0,0.2
Census Tract,39061001000,White,3,2020-01-12,2,2
Census Tract,39061001000,White,4,2020-01-19,1,2.6
Census Tract,39061001000,White,5,2020-01-26,1,0.4
Census Tract,39061001000,White,6,2020-02-02,1,0.2
Census Tract,39061001000,White,7,2020-02-09,0,0.8
Census Tract,39061001000,White,8,2020-02-16,2,1.8
Census Tract,39061001000,White,9,2020-02-23,0,0.8
Census Tract,39061001000,White,10,2020-03-01,0,0
Census Tract,39061001000,White,11,2020-03-08,0,0.8
