site_id,serial_share,filings_pandemic,filings_past_year,filings_past_month,filings_pandemic_pct_hist,filings_past_year_pct_hist,filings_past_month_pct_hist,median_rent,renter_hh,hhs_threatened_rate,eviction_filing_rate,site
45019,0.35150375939849626,22474,9725,730,0.4863396847036929,0.6522468142186452,0.6914515747099218,1346,57055,0.1118920340022785,0.17044956620804486,charleston
39061,0.2294057281462823,31758,12563,808,0.7977232308820723,0.9824668418418417,0.8421930373149885,906,143075,0.07491874890791543,0.0878070941813734,cincinnati
39035,0.14255844896407527,14789,6160,445,0.5707669596596008,0.7405403780843326,0.716297786720322,799,104282,0.05044974204560711,0.05907059703496289,cleveland
39049,0.25118622224825726,52596,22092,1640,0.9184988561549341,1.206619695231853,1.192149260964378,1102,257009,0.06642179845841975,0.08595807928905214,columbus
09001,0.09140727750986409,8418,4567,352,0.6753851091142489,1.140704354341853,1.1440953412784385,1644,118307,0.03856069378819512,0.03860295671431107,bridgeport
09003,0.11264822134387352,13111,7262,436,0.699166325968324,1.2007936945378381,1.1056635672020299,1221,121667,0.058224498015073935,0.05968750770545834,hartford
09,0.10267369952710076,41013,22167,1457,0.6711852756987929,1.1261049209198355,1.098793363499246,1277,476797,0.046124451286396514,0.046491483797087646,connecticut
48113,0.17263145868441346,90480,41656,2794,0.7219475348619484,1.0321280496869785,0.927109832983076,1273,482309,0.07259039329558437,0.08636786790211255,dallas
10003,0.2608510032730895,18625,8001,513,0.5277474746043664,0.7084449363586054,0.6019360516280434,1236,70242,0.1000398621907121,0.11390620995985308,wilmington
10,0.25199089874857794,28301,12089,801,0.5159567195063034,0.6888711607499003,0.6065884134797426,1208,108545,0.09717628633285734,0.11137316320420103,delaware
48439,0.24043515462657378,88940,44174,3400,0.7640598086843722,1.1765144554086266,1.243144424131627,1287,442278,0.07398966261039437,0.09987835705144728,fortworth
48201,0.26546710998109396,167413,83123,6052,0.9253337423499386,1.4239973960563959,1.5607994842037396,1168,832215,0.07372614048052487,0.09988164116244,houston
45045,0.35982074543665976,34097,14099,1141,0.7586974177541915,0.9737046565030474,1.0555041628122108,1077,61820,0.14799417664186348,0.22806535101908768,greenville
12103,0.08418789282170029,46187,19405,1322,0.8439874097186374,1.1033090743688878,1.0559105431309903,1313,350246,0.05178645866048435,0.05540391610468071,tampa
18097,0.24599843841499122,63491,26873,2087,0.681778889777773,0.9011057180460897,0.9060125895376601,960,169686,0.12076423511662718,0.1583689874238299,indianapolis
18141,0.15258964143426296,6426,2948,166,0.6722636327971754,0.9633986928104575,0.7011615628299894,906,32277,0.07776435232518511,0.0913343867149983,southbend
18,0.17923037250237078,173287,73044,5579,0.7627228122066813,1.0026698879196152,0.9929696538221945,905,774845,0.07757293394162704,0.09426917641592834,indiana
12031,0.15760829046447478,32767,15490,1001,0.8837601950545894,1.3013526001848275,1.1297968397291196,1203,166485,0.08056581674024686,0.09304141514250533,jacksonville
32003,0.3786546657526898,118975,58572,4420,1.095836787326149,1.6044595714373764,1.5948042576222263,1325,370204,0.09063381270866873,0.15821547038929887,lasvegas
47157,0.23237586081913736,63303,28994,1619,0.7554305183045983,1.0768330841867764,0.8285568065506653,1043,163597,0.13491689945414648,0.17722818878096785,memphis
55079,0.22801598837209303,31793,12469,962,0.7827395020877649,0.9582103774744867,0.9090909090909091,954,193302,0.05694716040185823,0.06450528189051329,milwaukee
27053,0.07829457364341086,18419,13172,980,0.7284664099230264,1.62129394568813,1.5466561451962912,1265,274851,0.03754761670868943,0.04792414799291252,minneapolis
27,0.09288488961007031,37529,25083,1920,0.7154462245289448,1.4899980694120618,1.44919332012454,1113,615932,0.0330182552619445,0.040723651312157834,minnesota
29095,0.17939282428702852,19510,9131,820,0.6906928169363118,1.0080591742106426,1.1901306240928882,1044,122228,0.062252511699446934,0.07470465032562097,kansascity
29510,0.18871548619447778,32425,15298,1273,0.6929677398672835,1.0188647829634192,1.0503300330033003,951,198599,0.06291572465118153,0.07702959229401961,stlouis
29,0.16799489958559133,90055,37580,3164,0.6836708161650132,0.8891360025552605,0.9803253292021689,882,770131,0.0407333297841536,0.048796892996126634,missouri
35001,0.2295365278868814,19066,8247,808,0.5633494858763737,0.7564204475969178,1.0004127115146508,946,103857,0.06128619159035982,0.0794072619082007,albuquerque
35,0.18073386142219794,32012,13564,1189,0.6082462473874222,0.8008344485554599,0.9345035368090147,906,254299,0.04318931651323835,0.053338786231955294,newmexico
22071,0.11745052685684913,12078,5610,391,0.6455371459112774,0.9139784946236559,0.9093023255813953,1082,75311,0.05166575931802791,0.07449111019638566,neworleans
44007,0.1962809917355372,13792,5983,393,0.7035119487872682,0.9515705765407555,0.9538834951456311,1116,108750,0.04450574712643678,0.05501609195402299,providence
44,0.20412014467683598,18185,7784,501,0.7567655296110263,1.0046463603510583,1.1258426966292134,1142,161721,0.03932080558492713,0.04813227719343808,rhode_island
55,0.17529844310290046,64546,25197,2009,0.7480154054753565,0.909201347125331,0.9724104549854792,921,781395,0.02819444711061627,0.032246175109899605,wisconsin
48453,,14726,8942,790,0.5141221240791816,0.9701989150090414,1.191553544494721,1437,270488,,0.03305876785661471,austin
25025,,12280,6515,668,0.4993053908447125,0.826750420354684,1.1201788708775857,1808,292933,,0.02224058061058331,boston
12001,,4013,2109,190,0.8795295149035649,1.292543411644535,1.5426251691474924,1134,47058,,0.04481703429810022,gainesville
12086,,84346,40673,4330,0.6954096117009144,0.9388821347778583,1.2262236276962275,1520,908385,,0.0447750678401779,miami
47037,,26455,12567,1008,0.8133576560050008,1.201740405457095,1.30795847750865,1316,146398,,0.08584133663028183,nashville
36061,,233823,121084,9123,0.33293433238614145,0.5371007806955292,0.5683994101887824,1640,2177959,,0.05559516960603941,newyork
42,,240342,112148,7325,0.6745727294862088,0.9799228018515322,0.8674798673614401,1036,1571478,,0.07136466434783051,pennsylvania
42101,,28918,15574,885,0.4399412762526338,0.7365421676775559,0.614050303555941,1181,311986,,0.04991890661760463,philadelphia
04013,,158831,73882,6340,0.7979027492130537,1.1567921337759128,1.3764057140376016,1389,583611,,0.1265945981141548,phoenix
42003,,23228,12203,942,0.5058267427160662,0.8265908445797744,0.8680941817679192,972,186277,,0.06550996634044998,pittsburgh
51760,,32182,18935,1467,0.4239871151762276,0.7800768335513374,0.8388849177984274,1203,87693,,0.21592373393543385,richmond
51,,224432,127043,9551,0.44439926868065527,0.7853091803714435,0.8343610089906478,1331,1079291,,0.11770968163359094,virginia
