type,GEOID,racial_majority,month,filings_2020,filings_avg,last_updated
County,12057,Other,01/2020,1094,1084.75,2023-04-08
County,12057,Other,02/2020,923,844.75,2023-04-08
County,12057,Other,03/2020,692,784.5,2023-04-08
County,12057,Other,04/2020,177,801,2023-04-08
County,12057,Other,05/2020,218,955,2023-04-08
County,12057,Other,06/2020,257,970.5,2023-04-08
County,12057,Other,07/2020,66,980,2023-04-08
County,12057,Other,08/2020,553,1082.5,2023-04-08
County,12057,Other,09/2020,805,940.5,2023-04-08
County,12057,Other,10/2020,975,1047,2023-04-08
County,12057,Other,11/2020,937,890,2023-04-08
County,12057,Other,12/2020,943,920.25,2023-04-08
County,12057,Other,01/2021,936,1084.75,2023-04-08
County,12057,Other,02/2021,899,841.25,2023-04-08
County,12057,Other,03/2021,736,784.5,2023-04-08
County,12057,Other,04/2021,614,801,2023-04-08
County,12057,Other,05/2021,593,955,2023-04-08
County,12057,Other,06/2021,671,970.5,2023-04-08
County,12057,Other,07/2021,709,980,2023-04-08
County,12057,Other,08/2021,711,1082.5,2023-04-08
County,12057,Other,09/2021,708,940.5,2023-04-08
County,12057,Other,10/2021,822,1047,2023-04-08
County,12057,Other,11/2021,782,890,2023-04-08
County,12057,Other,12/2021,685,920.25,2023-04-08
County,12057,Other,01/2022,867,1084.75,2023-04-08
County,12057,Other,02/2022,778,841.25,2023-04-08
County,12057,Other,03/2022,891,784.5,2023-04-08
County,12057,Other,04/2022,863,801,2023-04-08
County,12057,Other,05/2022,898,955,2023-04-08
County,12057,Other,06/2022,1040,970.5,2023-04-08
County,12057,Other,07/2022,1156,980,2023-04-08
County,12057,Other,08/2022,1336,1082.5,2023-04-08
County,12057,Other,09/2022,1127,940.5,2023-04-08
County,12057,Other,10/2022,1250,1047,2023-04-08
County,12057,Other,11/2022,1158,890,2023-04-08
County,12057,Other,12/2022,1127,920.25,2023-04-08
County,12057,Other,01/2023,1311,1084.75,2023-04-08
County,12057,Other,02/2023,1136,841.25,2023-04-08
County,12057,Other,03/2023,1047,784.5,2023-04-08
County,12057,Other,04/2023,147,136,2023-04-08
County,12103,White,01/2020,558,567.5,2023-04-08
County,12103,White,02/2020,440,451,2023-04-08
County,12103,White,03/2020,366,420.75,2023-04-08
County,12103,White,04/2020,122,443.25,2023-04-08
County,12103,White,05/2020,132,509.25,2023-04-08
County,12103,White,06/2020,140,543.75,2023-04-08
County,12103,White,07/2020,148,565.25,2023-04-08
County,12103,White,08/2020,317,616.25,2023-04-08
County,12103,White,09/2020,304,503.5,2023-04-08
County,12103,White,10/2020,488,603.75,2023-04-08
County,12103,White,11/2020,415,462,2023-04-08
County,12103,White,12/2020,484,503,2023-04-08
County,12103,White,01/2021,429,567.5,2023-04-08
County,12103,White,02/2021,420,448,2023-04-08
County,12103,White,03/2021,395,420.75,2023-04-08
County,12103,White,04/2021,319,443.25,2023-04-08
County,12103,White,05/2021,286,509.25,2023-04-08
County,12103,White,06/2021,393,543.75,2023-04-08
County,12103,White,07/2021,385,565.25,2023-04-08
County,12103,White,08/2021,387,616.25,2023-04-08
County,12103,White,09/2021,442,503.5,2023-04-08
County,12103,White,10/2021,479,603.75,2023-04-08
County,12103,White,11/2021,461,462,2023-04-08
County,12103,White,12/2021,400,503,2023-04-08
County,12103,White,01/2022,391,567.5,2023-04-08
County,12103,White,02/2022,412,448,2023-04-08
County,12103,White,03/2022,443,420.75,2023-04-08
