id,month_date,month_filings,month_rate,month_rate_scale_max,month_diff,pct_white,pct_black,pct_latinx
51001,01/02/2023,206,0.0461779869984308,0.212158751265326,1.01222493887531,0.490697153104685,0.409549428379287,0.0827168796234028
51003,01/02/2023,1256,0.0824633970192371,0.212158751265326,0.992890995260663,0.728645525572845,0.13905849911365,0.0628980368984308
51005,01/02/2023,194,0.123724489795918,0.212158751265326,0.962962962962963,0.866709183673469,0.110331632653061,0.0184948979591837
51007,01/02/2023,39,0.0504527813712807,0.212158751265326,1.11888111888112,0.790426908150065,0.157826649417853,0
51009,01/02/2023,296,0.106398274622574,0.212158751265326,1.09493087557604,0.667505391804457,0.264198418404026,0.0337886412652768
51011,01/02/2023,63,0.0465288035450517,0.212158751265326,0.8,0.672821270310192,0.268833087149188,0.0324963072378139
51013,01/02/2023,3120,0.0509138381201044,0.212158751265326,1.44825986078886,0.586814621409922,0.131184725848564,0.141220626631854
51015,01/02/2023,394,0.0644950073661811,0.212158751265326,0.716878402903811,0.910132591258798,0.0275004092322802,0.0309379603863153
51017,01/02/2023,8,0.018018018018018,0.212158751265326,1.125,0.84009009009009,0.126126126126126,0
51019,01/02/2023,270,0.048171275646744,0.212158751265326,0.645622394282311,0.84406779661017,0.0909901873327386,0.016057091882248
51021,01/02/2023,9,0.0204545454545455,0.212158751265326,1.6,0.961363636363636,0,0
51023,01/02/2023,102,0.0561364887176665,0.212158751265326,1.01728395061728,0.91304347826087,0.0610897083104018,0.023115024766098
51025,01/02/2023,104,0.0587902769926512,0.212158751265326,1.22093023255814,0.34200113058225,0.62408140192199,0.0146975692481628
51027,01/02/2023,28,0.01440329218107,0.212158751265326,0.913385826771654,0.912037037037037,0.0725308641975309,0.0133744855967078
51029,01/02/2023,61,0.0422145328719723,0.212158751265326,0.843537414965986,0.615916955017301,0.330795847750865,0.00968858131487889
51031,01/02/2023,680,0.116658088866015,0.212158751265326,0.919028340080972,0.752273117172757,0.166752444673186,0.048035683650712
51033,01/02/2023,153,0.0671936758893281,0.212158751265326,0.71461716937355,0.621870882740448,0.258673693456302,0.0632411067193676
51035,01/02/2023,124,0.0462169213566903,0.212158751265326,1.16009280742459,0.973537085352218,0,0.0212448751397689
51036,01/02/2023,22,0.0472103004291846,0.212158751265326,1.27777777777778,0.482832618025751,0.424892703862661,0.0171673819742489
51037,01/02/2023,42,0.0313666915608663,0.212158751265326,0.473829201101928,0.644510828976848,0.336818521284541,0.017176997759522
51041,01/02/2023,7357,0.243021834638126,0.212158751265326,1.00915480884622,0.485812440128167,0.351633468767549,0.110197205430582
51043,01/02/2023,32,0.022808267997149,0.212158751265326,0.970588235294118,0.84248039914469,0.119743406985032,0
51045,01/02/2023,17,0.0314232902033272,0.212158751265326,1,0.987060998151571,0,0
51047,01/02/2023,355,0.0761966087143164,0.212158751265326,0.785438499724214,0.649066323245332,0.212062674393647,0.0950847821420906
51049,01/02/2023,55,0.0529355149181906,0.212158751265326,1.20430107526882,0.539942252165544,0.450433108758422,0
51051,01/02/2023,37,0.0263532763532764,0.212158751265326,1.78823529411765,0.997150997150997,0,0.000712250712250712
51053,01/02/2023,228,0.0960404380791912,0.212158751265326,0.501642935377875,0.48441449031171,0.420387531592249,0.0539174389216512
51057,01/02/2023,102,0.0680453635757171,0.212158751265326,0.693602693602694,0.418945963975984,0.534356237491661,0.0353569046030687
51059,01/02/2023,8160,0.0642656312759406,0.212158751265326,1.09875462807136,0.445669551794476,0.164995707748892,0.187677695258047
51061,01/02/2023,239,0.0448153009563098,0.212158751265326,0.949554896142433,0.762235139696231,0.101631351959497,0.11625726607913
51063,01/02/2023,41,0.033442088091354,0.212158751265326,0.954545454545455,0.919249592169657,0,0.0807504078303426
51065,01/02/2023,41,0.0274983232729712,0.212158751265326,0.697095435684647,0.782696177062374,0.146210596914822,0.0690811535881958
51067,01/02/2023,289,0.0688259109311741,0.212158751265326,1.12512124151309,0.795665634674923,0.102881638485354,0.0635865682305311
51069,01/02/2023,258,0.0365801786473841,0.212158751265326,0.695302013422819,0.86091025095704,0.0474975187863321,0.0683397135970509
