position,time_period,end_date,xplaintiff,xstreet_clean,filings,top100,lat,lon
1,2025-05-01,2026-04-30,OK HIGHLAND PARK DRIVE APARTMENTS LLC,12601 N PENNSYLVANIA AVE,391,0.439,35.599344,-97.550496
2,2025-05-01,2026-04-30,"QUAIL RIDGE OF OKLAHOMA CITY, LLC",2609 FEATHERSTONE RD,299,0.439,35.605883,-97.561618
3,2025-05-01,2026-04-30,"FBRT BRIDGEPOINT OWNER, LLC",5304 WILLOW CLIFF RD,217,0.439,35.525324,-97.611331
4,2025-05-01,2026-04-30,HERITAGE PARK PROPERTY OWNER LLC,12200 HERITAGE PARK RD,201,0.439,35.593194,-97.545679
5,2025-05-01,2026-04-30,"THE LINKS AT OKLAHOMA CITY, ALP",700 NE 122ND ST,187,0.439,35.593085,-97.500813
6,2025-05-01,2026-04-30,CSC CANDLEWOOD REALTY LLC,8557 CANDLEWOOD DR,174,0.439,35.556979,-97.631864
7,2025-05-01,2026-04-30,"YES WESTMOOR, LLC",7901 S COUNCIL RD,164,0.439,35.387753,-97.654174
8,2025-05-01,2026-04-30,QLA LIMITED PARTNERSHIP,14300 N PENNSYLVANIA AVE,162,0.439,35.613387,-97.545791
9,2025-05-01,2026-04-30,TRDWIND WOODLAND TRAILS LLC,12301 N MACARTHUR BLVD,136,0.439,35.595068,-97.622262
10,2025-05-01,2026-04-30,STONEBROOK APARTMENTS LLC,6052 W BRITTON RD,126,0.439,35.564586,-97.624077
11,2025-05-01,2026-04-30,THE TRAILS AT ROCKWELL,14600 N ROCKWELL AVE,121,0.439,35.61856,-97.638118
12,2025-05-01,2026-04-30,"OK SYCAMORE APARTMENTS, LLC",14900 N PENNSYLVANIA AVE,119,0.439,35.621658,-97.54886
13,2025-05-01,2026-04-30,SAVANNAH POINTE,6100 N MACARTHUR BLVD,111,0.439,35.531547,-97.617659
14,2025-05-01,2026-04-30,CHISHOLM PARK PROPERTY OWNER LLC,12821 STRATFORD DR,106,0.439,35.599721,-97.555342
15,2025-05-01,2026-04-30,"GROUSE RUN, LLC",2401 NW 122ND ST,104,0.439,35.595184,-97.556628
16,2025-05-01,2026-04-30,RAIN DANCE PROPERTY OWNER LLC,2201 NW 122ND ST,102,0.439,35.596159,-97.553387
17,2025-05-01,2026-04-30,VENTURA GREEN APARTMENTS LLC,7000 S WALKER AVE,101,0.439,35.395973,-97.519861
18,2025-05-01,2026-04-30,"OK NORTH PENN APARTMENTS, LLC",14556 N PENNSYLVANIA AVE,92,0.439,35.618459,-97.547257
19,2025-05-01,2026-04-30,IRT OKC PORTFOLIO OWNER LLC,3989 NW 122ND ST,92,0.439,35.595473,-97.590124
20,2025-05-01,2026-04-30,MAGNOLIA VILLAGE LLC,2812 SW 59TH ST,92,0.439,35.405721,-97.564564
21,2025-05-01,2026-04-30,SOLARE APARTMENTS LLC,6103 NW 63RD ST,91,0.439,35.539108,-97.623452
22,2025-05-01,2026-04-30,UC ASPEN PLACE LP,12472 TRAIL OAKS DR,87,0.439,35.596824,-97.563015
23,2025-05-01,2026-04-30,"YES MERIDIAN SOONER, LLC",5017 CROSBY DR,84,0.439,35.415278,-97.416019
24,2025-05-01,2026-04-30,"WOODSIDE VILLAGE APARTMENTS, LLC",8509 E RENO AVE,83,0.439,35.465371,-97.37937
25,2025-05-01,2026-04-30,"ECP FOREST OAKS PARTNERS, LLC",5620 NW 23RD ST,83,0.439,35.491875,-97.614931
26,2025-05-01,2026-04-30,QUAIL RUN APARTMENTS LLC,3204 W MEMORIAL RD,77,0.439,35.60812,-97.572514
27,2025-05-01,2026-04-30,CITY HEIGHTS SOUTH LLC,717 SANTA ROSA DR,77,0.439,35.389336,-97.526425
28,2025-05-01,2026-04-30,ECP LAKEWOOD PARTNERS LLC,7816 LYREWOOD LN,75,0.439,35.550228,-97.628893
29,2025-05-01,2026-04-30,"OK STONELEIGH APARTMENTS, LLC",14300 N MAY AVE,75,0.439,35.616308,-97.565082
30,2025-05-01,2026-04-30,"OKC1 HUNTINGTON HOLDINGS, LLC",1401 N MIDWEST BLVD,73,0.439,35.483669,-97.388889
31,2025-05-01,2026-04-30,"AMBASSADOR HOUSE OF OKC, LLC",4507 N PENNSYLVANIA AVE,73,0.439,35.517263,-97.548389
32,2025-05-01,2026-04-30,"SOONER ROAD 80, LLC",6929 S SOONER RD,71,0.439,35.396938,-97.42428
33,2025-05-01,2026-04-30,THE GREENS AT OKLAHOMA CITY,900 NE 122ND ST,71,0.439,35.594271,-97.498609
34,2025-05-01,2026-04-30,SAND HILLS TO BRICKELL APARTMENTS LLC,1236 W I-240 SERVICE RD,71,0.439,35.390696,-97.537071
35,2025-05-01,2026-04-30,REMINGTON SANTA FE LLC,7157 S SANTA FE AVE,71,0.439,35.395791,-97.514409
36,2025-05-01,2026-04-30,HIGHLAND PARK PARTNERS LLC,4201 SE 54TH ST,71,0.439,35.411827,-97.442954
37,2025-05-01,2026-04-30,"AE ROCKWELL, LLC",8211 N ROCKWELL AVE,69,0.439,35.554722,-97.641191
38,2025-05-01,2026-04-30,"OK LONE OAK LAND, LLC",3916 NW 164TH ST,66,0.439,35.638697,-97.595317
39,2025-05-01,2026-04-30,"JRK-NORTHRIDGE PARTNERS, LIMITED PARTNERSHIP",8100 W BRITTON RD,65,0.439,35.564719,-97.658034
40,2025-05-01,2026-04-30,"YES OAK RIDGE, LLC",601 VISTA LN,64,0.439,35.648989,-97.454507
41,2025-05-01,2026-04-30,DRR HOLDINGS LLC,7902 NW 21ST ST,62,0.439,35.491572,-97.65226
42,2025-05-01,2026-04-30,YES GOLDEN RULE LLC,2001 S MACARTHUR BLVD,60,0.439,35.445035,-97.62153
43,2025-05-01,2026-04-30,"BOARDWALK OF OKC, LLC",6400 NORTHWEST EXPY,59,0.439,35.552402,-97.627465
44,2025-05-01,2026-04-30,GABLES OF OKC LLC,12901 N MACARTHUR BLVD,59,0.439,35.601524,-97.621658
45,2025-05-01,2026-04-30,RAINTREE MEADOWS ASSOCIATES,471 HARR DR,58,0.439,35.440396,-97.411427
46,2025-05-01,2026-04-30,STONEBROOK APARTMENTS LLC,9241 N MACARTHUR BLVD,58,0.439,35.56441,-97.621867
47,2025-05-01,2026-04-30,SAND HILLS TO FLATS ON MAY LLC,6638 S MAY AVE,58,0.439,35.396934,-97.563875
48,2025-05-01,2026-04-30,RED BUD LANDING APARTMENTS LLC,433 TINKER DIAGONAL ST,56,0.439,35.460904,-97.461005
49,2025-05-01,2026-04-30,8100 TOWNHOMES,8100 N MACARTHUR BLVD,56,0.439,35.553671,-97.62015
50,2025-05-01,2026-04-30,CITY HEIGHTS MEDICAL LLC,5548 N PORTLAND AVE,55,0.439,35.526539,-97.58155
51,2025-05-01,2026-04-30,TENANTS IN MIND LLC,3819 N GERALDINE AVE,55,0.439,35.509207,-97.597061
52,2025-05-01,2026-04-30,MIDWEST PROPERTY MANAGEMENT ASSOCIATES INC,6347 E RENO AVE,54,0.439,35.465338,-97.414785
53,2025-05-01,2026-04-30,"MFT - RESERVE QN, LLC",2600 WATERMARK BLVD,54,0.439,35.618458,-97.56161
54,2025-05-01,2026-04-30,WOODBRIER,5530 WOODBRIER DR,52,0.439,35.509806,-97.611831
55,2025-05-01,2026-04-30,LOFTS AT VALENCIA,2717 NW 178TH ST,51,0.439,35.653437,-97.563749
56,2025-05-01,2026-04-30,MOSAIC HOLDINGS YY LLC,4328 SE 46TH ST,51,0.439,35.41804,-97.43954
57,2025-05-01,2026-04-30,"CHERRY HILL OKC TIC, LLC",4500 CHERRY HILL LN,51,0.439,35.419664,-97.433308
58,2025-05-01,2026-04-30,WINSLOW 23 STREET LLC,4756 NW 23RD ST,51,0.439,35.492543,-97.607297
59,2025-05-01,2026-04-30,SRT LANDING LLC,4800 E I-240 SERVICE RD,50,0.439,35.390441,-97.434943
60,2025-05-01,2026-04-30,CSC VILLAS OKC REALTY LLC,5113 N BROOKLINE AVE,50,0.439,35.522785,-97.56868
61,2025-05-01,2026-04-30,WILSHIRE LOFTS LLC,7801 LYREWOOD LN,49,0.439,35.55001,-97.630729
62,2025-05-01,2026-04-30,"STONETOWN PARKWAY, LLC",32 GAYLE DR,49,0.439,35.436848,-97.347889
63,2025-05-01,2026-04-30,BELMONT APARTMENT PARTNERS LLC,1800 N ROCKWELL AVE,48,0.439,35.48719,-97.635295
64,2025-05-01,2026-04-30,NPG PROPERTIES LLC,3405 NW 40TH ST,48,0.439,35.512979,-97.577666
65,2025-05-01,2026-04-30,WOODSCAPE APARTMENTS,4200 N MERIDIAN AVE,48,0.439,35.513927,-97.598905
66,2025-05-01,2026-04-30,"SUNNYVIEW HOLDINGS, LLC",4502 SUNNYVIEW DR,47,0.439,35.41969,-97.436785
67,2025-05-01,2026-04-30,"BERK COHEN ASSOCIATES BRIAR GLEN, LLC",6219 S INDEPENDENCE AVE,47,0.439,35.404569,-97.574957
68,2025-05-01,2026-04-30,MLG PRIVATE FUND V INVESTMENT LLC,12831 STRATFORD DR,46,0.439,35.601191,-97.555191
69,2025-05-01,2026-04-30,SIX100 APARTMENTS LLC,6124 N MERIDIAN AVE,46,0.439,35.534683,-97.59995
70,2025-05-01,2026-04-30,MACARTHUR POINTE LP,6001 SW 12TH ST,45,0.439,35.454316,-97.622176
71,2025-05-01,2026-04-30,"OK QUAIL LANDING APARTMENTS, LLC",14200 N MAY AVE,45,0.439,35.614523,-97.566054
72,2025-05-01,2026-04-30,2301 NW 122ND STREET OKC LLC,2301 NW 122ND ST,45,0.439,35.595128,-97.555851
73,2025-05-01,2026-04-30,BLUFF CREEK APARTMENTS,5757 W HEFNER RD,44,0.439,35.580815,-97.618887
74,2025-05-01,2026-04-30,NPG PROPERTIES LLC,3407 NW 39TH ST,44,0.439,35.512195,-97.578156
75,2025-05-01,2026-04-30,WES-CHASE APTS LLC,5507 NW 23RD ST,44,0.439,35.493674,-97.613134
76,2025-05-01,2026-04-30,"WYNN3621, LLC",3621 WYNN DR,43,0.439,35.619645,-97.485983
77,2025-05-01,2026-04-30,ASHWOOD APARTMENTS,1681 N DONALD AVE,43,0.439,35.484922,-97.627884
78,2025-05-01,2026-04-30,"TINKER ON FORTY8, LLC",5707 SE 48TH ST,43,0.439,35.416459,-97.421147
79,2025-05-01,2026-04-30,FAIRFAX BEST LIVING LLC,7801 NE 10TH ST,43,0.439,35.478938,-97.391771
80,2025-05-01,2026-04-30,"CROWN POINTE APARTMENTS, LLC",12600 N MACARTHUR BLVD,43,0.439,35.598563,-97.620162
81,2025-05-01,2026-04-30,SUMMIT GROVES APARTMENTS LLC,18001 HIGHLAND PARK RD,43,0.439,35.654204,-97.533603
82,2025-05-01,2026-04-30,LIBERTY APARTMENTS LLC,6600 SE 74TH ST,42,0.439,35.391514,-97.409582
83,2025-05-01,2026-04-30,GATES OF OKC LLC,820 NW 122ND ST,42,0.439,35.594714,-97.529343
84,2025-05-01,2026-04-30,HIGHLAND OAKS AC LLC,7000 W BRITTON RD,41,0.439,35.564423,-97.636855
85,2025-05-01,2026-04-30,HILLCREST RESIDENCE APTS,1402 SW 59TH ST,40,0.439,35.405725,-97.541242
86,2025-05-01,2026-04-30,HEIGHTS OKC INVESTMENT LP,3423 SE 44TH ST,39,0.439,35.420935,-97.451815
87,2025-05-01,2026-04-30,CORNERSTONE OXFORD OAKS LLC,1920 E 2ND ST,39,0.439,35.651857,-97.454455
88,2025-05-01,2026-04-30,STONETOWN ARROWWOOD LLC,5701 S ARROW DR,39,0.439,35.408732,-97.472127
89,2025-05-01,2026-04-30,THE POINTE AT NORTH PENN,19501 N PENNSYLVANIA AVE,38,0.439,35.669438,-97.550078
90,2025-05-01,2026-04-30,SANDHILL HOMES LLC,1420 N MIDWEST BLVD,38,0.439,35.484661,-97.388006
91,2025-05-01,2026-04-30,STAR SHORES LLC,14117 N ROCKWELL AVE,38,0.439,35.61513,-97.638911
92,2025-05-01,2026-04-30,"QUAIL RIDGE, LLC",13317 PLAZA TER,38,0.439,35.606118,-97.564745
93,2025-05-01,2026-04-30,"PRAIRIE SPRINGS APARTMENTS II, LLC",9777 N COUNCIL RD,38,0.439,35.569709,-97.656734
94,2025-05-01,2026-04-30,BELMONT APARTMENT PARTNERS LLC,7007 NW 16TH ST,37,0.439,35.485947,-97.63526
95,2025-05-01,2026-04-30,CROSSWINDS COVE,2812 NW 59TH ST,37,0.439,35.531527,-97.564306
96,2025-05-01,2026-04-30,"PARK HARVEY APARTMENTS, LLC",200 N HARVEY AVE,37,0.439,35.469143,-97.517847
97,2025-05-01,2026-04-30,WALKER'S STATION APTS LLC,2600 TEALWOOD DR,36,0.439,35.60043,-97.561951
98,2025-05-01,2026-04-30,ECP QUAIL PLAZA LLC,11018 N MAY AVE,36,0.439,35.583866,-97.566341
99,2025-05-01,2026-04-30,"ALMONTE ESTATES, LLC",5901 S MAY AVE,35,0.439,35.407379,-97.567971
100,2025-05-01,2026-04-30,"DIAMOND LAKE APARTMENTS OKC, LLC",5553 NW 50TH ST,35,0.439,35.523531,-97.611821
