type,GEOID,racial_majority,week,week_date,filings_2020,filings_avg
Census Tract,48167720100,White,1,2019-12-29,0,0
Census Tract,48167720100,White,2,2020-01-05,1,0
Census Tract,48167720100,White,3,2020-01-12,0,0
Census Tract,48167720100,White,4,2020-01-19,0,0
Census Tract,48167720100,White,5,2020-01-26,0,1
Census Tract,48167720100,White,6,2020-02-02,1,0
Census Tract,48167720100,White,7,2020-02-09,0,1
Census Tract,48167720100,White,8,2020-02-16,0,0
Census Tract,48167720100,White,9,2020-02-23,0,0
Census Tract,48167720100,White,10,2020-03-01,0,0
Census Tract,48167720100,White,11,2020-03-08,0,0
Census Tract,48167720100,White,12,2020-03-15,0,1
Census Tract,48167720100,White,13,2020-03-22,0,0
Census Tract,48167720100,White,14,2020-03-29,0,0
Census Tract,48167720100,White,15,2020-04-05,0,0
Census Tract,48167720100,White,16,2020-04-12,0,1
Census Tract,48167720100,White,17,2020-04-19,0,0
Census Tract,48167720100,White,18,2020-04-26,0,0
Census Tract,48167720100,White,19,2020-05-03,0,0
Census Tract,48167720100,White,20,2020-05-10,0,0
Census Tract,48167720100,White,21,2020-05-17,0,0
Census Tract,48167720100,White,22,2020-05-24,0,0
Census Tract,48167720100,White,23,2020-05-31,0,0
Census Tract,48167720100,White,24,2020-06-07,0,0
Census Tract,48167720100,White,25,2020-06-14,0,0
Census Tract,48167720100,White,26,2020-06-21,0,0
Census Tract,48167720100,White,27,2020-06-28,0,0
Census Tract,48167720100,White,28,2020-07-05,0,0
Census Tract,48167720200,White,1,2019-12-29,0,0
Census Tract,48167720200,White,2,2020-01-05,0,0
Census Tract,48167720200,White,3,2020-01-12,0,0
Census Tract,48167720200,White,4,2020-01-19,0,0
Census Tract,48167720200,White,5,2020-01-26,0,0
Census Tract,48167720200,White,6,2020-02-02,0,1
Census Tract,48167720200,White,7,2020-02-09,0,0
Census Tract,48167720200,White,8,2020-02-16,0,0
Census Tract,48167720200,White,9,2020-02-23,0,0
Census Tract,48167720200,White,10,2020-03-01,0,0
Census Tract,48167720200,White,11,2020-03-08,0,0
Census Tract,48167720200,White,12,2020-03-15,0,0
Census Tract,48167720200,White,13,2020-03-22,0,0
Census Tract,48167720200,White,14,2020-03-29,0,0
Census Tract,48167720200,White,15,2020-04-05,0,0
Census Tract,48167720200,White,16,2020-04-12,0,0
Census Tract,48167720200,White,17,2020-04-19,0,0
Census Tract,48167720200,White,18,2020-04-26,0,0
Census Tract,48167720200,White,19,2020-05-03,0,0
Census Tract,48167720200,White,20,2020-05-10,0,1
Census Tract,48167720200,White,21,2020-05-17,0,0
Census Tract,48167720200,White,22,2020-05-24,0,0
Census Tract,48167720200,White,23,2020-05-31,0,0
Census Tract,48167720200,White,24,2020-06-07,0,0
Census Tract,48167720200,White,25,2020-06-14,0,0
Census Tract,48167720200,White,26,2020-06-21,0,0
Census Tract,48167720200,White,27,2020-06-28,0,0
Census Tract,48167720200,White,28,2020-07-05,0,0
Census Tract,48167720301,White,1,2019-12-29,0,0
Census Tract,48167720301,White,2,2020-01-05,0,0
Census Tract,48167720301,White,3,2020-01-12,0,0
Census Tract,48167720301,White,4,2020-01-19,0,0
Census Tract,48167720301,White,5,2020-01-26,0,0
Census Tract,48167720301,White,6,2020-02-02,0,0
Census Tract,48167720301,White,7,2020-02-09,0,0
Census Tract,48167720301,White,8,2020-02-16,0,0
Census Tract,48167720301,White,9,2020-02-23,0,0
Census Tract,48167720301,White,10,2020-03-01,0,0
Census Tract,48167720301,White,11,2020-03-08,0,0
Census Tract,48167720301,White,12,2020-03-15,0,0
Census Tract,48167720301,White,13,2020-03-22,0,0
Census Tract,48167720301,White,14,2020-03-29,0,0
Census Tract,48167720301,White,15,2020-04-05,0,0
Census Tract,48167720301,White,16,2020-04-12,0,0
Census Tract,48167720301,White,17,2020-04-19,0,0
Census Tract,48167720301,White,18,2020-04-26,0,0
Census Tract,48167720301,White,19,2020-05-03,0,0
Census Tract,48167720301,White,20,2020-05-10,1,0
Census Tract,48167720301,White,21,2020-05-17,0,0
Census Tract,48167720301,White,22,2020-05-24,1,0
Census Tract,48167720301,White,23,2020-05-31,0,0
Census Tract,48167720301,White,24,2020-06-07,0,0
Census Tract,48167720301,White,25,2020-06-14,0,0
Census Tract,48167720301,White,26,2020-06-21,0,0
Census Tract,48167720301,White,27,2020-06-28,0,0
Census Tract,48167720301,White,28,2020-07-05,0,0
Census Tract,48167720302,White,1,2019-12-29,0,0
Census Tract,48167720302,White,2,2020-01-05,0,0
Census Tract,48167720302,White,3,2020-01-12,1,0
Census Tract,48167720302,White,4,2020-01-19,0,0
Census Tract,48167720302,White,5,2020-01-26,0,0
Census Tract,48167720302,White,6,2020-02-02,0,0
Census Tract,48167720302,White,7,2020-02-09,0,0
Census Tract,48167720302,White,8,2020-02-16,0,0
Census Tract,48167720302,White,9,2020-02-23,0,0
Census Tract,48167720302,White,10,2020-03-01,0,0
Census Tract,48167720302,White,11,2020-03-08,0,0
Census Tract,48167720302,White,12,2020-03-15,0,0
Census Tract,48167720302,White,13,2020-03-22,0,0
Census Tract,48167720302,White,14,2020-03-29,0,0
Census Tract,48167720302,White,15,2020-04-05,0,0
Census Tract,48167720302,White,16,2020-04-12,0,0
Census Tract,48167720302,White,17,2020-04-19,0,0
Census Tract,48167720302,White,18,2020-04-26,0,0
Census Tract,48167720302,White,19,2020-05-03,0,0
Census Tract,48167720302,White,20,2020-05-10,0,0
Census Tract,48167720302,White,21,2020-05-17,0,0
Census Tract,48167720302,White,22,2020-05-24,0,0
Census Tract,48167720302,White,23,2020-05-31,0,0
Census Tract,48167720302,White,24,2020-06-07,1,0
Census Tract,48167720302,White,25,2020-06-14,1,0
Census Tract,48167720302,White,26,2020-06-21,0,0
Census Tract,48167720302,White,27,2020-06-28,0,0
Census Tract,48167720302,White,28,2020-07-05,0,0
Census Tract,48167720400,White,1,2019-12-29,0,0
Census Tract,48167720400,White,2,2020-01-05,0,0
Census Tract,48167720400,White,3,2020-01-12,1,0
Census Tract,48167720400,White,4,2020-01-19,0,0
Census Tract,48167720400,White,5,2020-01-26,0,2
Census Tract,48167720400,White,6,2020-02-02,0,0
Census Tract,48167720400,White,7,2020-02-09,0,0
Census Tract,48167720400,White,8,2020-02-16,0,0
Census Tract,48167720400,White,9,2020-02-23,0,0
Census Tract,48167720400,White,10,2020-03-01,1,0
Census Tract,48167720400,White,11,2020-03-08,0,0
Census Tract,48167720400,White,12,2020-03-15,0,0
Census Tract,48167720400,White,13,2020-03-22,0,1
Census Tract,48167720400,White,14,2020-03-29,0,0
Census Tract,48167720400,White,15,2020-04-05,0,0
Census Tract,48167720400,White,16,2020-04-12,0,0
Census Tract,48167720400,White,17,2020-04-19,0,0
Census Tract,48167720400,White,18,2020-04-26,0,0
Census Tract,48167720400,White,19,2020-05-03,0,0
Census Tract,48167720400,White,20,2020-05-10,0,0
Census Tract,48167720400,White,21,2020-05-17,0,0
Census Tract,48167720400,White,22,2020-05-24,0,0
Census Tract,48167720400,White,23,2020-05-31,0,0
Census Tract,48167720400,White,24,2020-06-07,0,0
Census Tract,48167720400,White,25,2020-06-14,1,0
Census Tract,48167720400,White,26,2020-06-21,1,0
Census Tract,48167720400,White,27,2020-06-28,0,0
Census Tract,48167720400,White,28,2020-07-05,1,0
Census Tract,48167720501,White,1,2019-12-29,0,1
Census Tract,48167720501,White,2,2020-01-05,0,1
Census Tract,48167720501,White,3,2020-01-12,0,0
Census Tract,48167720501,White,4,2020-01-19,1,0
Census Tract,48167720501,White,5,2020-01-26,0,0
Census Tract,48167720501,White,6,2020-02-02,1,0
Census Tract,48167720501,White,7,2020-02-09,0,0
Census Tract,48167720501,White,8,2020-02-16,0,0
Census Tract,48167720501,White,9,2020-02-23,0,0
Census Tract,48167720501,White,10,2020-03-01,0,0
Census Tract,48167720501,White,11,2020-03-08,0,0
Census Tract,48167720501,White,12,2020-03-15,0,0
Census Tract,48167720501,White,13,2020-03-22,0,0
Census Tract,48167720501,White,14,2020-03-29,0,0
Census Tract,48167720501,White,15,2020-04-05,0,0
Census Tract,48167720501,White,16,2020-04-12,0,0
Census Tract,48167720501,White,17,2020-04-19,0,0
Census Tract,48167720501,White,18,2020-04-26,0,0
Census Tract,48167720501,White,19,2020-05-03,0,0
Census Tract,48167720501,White,20,2020-05-10,1,0
Census Tract,48167720501,White,21,2020-05-17,0,0
Census Tract,48167720501,White,22,2020-05-24,0,0
