type,GEOID,racial_majority,month,filings_2020,filings_avg,filings_avg_prepandemic_baseline,last_updated
Zip Code,23112,White,01/2020,0,47.5,59,
Zip Code,23112,White,02/2020,0,76,52.25,
Zip Code,23112,White,03/2020,0,43,43.5,
Zip Code,23112,White,04/2020,0,64,43.75,
Zip Code,23112,White,05/2020,0,56,49,
Zip Code,23112,White,06/2020,0,53,49.5,
Zip Code,23112,White,07/2020,0,70.5,49.5,
Zip Code,23112,White,08/2020,0,72.5,51,
Zip Code,23112,White,09/2020,0,57,49.75,
Zip Code,23112,White,10/2020,0,66,50,
Zip Code,23112,White,11/2020,0,59.5,54.25,
Zip Code,23112,White,12/2020,0,59.5,49.75,
Zip Code,23112,White,01/2021,0,47.5,59,
Zip Code,23112,White,02/2021,0,75,52,
Zip Code,23112,White,03/2021,0,43,43.5,
Zip Code,23112,White,04/2021,0,64,43.75,
Zip Code,23112,White,05/2021,0,56,49,
Zip Code,23112,White,06/2021,0,53,49.5,
Zip Code,23112,White,07/2021,0,70.5,49.5,
Zip Code,23112,White,08/2021,0,72.5,51,
Zip Code,23112,White,09/2021,0,57,49.75,
Zip Code,23112,White,10/2021,0,66,50,
Zip Code,23112,White,11/2021,0,59.5,54.25,
Zip Code,23112,White,12/2021,0,59.5,49.75,
Zip Code,23112,White,01/2022,0,47.5,59,
Zip Code,23112,White,02/2022,0,75,52,
Zip Code,23112,White,03/2022,0,43,43.5,
Zip Code,23112,White,04/2022,0,64,43.75,
Zip Code,23112,White,05/2022,0,56,49,
Zip Code,23112,White,06/2022,0,53,49.5,
Zip Code,23112,White,07/2022,0,70.5,49.5,
Zip Code,23112,White,08/2022,0,72.5,51,
Zip Code,23112,White,09/2022,0,57,49.75,
Zip Code,23112,White,10/2022,0,66,50,
Zip Code,23112,White,11/2022,0,59.5,54.25,
Zip Code,23112,White,12/2022,0,59.5,49.75,
Zip Code,23112,White,01/2023,0,47.5,59,
Zip Code,23112,White,02/2023,0,75,52,
Zip Code,23112,White,03/2023,0,43,43.5,
Zip Code,23112,White,04/2023,0,64,43.75,
Zip Code,23112,White,05/2023,0,56,49,
Zip Code,23112,White,06/2023,0,53,49.5,
Zip Code,23112,White,07/2023,0,70.5,49.5,
Zip Code,23112,White,08/2023,0,72.5,51,
Zip Code,23112,White,09/2023,0,57,49.75,
Zip Code,23112,White,10/2023,0,66,50,
Zip Code,23112,White,11/2023,0,59.5,54.25,
Zip Code,23112,White,12/2023,0,59.5,49.75,
Zip Code,23112,White,01/2024,0,47.5,59,
Zip Code,23112,White,02/2024,0,76,52.25,
Zip Code,23112,White,03/2024,0,43,43.5,
Zip Code,23112,White,04/2024,0,64,43.75,
Zip Code,23112,White,05/2024,0,56,49,
Zip Code,23112,White,06/2024,0,53,49.5,
Zip Code,23112,White,07/2024,0,70.5,49.5,
Zip Code,23112,White,08/2024,0,72.5,51,
Zip Code,23112,White,09/2024,0,57,49.75,
Zip Code,23112,White,10/2024,0,66,50,
Zip Code,23112,White,11/2024,0,59.5,54.25,
Zip Code,23112,White,12/2024,0,59.5,49.75,
Zip Code,23112,White,01/2025,0,47.5,59,
Zip Code,23112,White,02/2025,0,75,52,
Zip Code,23112,White,03/2025,0,43,43.5,
Zip Code,23112,White,04/2025,0,64,43.75,
Zip Code,23112,White,05/2025,0,56,49,
Zip Code,23112,White,06/2025,0,53,49.5,
Zip Code,23112,White,07/2025,0,70.5,49.5,
Zip Code,23112,White,08/2025,0,72.5,51,
Zip Code,23112,White,09/2025,0,57,49.75,
Zip Code,23112,White,10/2025,0,66,50,
Zip Code,23112,White,11/2025,0,59.5,54.25,
Zip Code,23112,White,12/2025,0,59.5,49.75,
Zip Code,23112,White,01/2026,0,47.5,,
Zip Code,23112,White,02/2026,0,75,,
Zip Code,23112,White,03/2026,0,43,,
Zip Code,23112,White,04/2026,0,2.5,,2026-04-11
Zip Code,23113,White,01/2020,0,23.5,12,
Zip Code,23113,White,02/2020,0,26,7.5,
Zip Code,23113,White,03/2020,0,17.5,9,
Zip Code,23113,White,04/2020,0,17,9.75,
Zip Code,23113,White,05/2020,0,26,11.75,
Zip Code,23113,White,06/2020,0,28.5,9.25,
Zip Code,23113,White,07/2020,0,17.5,7.75,
Zip Code,23113,White,08/2020,0,21.5,9.75,
Zip Code,23113,White,09/2020,0,25.5,8.25,
Zip Code,23113,White,10/2020,0,26,6.25,
Zip Code,23113,White,11/2020,0,21,7.25,
Zip Code,23113,White,12/2020,0,18,10.5,
Zip Code,23113,White,01/2021,0,23.5,12,
Zip Code,23113,White,02/2021,0,17.5,7.5,
Zip Code,23113,White,03/2021,0,17.5,9,
Zip Code,23113,White,04/2021,0,17,9.75,
Zip Code,23113,White,05/2021,0,26,11.75,
Zip Code,23113,White,06/2021,0,28.5,9.25,
Zip Code,23113,White,07/2021,0,17.5,7.75,
Zip Code,23113,White,08/2021,0,21.5,9.75,
Zip Code,23113,White,09/2021,0,25.5,8.25,
Zip Code,23113,White,10/2021,0,26,6.25,
Zip Code,23113,White,11/2021,0,21,7.25,
Zip Code,23113,White,12/2021,0,18,10.5,
Zip Code,23113,White,01/2022,0,23.5,12,
Zip Code,23113,White,02/2022,0,17.5,7.5,
Zip Code,23113,White,03/2022,0,17.5,9,
Zip Code,23113,White,04/2022,0,17,9.75,
Zip Code,23113,White,05/2022,0,26,11.75,
Zip Code,23113,White,06/2022,0,28.5,9.25,
Zip Code,23113,White,07/2022,0,17.5,7.75,
Zip Code,23113,White,08/2022,0,21.5,9.75,
Zip Code,23113,White,09/2022,0,25.5,8.25,
Zip Code,23113,White,10/2022,0,26,6.25,
Zip Code,23113,White,11/2022,0,21,7.25,
Zip Code,23113,White,12/2022,0,18,10.5,
Zip Code,23113,White,01/2023,0,23.5,12,
Zip Code,23113,White,02/2023,0,17.5,7.5,
Zip Code,23113,White,03/2023,0,17.5,9,
Zip Code,23113,White,04/2023,0,17,9.75,
Zip Code,23113,White,05/2023,0,26,11.75,
Zip Code,23113,White,06/2023,0,28.5,9.25,
Zip Code,23113,White,07/2023,0,17.5,7.75,
Zip Code,23113,White,08/2023,0,21.5,9.75,
Zip Code,23113,White,09/2023,0,25.5,8.25,
Zip Code,23113,White,10/2023,0,26,6.25,
Zip Code,23113,White,11/2023,0,21,7.25,
Zip Code,23113,White,12/2023,0,18,10.5,
Zip Code,23113,White,01/2024,0,23.5,12,
Zip Code,23113,White,02/2024,0,26,7.5,
Zip Code,23113,White,03/2024,0,17.5,9,
Zip Code,23113,White,04/2024,0,17,9.75,
Zip Code,23113,White,05/2024,0,26,11.75,
Zip Code,23113,White,06/2024,0,28.5,9.25,
Zip Code,23113,White,07/2024,0,17.5,7.75,
Zip Code,23113,White,08/2024,0,21.5,9.75,
Zip Code,23113,White,09/2024,0,25.5,8.25,
Zip Code,23113,White,10/2024,0,26,6.25,
Zip Code,23113,White,11/2024,0,21,7.25,
Zip Code,23113,White,12/2024,0,18,10.5,
Zip Code,23113,White,01/2025,0,23.5,12,
Zip Code,23113,White,02/2025,0,17.5,7.5,
Zip Code,23113,White,03/2025,0,17.5,9,
Zip Code,23113,White,04/2025,0,17,9.75,
Zip Code,23113,White,05/2025,0,26,11.75,
Zip Code,23113,White,06/2025,0,28.5,9.25,
Zip Code,23113,White,07/2025,0,17.5,7.75,
Zip Code,23113,White,08/2025,0,21.5,9.75,
Zip Code,23113,White,09/2025,0,25.5,8.25,
Zip Code,23113,White,10/2025,0,26,6.25,
Zip Code,23113,White,11/2025,0,21,7.25,
Zip Code,23113,White,12/2025,0,18,10.5,
Zip Code,23113,White,01/2026,0,23.5,,
Zip Code,23113,White,02/2026,0,17.5,,
Zip Code,23113,White,03/2026,0,17.5,,
Zip Code,23113,White,04/2026,0,0.5,,2026-04-11
Zip Code,23114,White,01/2020,0,26,16,
Zip Code,23114,White,02/2020,0,16,9,
Zip Code,23114,White,03/2020,0,20.5,11,
Zip Code,23114,White,04/2020,0,16,13.25,
Zip Code,23114,White,05/2020,0,18.5,13.25,
Zip Code,23114,White,06/2020,0,15.5,7,
Zip Code,23114,White,07/2020,0,22.5,11,
Zip Code,23114,White,08/2020,0,22,8,
Zip Code,23114,White,09/2020,0,20.5,15,
Zip Code,23114,White,10/2020,0,29.5,10.75,
Zip Code,23114,White,11/2020,0,25.5,12.75,
Zip Code,23114,White,12/2020,0,34,8.75,
Zip Code,23114,White,01/2021,0,26,16,
Zip Code,23114,White,02/2021,0,15,9,
Zip Code,23114,White,03/2021,0,20.5,11,
Zip Code,23114,White,04/2021,0,16,13.25,
Zip Code,23114,White,05/2021,0,18.5,13.25,
Zip Code,23114,White,06/2021,0,15.5,7,
Zip Code,23114,White,07/2021,0,22.5,11,
Zip Code,23114,White,08/2021,0,22,8,
Zip Code,23114,White,09/2021,0,20.5,15,
Zip Code,23114,White,10/2021,0,29.5,10.75,
Zip Code,23114,White,11/2021,0,25.5,12.75,
Zip Code,23114,White,12/2021,0,34,8.75,
Zip Code,23114,White,01/2022,0,26,16,
Zip Code,23114,White,02/2022,0,15,9,
Zip Code,23114,White,03/2022,0,20.5,11,
Zip Code,23114,White,04/2022,0,16,13.25,
Zip Code,23114,White,05/2022,0,18.5,13.25,
Zip Code,23114,White,06/2022,0,15.5,7,
Zip Code,23114,White,07/2022,0,22.5,11,
Zip Code,23114,White,08/2022,0,22,8,
Zip Code,23114,White,09/2022,0,20.5,15,
Zip Code,23114,White,10/2022,0,29.5,10.75,
Zip Code,23114,White,11/2022,0,25.5,12.75,
Zip Code,23114,White,12/2022,0,34,8.75,
Zip Code,23114,White,01/2023,0,26,16,
Zip Code,23114,White,02/2023,0,15,9,
Zip Code,23114,White,03/2023,0,20.5,11,
Zip Code,23114,White,04/2023,0,16,13.25,
Zip Code,23114,White,05/2023,0,18.5,13.25,
