type,GEOID,racial_majority,xfilemonth,xfileyear,month_filings,filings_avg,last_updated
County,29001,White,1,2020,1,4.25,2023-04-01
County,29001,White,2,2020,2,2.75,2023-04-01
County,29001,White,3,2020,0,4,2023-04-01
County,29001,White,4,2020,2,5.25,2023-04-01
County,29001,White,5,2020,2,5.5,2023-04-01
County,29001,White,6,2020,1,5.25,2023-04-01
County,29001,White,7,2020,2,5.75,2023-04-01
County,29001,White,8,2020,1,5.25,2023-04-01
County,29001,White,9,2020,1,4,2023-04-01
County,29001,White,10,2020,0,2.75,2023-04-01
County,29001,White,11,2020,2,1.75,2023-04-01
County,29001,White,12,2020,1,4.25,2023-04-01
County,29001,White,1,2021,1,4.25,2023-04-01
County,29001,White,2,2021,0,2.75,2023-04-01
County,29001,White,3,2021,1,4,2023-04-01
County,29001,White,4,2021,0,5.25,2023-04-01
County,29001,White,5,2021,2,5.5,2023-04-01
County,29001,White,6,2021,0,5.25,2023-04-01
County,29001,White,7,2021,7,5.75,2023-04-01
County,29001,White,8,2021,7,5.25,2023-04-01
County,29001,White,9,2021,5,4,2023-04-01
County,29001,White,10,2021,5,2.75,2023-04-01
County,29001,White,11,2021,3,1.75,2023-04-01
County,29001,White,12,2021,4,4.25,2023-04-01
County,29001,White,1,2022,4,4.25,2023-04-01
County,29001,White,2,2022,3,2.75,2023-04-01
County,29001,White,3,2022,10,4,2023-04-01
County,29001,White,4,2022,3,5.25,2023-04-01
County,29001,White,5,2022,3,5.5,2023-04-01
County,29001,White,6,2022,2,5.25,2023-04-01
County,29001,White,7,2022,6,5.75,2023-04-01
County,29001,White,8,2022,1,5.25,2023-04-01
County,29001,White,9,2022,8,4,2023-04-01
County,29001,White,10,2022,6,2.75,2023-04-01
County,29001,White,11,2022,6,1.75,2023-04-01
County,29001,White,12,2022,6,4.25,2023-04-01
County,29001,White,1,2023,7,4.25,2023-04-01
County,29001,White,2,2023,4,2.75,2023-04-01
County,29001,White,3,2023,4,4,2023-04-01
County,29001,White,4,2023,0,0.25,2023-04-01
County,29003,White,1,2020,4,4,2023-04-01
County,29003,White,2,2020,2,3.75,2023-04-01
County,29003,White,3,2020,0,3.75,2023-04-01
County,29003,White,4,2020,2,2.25,2023-04-01
County,29003,White,5,2020,3,3.75,2023-04-01
County,29003,White,6,2020,3,3.75,2023-04-01
County,29003,White,7,2020,1,4.75,2023-04-01
County,29003,White,8,2020,2,3.25,2023-04-01
County,29003,White,9,2020,0,3.75,2023-04-01
County,29003,White,10,2020,3,4.5,2023-04-01
County,29003,White,11,2020,0,3.5,2023-04-01
County,29003,White,12,2020,1,3,2023-04-01
County,29003,White,1,2021,0,4,2023-04-01
County,29003,White,2,2021,0,3.75,2023-04-01
County,29003,White,3,2021,1,3.75,2023-04-01
County,29003,White,4,2021,0,2.25,2023-04-01
County,29003,White,5,2021,1,3.75,2023-04-01
County,29003,White,6,2021,4,3.75,2023-04-01
County,29003,White,7,2021,3,4.75,2023-04-01
County,29003,White,8,2021,4,3.25,2023-04-01
County,29003,White,9,2021,3,3.75,2023-04-01
County,29003,White,10,2021,1,4.5,2023-04-01
County,29003,White,11,2021,1,3.5,2023-04-01
County,29003,White,12,2021,2,3,2023-04-01
County,29003,White,1,2022,0,4,2023-04-01
County,29003,White,2,2022,2,3.75,2023-04-01
County,29003,White,3,2022,4,3.75,2023-04-01
County,29003,White,4,2022,2,2.25,2023-04-01
County,29003,White,5,2022,1,3.75,2023-04-01
County,29003,White,6,2022,1,3.75,2023-04-01
County,29003,White,7,2022,1,4.75,2023-04-01
County,29003,White,8,2022,2,3.25,2023-04-01
County,29003,White,9,2022,0,3.75,2023-04-01
County,29003,White,10,2022,1,4.5,2023-04-01
County,29003,White,11,2022,1,3.5,2023-04-01
County,29003,White,12,2022,0,3,2023-04-01
County,29003,White,1,2023,0,4,2023-04-01
County,29003,White,2,2023,0,3.75,2023-04-01
County,29003,White,3,2023,1,3.75,2023-04-01
County,29003,White,4,2023,0,0,2023-04-01
County,29005,White,1,2020,0,0.25,2023-04-01
County,29005,White,4,2020,1,0.5,2023-04-01
County,29005,White,7,2020,0,0,2023-04-01
County,29005,White,8,2020,0,0,2023-04-01
County,29005,White,9,2020,0,0.75,2023-04-01
County,29005,White,11,2020,0,0.25,2023-04-01
County,29005,White,1,2021,1,0.25,2023-04-01
County,29005,White,4,2021,0,0.5,2023-04-01
County,29005,White,7,2021,1,0,2023-04-01
County,29005,White,8,2021,1,0,2023-04-01
County,29005,White,9,2021,0,0.75,2023-04-01
County,29005,White,11,2021,0,0.25,2023-04-01
County,29005,White,1,2022,0,0.25,2023-04-01
County,29005,White,4,2022,1,0.5,2023-04-01
County,29005,White,7,2022,0,0,2023-04-01
County,29005,White,8,2022,0,0,2023-04-01
County,29005,White,9,2022,2,0.75,2023-04-01
County,29005,White,11,2022,1,0.25,2023-04-01
County,29005,White,1,2023,0,0.25,2023-04-01
County,29005,White,4,2023,0,0,2023-04-01
County,29007,White,1,2020,4,6.5,2023-04-01
County,29007,White,2,2020,6,3.25,2023-04-01
County,29007,White,3,2020,1,3.5,2023-04-01
County,29007,White,4,2020,2,4.75,2023-04-01
County,29007,White,5,2020,2,4.25,2023-04-01
County,29007,White,6,2020,4,5.75,2023-04-01
County,29007,White,7,2020,4,3.5,2023-04-01
County,29007,White,8,2020,5,5.75,2023-04-01
County,29007,White,9,2020,6,4.25,2023-04-01
County,29007,White,10,2020,12,3.5,2023-04-01
County,29007,White,11,2020,11,3.75,2023-04-01
County,29007,White,12,2020,4,2.5,2023-04-01
County,29007,White,1,2021,5,6.5,2023-04-01
County,29007,White,2,2021,4,3.25,2023-04-01
County,29007,White,3,2021,3,3.5,2023-04-01
County,29007,White,4,2021,4,4.75,2023-04-01
County,29007,White,5,2021,5,4.25,2023-04-01
County,29007,White,6,2021,1,5.75,2023-04-01
County,29007,White,7,2021,5,3.5,2023-04-01
County,29007,White,8,2021,2,5.75,2023-04-01
County,29007,White,9,2021,7,4.25,2023-04-01
County,29007,White,10,2021,5,3.5,2023-04-01
County,29007,White,11,2021,5,3.75,2023-04-01
County,29007,White,12,2021,1,2.5,2023-04-01
County,29007,White,1,2022,6,6.5,2023-04-01
County,29007,White,2,2022,3,3.25,2023-04-01
County,29007,White,3,2022,1,3.5,2023-04-01
