id,name,week_date,week_filings,week_diff,month_date,month_filings,month_diff,cumulative_date,cumulative_filings,cumulative_diff,end_moratorium_date,start_moratorium_date
31069,"Cincinnati, OH",04/26/2020,52,0.271966527196653,04/05/2020,225,0.246656434992326,03/01/2020,817,0.442770431389551,05/04/2020,03/19/2020
29510,"St Louis, MO",04/26/2020,1,0.00411522633744856,04/05/2020,109,0.115741969737191,03/01/2020,897,0.467309195102891,05/17/2020,03/19/2020
51760,"Richmond, VA",04/26/2020,36,0.18,04/05/2020,136,0.0884265279583875,03/01/2020,1012,0.35175530066041,,03/24/2020
55079,"Milwaukee, WI",04/26/2020,1,0.00444839857651245,04/05/2020,7,0.00690335305719921,03/01/2020,441,0.223812423873325,05/15/2020,03/23/2020
48201,"Houston, TX",04/26/2020,176,0.242424242424242,04/05/2020,594,0.163963839624595,03/01/2020,3694,0.495838926174497,05/18/2020,03/19/2020
