share,last_year,postpandemic,renters
white_share,0.4010697146678134,0.41008875815333584,0.5088979326099331
black_share,0.3698518457100556,0.37351017995018926,0.2515272262258306
hispanic_share,0.15524335685984145,0.14435853718625447,0.16118197826805217
other_share,0.07383508276228962,0.07204252471022043,0.07839286289618408
female_share,0.5394564275532872,0.5359537203038724,0.5252270379616096
