group,month,month_last_day,month_filings,avg_filings,month_diff,month_filings_imputed,baseline_share
White,12/2024,,630,565.5,1.11405835543767,0.796583081570997,0.834144110431999
Black,12/2024,,,,,0.00445619335347432,0.00802461436114922
Hispanic,12/2024,,,,,0.122033232628399,0.100785830111014
Other,12/2024,,,,,0.0769274924471298,
Female,12/2024,,,,,0.486162735927033,0.516604125544975
