type,GEOID,racial_majority,month,filings_2020,filings_avg,last_updated
County,18097,White,01/2020,2656,1261.95,2023-04-08
County,18097,White,02/2020,2417,892.15,2023-04-08
County,18097,White,03/2020,997,1078.6,2023-04-08
County,18097,White,04/2020,6,1172.4,2023-04-08
County,18097,White,05/2020,16,1347.25,2023-04-08
County,18097,White,06/2020,58,1514.7,2023-04-08
County,18097,White,07/2020,106,1323.3,2023-04-08
County,18097,White,08/2020,1601,1473.75,2023-04-08
County,18097,White,09/2020,1990,1393.95,2023-04-08
County,18097,White,10/2020,1548,1266.5,2023-04-08
County,18097,White,11/2020,1429,1395.85,2023-04-08
County,18097,White,12/2020,1559,1168.3,2023-04-08
County,18097,White,01/2021,1666,1557.95,2023-04-08
County,18097,White,02/2021,1489,1121.75,2023-04-08
County,18097,White,03/2021,1545,993.5,2023-04-08
County,18097,White,04/2021,1153,1084.55,2023-04-08
County,18097,White,05/2021,1165,1240.83333333333,2023-04-08
County,18097,White,06/2021,1408,1408.4,2023-04-08
County,18097,White,07/2021,1469,1224.35,2023-04-08
County,18097,White,08/2021,1461,1625.15,2023-04-08
County,18097,White,09/2021,2087,1271.7,2023-04-08
County,18097,White,10/2021,2203,1378.25,2023-04-08
County,18097,White,11/2021,1995,1263.45,2023-04-08
County,18097,White,12/2021,1995,1082.65,2023-04-08
County,18097,White,01/2022,2134,1225.95833333333,2023-04-08
County,18097,White,02/2022,2027,1049.8,2023-04-08
County,18097,White,03/2022,2038,929.2,2023-04-08
County,18097,White,04/2022,1829,1010.05,2023-04-08
County,18097,White,05/2022,1902,1406.6,2023-04-08
County,18097,White,06/2022,2233,1332.8,2023-04-08
County,18097,White,07/2022,2358,1390.5,2023-04-08
County,18097,White,08/2022,2586,1556.1,2023-04-08
County,18097,White,09/2022,2287,1203.4,2023-04-08
County,18097,White,10/2022,2195,1313.95833333333,2023-04-08
County,18097,White,11/2022,2253,1194.95,2023-04-08
County,18097,White,12/2022,2085,1032.85,2023-04-08
County,18097,White,01/2023,2623,1405.6,2023-04-08
County,18097,White,02/2023,2184,999.4,2023-04-08
County,18097,White,03/2023,1827,899.55,2023-04-08
County,18097,White,04/2023,70,127.375,2023-04-08
County,sealed,,01/2020,37,148.2,2023-04-08
County,sealed,,02/2020,19,118.4,2023-04-08
County,sealed,,03/2020,7,20.4,2023-04-08
County,sealed,,04/2020,0,17.35,2023-04-08
County,sealed,,05/2020,0,22.7916666666667,2023-04-08
County,sealed,,06/2020,2,26.15,2023-04-08
County,sealed,,07/2020,2,19.45,2023-04-08
County,sealed,,08/2020,10,23.625,2023-04-08
County,sealed,,09/2020,12,24.7,2023-04-08
County,sealed,,10/2020,3,20.55,2023-04-08
County,sealed,,11/2020,5,20.6,2023-04-08
County,sealed,,12/2020,6,13.7,2023-04-08
County,sealed,,01/2021,5,204.55,2023-04-08
County,sealed,,02/2021,4,157.85,2023-04-08
County,sealed,,03/2021,9,18.8,2023-04-08
County,sealed,,04/2021,3,15.8,2023-04-08
County,sealed,,05/2021,7,20.4583333333333,2023-04-08
County,sealed,,06/2021,5,24.15,2023-04-08
County,sealed,,07/2021,9,17.85,2023-04-08
County,sealed,,08/2021,7,25.95,2023-04-08
County,sealed,,09/2021,13,22.8,2023-04-08
County,sealed,,10/2021,15,22.4166666666667,2023-04-08
County,sealed,,11/2021,3,18.4,2023-04-08
County,sealed,,12/2021,7,13,2023-04-08
County,sealed,,01/2022,9,169.125,2023-04-08
County,sealed,,02/2022,8,157,2023-04-08
County,sealed,,03/2022,14,17.1,2023-04-08
County,sealed,,04/2022,12,15.1,2023-04-08
County,sealed,,05/2022,14,23.6,2023-04-08
County,sealed,,06/2022,7,23.05,2023-04-08
County,sealed,,07/2022,21,20.875,2023-04-08
County,sealed,,08/2022,17,24.85,2023-04-08
County,sealed,,09/2022,29,21.35,2023-04-08
County,sealed,,10/2022,5,21.4583333333333,2023-04-08
County,sealed,,11/2022,5,17.5,2023-04-08
County,sealed,,12/2022,53,12.5,2023-04-08
County,sealed,,01/2023,19,192.1,2023-04-08
County,sealed,,02/2023,26,148.85,2023-04-08
County,sealed,,03/2023,7,16.7,2023-04-08
County,sealed,,04/2023,0,1.75,2023-04-08
