type,GEOID,racial_majority,month,filings_2020,filings_avg,last_updated
Census Tract,13063040202,Black,01/2020,20,18.5,
Census Tract,13063040202,Black,02/2020,26,15,
Census Tract,13063040202,Black,03/2020,3,16.5,
Census Tract,13063040202,Black,04/2020,2,24.5,
Census Tract,13063040202,Black,05/2020,1,12,
Census Tract,13063040202,Black,06/2020,5,18,
Census Tract,13063040202,Black,07/2020,1,19.5,
Census Tract,13063040202,Black,08/2020,6,12.5,
Census Tract,13063040202,Black,09/2020,13,15.5,
Census Tract,13063040202,Black,10/2020,23,33,
Census Tract,13063040202,Black,11/2020,21,16.5,
Census Tract,13063040202,Black,12/2020,28,13.5,
Census Tract,13063040202,Black,01/2021,11,18.5,
Census Tract,13063040202,Black,02/2021,7,14.5,
Census Tract,13063040202,Black,03/2021,8,16.5,
Census Tract,13063040202,Black,04/2021,6,24.5,
Census Tract,13063040202,Black,05/2021,15,12,
Census Tract,13063040202,Black,06/2021,8,18,
Census Tract,13063040202,Black,07/2021,17,19.5,
Census Tract,13063040202,Black,08/2021,13,12.5,
Census Tract,13063040202,Black,09/2021,16,15.5,
Census Tract,13063040202,Black,10/2021,17,33,
Census Tract,13063040202,Black,11/2021,7,16.5,
Census Tract,13063040202,Black,12/2021,27,13.5,
Census Tract,13063040202,Black,01/2022,7,18.5,
Census Tract,13063040202,Black,02/2022,10,14.5,
Census Tract,13063040202,Black,03/2022,17,16.5,
Census Tract,13063040202,Black,04/2022,12,24.5,
Census Tract,13063040202,Black,05/2022,25,12,
Census Tract,13063040202,Black,06/2022,19,18,
Census Tract,13063040202,Black,07/2022,4,19.5,
Census Tract,13063040202,Black,08/2022,13,12.5,
Census Tract,13063040202,Black,09/2022,45,15.5,
Census Tract,13063040202,Black,10/2022,18,33,
Census Tract,13063040202,Black,11/2022,14,16.5,
Census Tract,13063040202,Black,12/2022,25,13.5,
Census Tract,13063040202,Black,01/2023,14,18.5,
Census Tract,13063040202,Black,02/2023,15,14.5,
Census Tract,13063040202,Black,03/2023,25,16.5,
Census Tract,13063040202,Black,04/2023,23,24.5,
Census Tract,13063040202,Black,05/2023,8,12,
Census Tract,13063040202,Black,06/2023,11,18,
Census Tract,13063040202,Black,07/2023,33,19.5,
Census Tract,13063040202,Black,08/2023,23,12.5,
Census Tract,13063040202,Black,09/2023,22,15.5,
Census Tract,13063040202,Black,10/2023,25,33,
Census Tract,13063040202,Black,11/2023,29,16.5,
Census Tract,13063040202,Black,12/2023,30,13.5,
Census Tract,13063040202,Black,01/2024,29,18.5,
Census Tract,13063040202,Black,02/2024,25,15,
Census Tract,13063040202,Black,03/2024,9,16.5,
Census Tract,13063040202,Black,04/2024,32,24.5,
Census Tract,13063040202,Black,05/2024,23,12,
Census Tract,13063040202,Black,06/2024,30,18,
Census Tract,13063040202,Black,07/2024,15,19.5,
Census Tract,13063040202,Black,08/2024,13,12.5,
Census Tract,13063040202,Black,09/2024,19,15.5,
Census Tract,13063040202,Black,10/2024,43,33,
Census Tract,13063040202,Black,11/2024,17,16.5,
Census Tract,13063040202,Black,12/2024,13,13.5,
Census Tract,13063040202,Black,01/2025,52,18.5,
Census Tract,13063040202,Black,02/2025,26,14.5,
Census Tract,13063040202,Black,03/2025,16,16.5,
Census Tract,13063040202,Black,04/2025,20,24.5,
Census Tract,13063040202,Black,05/2025,17,12,
Census Tract,13063040202,Black,06/2025,11,18,
Census Tract,13063040202,Black,07/2025,30,19.5,
Census Tract,13063040202,Black,08/2025,42,12.5,
Census Tract,13063040202,Black,09/2025,15,15.5,
Census Tract,13063040202,Black,10/2025,28,33,
Census Tract,13063040202,Black,11/2025,20,16.5,
Census Tract,13063040202,Black,12/2025,11,13.5,
Census Tract,13063040202,Black,01/2026,18,18.5,
Census Tract,13063040202,Black,02/2026,17,14.5,
Census Tract,13063040202,Black,03/2026,6,16.5,
Census Tract,13063040202,Black,04/2026,0,1.5,2026-04-04
Census Tract,13063040203,Black,01/2020,55,71.5,
Census Tract,13063040203,Black,02/2020,37,45.5,
Census Tract,13063040203,Black,03/2020,37,23.5,
Census Tract,13063040203,Black,04/2020,2,30.5,
Census Tract,13063040203,Black,05/2020,1,30,
Census Tract,13063040203,Black,06/2020,2,47,
Census Tract,13063040203,Black,07/2020,14,43.5,
