share,last_year,postpandemic,renters
white_share,0.3693978934708446,0.3741353130462822,0.4841833325429183
black_share,0.40548055998696314,0.4095279940864041,0.2694152312434253
hispanic_share,0.16125506660326913,0.1534746316927548,0.17313084827300879
other_share,0.06386647993892308,0.06286206117455884,0.07327058794064767
female_share,0.5431802942997291,0.5393713727844379,0.5263286650551782
