share,last_year,postpandemic,renters
white_share,0.3717403199681034,0.3768283647450231,0.4841833325429183
black_share,0.4028979864149485,0.40794272921072544,0.2694152312434253
hispanic_share,0.16097037867611622,0.15165030069026436,0.17313084827300879
other_share,0.06439131494083185,0.06357860535398707,0.07327058794064767
female_share,0.541770664105649,0.5399358358286432,0.5263286650551782
