month,month_last_day,month_filings,avg_filings,percentage_diff
01/2020,,686,1328.5,0.516371847948815
01/2021,,116,1328.5,0.0873165223936771
01/2022,,351,1328.5,0.264207753105006
01/2023,,1260,1328.5,0.948438088069251
01/2024,,1397,1328.5,1.05156191193075
01/2025,,1447,1328.5,1.08919834399699
02/2020,,628,1160,0.541379310344828
02/2021,,93,1125,0.0826666666666667
02/2022,,403,1125,0.358222222222222
02/2023,,968,1125,0.860444444444445
02/2024,,1352,1160,1.16551724137931
02/2025,,1392,1125,1.23733333333333
03/2020,,255,1275,0.2
03/2021,,161,1275,0.126274509803922
03/2022,,522,1275,0.409411764705882
03/2023,,1162,1275,0.911372549019608
03/2024,,1388,1275,1.08862745098039
03/2025,,1340,1275,1.05098039215686
04/2020,,39,958,0.0407098121085595
04/2021,,145,958,0.151356993736952
04/2022,,606,958,0.632567849686848
04/2023,,607,958,0.633611691022965
04/2024,,1309,958,1.36638830897704
04/2025,,1532,958,1.59916492693111
05/2020,,45,1088,0.0413602941176471
05/2021,,154,1088,0.141544117647059
05/2022,,633,1088,0.581801470588235
05/2023,,857,1088,0.787683823529412
05/2024,,1319,1088,1.21231617647059
05/2025,,1418,1088,1.30330882352941
06/2020,,67,1006.5,0.0665673124689518
06/2021,,145,1006.5,0.144063586686538
06/2022,,736,1006.5,0.731246895181322
06/2023,,817,1006.5,0.811723795330353
06/2024,,1196,1006.5,1.18827620466965
06/2025,,1387,1006.5,1.37804272230502
07/2020,,97,1259,0.0770452740270056
07/2021,,302,1259,0.239872915011914
07/2022,,628,1259,0.498808578236696
07/2023,,945,1259,0.750595710881652
07/2024,,1573,1259,1.24940428911835
07/2025,,1516,1259,1.20413026211279
08/2020,,88,1325.5,0.0663900414937759
08/2021,,351,1325.5,0.264805733685402
08/2022,,1037,1325.5,0.782346284420973
08/2023,,1229,1325.5,0.927197284043757
08/2024,,1422,1325.5,1.07280271595624
08/2025,,1563,1325.5,1.17917766880422
09/2020,,97,1302.5,0.0744721689059501
09/2021,,343,1302.5,0.263339731285988
09/2022,,1062,1302.5,0.815355086372361
09/2023,,1082,1302.5,0.830710172744722
09/2024,,1523,1302.5,1.16928982725528
09/2025,,1483,1302.5,1.13857965451056
10/2020,,101,1526.5,0.0661644284310514
10/2021,,334,1526.5,0.218801179168031
10/2022,,1247,1526.5,0.816901408450704
10/2023,,1391,1526.5,0.911234850966263
10/2024,,1662,1526.5,1.08876514903374
10/2025,,1643,1526.5,1.07631837536849
11/2020,,102,1169,0.0872540633019675
11/2021,,407,1169,0.348160821214713
11/2022,,1061,1169,0.907613344739093
11/2023,,1142,1169,0.976903336184773
11/2024,,1196,1169,1.02309666381523
11/2025,,1155,1169,0.988023952095808
12/2020,,112,1342,0.0834575260804769
12/2021,,400,1342,0.29806259314456
12/2022,,1225,1342,0.912816691505216
12/2023,,1199,1342,0.89344262295082
12/2024,,1485,1342,1.10655737704918
