type,GEOID,racial_majority,month,filings_2020,filings_avg,filings_avg_prepandemic_baseline,last_updated
Census Tract,29189210101,Black,01/2020,1,1.5,1,
Census Tract,29189210101,Black,02/2020,5,3,2,
Census Tract,29189210101,Black,03/2020,0,3,2,
Census Tract,29189210101,Black,04/2020,0,2.5,2,
Census Tract,29189210101,Black,05/2020,1,3,1,
Census Tract,29189210101,Black,06/2020,0,2,1,
Census Tract,29189210101,Black,07/2020,1,2.5,1.5,
Census Tract,29189210101,Black,08/2020,0,4,0.5,
Census Tract,29189210101,Black,09/2020,2,3.5,1,
Census Tract,29189210101,Black,10/2020,2,1,1.5,
Census Tract,29189210101,Black,11/2020,0,1,0.5,
Census Tract,29189210101,Black,12/2020,1,2,1,
Census Tract,29189210101,Black,01/2021,3,1.5,1,
Census Tract,29189210101,Black,02/2021,0,3,2,
Census Tract,29189210101,Black,03/2021,1,3,2,
Census Tract,29189210101,Black,04/2021,3,2.5,2,
Census Tract,29189210101,Black,05/2021,2,3,1,
Census Tract,29189210101,Black,06/2021,1,2,1,
Census Tract,29189210101,Black,07/2021,0,2.5,1.5,
Census Tract,29189210101,Black,08/2021,0,4,0.5,
Census Tract,29189210101,Black,09/2021,3,3.5,1,
Census Tract,29189210101,Black,10/2021,3,1,1.5,
Census Tract,29189210101,Black,11/2021,1,1,0.5,
Census Tract,29189210101,Black,12/2021,4,2,1,
Census Tract,29189210101,Black,01/2022,1,1.5,1,
Census Tract,29189210101,Black,02/2022,2,3,2,
Census Tract,29189210101,Black,03/2022,0,3,2,
Census Tract,29189210101,Black,04/2022,2,2.5,2,
Census Tract,29189210101,Black,05/2022,0,3,1,
Census Tract,29189210101,Black,06/2022,1,2,1,
Census Tract,29189210101,Black,07/2022,0,2.5,1.5,
Census Tract,29189210101,Black,08/2022,0,4,0.5,
Census Tract,29189210101,Black,09/2022,3,3.5,1,
Census Tract,29189210101,Black,10/2022,1,1,1.5,
Census Tract,29189210101,Black,11/2022,3,1,0.5,
Census Tract,29189210101,Black,12/2022,0,2,1,
Census Tract,29189210101,Black,01/2023,1,1.5,1,
Census Tract,29189210101,Black,02/2023,4,3,2,
Census Tract,29189210101,Black,03/2023,3,3,2,
Census Tract,29189210101,Black,04/2023,1,2.5,2,
Census Tract,29189210101,Black,05/2023,3,3,1,
Census Tract,29189210101,Black,06/2023,4,2,1,
Census Tract,29189210101,Black,07/2023,2,2.5,1.5,
Census Tract,29189210101,Black,08/2023,3,4,0.5,
Census Tract,29189210101,Black,09/2023,4,3.5,1,
Census Tract,29189210101,Black,10/2023,0,1,1.5,
Census Tract,29189210101,Black,11/2023,1,1,0.5,
Census Tract,29189210101,Black,12/2023,2,2,1,
Census Tract,29189210101,Black,01/2024,2,1.5,1,
Census Tract,29189210101,Black,02/2024,2,3,2,
Census Tract,29189210101,Black,03/2024,3,3,2,
Census Tract,29189210101,Black,04/2024,4,2.5,2,
Census Tract,29189210101,Black,05/2024,3,3,1,
Census Tract,29189210101,Black,06/2024,0,2,1,
Census Tract,29189210101,Black,07/2024,3,2.5,1.5,
Census Tract,29189210101,Black,08/2024,5,4,0.5,
Census Tract,29189210101,Black,09/2024,3,3.5,1,
Census Tract,29189210101,Black,10/2024,2,1,1.5,
Census Tract,29189210101,Black,11/2024,1,1,0.5,
Census Tract,29189210101,Black,12/2024,2,2,1,
Census Tract,29189210101,Black,01/2025,1,1.5,1,
Census Tract,29189210101,Black,02/2025,0,3,2,
Census Tract,29189210101,Black,03/2025,1,3,2,
Census Tract,29189210101,Black,04/2025,3,2.5,2,
Census Tract,29189210101,Black,05/2025,2,3,1,
Census Tract,29189210101,Black,06/2025,3,2,1,
Census Tract,29189210101,Black,07/2025,3,2.5,1.5,
Census Tract,29189210101,Black,08/2025,1,4,0.5,
Census Tract,29189210101,Black,09/2025,2,3.5,1,
Census Tract,29189210101,Black,10/2025,2,1,1.5,
Census Tract,29189210101,Black,11/2025,0,1,0.5,
Census Tract,29189210101,Black,12/2025,2,2,1,
Census Tract,29189210101,Black,01/2026,3,1.5,,
Census Tract,29189210101,Black,02/2026,0,3,,
Census Tract,29189210101,Black,03/2026,2,3,,
Census Tract,29189210101,Black,04/2026,1,2.5,,
Census Tract,29189210101,Black,05/2026,0,0,,2026-05-02
Census Tract,29189210102,Black,01/2020,17,12.5,14,
Census Tract,29189210102,Black,02/2020,12,12,7,
Census Tract,29189210102,Black,03/2020,6,9.5,25,
Census Tract,29189210102,Black,04/2020,1,9.5,7.5,
Census Tract,29189210102,Black,05/2020,4,17,10.5,
Census Tract,29189210102,Black,06/2020,3,15.5,22.5,
Census Tract,29189210102,Black,07/2020,7,12,15.5,
Census Tract,29189210102,Black,08/2020,2,22,15.5,
Census Tract,29189210102,Black,09/2020,4,18,10.5,
Census Tract,29189210102,Black,10/2020,8,8,14,
Census Tract,29189210102,Black,11/2020,9,15.5,12.5,
Census Tract,29189210102,Black,12/2020,11,9,9,
Census Tract,29189210102,Black,01/2021,4,12.5,14,
Census Tract,29189210102,Black,02/2021,2,12,7,
Census Tract,29189210102,Black,03/2021,9,9.5,25,
Census Tract,29189210102,Black,04/2021,12,9.5,7.5,
Census Tract,29189210102,Black,05/2021,8,17,10.5,
Census Tract,29189210102,Black,06/2021,9,15.5,22.5,
Census Tract,29189210102,Black,07/2021,1,12,15.5,
Census Tract,29189210102,Black,08/2021,8,22,15.5,
Census Tract,29189210102,Black,09/2021,4,18,10.5,
Census Tract,29189210102,Black,10/2021,13,8,14,
