share,last_year,prepandemic,renters
white_share,0.4223616619689738,0.42983152629923516,0.4841833325429183
black_share,0.39777546048826307,0.4049186786097233,0.2694152312434253
latinx_share,0.13794793675998862,0.12823333242024962,0.17313084827300879
other_share,0.04191494078277447,0.03701646267079195,0.07327058794064767
female_share,0.5893765513087605,0.5870845681165457,0.5263286650551782
