type,GEOID,racial_majority,xfilemonth,xfileyear,month_filings,filings_avg,last_updated
County,18001,White,1,2020,5,4.75,2023-04-08
County,18001,White,2,2020,3,4.25,2023-04-08
County,18001,White,3,2020,5,4,2023-04-08
County,18001,White,4,2020,0,3.5,2023-04-08
County,18001,White,5,2020,1,4.75,2023-04-08
County,18001,White,6,2020,0,3.5,2023-04-08
County,18001,White,7,2020,0,3.75,2023-04-08
County,18001,White,8,2020,3,7.25,2023-04-08
County,18001,White,9,2020,7,9.75,2023-04-08
County,18001,White,10,2020,3,5.5,2023-04-08
County,18001,White,11,2020,4,5.5,2023-04-08
County,18001,White,12,2020,2,4.5,2023-04-08
County,18001,White,1,2021,2,4.75,2023-04-08
County,18001,White,2,2021,1,4.25,2023-04-08
County,18001,White,3,2021,1,4,2023-04-08
County,18001,White,4,2021,4,3.5,2023-04-08
County,18001,White,5,2021,10,4.75,2023-04-08
County,18001,White,6,2021,4,3.5,2023-04-08
County,18001,White,7,2021,5,3.75,2023-04-08
County,18001,White,8,2021,4,7.25,2023-04-08
County,18001,White,9,2021,3,9.75,2023-04-08
County,18001,White,10,2021,3,5.5,2023-04-08
County,18001,White,11,2021,1,5.5,2023-04-08
County,18001,White,12,2021,4,4.5,2023-04-08
County,18001,White,1,2022,0,4.75,2023-04-08
County,18001,White,2,2022,4,4.25,2023-04-08
County,18001,White,3,2022,0,4,2023-04-08
County,18001,White,4,2022,4,3.5,2023-04-08
County,18001,White,5,2022,0,4.75,2023-04-08
County,18001,White,6,2022,5,3.5,2023-04-08
County,18001,White,7,2022,1,3.75,2023-04-08
County,18001,White,8,2022,2,7.25,2023-04-08
County,18001,White,9,2022,6,9.75,2023-04-08
County,18001,White,10,2022,1,5.5,2023-04-08
County,18001,White,11,2022,0,5.5,2023-04-08
County,18001,White,12,2022,4,4.5,2023-04-08
County,18001,White,1,2023,3,4.75,2023-04-08
County,18001,White,2,2023,3,4.25,2023-04-08
County,18001,White,3,2023,4,4,2023-04-08
County,18001,White,4,2023,0,1.25,2023-04-08
County,18003,White,1,2020,422,473,2023-04-08
County,18003,White,2,2020,307,354,2023-04-08
County,18003,White,3,2020,167,286.75,2023-04-08
County,18003,White,4,2020,29,341.25,2023-04-08
County,18003,White,5,2020,43,421.25,2023-04-08
County,18003,White,6,2020,65,417.25,2023-04-08
County,18003,White,7,2020,72,491.5,2023-04-08
County,18003,White,8,2020,403,460,2023-04-08
County,18003,White,9,2020,333,394,2023-04-08
County,18003,White,10,2020,306,409.5,2023-04-08
County,18003,White,11,2020,290,354.5,2023-04-08
County,18003,White,12,2020,275,315.75,2023-04-08
County,18003,White,1,2021,270,473,2023-04-08
County,18003,White,2,2021,228,352.25,2023-04-08
County,18003,White,3,2021,270,286.75,2023-04-08
County,18003,White,4,2021,174,341.25,2023-04-08
County,18003,White,5,2021,199,421.25,2023-04-08
County,18003,White,6,2021,252,417.25,2023-04-08
County,18003,White,7,2021,219,491.5,2023-04-08
County,18003,White,8,2021,204,460,2023-04-08
County,18003,White,9,2021,246,394,2023-04-08
County,18003,White,10,2021,307,409.5,2023-04-08
County,18003,White,11,2021,283,354.5,2023-04-08
County,18003,White,12,2021,238,315.75,2023-04-08
County,18003,White,1,2022,357,473,2023-04-08
County,18003,White,2,2022,318,352.25,2023-04-08
County,18003,White,3,2022,322,286.75,2023-04-08
County,18003,White,4,2022,310,341.25,2023-04-08
County,18003,White,5,2022,310,421.25,2023-04-08
County,18003,White,6,2022,448,417.25,2023-04-08
County,18003,White,7,2022,384,491.5,2023-04-08
County,18003,White,8,2022,449,460,2023-04-08
County,18003,White,9,2022,378,394,2023-04-08
County,18003,White,10,2022,409,409.5,2023-04-08
County,18003,White,11,2022,382,354.5,2023-04-08
County,18003,White,12,2022,363,315.75,2023-04-08
County,18003,White,1,2023,470,473,2023-04-08
County,18003,White,2,2023,343,352.25,2023-04-08
County,18003,White,3,2023,341,286.75,2023-04-08
County,18003,White,4,2023,33,57.75,2023-04-08
County,18005,White,1,2020,86,50,2023-04-08
County,18005,White,2,2020,47,50.25,2023-04-08
County,18005,White,3,2020,28,41.25,2023-04-08
County,18005,White,4,2020,1,52.5,2023-04-08
County,18005,White,5,2020,3,51,2023-04-08
County,18005,White,6,2020,18,43.5,2023-04-08
County,18005,White,7,2020,18,67.5,2023-04-08
County,18005,White,8,2020,48,64.75,2023-04-08
