type,GEOID,racial_majority,xfilemonth,xfileyear,month_filings,filings_avg,last_updated
County,35007,Latinx,10,2020,2,2.66666666666667,2023-04-08
County,35007,Latinx,11,2020,0,3,2023-04-08
County,35007,Latinx,12,2020,0,5.33333333333333,2023-04-08
County,35007,Latinx,1,2021,1,3,2023-04-08
County,35007,Latinx,2,2021,1,2.33333333333333,2023-04-08
County,35007,Latinx,3,2021,5,1.66666666666667,2023-04-08
County,35007,Latinx,4,2021,1,2.33333333333333,2023-04-08
County,35007,Latinx,5,2021,3,2,2023-04-08
County,35007,Latinx,6,2021,1,4.33333333333333,2023-04-08
County,35007,Latinx,7,2021,2,4,2023-04-08
County,35007,Latinx,8,2021,3,5,2023-04-08
County,35007,Latinx,9,2021,1,3.33333333333333,2023-04-08
County,35007,Latinx,10,2021,1,2.66666666666667,2023-04-08
County,35007,Latinx,11,2021,2,3,2023-04-08
County,35007,Latinx,12,2021,1,5.33333333333333,2023-04-08
County,35007,Latinx,1,2022,1,3,2023-04-08
County,35007,Latinx,2,2022,3,2.33333333333333,2023-04-08
County,35007,Latinx,3,2022,3,1.66666666666667,2023-04-08
County,35007,Latinx,4,2022,2,2.33333333333333,2023-04-08
County,35007,Latinx,5,2022,2,2,2023-04-08
County,35007,Latinx,6,2022,1,4.33333333333333,2023-04-08
County,35007,Latinx,7,2022,3,4,2023-04-08
County,35007,Latinx,8,2022,6,5,2023-04-08
County,35007,Latinx,9,2022,0,3.33333333333333,2023-04-08
County,35007,Latinx,10,2022,7,2.66666666666667,2023-04-08
County,35007,Latinx,11,2022,6,3,2023-04-08
County,35007,Latinx,12,2022,3,5.33333333333333,2023-04-08
County,35007,Latinx,1,2023,0,3,2023-04-08
County,35007,Latinx,2,2023,2,2.33333333333333,2023-04-08
County,35007,Latinx,3,2023,5,1.66666666666667,2023-04-08
County,35007,Latinx,4,2023,0,0.333333333333333,2023-04-08
County,35009,White,1,2020,23,37,2023-04-08
County,35009,White,2,2020,13,26,2023-04-08
County,35009,White,3,2020,17,29,2023-04-08
County,35009,White,4,2020,16,25.6666666666667,2023-04-08
County,35009,White,5,2020,22,27.6666666666667,2023-04-08
County,35009,White,6,2020,22,34,2023-04-08
County,35009,White,7,2020,19,39.3333333333333,2023-04-08
County,35009,White,8,2020,18,39.6666666666667,2023-04-08
County,35009,White,9,2020,12,31.6666666666667,2023-04-08
County,35009,White,10,2020,28,26,2023-04-08
County,35009,White,11,2020,21,31,2023-04-08
County,35009,White,12,2020,17,30.3333333333333,2023-04-08
County,35009,White,1,2021,28,37,2023-04-08
County,35009,White,2,2021,12,26,2023-04-08
County,35009,White,3,2021,21,29,2023-04-08
County,35009,White,4,2021,16,25.6666666666667,2023-04-08
County,35009,White,5,2021,16,27.6666666666667,2023-04-08
County,35009,White,6,2021,20,34,2023-04-08
County,35009,White,7,2021,11,39.3333333333333,2023-04-08
County,35009,White,8,2021,28,39.6666666666667,2023-04-08
County,35009,White,9,2021,17,31.6666666666667,2023-04-08
County,35009,White,10,2021,21,26,2023-04-08
County,35009,White,11,2021,19,31,2023-04-08
County,35009,White,12,2021,13,30.3333333333333,2023-04-08
County,35009,White,1,2022,25,37,2023-04-08
County,35009,White,2,2022,29,26,2023-04-08
County,35009,White,3,2022,19,29,2023-04-08
County,35009,White,4,2022,15,25.6666666666667,2023-04-08
County,35009,White,5,2022,30,27.6666666666667,2023-04-08
County,35009,White,6,2022,19,34,2023-04-08
County,35009,White,7,2022,20,39.3333333333333,2023-04-08
County,35009,White,8,2022,35,39.6666666666667,2023-04-08
County,35009,White,9,2022,30,31.6666666666667,2023-04-08
County,35009,White,10,2022,22,26,2023-04-08
County,35009,White,11,2022,27,31,2023-04-08
County,35009,White,12,2022,13,30.3333333333333,2023-04-08
County,35009,White,1,2023,38,37,2023-04-08
County,35009,White,2,2023,26,26,2023-04-08
County,35009,White,3,2023,34,29,2023-04-08
County,35009,White,4,2023,2,4.33333333333333,2023-04-08
County,35011,White,2,2020,0,0,2023-04-08
County,35011,White,6,2020,0,0.666666666666667,2023-04-08
County,35011,White,8,2020,0,0,2023-04-08
County,35011,White,9,2020,0,0.333333333333333,2023-04-08
County,35011,White,2,2021,1,0,2023-04-08
County,35011,White,6,2021,1,0.666666666666667,2023-04-08
County,35011,White,8,2021,1,0,2023-04-08
County,35011,White,9,2021,1,0.333333333333333,2023-04-08
County,35011,White,2,2022,0,0,2023-04-08
County,35011,White,6,2022,1,0.666666666666667,2023-04-08
County,35011,White,8,2022,0,0,2023-04-08
County,35011,White,9,2022,0,0.333333333333333,2023-04-08
County,35011,White,2,2023,0,0,2023-04-08
County,35013,Latinx,1,2020,145,134.333333333333,2023-04-08
County,35013,Latinx,2,2020,75,107.666666666667,2023-04-08
County,35013,Latinx,3,2020,80,93,2023-04-08
County,35013,Latinx,4,2020,14,113.666666666667,2023-04-08
County,35013,Latinx,5,2020,25,138.333333333333,2023-04-08
County,35013,Latinx,6,2020,44,130.666666666667,2023-04-08
County,35013,Latinx,7,2020,51,135,2023-04-08
County,35013,Latinx,8,2020,91,136.333333333333,2023-04-08
County,35013,Latinx,9,2020,85,117.666666666667,2023-04-08
County,35013,Latinx,10,2020,65,124.666666666667,2023-04-08
County,35013,Latinx,11,2020,41,110.333333333333,2023-04-08
County,35013,Latinx,12,2020,51,104.333333333333,2023-04-08
County,35013,Latinx,1,2021,80,134.333333333333,2023-04-08
County,35013,Latinx,2,2021,68,107.666666666667,2023-04-08
County,35013,Latinx,3,2021,51,93,2023-04-08
County,35013,Latinx,4,2021,51,113.666666666667,2023-04-08
County,35013,Latinx,5,2021,48,138.333333333333,2023-04-08
County,35013,Latinx,6,2021,73,130.666666666667,2023-04-08
County,35013,Latinx,7,2021,61,135,2023-04-08
County,35013,Latinx,8,2021,56,136.333333333333,2023-04-08
County,35013,Latinx,9,2021,78,117.666666666667,2023-04-08
County,35013,Latinx,10,2021,67,124.666666666667,2023-04-08
County,35013,Latinx,11,2021,118,110.333333333333,2023-04-08
County,35013,Latinx,12,2021,60,104.333333333333,2023-04-08
County,35013,Latinx,1,2022,65,134.333333333333,2023-04-08
County,35013,Latinx,2,2022,98,107.666666666667,2023-04-08
County,35013,Latinx,3,2022,75,93,2023-04-08
County,35013,Latinx,4,2022,81,113.666666666667,2023-04-08
County,35013,Latinx,5,2022,113,138.333333333333,2023-04-08
County,35013,Latinx,6,2022,114,130.666666666667,2023-04-08
County,35013,Latinx,7,2022,55,135,2023-04-08
County,35013,Latinx,8,2022,82,136.333333333333,2023-04-08
County,35013,Latinx,9,2022,107,117.666666666667,2023-04-08
County,35013,Latinx,10,2022,114,124.666666666667,2023-04-08
County,35013,Latinx,11,2022,128,110.333333333333,2023-04-08
County,35013,Latinx,12,2022,102,104.333333333333,2023-04-08
County,35013,Latinx,1,2023,123,134.333333333333,2023-04-08
County,35013,Latinx,2,2023,91,107.666666666667,2023-04-08
County,35013,Latinx,3,2023,96,93,2023-04-08
County,35013,Latinx,4,2023,9,10.3333333333333,2023-04-08
County,35015,Latinx,1,2020,16,19.6666666666667,2023-04-08
County,35015,Latinx,2,2020,15,17,2023-04-08
County,35015,Latinx,3,2020,17,14,2023-04-08
County,35015,Latinx,4,2020,3,7.66666666666667,2023-04-08
County,35015,Latinx,5,2020,2,13.6666666666667,2023-04-08
County,35015,Latinx,6,2020,13,14,2023-04-08
County,35015,Latinx,7,2020,14,13,2023-04-08
County,35015,Latinx,8,2020,16,16,2023-04-08
County,35015,Latinx,9,2020,11,9,2023-04-08
County,35015,Latinx,10,2020,12,14,2023-04-08
County,35015,Latinx,11,2020,17,11,2023-04-08
County,35015,Latinx,12,2020,6,15.3333333333333,2023-04-08
County,35015,Latinx,1,2021,26,19.6666666666667,2023-04-08
County,35015,Latinx,2,2021,13,17,2023-04-08
County,35015,Latinx,3,2021,8,14,2023-04-08
County,35015,Latinx,4,2021,8,7.66666666666667,2023-04-08
County,35015,Latinx,5,2021,21,13.6666666666667,2023-04-08
County,35015,Latinx,6,2021,17,14,2023-04-08
County,35015,Latinx,7,2021,18,13,2023-04-08
County,35015,Latinx,8,2021,38,16,2023-04-08
County,35015,Latinx,9,2021,14,9,2023-04-08
County,35015,Latinx,10,2021,34,14,2023-04-08
County,35015,Latinx,11,2021,21,11,2023-04-08
County,35015,Latinx,12,2021,14,15.3333333333333,2023-04-08
County,35015,Latinx,1,2022,11,19.6666666666667,2023-04-08
County,35015,Latinx,2,2022,23,17,2023-04-08
County,35015,Latinx,3,2022,16,14,2023-04-08
County,35015,Latinx,4,2022,31,7.66666666666667,2023-04-08
County,35015,Latinx,5,2022,31,13.6666666666667,2023-04-08
County,35015,Latinx,6,2022,25,14,2023-04-08
County,35015,Latinx,7,2022,38,13,2023-04-08
County,35015,Latinx,8,2022,28,16,2023-04-08
County,35015,Latinx,9,2022,43,9,2023-04-08
County,35015,Latinx,10,2022,32,14,2023-04-08
County,35015,Latinx,11,2022,30,11,2023-04-08
County,35015,Latinx,12,2022,32,15.3333333333333,2023-04-08
County,35015,Latinx,1,2023,40,19.6666666666667,2023-04-08
County,35015,Latinx,2,2023,45,17,2023-04-08
County,35015,Latinx,3,2023,40,14,2023-04-08
County,35015,Latinx,4,2023,5,2,2023-04-08
County,35017,White,1,2020,9,9.66666666666667,2023-04-08
County,35017,White,2,2020,3,8.33333333333333,2023-04-08
County,35017,White,3,2020,4,8,2023-04-08
County,35017,White,4,2020,0,11.6666666666667,2023-04-08
County,35017,White,5,2020,7,9.33333333333333,2023-04-08
County,35017,White,6,2020,2,11.3333333333333,2023-04-08
County,35017,White,7,2020,6,12,2023-04-08
County,35017,White,8,2020,9,7,2023-04-08
County,35017,White,9,2020,6,6.33333333333333,2023-04-08
County,35017,White,10,2020,7,7.33333333333333,2023-04-08
County,35017,White,11,2020,2,4.66666666666667,2023-04-08
County,35017,White,12,2020,4,9.66666666666667,2023-04-08
County,35017,White,1,2021,8,9.66666666666667,2023-04-08
County,35017,White,2,2021,4,8.33333333333333,2023-04-08
County,35017,White,3,2021,8,8,2023-04-08
County,35017,White,4,2021,3,11.6666666666667,2023-04-08
County,35017,White,5,2021,2,9.33333333333333,2023-04-08
County,35017,White,6,2021,5,11.3333333333333,2023-04-08
County,35017,White,7,2021,7,12,2023-04-08
County,35017,White,8,2021,4,7,2023-04-08
County,35017,White,9,2021,4,6.33333333333333,2023-04-08
County,35017,White,10,2021,6,7.33333333333333,2023-04-08
County,35017,White,11,2021,5,4.66666666666667,2023-04-08
County,35017,White,12,2021,2,9.66666666666667,2023-04-08
County,35017,White,1,2022,4,9.66666666666667,2023-04-08
County,35017,White,2,2022,9,8.33333333333333,2023-04-08
County,35017,White,3,2022,3,8,2023-04-08
County,35017,White,4,2022,9,11.6666666666667,2023-04-08
County,35017,White,5,2022,6,9.33333333333333,2023-04-08
County,35017,White,6,2022,12,11.3333333333333,2023-04-08
County,35017,White,7,2022,12,12,2023-04-08
County,35017,White,8,2022,10,7,2023-04-08
County,35017,White,9,2022,8,6.33333333333333,2023-04-08
County,35017,White,10,2022,13,7.33333333333333,2023-04-08
County,35017,White,11,2022,7,4.66666666666667,2023-04-08
County,35017,White,12,2022,10,9.66666666666667,2023-04-08
County,35017,White,1,2023,9,9.66666666666667,2023-04-08
County,35017,White,2,2023,8,8.33333333333333,2023-04-08
County,35017,White,3,2023,12,8,2023-04-08
County,35017,White,4,2023,1,2,2023-04-08
County,35019,Latinx,1,2020,0,0.333333333333333,2023-04-08
County,35019,Latinx,2,2020,0,0.666666666666667,2023-04-08
County,35019,Latinx,3,2020,0,0,2023-04-08
County,35019,Latinx,4,2020,0,0,2023-04-08
County,35019,Latinx,5,2020,0,0.333333333333333,2023-04-08
County,35019,Latinx,7,2020,0,0.666666666666667,2023-04-08
County,35019,Latinx,8,2020,0,0.333333333333333,2023-04-08
County,35019,Latinx,9,2020,0,0.666666666666667,2023-04-08
County,35019,Latinx,10,2020,0,0.666666666666667,2023-04-08
County,35019,Latinx,12,2020,0,0.333333333333333,2023-04-08
County,35019,Latinx,1,2021,0,0.333333333333333,2023-04-08
County,35019,Latinx,2,2021,0,0.666666666666667,2023-04-08
County,35019,Latinx,3,2021,0,0,2023-04-08
County,35019,Latinx,4,2021,0,0,2023-04-08
County,35019,Latinx,5,2021,0,0.333333333333333,2023-04-08
County,35019,Latinx,7,2021,0,0.666666666666667,2023-04-08
County,35019,Latinx,8,2021,3,0.333333333333333,2023-04-08
County,35019,Latinx,9,2021,1,0.666666666666667,2023-04-08
County,35019,Latinx,10,2021,1,0.666666666666667,2023-04-08
County,35019,Latinx,12,2021,1,0.333333333333333,2023-04-08
County,35019,Latinx,1,2022,2,0.333333333333333,2023-04-08
County,35019,Latinx,2,2022,4,0.666666666666667,2023-04-08
County,35019,Latinx,3,2022,2,0,2023-04-08
County,35019,Latinx,4,2022,2,0,2023-04-08
County,35019,Latinx,5,2022,1,0.333333333333333,2023-04-08
County,35019,Latinx,7,2022,1,0.666666666666667,2023-04-08
County,35019,Latinx,8,2022,0,0.333333333333333,2023-04-08
County,35019,Latinx,9,2022,0,0.666666666666667,2023-04-08
County,35019,Latinx,10,2022,0,0.666666666666667,2023-04-08
County,35019,Latinx,12,2022,1,0.333333333333333,2023-04-08
County,35019,Latinx,1,2023,0,0.333333333333333,2023-04-08
County,35019,Latinx,2,2023,0,0.666666666666667,2023-04-08
County,35019,Latinx,3,2023,0,0,2023-04-08
County,35019,Latinx,4,2023,0,0,2023-04-08
County,35023,Latinx,1,2020,4,1.33333333333333,2023-04-08
County,35023,Latinx,2,2020,3,1.33333333333333,2023-04-08
County,35023,Latinx,3,2020,0,0.666666666666667,2023-04-08
County,35023,Latinx,4,2020,1,1,2023-04-08
County,35023,Latinx,5,2020,1,1,2023-04-08
County,35023,Latinx,6,2020,0,2.33333333333333,2023-04-08
County,35023,Latinx,7,2020,0,1,2023-04-08
County,35023,Latinx,8,2020,2,0.333333333333333,2023-04-08
County,35023,Latinx,9,2020,0,0.666666666666667,2023-04-08
County,35023,Latinx,10,2020,0,0.333333333333333,2023-04-08
County,35023,Latinx,11,2020,0,1,2023-04-08
County,35023,Latinx,12,2020,0,0.666666666666667,2023-04-08
County,35023,Latinx,1,2021,0,1.33333333333333,2023-04-08
County,35023,Latinx,2,2021,0,1.33333333333333,2023-04-08
County,35023,Latinx,3,2021,2,0.666666666666667,2023-04-08
County,35023,Latinx,4,2021,0,1,2023-04-08
County,35023,Latinx,5,2021,0,1,2023-04-08
County,35023,Latinx,6,2021,1,2.33333333333333,2023-04-08
County,35023,Latinx,7,2021,0,1,2023-04-08
County,35023,Latinx,8,2021,1,0.333333333333333,2023-04-08
County,35023,Latinx,9,2021,1,0.666666666666667,2023-04-08
County,35023,Latinx,10,2021,1,0.333333333333333,2023-04-08
County,35023,Latinx,11,2021,0,1,2023-04-08
County,35023,Latinx,12,2021,0,0.666666666666667,2023-04-08
County,35023,Latinx,1,2022,0,1.33333333333333,2023-04-08
County,35023,Latinx,2,2022,0,1.33333333333333,2023-04-08
County,35023,Latinx,3,2022,1,0.666666666666667,2023-04-08
County,35023,Latinx,4,2022,1,1,2023-04-08
County,35023,Latinx,5,2022,1,1,2023-04-08
County,35023,Latinx,6,2022,0,2.33333333333333,2023-04-08
County,35023,Latinx,7,2022,1,1,2023-04-08
County,35023,Latinx,8,2022,2,0.333333333333333,2023-04-08
County,35023,Latinx,9,2022,0,0.666666666666667,2023-04-08
County,35023,Latinx,10,2022,3,0.333333333333333,2023-04-08
County,35023,Latinx,11,2022,1,1,2023-04-08
County,35023,Latinx,12,2022,3,0.666666666666667,2023-04-08
County,35023,Latinx,1,2023,3,1.33333333333333,2023-04-08
County,35023,Latinx,2,2023,0,1.33333333333333,2023-04-08
County,35023,Latinx,3,2023,0,0.666666666666667,2023-04-08
County,35023,Latinx,4,2023,0,0,2023-04-08
County,35025,Latinx,1,2020,59,45,2023-04-08
County,35025,Latinx,2,2020,28,40,2023-04-08
County,35025,Latinx,3,2020,26,37.6666666666667,2023-04-08
County,35025,Latinx,4,2020,12,35,2023-04-08
County,35025,Latinx,5,2020,18,42,2023-04-08
County,35025,Latinx,6,2020,18,45.6666666666667,2023-04-08
County,35025,Latinx,7,2020,17,34.6666666666667,2023-04-08
County,35025,Latinx,8,2020,29,38.3333333333333,2023-04-08
County,35025,Latinx,9,2020,19,34,2023-04-08
County,35025,Latinx,10,2020,24,43.3333333333333,2023-04-08
County,35025,Latinx,11,2020,19,41,2023-04-08
County,35025,Latinx,12,2020,9,37.6666666666667,2023-04-08
County,35025,Latinx,1,2021,29,45,2023-04-08
County,35025,Latinx,2,2021,19,40,2023-04-08
County,35025,Latinx,3,2021,31,37.6666666666667,2023-04-08
County,35025,Latinx,4,2021,27,35,2023-04-08
County,35025,Latinx,5,2021,30,42,2023-04-08
County,35025,Latinx,6,2021,40,45.6666666666667,2023-04-08
County,35025,Latinx,7,2021,44,34.6666666666667,2023-04-08
County,35025,Latinx,8,2021,26,38.3333333333333,2023-04-08
County,35025,Latinx,9,2021,41,34,2023-04-08
County,35025,Latinx,10,2021,48,43.3333333333333,2023-04-08
County,35025,Latinx,11,2021,31,41,2023-04-08
County,35025,Latinx,12,2021,35,37.6666666666667,2023-04-08
County,35025,Latinx,1,2022,33,45,2023-04-08
County,35025,Latinx,2,2022,26,40,2023-04-08
County,35025,Latinx,3,2022,28,37.6666666666667,2023-04-08
County,35025,Latinx,4,2022,29,35,2023-04-08
County,35025,Latinx,5,2022,33,42,2023-04-08
County,35025,Latinx,6,2022,39,45.6666666666667,2023-04-08
County,35025,Latinx,7,2022,25,34.6666666666667,2023-04-08
County,35025,Latinx,8,2022,39,38.3333333333333,2023-04-08
County,35025,Latinx,9,2022,27,34,2023-04-08
County,35025,Latinx,10,2022,49,43.3333333333333,2023-04-08
County,35025,Latinx,11,2022,26,41,2023-04-08
County,35025,Latinx,12,2022,25,37.6666666666667,2023-04-08
County,35025,Latinx,1,2023,48,45,2023-04-08
County,35025,Latinx,2,2023,40,40,2023-04-08
County,35025,Latinx,3,2023,37,37.6666666666667,2023-04-08
County,35025,Latinx,4,2023,3,5,2023-04-08
County,35027,White,1,2020,8,6.33333333333333,2023-04-08
County,35027,White,2,2020,6,5.66666666666667,2023-04-08
County,35027,White,3,2020,5,5,2023-04-08
County,35027,White,4,2020,5,6.66666666666667,2023-04-08
County,35027,White,5,2020,3,9.33333333333333,2023-04-08
County,35027,White,6,2020,4,9.33333333333333,2023-04-08
County,35027,White,7,2020,6,11,2023-04-08
County,35027,White,8,2020,9,11.6666666666667,2023-04-08
County,35027,White,9,2020,0,7.66666666666667,2023-04-08
County,35027,White,10,2020,15,10.3333333333333,2023-04-08
County,35027,White,11,2020,3,10.6666666666667,2023-04-08
County,35027,White,12,2020,4,6,2023-04-08
County,35027,White,1,2021,2,6.33333333333333,2023-04-08
County,35027,White,2,2021,2,5.66666666666667,2023-04-08
County,35027,White,3,2021,8,5,2023-04-08
County,35027,White,4,2021,2,6.66666666666667,2023-04-08
County,35027,White,5,2021,5,9.33333333333333,2023-04-08
County,35027,White,6,2021,10,9.33333333333333,2023-04-08
