month,month_last_day,month_filings,avg_filings,percentage_diff
01/2020,,1345,1067,1.26054358013121
02/2020,,1114,1185.5,0.939687895402784
03/2020,,487,977.5,0.498209718670077
04/2020,,0,1089,0
05/2020,,0,1125,0
06/2020,,62,1188.5,0.0521665965502735
07/2020,,75,1200.5,0.0624739691795085
08/2020,,81,1215,0.0666666666666667
09/2020,,840,1252.5,0.670658682634731
10/2020,,487,1306,0.372894333843798
11/2020,,382,1061.5,0.359868111163448
12/2020,,287,1077,0.266480965645311
01/2021,,363,1067,0.34020618556701
02/2021,,309,1158.5,0.266724212343548
03/2021,,469,977.5,0.479795396419437
04/2021,,341,1089,0.313131313131313
05/2021,,322,1125,0.286222222222222
06/2021,,464,1188.5,0.390408077408498
07/2021,,502,1200.5,0.418159100374844
08/2021,,557,1215,0.45843621399177
09/2021,,504,1252.5,0.402395209580838
10/2021,,527,1306,0.403522205206738
11/2021,,659,1061.5,0.620819594912859
12/2021,,750,1077,0.696378830083566
01/2022,,711,1067,0.666354264292409
02/2022,,718,1158.5,0.619766940008632
03/2022,,814,977.5,0.832736572890026
04/2022,,697,1089,0.640036730945822
05/2022,,855,1125,0.76
06/2022,,1028,1188.5,0.864955826672276
07/2022,,1037,1200.5,0.863806747188671
08/2022,,1203,1215,0.990123456790123
09/2022,,1115,1252.5,0.890219560878244
10/2022,,1029,1306,0.787901990811639
11/2022,,913,1061.5,0.860103626943005
12/2022,,880,1077,0.817084493964717
01/2023,,1089,1067,1.02061855670103
02/2023,,1088,1158.5,0.939145446698317
03/2023,,977,977.5,0.999488491048593
04/2023,,941,1089,0.864095500459137
05/2023,,1057,1125,0.939555555555556
06/2023,,1161,1188.5,0.976861590239798
07/2023,,1080,1200.5,0.899625156184923
08/2023,,1195,1215,0.983539094650206
09/2023,,1131,1252.5,0.902994011976048
10/2023,,1255,1306,0.960949464012251
11/2023,,1060,1061.5,0.998586905322657
12/2023,,1094,1077,1.01578458681523
01/2024,,1045,1067,0.979381443298969
02/2024,,1283,1185.5,1.0822437789962
03/2024,,979,977.5,1.00153452685422
04/2024,,1237,1089,1.13590449954086
05/2024,,1193,1125,1.06044444444444
06/2024,,1216,1188.5,1.0231384097602
07/2024,,1321,1200.5,1.10037484381508
08/2024,,1235,1215,1.01646090534979
09/2024,,1374,1252.5,1.09700598802395
10/2024,,1357,1306,1.03905053598775
11/2024,,1064,1061.5,1.00235515779557
12/2024,,1060,1077,0.984215413184773
01/2025,,1207,1067,1.13120899718838
02/2025,,1164,1158.5,1.00474751834268
03/2025,,1060,977.5,1.0843989769821
04/2025,,1062,1089,0.975206611570248
05/2025,,1141,1125,1.01422222222222
06/2025,,1078,1188.5,0.907025662599916
07/2025,,1329,1200.5,1.10703873386089
08/2025,,1168,1215,0.961316872427984
09/2025,,1295,1252.5,1.03393213572854
10/2025,,1182,1306,0.905053598774885
11/2025,,880,1061.5,0.829015544041451
12/2025,,1010,1077,0.937790157845868
01/2026,,1123,1067,1.05248359887535
02/2026,,991,1158.5,0.855416486836426
