group,month,month_last_day,month_filings,avg_filings,month_diff,month_filings_imputed,baseline_share
White,01/2025,,2075,1919.5,1.08101067986455,0.492242649795311,0.614905846380057
Other,01/2025,,1147,1188,0.965488215488216,0.173371790100484,
Black,01/2025,,,,,0.216758466691478,0.119250112783839
Hispanic,01/2025,,,,,0.117627093412728,0.115824825811626
Female,01/2025,,,,,0.535459956200343,0.514802728890467
