type,xcourtcofips,GEOID,racial_majority,month,filings_2020,filings_avg,last_updated
Census Tract,,12086008208,,04/2020,0,1.66666666666667,2024-03-30
Census Tract,,12086008208,,05/2020,0,0.666666666666667,2024-03-30
Census Tract,,12086008208,,06/2020,0,1.33333333333333,2024-03-30
Census Tract,,12086008208,,07/2020,0,1.83333333333333,2024-03-30
Census Tract,,12086008208,,08/2020,0,1.83333333333333,2024-03-30
Census Tract,,12086008208,,09/2020,0,0.666666666666667,2024-03-30
Census Tract,,12086008208,,10/2020,0,1.16666666666667,2024-03-30
Census Tract,,12086008208,,11/2020,0,0.5,2024-03-30
Census Tract,,12086008208,,12/2020,0,1.33333333333333,2024-03-30
Census Tract,,12086008208,,01/2021,0,1.33333333333333,2024-03-30
Census Tract,,12086008208,,02/2021,0,0.333333333333333,2024-03-30
Census Tract,,12086008208,,03/2021,0,1.33333333333333,2024-03-30
Census Tract,,12086008208,,04/2021,0,1.66666666666667,2024-03-30
Census Tract,,12086008208,,05/2021,0,0.666666666666667,2024-03-30
Census Tract,,12086008208,,06/2021,0,1.33333333333333,2024-03-30
Census Tract,,12086008208,,07/2021,0,1.83333333333333,2024-03-30
Census Tract,,12086008208,,08/2021,0,1.83333333333333,2024-03-30
Census Tract,,12086008208,,09/2021,0,0.666666666666667,2024-03-30
Census Tract,,12086008208,,10/2021,0,1.16666666666667,2024-03-30
Census Tract,,12086008208,,11/2021,0,0.5,2024-03-30
Census Tract,,12086008208,,12/2021,0,1.33333333333333,2024-03-30
Census Tract,,12086008208,,01/2022,0,1.33333333333333,2024-03-30
Census Tract,,12086008208,,02/2022,0,0.333333333333333,2024-03-30
Census Tract,,12086008208,,03/2022,0,1.33333333333333,2024-03-30
Census Tract,,12086008208,,04/2022,0,1.66666666666667,2024-03-30
Census Tract,,12086008208,,05/2022,0,0.666666666666667,2024-03-30
Census Tract,,12086008208,,06/2022,0,1.33333333333333,2024-03-30
Census Tract,,12086008208,,07/2022,0,1.83333333333333,2024-03-30
Census Tract,,12086008208,,08/2022,0,1.83333333333333,2024-03-30
Census Tract,,12086008208,,09/2022,0,0.666666666666667,2024-03-30
Census Tract,,12086008208,,10/2022,0,1.16666666666667,2024-03-30
Census Tract,,12086008208,,12/2022,0,1.33333333333333,2024-03-30
Census Tract,,12086008208,,02/2023,0,0.333333333333333,2024-03-30
Census Tract,,12086008208,,03/2023,0,1.33333333333333,2024-03-30
Census Tract,,12086008208,,04/2023,0,1.66666666666667,2024-03-30
Census Tract,,12086008208,,05/2023,0,0.666666666666667,2024-03-30
Census Tract,,12086008208,,07/2023,0,1.83333333333333,2024-03-30
Census Tract,,12086008208,,08/2023,0,1.83333333333333,2024-03-30
Census Tract,,12086008208,,09/2023,0,0.666666666666667,2024-03-30
Census Tract,,12086008208,,10/2023,0,1.16666666666667,2024-03-30
Census Tract,,12086008208,,12/2023,0,1.33333333333333,2024-03-30
Census Tract,,12086008208,,01/2024,0,1.33333333333333,2024-03-30
Census Tract,,12086008208,,02/2024,0,0.333333333333333,2024-03-30
Census Tract,,12086008208,,03/2024,0,1.33333333333333,2024-03-30
Census Tract,,12086008209,,01/2020,0,1,2024-03-30
Census Tract,,12086008209,,02/2020,0,0.5,2024-03-30
Census Tract,,12086008209,,03/2020,0,0.5,2024-03-30
Census Tract,,12086008209,,04/2020,0,1,2024-03-30
Census Tract,,12086008209,,05/2020,0,1,2024-03-30
Census Tract,,12086008209,,06/2020,0,0.5,2024-03-30
Census Tract,,12086008209,,07/2020,0,0.666666666666667,2024-03-30
Census Tract,,12086008209,,08/2020,0,0.666666666666667,2024-03-30
Census Tract,,12086008209,,09/2020,0,0.833333333333333,2024-03-30
Census Tract,,12086008209,,10/2020,0,0.5,2024-03-30
Census Tract,,12086008209,,11/2020,0,0.333333333333333,2024-03-30
Census Tract,,12086008209,,12/2020,0,0.333333333333333,2024-03-30
Census Tract,,12086008209,,01/2021,0,1,2024-03-30
Census Tract,,12086008209,,02/2021,0,0.5,2024-03-30
Census Tract,,12086008209,,04/2021,0,1,2024-03-30
Census Tract,,12086008209,,05/2021,0,1,2024-03-30
Census Tract,,12086008209,,06/2021,0,0.5,2024-03-30
Census Tract,,12086008209,,07/2021,0,0.666666666666667,2024-03-30
Census Tract,,12086008209,,08/2021,0,0.666666666666667,2024-03-30
Census Tract,,12086008209,,09/2021,0,0.833333333333333,2024-03-30
Census Tract,,12086008209,,10/2021,0,0.5,2024-03-30
Census Tract,,12086008209,,11/2021,0,0.333333333333333,2024-03-30
Census Tract,,12086008209,,12/2021,0,0.333333333333333,2024-03-30
Census Tract,,12086008209,,01/2022,0,1,2024-03-30
Census Tract,,12086008209,,02/2022,0,0.5,2024-03-30
Census Tract,,12086008209,,03/2022,0,0.5,2024-03-30
Census Tract,,12086008209,,04/2022,0,1,2024-03-30
Census Tract,,12086008209,,05/2022,0,1,2024-03-30
Census Tract,,12086008209,,06/2022,0,0.5,2024-03-30
Census Tract,,12086008209,,07/2022,0,0.666666666666667,2024-03-30
Census Tract,,12086008209,,08/2022,0,0.666666666666667,2024-03-30
Census Tract,,12086008209,,09/2022,0,0.833333333333333,2024-03-30
Census Tract,,12086008209,,11/2022,0,0.333333333333333,2024-03-30
Census Tract,,12086008209,,12/2022,0,0.333333333333333,2024-03-30
Census Tract,,12086008209,,01/2023,0,1,2024-03-30
Census Tract,,12086008209,,04/2023,0,1,2024-03-30
Census Tract,,12086008209,,05/2023,0,1,2024-03-30
Census Tract,,12086008209,,06/2023,0,0.5,2024-03-30
Census Tract,,12086008209,,08/2023,0,0.666666666666667,2024-03-30
Census Tract,,12086008209,,09/2023,0,0.833333333333333,2024-03-30
Census Tract,,12086008209,,10/2023,0,0.5,2024-03-30
Census Tract,,12086008209,,11/2023,0,0.333333333333333,2024-03-30
Census Tract,,12086008209,,12/2023,0,0.333333333333333,2024-03-30
Census Tract,,12086008209,,01/2024,0,1,2024-03-30
Census Tract,,12086008209,,02/2024,0,0.5,2024-03-30
Census Tract,,12086008209,,03/2024,0,0.5,2024-03-30
Census Tract,,12086008305,,01/2020,0,0.833333333333333,2024-03-30
Census Tract,,12086008305,,02/2020,0,1.16666666666667,2024-03-30
Census Tract,,12086008305,,03/2020,0,2,2024-03-30
Census Tract,,12086008305,,04/2020,0,0.833333333333333,2024-03-30
Census Tract,,12086008305,,05/2020,0,1,2024-03-30
Census Tract,,12086008305,,06/2020,0,0.833333333333333,2024-03-30
Census Tract,,12086008305,,07/2020,0,2,2024-03-30
Census Tract,,12086008305,,08/2020,0,1.33333333333333,2024-03-30
Census Tract,,12086008305,,09/2020,0,1.83333333333333,2024-03-30
Census Tract,,12086008305,,10/2020,0,1,2024-03-30
Census Tract,,12086008305,,11/2020,0,0.833333333333333,2024-03-30
Census Tract,,12086008305,,12/2020,0,0.5,2024-03-30
Census Tract,,12086008305,,01/2021,0,0.833333333333333,2024-03-30
Census Tract,,12086008305,,02/2021,0,1.16666666666667,2024-03-30
Census Tract,,12086008305,,03/2021,0,2,2024-03-30
Census Tract,,12086008305,,04/2021,0,0.833333333333333,2024-03-30
Census Tract,,12086008305,,05/2021,0,1,2024-03-30
Census Tract,,12086008305,,06/2021,0,0.833333333333333,2024-03-30
Census Tract,,12086008305,,07/2021,0,2,2024-03-30
Census Tract,,12086008305,,08/2021,0,1.33333333333333,2024-03-30
Census Tract,,12086008305,,09/2021,0,1.83333333333333,2024-03-30
Census Tract,,12086008305,,10/2021,0,1,2024-03-30
Census Tract,,12086008305,,11/2021,0,0.833333333333333,2024-03-30
Census Tract,,12086008305,,12/2021,0,0.5,2024-03-30
Census Tract,,12086008305,,01/2022,0,0.833333333333333,2024-03-30
Census Tract,,12086008305,,02/2022,0,1.16666666666667,2024-03-30
Census Tract,,12086008305,,03/2022,0,2,2024-03-30
Census Tract,,12086008305,,04/2022,0,0.833333333333333,2024-03-30
Census Tract,,12086008305,,05/2022,0,1,2024-03-30
Census Tract,,12086008305,,06/2022,0,0.833333333333333,2024-03-30
Census Tract,,12086008305,,07/2022,0,2,2024-03-30
Census Tract,,12086008305,,08/2022,0,1.33333333333333,2024-03-30
Census Tract,,12086008305,,09/2022,0,1.83333333333333,2024-03-30
Census Tract,,12086008305,,10/2022,0,1,2024-03-30
Census Tract,,12086008305,,11/2022,0,0.833333333333333,2024-03-30
Census Tract,,12086008305,,01/2023,0,0.833333333333333,2024-03-30
Census Tract,,12086008305,,02/2023,0,1.16666666666667,2024-03-30
Census Tract,,12086008305,,04/2023,0,0.833333333333333,2024-03-30
Census Tract,,12086008305,,06/2023,0,0.833333333333333,2024-03-30
Census Tract,,12086008305,,07/2023,0,2,2024-03-30
Census Tract,,12086008305,,08/2023,0,1.33333333333333,2024-03-30
Census Tract,,12086008305,,09/2023,0,1.83333333333333,2024-03-30
Census Tract,,12086008305,,10/2023,0,1,2024-03-30
Census Tract,,12086008305,,11/2023,0,0.833333333333333,2024-03-30
Census Tract,,12086008305,,01/2024,0,0.833333333333333,2024-03-30
Census Tract,,12086008305,,02/2024,0,1.16666666666667,2024-03-30
Census Tract,,12086008305,,03/2024,0,2,2024-03-30
Census Tract,,12086008308,,01/2020,0,1.16666666666667,2024-03-30
Census Tract,,12086008308,,02/2020,0,1.33333333333333,2024-03-30
Census Tract,,12086008308,,03/2020,0,0.833333333333333,2024-03-30
Census Tract,,12086008308,,04/2020,0,0.833333333333333,2024-03-30
Census Tract,,12086008308,,05/2020,0,1.33333333333333,2024-03-30
Census Tract,,12086008308,,06/2020,0,0.833333333333333,2024-03-30
Census Tract,,12086008308,,07/2020,0,1,2024-03-30
Census Tract,,12086008308,,08/2020,0,1.16666666666667,2024-03-30
Census Tract,,12086008308,,09/2020,0,1,2024-03-30
Census Tract,,12086008308,,10/2020,0,1.33333333333333,2024-03-30
Census Tract,,12086008308,,11/2020,0,0.666666666666667,2024-03-30
Census Tract,,12086008308,,12/2020,0,1,2024-03-30
Census Tract,,12086008308,,01/2021,0,1.16666666666667,2024-03-30
Census Tract,,12086008308,,02/2021,0,1.33333333333333,2024-03-30
Census Tract,,12086008308,,03/2021,0,0.833333333333333,2024-03-30
Census Tract,,12086008308,,04/2021,0,0.833333333333333,2024-03-30
Census Tract,,12086008308,,05/2021,0,1.33333333333333,2024-03-30
Census Tract,,12086008308,,06/2021,0,0.833333333333333,2024-03-30
Census Tract,,12086008308,,07/2021,0,1,2024-03-30
Census Tract,,12086008308,,08/2021,0,1.16666666666667,2024-03-30
Census Tract,,12086008308,,09/2021,0,1,2024-03-30
Census Tract,,12086008308,,10/2021,0,1.33333333333333,2024-03-30
Census Tract,,12086008308,,11/2021,0,0.666666666666667,2024-03-30
Census Tract,,12086008308,,12/2021,0,1,2024-03-30
Census Tract,,12086008308,,01/2022,0,1.16666666666667,2024-03-30
Census Tract,,12086008308,,02/2022,0,1.33333333333333,2024-03-30
Census Tract,,12086008308,,03/2022,0,0.833333333333333,2024-03-30
Census Tract,,12086008308,,04/2022,0,0.833333333333333,2024-03-30
Census Tract,,12086008308,,05/2022,0,1.33333333333333,2024-03-30
Census Tract,,12086008308,,06/2022,0,0.833333333333333,2024-03-30
Census Tract,,12086008308,,07/2022,0,1,2024-03-30
Census Tract,,12086008308,,08/2022,0,1.16666666666667,2024-03-30
Census Tract,,12086008308,,09/2022,0,1,2024-03-30
Census Tract,,12086008308,,10/2022,0,1.33333333333333,2024-03-30
Census Tract,,12086008308,,01/2023,0,1.16666666666667,2024-03-30
Census Tract,,12086008308,,02/2023,0,1.33333333333333,2024-03-30
Census Tract,,12086008308,,03/2023,0,0.833333333333333,2024-03-30
Census Tract,,12086008308,,04/2023,0,0.833333333333333,2024-03-30
Census Tract,,12086008308,,06/2023,0,0.833333333333333,2024-03-30
Census Tract,,12086008308,,07/2023,0,1,2024-03-30
Census Tract,,12086008308,,09/2023,0,1,2024-03-30
Census Tract,,12086008308,,11/2023,0,0.666666666666667,2024-03-30
Census Tract,,12086008308,,12/2023,0,1,2024-03-30
Census Tract,,12086008308,,01/2024,0,1.16666666666667,2024-03-30
Census Tract,,12086008308,,02/2024,0,1.33333333333333,2024-03-30
Census Tract,,12086008308,,03/2024,0,0.833333333333333,2024-03-30
Census Tract,,12086008309,,01/2020,0,4,2024-03-30
Census Tract,,12086008309,,02/2020,0,4.66666666666667,2024-03-30
Census Tract,,12086008309,,03/2020,0,5.16666666666667,2024-03-30
Census Tract,,12086008309,,04/2020,0,3.33333333333333,2024-03-30
Census Tract,,12086008309,,05/2020,0,5,2024-03-30
Census Tract,,12086008309,,06/2020,0,5.66666666666667,2024-03-30
Census Tract,,12086008309,,07/2020,0,3.33333333333333,2024-03-30
Census Tract,,12086008309,,08/2020,0,5.33333333333333,2024-03-30
Census Tract,,12086008309,,09/2020,0,3.66666666666667,2024-03-30
Census Tract,,12086008309,,10/2020,0,4.33333333333333,2024-03-30
Census Tract,,12086008309,,11/2020,0,3.16666666666667,2024-03-30
Census Tract,,12086008309,,12/2020,0,3,2024-03-30
Census Tract,,12086008309,,01/2021,0,4,2024-03-30
Census Tract,,12086008309,,02/2021,0,4.66666666666667,2024-03-30
Census Tract,,12086008309,,03/2021,0,5.16666666666667,2024-03-30
Census Tract,,12086008309,,04/2021,0,3.33333333333333,2024-03-30
Census Tract,,12086008309,,05/2021,0,5,2024-03-30
Census Tract,,12086008309,,06/2021,0,5.66666666666667,2024-03-30
Census Tract,,12086008309,,07/2021,0,3.33333333333333,2024-03-30
Census Tract,,12086008309,,08/2021,0,5.33333333333333,2024-03-30
Census Tract,,12086008309,,09/2021,0,3.66666666666667,2024-03-30
Census Tract,,12086008309,,10/2021,0,4.33333333333333,2024-03-30
Census Tract,,12086008309,,11/2021,0,3.16666666666667,2024-03-30
Census Tract,,12086008309,,12/2021,0,3,2024-03-30
Census Tract,,12086008309,,01/2022,0,4,2024-03-30
Census Tract,,12086008309,,02/2022,0,4.66666666666667,2024-03-30
Census Tract,,12086008309,,03/2022,0,5.16666666666667,2024-03-30
Census Tract,,12086008309,,04/2022,0,3.33333333333333,2024-03-30
Census Tract,,12086008309,,05/2022,0,5,2024-03-30
Census Tract,,12086008309,,06/2022,0,5.66666666666667,2024-03-30
Census Tract,,12086008309,,07/2022,0,3.33333333333333,2024-03-30
Census Tract,,12086008309,,08/2022,0,5.33333333333333,2024-03-30
Census Tract,,12086008309,,09/2022,0,3.66666666666667,2024-03-30
Census Tract,,12086008309,,10/2022,0,4.33333333333333,2024-03-30
Census Tract,,12086008309,,03/2023,0,5.16666666666667,2024-03-30
Census Tract,,12086008309,,05/2023,0,5,2024-03-30
Census Tract,,12086008309,,06/2023,0,5.66666666666667,2024-03-30
Census Tract,,12086008309,,07/2023,0,3.33333333333333,2024-03-30
Census Tract,,12086008309,,08/2023,0,5.33333333333333,2024-03-30
Census Tract,,12086008309,,09/2023,0,3.66666666666667,2024-03-30
Census Tract,,12086008309,,10/2023,0,4.33333333333333,2024-03-30
Census Tract,,12086008309,,11/2023,0,3.16666666666667,2024-03-30
Census Tract,,12086008309,,12/2023,0,3,2024-03-30
Census Tract,,12086008309,,01/2024,0,4,2024-03-30
Census Tract,,12086008309,,02/2024,0,4.66666666666667,2024-03-30
Census Tract,,12086008309,,03/2024,0,5.16666666666667,2024-03-30
Census Tract,,12086008310,,01/2020,0,0.5,2024-03-30
Census Tract,,12086008310,,02/2020,0,0.333333333333333,2024-03-30
Census Tract,,12086008310,,03/2020,0,0.666666666666667,2024-03-30
Census Tract,,12086008310,,04/2020,0,0.666666666666667,2024-03-30
Census Tract,,12086008310,,05/2020,0,0.666666666666667,2024-03-30
Census Tract,,12086008310,,06/2020,0,0.666666666666667,2024-03-30
Census Tract,,12086008310,,07/2020,0,0.833333333333333,2024-03-30
Census Tract,,12086008310,,08/2020,0,1.5,2024-03-30
Census Tract,,12086008310,,09/2020,0,0.333333333333333,2024-03-30
Census Tract,,12086008310,,10/2020,0,0.833333333333333,2024-03-30
Census Tract,,12086008310,,11/2020,0,0.5,2024-03-30
Census Tract,,12086008310,,12/2020,0,1,2024-03-30
Census Tract,,12086008310,,01/2021,0,0.5,2024-03-30
Census Tract,,12086008310,,02/2021,0,0.333333333333333,2024-03-30
Census Tract,,12086008310,,03/2021,0,0.666666666666667,2024-03-30
Census Tract,,12086008310,,04/2021,0,0.666666666666667,2024-03-30
Census Tract,,12086008310,,05/2021,0,0.666666666666667,2024-03-30
Census Tract,,12086008310,,06/2021,0,0.666666666666667,2024-03-30
Census Tract,,12086008310,,07/2021,0,0.833333333333333,2024-03-30
Census Tract,,12086008310,,08/2021,0,1.5,2024-03-30
Census Tract,,12086008310,,09/2021,0,0.333333333333333,2024-03-30
Census Tract,,12086008310,,10/2021,0,0.833333333333333,2024-03-30
Census Tract,,12086008310,,11/2021,0,0.5,2024-03-30
Census Tract,,12086008310,,12/2021,0,1,2024-03-30
Census Tract,,12086008310,,01/2022,0,0.5,2024-03-30
Census Tract,,12086008310,,02/2022,0,0.333333333333333,2024-03-30
Census Tract,,12086008310,,03/2022,0,0.666666666666667,2024-03-30
Census Tract,,12086008310,,04/2022,0,0.666666666666667,2024-03-30
Census Tract,,12086008310,,05/2022,0,0.666666666666667,2024-03-30
Census Tract,,12086008310,,06/2022,0,0.666666666666667,2024-03-30
Census Tract,,12086008310,,07/2022,0,0.833333333333333,2024-03-30
Census Tract,,12086008310,,08/2022,0,1.5,2024-03-30
Census Tract,,12086008310,,09/2022,0,0.333333333333333,2024-03-30
Census Tract,,12086008310,,10/2022,0,0.833333333333333,2024-03-30
Census Tract,,12086008310,,11/2022,0,0.5,2024-03-30
Census Tract,,12086008310,,01/2023,0,0.5,2024-03-30
Census Tract,,12086008310,,02/2023,0,0.333333333333333,2024-03-30
Census Tract,,12086008310,,03/2023,0,0.666666666666667,2024-03-30
Census Tract,,12086008310,,04/2023,0,0.666666666666667,2024-03-30
Census Tract,,12086008310,,05/2023,0,0.666666666666667,2024-03-30
Census Tract,,12086008310,,06/2023,0,0.666666666666667,2024-03-30
Census Tract,,12086008310,,07/2023,0,0.833333333333333,2024-03-30
Census Tract,,12086008310,,08/2023,0,1.5,2024-03-30
Census Tract,,12086008310,,09/2023,0,0.333333333333333,2024-03-30
Census Tract,,12086008310,,10/2023,0,0.833333333333333,2024-03-30
Census Tract,,12086008310,,11/2023,0,0.5,2024-03-30
Census Tract,,12086008310,,12/2023,0,1,2024-03-30
Census Tract,,12086008310,,01/2024,0,0.5,2024-03-30
Census Tract,,12086008310,,02/2024,0,0.333333333333333,2024-03-30
Census Tract,,12086008310,,03/2024,0,0.5,2024-03-30
Census Tract,,12086008311,,01/2020,0,0,2024-03-30
Census Tract,,12086008311,,02/2020,0,0.333333333333333,2024-03-30
Census Tract,,12086008311,,03/2020,0,0.5,2024-03-30
Census Tract,,12086008311,,04/2020,0,0.5,2024-03-30
Census Tract,,12086008311,,05/2020,0,0.166666666666667,2024-03-30
Census Tract,,12086008311,,06/2020,0,0.5,2024-03-30
Census Tract,,12086008311,,07/2020,0,1.33333333333333,2024-03-30
Census Tract,,12086008311,,08/2020,0,1,2024-03-30
Census Tract,,12086008311,,09/2020,0,0.5,2024-03-30
Census Tract,,12086008311,,10/2020,0,0.5,2024-03-30
Census Tract,,12086008311,,11/2020,0,1.33333333333333,2024-03-30
Census Tract,,12086008311,,12/2020,0,0.333333333333333,2024-03-30
Census Tract,,12086008311,,01/2021,0,0,2024-03-30
Census Tract,,12086008311,,02/2021,0,0.333333333333333,2024-03-30
Census Tract,,12086008311,,03/2021,0,0.5,2024-03-30
Census Tract,,12086008311,,04/2021,0,0.5,2024-03-30
Census Tract,,12086008311,,05/2021,0,0.166666666666667,2024-03-30
Census Tract,,12086008311,,06/2021,0,0.5,2024-03-30
Census Tract,,12086008311,,07/2021,0,1.33333333333333,2024-03-30
Census Tract,,12086008311,,08/2021,0,1,2024-03-30
Census Tract,,12086008311,,09/2021,0,0.5,2024-03-30
Census Tract,,12086008311,,10/2021,0,0.5,2024-03-30
Census Tract,,12086008311,,11/2021,0,1.33333333333333,2024-03-30
Census Tract,,12086008311,,12/2021,0,0.333333333333333,2024-03-30
Census Tract,,12086008311,,01/2022,0,0,2024-03-30
Census Tract,,12086008311,,02/2022,0,0.333333333333333,2024-03-30
Census Tract,,12086008311,,03/2022,0,0.5,2024-03-30
Census Tract,,12086008311,,04/2022,0,0.5,2024-03-30
Census Tract,,12086008311,,05/2022,0,0.166666666666667,2024-03-30
Census Tract,,12086008311,,06/2022,0,0.5,2024-03-30
Census Tract,,12086008311,,07/2022,0,1.33333333333333,2024-03-30
Census Tract,,12086008311,,08/2022,0,1,2024-03-30
Census Tract,,12086008311,,09/2022,0,0.5,2024-03-30
Census Tract,,12086008311,,10/2022,0,0.5,2024-03-30
Census Tract,,12086008311,,11/2022,0,1.33333333333333,2024-03-30
Census Tract,,12086008311,,12/2022,0,0.333333333333333,2024-03-30
Census Tract,,12086008311,,01/2023,0,0,2024-03-30
Census Tract,,12086008311,,02/2023,0,0.333333333333333,2024-03-30
Census Tract,,12086008311,,03/2023,0,0.5,2024-03-30
Census Tract,,12086008311,,04/2023,0,0.5,2024-03-30
Census Tract,,12086008311,,05/2023,0,0.166666666666667,2024-03-30
Census Tract,,12086008311,,06/2023,0,0.5,2024-03-30
Census Tract,,12086008311,,07/2023,0,1.33333333333333,2024-03-30
Census Tract,,12086008311,,08/2023,0,1,2024-03-30
Census Tract,,12086008311,,11/2023,0,1.33333333333333,2024-03-30
Census Tract,,12086008311,,12/2023,0,0.333333333333333,2024-03-30
Census Tract,,12086008311,,01/2024,0,0,2024-03-30
Census Tract,,12086008311,,02/2024,0,0.333333333333333,2024-03-30
Census Tract,,12086008311,,03/2024,0,0.333333333333333,2024-03-30
Census Tract,,12086008312,,01/2020,0,1.33333333333333,2024-03-30
Census Tract,,12086008312,,02/2020,0,0.833333333333333,2024-03-30
Census Tract,,12086008312,,03/2020,0,0.666666666666667,2024-03-30
Census Tract,,12086008312,,04/2020,0,0.833333333333333,2024-03-30
Census Tract,,12086008312,,05/2020,0,1.5,2024-03-30
Census Tract,,12086008312,,06/2020,0,1.16666666666667,2024-03-30
Census Tract,,12086008312,,07/2020,0,1.16666666666667,2024-03-30
Census Tract,,12086008312,,08/2020,0,1.16666666666667,2024-03-30
Census Tract,,12086008312,,09/2020,0,1.33333333333333,2024-03-30
Census Tract,,12086008312,,10/2020,0,1.5,2024-03-30
Census Tract,,12086008312,,11/2020,0,0.5,2024-03-30
Census Tract,,12086008312,,12/2020,0,1.16666666666667,2024-03-30
Census Tract,,12086008312,,01/2021,0,1.33333333333333,2024-03-30
Census Tract,,12086008312,,02/2021,0,0.833333333333333,2024-03-30
Census Tract,,12086008312,,03/2021,0,0.666666666666667,2024-03-30
Census Tract,,12086008312,,04/2021,0,0.833333333333333,2024-03-30
Census Tract,,12086008312,,05/2021,0,1.5,2024-03-30
Census Tract,,12086008312,,06/2021,0,1.16666666666667,2024-03-30
Census Tract,,12086008312,,07/2021,0,1.16666666666667,2024-03-30
Census Tract,,12086008312,,08/2021,0,1.16666666666667,2024-03-30
Census Tract,,12086008312,,09/2021,0,1.33333333333333,2024-03-30
Census Tract,,12086008312,,10/2021,0,1.5,2024-03-30
Census Tract,,12086008312,,11/2021,0,0.5,2024-03-30
Census Tract,,12086008312,,12/2021,0,1.16666666666667,2024-03-30
Census Tract,,12086008312,,01/2022,0,1.33333333333333,2024-03-30
Census Tract,,12086008312,,02/2022,0,0.833333333333333,2024-03-30
Census Tract,,12086008312,,03/2022,0,0.666666666666667,2024-03-30
Census Tract,,12086008312,,04/2022,0,0.833333333333333,2024-03-30
Census Tract,,12086008312,,05/2022,0,1.5,2024-03-30
Census Tract,,12086008312,,06/2022,0,1.16666666666667,2024-03-30
Census Tract,,12086008312,,07/2022,0,1.16666666666667,2024-03-30
Census Tract,,12086008312,,08/2022,0,1.16666666666667,2024-03-30
Census Tract,,12086008312,,09/2022,0,1.33333333333333,2024-03-30
Census Tract,,12086008312,,10/2022,0,1.5,2024-03-30
Census Tract,,12086008312,,11/2022,0,0.5,2024-03-30
Census Tract,,12086008312,,01/2023,0,1.33333333333333,2024-03-30
Census Tract,,12086008312,,02/2023,0,0.833333333333333,2024-03-30
Census Tract,,12086008312,,03/2023,0,0.666666666666667,2024-03-30
Census Tract,,12086008312,,04/2023,0,0.833333333333333,2024-03-30
Census Tract,,12086008312,,05/2023,0,1.5,2024-03-30
Census Tract,,12086008312,,06/2023,0,1.16666666666667,2024-03-30
Census Tract,,12086008312,,07/2023,0,1.16666666666667,2024-03-30
Census Tract,,12086008312,,08/2023,0,1.16666666666667,2024-03-30
Census Tract,,12086008312,,09/2023,0,1.33333333333333,2024-03-30
Census Tract,,12086008312,,11/2023,0,0.5,2024-03-30
Census Tract,,12086008312,,12/2023,0,1.16666666666667,2024-03-30
Census Tract,,12086008312,,01/2024,0,1.33333333333333,2024-03-30
Census Tract,,12086008312,,02/2024,0,0.833333333333333,2024-03-30
Census Tract,,12086008312,,03/2024,0,0.666666666666667,2024-03-30
Census Tract,,12086008313,,01/2020,0,1.83333333333333,2024-03-30
Census Tract,,12086008313,,02/2020,0,0.666666666666667,2024-03-30
Census Tract,,12086008313,,03/2020,0,0.833333333333333,2024-03-30
Census Tract,,12086008313,,04/2020,0,0.5,2024-03-30
Census Tract,,12086008313,,05/2020,0,1.33333333333333,2024-03-30
Census Tract,,12086008313,,06/2020,0,0.5,2024-03-30
Census Tract,,12086008313,,07/2020,0,1,2024-03-30
Census Tract,,12086008313,,08/2020,0,1.16666666666667,2024-03-30
Census Tract,,12086008313,,09/2020,0,0.166666666666667,2024-03-30
Census Tract,,12086008313,,10/2020,0,1.33333333333333,2024-03-30
Census Tract,,12086008313,,11/2020,0,1.16666666666667,2024-03-30
Census Tract,,12086008313,,12/2020,0,0.833333333333333,2024-03-30
Census Tract,,12086008313,,01/2021,0,1.83333333333333,2024-03-30
Census Tract,,12086008313,,02/2021,0,0.666666666666667,2024-03-30
Census Tract,,12086008313,,03/2021,0,0.833333333333333,2024-03-30
Census Tract,,12086008313,,04/2021,0,0.5,2024-03-30
Census Tract,,12086008313,,05/2021,0,1.33333333333333,2024-03-30
Census Tract,,12086008313,,06/2021,0,0.5,2024-03-30
Census Tract,,12086008313,,07/2021,0,1,2024-03-30
Census Tract,,12086008313,,08/2021,0,1.16666666666667,2024-03-30
Census Tract,,12086008313,,09/2021,0,0.166666666666667,2024-03-30
Census Tract,,12086008313,,10/2021,0,1.33333333333333,2024-03-30
Census Tract,,12086008313,,11/2021,0,1.16666666666667,2024-03-30
Census Tract,,12086008313,,12/2021,0,0.833333333333333,2024-03-30
Census Tract,,12086008313,,01/2022,0,1.83333333333333,2024-03-30
Census Tract,,12086008313,,02/2022,0,0.666666666666667,2024-03-30
Census Tract,,12086008313,,03/2022,0,0.833333333333333,2024-03-30
Census Tract,,12086008313,,04/2022,0,0.5,2024-03-30
Census Tract,,12086008313,,05/2022,0,1.33333333333333,2024-03-30
Census Tract,,12086008313,,06/2022,0,0.5,2024-03-30
Census Tract,,12086008313,,07/2022,0,1,2024-03-30
Census Tract,,12086008313,,08/2022,0,1.16666666666667,2024-03-30
Census Tract,,12086008313,,09/2022,0,0.166666666666667,2024-03-30
Census Tract,,12086008313,,11/2022,0,1.16666666666667,2024-03-30
Census Tract,,12086008313,,12/2022,0,0.833333333333333,2024-03-30
Census Tract,,12086008313,,01/2023,0,1.83333333333333,2024-03-30
Census Tract,,12086008313,,02/2023,0,0.666666666666667,2024-03-30
Census Tract,,12086008313,,03/2023,0,0.833333333333333,2024-03-30
Census Tract,,12086008313,,04/2023,0,0.5,2024-03-30
Census Tract,,12086008313,,08/2023,0,1.16666666666667,2024-03-30
