type,xcourtcofips,GEOID,racial_majority,month,filings_2020,filings_avg,last_updated
Census Tract,,12086003922,,10/2022,0,0.333333333333333,2024-03-30
Census Tract,,12086003922,,11/2022,0,0.5,2024-03-30
Census Tract,,12086003922,,12/2022,0,0.5,2024-03-30
Census Tract,,12086003922,,01/2023,0,0.166666666666667,2024-03-30
Census Tract,,12086003922,,02/2023,0,0.333333333333333,2024-03-30
Census Tract,,12086003922,,03/2023,0,0.166666666666667,2024-03-30
Census Tract,,12086003922,,04/2023,0,0.166666666666667,2024-03-30
Census Tract,,12086003922,,05/2023,0,0.166666666666667,2024-03-30
Census Tract,,12086003922,,06/2023,0,0.666666666666667,2024-03-30
Census Tract,,12086003922,,07/2023,0,0.833333333333333,2024-03-30
Census Tract,,12086003922,,08/2023,0,0.5,2024-03-30
Census Tract,,12086003922,,09/2023,0,1.16666666666667,2024-03-30
Census Tract,,12086003922,,10/2023,0,0.333333333333333,2024-03-30
Census Tract,,12086003922,,11/2023,0,0.5,2024-03-30
Census Tract,,12086003922,,12/2023,0,0.5,2024-03-30
Census Tract,,12086003922,,01/2024,0,0.166666666666667,2024-03-30
Census Tract,,12086003922,,02/2024,0,0.333333333333333,2024-03-30
Census Tract,,12086003922,,03/2024,0,0.166666666666667,2024-03-30
Census Tract,,12086004000,,01/2020,0,0.833333333333333,2024-03-30
Census Tract,,12086004000,,02/2020,0,1.16666666666667,2024-03-30
Census Tract,,12086004000,,03/2020,0,1,2024-03-30
Census Tract,,12086004000,,04/2020,0,0.833333333333333,2024-03-30
Census Tract,,12086004000,,05/2020,0,0.833333333333333,2024-03-30
Census Tract,,12086004000,,06/2020,0,0.833333333333333,2024-03-30
Census Tract,,12086004000,,07/2020,0,1.33333333333333,2024-03-30
Census Tract,,12086004000,,08/2020,0,0.666666666666667,2024-03-30
Census Tract,,12086004000,,09/2020,0,0.333333333333333,2024-03-30
Census Tract,,12086004000,,10/2020,0,0.666666666666667,2024-03-30
Census Tract,,12086004000,,11/2020,0,1,2024-03-30
Census Tract,,12086004000,,12/2020,0,0.5,2024-03-30
Census Tract,,12086004000,,01/2021,0,0.833333333333333,2024-03-30
Census Tract,,12086004000,,02/2021,0,1.16666666666667,2024-03-30
Census Tract,,12086004000,,03/2021,0,1,2024-03-30
Census Tract,,12086004000,,04/2021,0,0.833333333333333,2024-03-30
Census Tract,,12086004000,,05/2021,0,0.833333333333333,2024-03-30
Census Tract,,12086004000,,06/2021,0,0.833333333333333,2024-03-30
Census Tract,,12086004000,,07/2021,0,1.33333333333333,2024-03-30
Census Tract,,12086004000,,08/2021,0,0.666666666666667,2024-03-30
Census Tract,,12086004000,,09/2021,0,0.333333333333333,2024-03-30
Census Tract,,12086004000,,10/2021,0,0.666666666666667,2024-03-30
Census Tract,,12086004000,,11/2021,0,1,2024-03-30
Census Tract,,12086004000,,12/2021,0,0.5,2024-03-30
Census Tract,,12086004000,,01/2022,0,0.833333333333333,2024-03-30
Census Tract,,12086004000,,02/2022,0,1.16666666666667,2024-03-30
Census Tract,,12086004000,,03/2022,0,1,2024-03-30
Census Tract,,12086004000,,04/2022,0,0.833333333333333,2024-03-30
Census Tract,,12086004000,,05/2022,0,0.833333333333333,2024-03-30
Census Tract,,12086004000,,06/2022,0,0.833333333333333,2024-03-30
Census Tract,,12086004000,,07/2022,0,1.33333333333333,2024-03-30
Census Tract,,12086004000,,08/2022,0,0.666666666666667,2024-03-30
Census Tract,,12086004000,,09/2022,0,0.333333333333333,2024-03-30
Census Tract,,12086004000,,10/2022,0,0.666666666666667,2024-03-30
Census Tract,,12086004000,,12/2022,0,0.5,2024-03-30
Census Tract,,12086004000,,02/2023,0,1.16666666666667,2024-03-30
Census Tract,,12086004000,,04/2023,0,0.833333333333333,2024-03-30
Census Tract,,12086004000,,05/2023,0,0.833333333333333,2024-03-30
Census Tract,,12086004000,,07/2023,0,1.33333333333333,2024-03-30
Census Tract,,12086004000,,08/2023,0,0.666666666666667,2024-03-30
Census Tract,,12086004000,,10/2023,0,0.666666666666667,2024-03-30
Census Tract,,12086004000,,11/2023,0,1,2024-03-30
Census Tract,,12086004000,,01/2024,0,0.833333333333333,2024-03-30
Census Tract,,12086004000,,02/2024,0,1.16666666666667,2024-03-30
Census Tract,,12086004000,,03/2024,0,1,2024-03-30
Census Tract,,12086004102,,01/2020,0,0,2024-03-30
Census Tract,,12086004102,,02/2020,0,0.333333333333333,2024-03-30
Census Tract,,12086004102,,03/2020,0,0.333333333333333,2024-03-30
Census Tract,,12086004102,,04/2020,0,0,2024-03-30
Census Tract,,12086004102,,05/2020,0,0.166666666666667,2024-03-30
Census Tract,,12086004102,,06/2020,0,0.166666666666667,2024-03-30
Census Tract,,12086004102,,07/2020,0,0.833333333333333,2024-03-30
Census Tract,,12086004102,,08/2020,0,0,2024-03-30
Census Tract,,12086004102,,09/2020,0,0,2024-03-30
Census Tract,,12086004102,,10/2020,0,0.5,2024-03-30
Census Tract,,12086004102,,11/2020,0,0,2024-03-30
Census Tract,,12086004102,,12/2020,0,0.166666666666667,2024-03-30
Census Tract,,12086004102,,01/2021,0,0,2024-03-30
Census Tract,,12086004102,,02/2021,0,0.333333333333333,2024-03-30
Census Tract,,12086004102,,03/2021,0,0.333333333333333,2024-03-30
Census Tract,,12086004102,,04/2021,0,0,2024-03-30
Census Tract,,12086004102,,05/2021,0,0.166666666666667,2024-03-30
Census Tract,,12086004102,,06/2021,0,0.166666666666667,2024-03-30
Census Tract,,12086004102,,07/2021,0,0.833333333333333,2024-03-30
Census Tract,,12086004102,,08/2021,0,0,2024-03-30
Census Tract,,12086004102,,09/2021,0,0,2024-03-30
Census Tract,,12086004102,,10/2021,0,0.5,2024-03-30
Census Tract,,12086004102,,11/2021,0,0,2024-03-30
Census Tract,,12086004102,,12/2021,0,0.166666666666667,2024-03-30
Census Tract,,12086004102,,01/2022,0,0,2024-03-30
Census Tract,,12086004102,,02/2022,0,0.333333333333333,2024-03-30
Census Tract,,12086004102,,04/2022,0,0,2024-03-30
Census Tract,,12086004102,,05/2022,0,0.166666666666667,2024-03-30
Census Tract,,12086004102,,06/2022,0,0.166666666666667,2024-03-30
Census Tract,,12086004102,,07/2022,0,0.833333333333333,2024-03-30
Census Tract,,12086004102,,08/2022,0,0,2024-03-30
Census Tract,,12086004102,,09/2022,0,0,2024-03-30
Census Tract,,12086004102,,10/2022,0,0.5,2024-03-30
Census Tract,,12086004102,,11/2022,0,0,2024-03-30
Census Tract,,12086004102,,12/2022,0,0.166666666666667,2024-03-30
Census Tract,,12086004102,,01/2023,0,0,2024-03-30
Census Tract,,12086004102,,02/2023,0,0.333333333333333,2024-03-30
Census Tract,,12086004102,,03/2023,0,0.333333333333333,2024-03-30
Census Tract,,12086004102,,04/2023,0,0,2024-03-30
Census Tract,,12086004102,,05/2023,0,0.166666666666667,2024-03-30
Census Tract,,12086004102,,06/2023,0,0.166666666666667,2024-03-30
Census Tract,,12086004102,,07/2023,0,0.833333333333333,2024-03-30
Census Tract,,12086004102,,08/2023,0,0,2024-03-30
Census Tract,,12086004102,,09/2023,0,0,2024-03-30
Census Tract,,12086004102,,10/2023,0,0.5,2024-03-30
Census Tract,,12086004102,,11/2023,0,0,2024-03-30
Census Tract,,12086004102,,12/2023,0,0.166666666666667,2024-03-30
Census Tract,,12086004102,,01/2024,0,0,2024-03-30
Census Tract,,12086004102,,02/2024,0,0.333333333333333,2024-03-30
Census Tract,,12086004102,,03/2024,0,0.333333333333333,2024-03-30
Census Tract,,12086004103,,01/2020,0,1.5,2024-03-30
Census Tract,,12086004103,,02/2020,0,0.833333333333333,2024-03-30
Census Tract,,12086004103,,03/2020,0,0.333333333333333,2024-03-30
Census Tract,,12086004103,,04/2020,0,1.5,2024-03-30
Census Tract,,12086004103,,05/2020,0,0.833333333333333,2024-03-30
Census Tract,,12086004103,,06/2020,0,0.5,2024-03-30
Census Tract,,12086004103,,07/2020,0,1.16666666666667,2024-03-30
Census Tract,,12086004103,,08/2020,0,0.833333333333333,2024-03-30
Census Tract,,12086004103,,09/2020,0,0.166666666666667,2024-03-30
Census Tract,,12086004103,,10/2020,0,1,2024-03-30
Census Tract,,12086004103,,11/2020,0,1.16666666666667,2024-03-30
Census Tract,,12086004103,,12/2020,0,0.666666666666667,2024-03-30
Census Tract,,12086004103,,01/2021,0,1.5,2024-03-30
Census Tract,,12086004103,,02/2021,0,0.833333333333333,2024-03-30
Census Tract,,12086004103,,03/2021,0,0.333333333333333,2024-03-30
Census Tract,,12086004103,,04/2021,0,1.5,2024-03-30
Census Tract,,12086004103,,05/2021,0,0.833333333333333,2024-03-30
Census Tract,,12086004103,,06/2021,0,0.5,2024-03-30
Census Tract,,12086004103,,07/2021,0,1.16666666666667,2024-03-30
Census Tract,,12086004103,,08/2021,0,0.833333333333333,2024-03-30
Census Tract,,12086004103,,09/2021,0,0.166666666666667,2024-03-30
Census Tract,,12086004103,,10/2021,0,1,2024-03-30
Census Tract,,12086004103,,11/2021,0,1.16666666666667,2024-03-30
Census Tract,,12086004103,,12/2021,0,0.666666666666667,2024-03-30
Census Tract,,12086004103,,01/2022,0,1.5,2024-03-30
Census Tract,,12086004103,,02/2022,0,0.833333333333333,2024-03-30
Census Tract,,12086004103,,03/2022,0,0.333333333333333,2024-03-30
Census Tract,,12086004103,,04/2022,0,1.5,2024-03-30
Census Tract,,12086004103,,05/2022,0,0.833333333333333,2024-03-30
Census Tract,,12086004103,,06/2022,0,0.5,2024-03-30
Census Tract,,12086004103,,07/2022,0,1.16666666666667,2024-03-30
Census Tract,,12086004103,,08/2022,0,0.833333333333333,2024-03-30
Census Tract,,12086004103,,09/2022,0,0.166666666666667,2024-03-30
Census Tract,,12086004103,,10/2022,0,1,2024-03-30
Census Tract,,12086004103,,11/2022,0,1.16666666666667,2024-03-30
Census Tract,,12086004103,,12/2022,0,0.666666666666667,2024-03-30
Census Tract,,12086004103,,02/2023,0,0.833333333333333,2024-03-30
Census Tract,,12086004103,,03/2023,0,0.333333333333333,2024-03-30
Census Tract,,12086004103,,04/2023,0,1.5,2024-03-30
Census Tract,,12086004103,,05/2023,0,0.833333333333333,2024-03-30
Census Tract,,12086004103,,07/2023,0,1.16666666666667,2024-03-30
Census Tract,,12086004103,,08/2023,0,0.833333333333333,2024-03-30
Census Tract,,12086004103,,09/2023,0,0.166666666666667,2024-03-30
Census Tract,,12086004103,,10/2023,0,1,2024-03-30
Census Tract,,12086004103,,11/2023,0,1.16666666666667,2024-03-30
Census Tract,,12086004103,,12/2023,0,0.666666666666667,2024-03-30
Census Tract,,12086004103,,01/2024,0,1.5,2024-03-30
Census Tract,,12086004103,,02/2024,0,0.833333333333333,2024-03-30
Census Tract,,12086004103,,03/2024,0,0.333333333333333,2024-03-30
Census Tract,,12086004105,,01/2020,0,0.666666666666667,2024-03-30
Census Tract,,12086004105,,02/2020,0,1.66666666666667,2024-03-30
Census Tract,,12086004105,,03/2020,0,0.833333333333333,2024-03-30
Census Tract,,12086004105,,04/2020,0,1,2024-03-30
Census Tract,,12086004105,,05/2020,0,0.833333333333333,2024-03-30
Census Tract,,12086004105,,06/2020,0,0.166666666666667,2024-03-30
Census Tract,,12086004105,,07/2020,0,1.16666666666667,2024-03-30
Census Tract,,12086004105,,08/2020,0,2,2024-03-30
Census Tract,,12086004105,,09/2020,0,1.16666666666667,2024-03-30
Census Tract,,12086004105,,10/2020,0,0.5,2024-03-30
Census Tract,,12086004105,,11/2020,0,1.16666666666667,2024-03-30
Census Tract,,12086004105,,12/2020,0,1.5,2024-03-30
Census Tract,,12086004105,,01/2021,0,0.666666666666667,2024-03-30
Census Tract,,12086004105,,02/2021,0,1.66666666666667,2024-03-30
Census Tract,,12086004105,,03/2021,0,0.833333333333333,2024-03-30
Census Tract,,12086004105,,04/2021,0,1,2024-03-30
Census Tract,,12086004105,,05/2021,0,0.833333333333333,2024-03-30
Census Tract,,12086004105,,06/2021,0,0.166666666666667,2024-03-30
Census Tract,,12086004105,,07/2021,0,1.16666666666667,2024-03-30
Census Tract,,12086004105,,08/2021,0,2,2024-03-30
Census Tract,,12086004105,,09/2021,0,1.16666666666667,2024-03-30
Census Tract,,12086004105,,10/2021,0,0.5,2024-03-30
Census Tract,,12086004105,,11/2021,0,1.16666666666667,2024-03-30
Census Tract,,12086004105,,12/2021,0,1.5,2024-03-30
Census Tract,,12086004105,,01/2022,0,0.666666666666667,2024-03-30
Census Tract,,12086004105,,02/2022,0,1.66666666666667,2024-03-30
Census Tract,,12086004105,,03/2022,0,0.833333333333333,2024-03-30
Census Tract,,12086004105,,04/2022,0,1,2024-03-30
Census Tract,,12086004105,,05/2022,0,0.833333333333333,2024-03-30
Census Tract,,12086004105,,06/2022,0,0.166666666666667,2024-03-30
Census Tract,,12086004105,,07/2022,0,1.16666666666667,2024-03-30
Census Tract,,12086004105,,08/2022,0,2,2024-03-30
Census Tract,,12086004105,,09/2022,0,1.16666666666667,2024-03-30
Census Tract,,12086004105,,10/2022,0,0.5,2024-03-30
Census Tract,,12086004105,,11/2022,0,1.16666666666667,2024-03-30
Census Tract,,12086004105,,12/2022,0,1.5,2024-03-30
Census Tract,,12086004105,,01/2023,0,0.666666666666667,2024-03-30
Census Tract,,12086004105,,02/2023,0,1.66666666666667,2024-03-30
Census Tract,,12086004105,,04/2023,0,1,2024-03-30
Census Tract,,12086004105,,05/2023,0,0.833333333333333,2024-03-30
Census Tract,,12086004105,,06/2023,0,0.166666666666667,2024-03-30
Census Tract,,12086004105,,07/2023,0,1.16666666666667,2024-03-30
Census Tract,,12086004105,,08/2023,0,2,2024-03-30
Census Tract,,12086004105,,09/2023,0,1.16666666666667,2024-03-30
Census Tract,,12086004105,,10/2023,0,0.5,2024-03-30
Census Tract,,12086004105,,11/2023,0,1.16666666666667,2024-03-30
Census Tract,,12086004105,,12/2023,0,1.5,2024-03-30
Census Tract,,12086004105,,01/2024,0,0.666666666666667,2024-03-30
Census Tract,,12086004105,,02/2024,0,1.66666666666667,2024-03-30
Census Tract,,12086004105,,03/2024,0,0.833333333333333,2024-03-30
Census Tract,,12086004106,,01/2020,0,0.833333333333333,2024-03-30
Census Tract,,12086004106,,02/2020,0,0.166666666666667,2024-03-30
Census Tract,,12086004106,,03/2020,0,1,2024-03-30
Census Tract,,12086004106,,04/2020,0,2,2024-03-30
Census Tract,,12086004106,,05/2020,0,0.666666666666667,2024-03-30
Census Tract,,12086004106,,06/2020,0,0.666666666666667,2024-03-30
Census Tract,,12086004106,,07/2020,0,0.5,2024-03-30
Census Tract,,12086004106,,08/2020,0,0.666666666666667,2024-03-30
Census Tract,,12086004106,,09/2020,0,0.166666666666667,2024-03-30
Census Tract,,12086004106,,10/2020,0,0.833333333333333,2024-03-30
Census Tract,,12086004106,,11/2020,0,0.666666666666667,2024-03-30
Census Tract,,12086004106,,12/2020,0,0.5,2024-03-30
Census Tract,,12086004106,,01/2021,0,0.833333333333333,2024-03-30
Census Tract,,12086004106,,02/2021,0,0.166666666666667,2024-03-30
Census Tract,,12086004106,,03/2021,0,1,2024-03-30
Census Tract,,12086004106,,04/2021,0,2,2024-03-30
Census Tract,,12086004106,,05/2021,0,0.666666666666667,2024-03-30
Census Tract,,12086004106,,06/2021,0,0.666666666666667,2024-03-30
Census Tract,,12086004106,,07/2021,0,0.5,2024-03-30
Census Tract,,12086004106,,08/2021,0,0.666666666666667,2024-03-30
Census Tract,,12086004106,,09/2021,0,0.166666666666667,2024-03-30
Census Tract,,12086004106,,10/2021,0,0.833333333333333,2024-03-30
Census Tract,,12086004106,,11/2021,0,0.666666666666667,2024-03-30
Census Tract,,12086004106,,12/2021,0,0.5,2024-03-30
Census Tract,,12086004106,,01/2022,0,0.833333333333333,2024-03-30
Census Tract,,12086004106,,02/2022,0,0.166666666666667,2024-03-30
Census Tract,,12086004106,,03/2022,0,1,2024-03-30
Census Tract,,12086004106,,04/2022,0,2,2024-03-30
Census Tract,,12086004106,,05/2022,0,0.666666666666667,2024-03-30
Census Tract,,12086004106,,06/2022,0,0.666666666666667,2024-03-30
Census Tract,,12086004106,,07/2022,0,0.5,2024-03-30
Census Tract,,12086004106,,08/2022,0,0.666666666666667,2024-03-30
Census Tract,,12086004106,,09/2022,0,0.166666666666667,2024-03-30
Census Tract,,12086004106,,10/2022,0,0.833333333333333,2024-03-30
Census Tract,,12086004106,,11/2022,0,0.666666666666667,2024-03-30
Census Tract,,12086004106,,12/2022,0,0.5,2024-03-30
Census Tract,,12086004106,,01/2023,0,0.833333333333333,2024-03-30
Census Tract,,12086004106,,02/2023,0,0.166666666666667,2024-03-30
Census Tract,,12086004106,,03/2023,0,1,2024-03-30
Census Tract,,12086004106,,06/2023,0,0.666666666666667,2024-03-30
Census Tract,,12086004106,,07/2023,0,0.5,2024-03-30
Census Tract,,12086004106,,08/2023,0,0.666666666666667,2024-03-30
Census Tract,,12086004106,,09/2023,0,0.166666666666667,2024-03-30
Census Tract,,12086004106,,11/2023,0,0.666666666666667,2024-03-30
Census Tract,,12086004106,,12/2023,0,0.5,2024-03-30
Census Tract,,12086004106,,01/2024,0,0.833333333333333,2024-03-30
Census Tract,,12086004106,,02/2024,0,0.166666666666667,2024-03-30
Census Tract,,12086004106,,03/2024,0,0.833333333333333,2024-03-30
Census Tract,,12086004204,,01/2020,0,1.16666666666667,2024-03-30
Census Tract,,12086004204,,02/2020,0,2.16666666666667,2024-03-30
Census Tract,,12086004204,,03/2020,0,1.83333333333333,2024-03-30
Census Tract,,12086004204,,04/2020,0,2.5,2024-03-30
Census Tract,,12086004204,,05/2020,0,2.5,2024-03-30
Census Tract,,12086004204,,06/2020,0,2.66666666666667,2024-03-30
Census Tract,,12086004204,,07/2020,0,3.16666666666667,2024-03-30
Census Tract,,12086004204,,08/2020,0,1.83333333333333,2024-03-30
Census Tract,,12086004204,,09/2020,0,1.5,2024-03-30
Census Tract,,12086004204,,10/2020,0,3.83333333333333,2024-03-30
Census Tract,,12086004204,,11/2020,0,2,2024-03-30
Census Tract,,12086004204,,12/2020,0,2,2024-03-30
Census Tract,,12086004204,,01/2021,0,1.16666666666667,2024-03-30
Census Tract,,12086004204,,02/2021,0,2.16666666666667,2024-03-30
Census Tract,,12086004204,,03/2021,0,1.83333333333333,2024-03-30
Census Tract,,12086004204,,04/2021,0,2.5,2024-03-30
Census Tract,,12086004204,,05/2021,0,2.5,2024-03-30
Census Tract,,12086004204,,06/2021,0,2.66666666666667,2024-03-30
Census Tract,,12086004204,,07/2021,0,3.16666666666667,2024-03-30
Census Tract,,12086004204,,08/2021,0,1.83333333333333,2024-03-30
Census Tract,,12086004204,,09/2021,0,1.5,2024-03-30
Census Tract,,12086004204,,10/2021,0,3.83333333333333,2024-03-30
Census Tract,,12086004204,,11/2021,0,2,2024-03-30
Census Tract,,12086004204,,12/2021,0,2,2024-03-30
Census Tract,,12086004204,,01/2022,0,1.16666666666667,2024-03-30
Census Tract,,12086004204,,02/2022,0,2.16666666666667,2024-03-30
Census Tract,,12086004204,,03/2022,0,1.83333333333333,2024-03-30
Census Tract,,12086004204,,04/2022,0,2.5,2024-03-30
Census Tract,,12086004204,,05/2022,0,2.5,2024-03-30
Census Tract,,12086004204,,06/2022,0,2.66666666666667,2024-03-30
Census Tract,,12086004204,,07/2022,0,3.16666666666667,2024-03-30
Census Tract,,12086004204,,08/2022,0,1.83333333333333,2024-03-30
Census Tract,,12086004204,,09/2022,0,1.5,2024-03-30
Census Tract,,12086004204,,10/2022,0,3.83333333333333,2024-03-30
Census Tract,,12086004204,,11/2022,0,2,2024-03-30
Census Tract,,12086004204,,12/2022,0,2,2024-03-30
Census Tract,,12086004204,,01/2023,0,1.16666666666667,2024-03-30
Census Tract,,12086004204,,02/2023,0,2.16666666666667,2024-03-30
Census Tract,,12086004204,,03/2023,0,1.83333333333333,2024-03-30
Census Tract,,12086004204,,04/2023,0,2.5,2024-03-30
Census Tract,,12086004204,,06/2023,0,2.66666666666667,2024-03-30
Census Tract,,12086004204,,08/2023,0,1.83333333333333,2024-03-30
Census Tract,,12086004204,,09/2023,0,1.5,2024-03-30
Census Tract,,12086004204,,10/2023,0,3.83333333333333,2024-03-30
Census Tract,,12086004204,,11/2023,0,2,2024-03-30
Census Tract,,12086004204,,12/2023,0,2,2024-03-30
Census Tract,,12086004204,,01/2024,0,1.16666666666667,2024-03-30
Census Tract,,12086004204,,02/2024,0,2.16666666666667,2024-03-30
Census Tract,,12086004204,,03/2024,0,1.83333333333333,2024-03-30
Census Tract,,12086004205,,01/2020,0,2.66666666666667,2024-03-30
Census Tract,,12086004205,,02/2020,0,2.16666666666667,2024-03-30
Census Tract,,12086004205,,03/2020,0,1.83333333333333,2024-03-30
Census Tract,,12086004205,,04/2020,0,1.5,2024-03-30
Census Tract,,12086004205,,05/2020,0,1.33333333333333,2024-03-30
Census Tract,,12086004205,,06/2020,0,1.16666666666667,2024-03-30
Census Tract,,12086004205,,07/2020,0,1,2024-03-30
Census Tract,,12086004205,,08/2020,0,1.5,2024-03-30
Census Tract,,12086004205,,09/2020,0,1.5,2024-03-30
Census Tract,,12086004205,,10/2020,0,2,2024-03-30
Census Tract,,12086004205,,11/2020,0,1.33333333333333,2024-03-30
Census Tract,,12086004205,,12/2020,0,1.16666666666667,2024-03-30
Census Tract,,12086004205,,01/2021,0,2.66666666666667,2024-03-30
Census Tract,,12086004205,,02/2021,0,2.16666666666667,2024-03-30
Census Tract,,12086004205,,03/2021,0,1.83333333333333,2024-03-30
Census Tract,,12086004205,,04/2021,0,1.5,2024-03-30
Census Tract,,12086004205,,05/2021,0,1.33333333333333,2024-03-30
Census Tract,,12086004205,,06/2021,0,1.16666666666667,2024-03-30
Census Tract,,12086004205,,07/2021,0,1,2024-03-30
Census Tract,,12086004205,,08/2021,0,1.5,2024-03-30
Census Tract,,12086004205,,09/2021,0,1.5,2024-03-30
Census Tract,,12086004205,,10/2021,0,2,2024-03-30
Census Tract,,12086004205,,11/2021,0,1.33333333333333,2024-03-30
Census Tract,,12086004205,,12/2021,0,1.16666666666667,2024-03-30
Census Tract,,12086004205,,01/2022,0,2.66666666666667,2024-03-30
Census Tract,,12086004205,,02/2022,0,2.16666666666667,2024-03-30
Census Tract,,12086004205,,03/2022,0,1.83333333333333,2024-03-30
Census Tract,,12086004205,,04/2022,0,1.5,2024-03-30
Census Tract,,12086004205,,05/2022,0,1.33333333333333,2024-03-30
Census Tract,,12086004205,,06/2022,0,1.16666666666667,2024-03-30
Census Tract,,12086004205,,07/2022,0,1,2024-03-30
Census Tract,,12086004205,,08/2022,0,1.5,2024-03-30
Census Tract,,12086004205,,09/2022,0,1.5,2024-03-30
Census Tract,,12086004205,,10/2022,0,2,2024-03-30
Census Tract,,12086004205,,11/2022,0,1.33333333333333,2024-03-30
Census Tract,,12086004205,,12/2022,0,1.16666666666667,2024-03-30
Census Tract,,12086004205,,01/2023,0,2.66666666666667,2024-03-30
Census Tract,,12086004205,,02/2023,0,2.16666666666667,2024-03-30
Census Tract,,12086004205,,03/2023,0,1.83333333333333,2024-03-30
Census Tract,,12086004205,,04/2023,0,1.5,2024-03-30
Census Tract,,12086004205,,05/2023,0,1.33333333333333,2024-03-30
Census Tract,,12086004205,,06/2023,0,1.16666666666667,2024-03-30
Census Tract,,12086004205,,07/2023,0,1,2024-03-30
Census Tract,,12086004205,,08/2023,0,1.5,2024-03-30
Census Tract,,12086004205,,09/2023,0,1.5,2024-03-30
Census Tract,,12086004205,,10/2023,0,2,2024-03-30
Census Tract,,12086004205,,11/2023,0,1.33333333333333,2024-03-30
Census Tract,,12086004205,,12/2023,0,1.16666666666667,2024-03-30
Census Tract,,12086004205,,01/2024,0,2.66666666666667,2024-03-30
Census Tract,,12086004205,,02/2024,0,2.16666666666667,2024-03-30
Census Tract,,12086004205,,03/2024,0,1.5,2024-03-30
Census Tract,,12086004206,,01/2020,0,0.666666666666667,2024-03-30
Census Tract,,12086004206,,02/2020,0,0.166666666666667,2024-03-30
Census Tract,,12086004206,,03/2020,0,1.83333333333333,2024-03-30
Census Tract,,12086004206,,04/2020,0,0.333333333333333,2024-03-30
Census Tract,,12086004206,,05/2020,0,0.666666666666667,2024-03-30
Census Tract,,12086004206,,06/2020,0,1.16666666666667,2024-03-30
Census Tract,,12086004206,,07/2020,0,0.333333333333333,2024-03-30
Census Tract,,12086004206,,08/2020,0,1.5,2024-03-30
Census Tract,,12086004206,,09/2020,0,0.5,2024-03-30
Census Tract,,12086004206,,10/2020,0,2,2024-03-30
Census Tract,,12086004206,,11/2020,0,1.33333333333333,2024-03-30
Census Tract,,12086004206,,12/2020,0,0.833333333333333,2024-03-30
Census Tract,,12086004206,,01/2021,0,0.666666666666667,2024-03-30
Census Tract,,12086004206,,02/2021,0,0.166666666666667,2024-03-30
Census Tract,,12086004206,,03/2021,0,1.83333333333333,2024-03-30
Census Tract,,12086004206,,04/2021,0,0.333333333333333,2024-03-30
Census Tract,,12086004206,,05/2021,0,0.666666666666667,2024-03-30
Census Tract,,12086004206,,06/2021,0,1.16666666666667,2024-03-30
Census Tract,,12086004206,,07/2021,0,0.333333333333333,2024-03-30
Census Tract,,12086004206,,08/2021,0,1.5,2024-03-30
Census Tract,,12086004206,,09/2021,0,0.5,2024-03-30
Census Tract,,12086004206,,10/2021,0,2,2024-03-30
Census Tract,,12086004206,,11/2021,0,1.33333333333333,2024-03-30
Census Tract,,12086004206,,12/2021,0,0.833333333333333,2024-03-30
Census Tract,,12086004206,,01/2022,0,0.666666666666667,2024-03-30
Census Tract,,12086004206,,02/2022,0,0.166666666666667,2024-03-30
Census Tract,,12086004206,,03/2022,0,1.83333333333333,2024-03-30
Census Tract,,12086004206,,04/2022,0,0.333333333333333,2024-03-30
Census Tract,,12086004206,,05/2022,0,0.666666666666667,2024-03-30
Census Tract,,12086004206,,06/2022,0,1.16666666666667,2024-03-30
Census Tract,,12086004206,,07/2022,0,0.333333333333333,2024-03-30
Census Tract,,12086004206,,08/2022,0,1.5,2024-03-30
Census Tract,,12086004206,,09/2022,0,0.5,2024-03-30
Census Tract,,12086004206,,11/2022,0,1.33333333333333,2024-03-30
Census Tract,,12086004206,,12/2022,0,0.833333333333333,2024-03-30
Census Tract,,12086004206,,01/2023,0,0.666666666666667,2024-03-30
Census Tract,,12086004206,,02/2023,0,0.166666666666667,2024-03-30
Census Tract,,12086004206,,03/2023,0,1.83333333333333,2024-03-30
Census Tract,,12086004206,,04/2023,0,0.333333333333333,2024-03-30
Census Tract,,12086004206,,05/2023,0,0.666666666666667,2024-03-30
Census Tract,,12086004206,,06/2023,0,1.16666666666667,2024-03-30
Census Tract,,12086004206,,07/2023,0,0.333333333333333,2024-03-30
Census Tract,,12086004206,,08/2023,0,1.5,2024-03-30
Census Tract,,12086004206,,09/2023,0,0.5,2024-03-30
Census Tract,,12086004206,,10/2023,0,2,2024-03-30
Census Tract,,12086004206,,11/2023,0,1.33333333333333,2024-03-30
Census Tract,,12086004206,,12/2023,0,0.833333333333333,2024-03-30
Census Tract,,12086004206,,01/2024,0,0.666666666666667,2024-03-30
Census Tract,,12086004206,,02/2024,0,0.166666666666667,2024-03-30
Census Tract,,12086004206,,03/2024,0,1.83333333333333,2024-03-30
Census Tract,,12086004207,,01/2020,0,13.5,2024-03-30
Census Tract,,12086004207,,02/2020,0,17.6666666666667,2024-03-30
Census Tract,,12086004207,,03/2020,0,11.1666666666667,2024-03-30
Census Tract,,12086004207,,04/2020,0,15.1666666666667,2024-03-30
Census Tract,,12086004207,,05/2020,0,16.6666666666667,2024-03-30
Census Tract,,12086004207,,06/2020,0,14.8333333333333,2024-03-30
Census Tract,,12086004207,,07/2020,0,15.1666666666667,2024-03-30
Census Tract,,12086004207,,08/2020,0,16.6666666666667,2024-03-30
