type,GEOID,racial_majority,month,filings_2020,filings_avg,last_updated
County,10003,White,01/2020,917,490.95,2023-04-08
County,10003,White,02/2020,930,431.45,2023-04-08
County,10003,White,03/2020,411,455.25,2023-04-08
County,10003,White,04/2020,4,432.95,2023-04-08
County,10003,White,05/2020,9,513.958333333333,2023-04-08
County,10003,White,06/2020,24,543.55,2023-04-08
County,10003,White,07/2020,305,485.35,2023-04-08
County,10003,White,08/2020,384,542.75,2023-04-08
County,10003,White,09/2020,476,526.35,2023-04-08
County,10003,White,10/2020,490,487.35,2023-04-08
County,10003,White,11/2020,449,536.35,2023-04-08
County,10003,White,12/2020,376,509.4,2023-04-08
County,10003,White,01/2021,333,620.25,2023-04-08
County,10003,White,02/2021,418,546.05,2023-04-08
County,10003,White,03/2021,420,427.3,2023-04-08
County,10003,White,04/2021,334,403.1,2023-04-08
County,10003,White,05/2021,299,477.833333333333,2023-04-08
County,10003,White,06/2021,339,515.1,2023-04-08
County,10003,White,07/2021,363,450.95,2023-04-08
County,10003,White,08/2021,521,610.5,2023-04-08
County,10003,White,09/2021,515,487.7,2023-04-08
County,10003,White,10/2021,631,538.583333333333,2023-04-08
County,10003,White,11/2021,494,506.5,2023-04-08
County,10003,White,12/2021,589,475.2,2023-04-08
County,10003,White,01/2022,575,491.833333333333,2023-04-08
County,10003,White,02/2022,592,525.05,2023-04-08
County,10003,White,03/2022,698,407.85,2023-04-08
County,10003,White,04/2022,647,375.8,2023-04-08
County,10003,White,05/2022,548,544.05,2023-04-08
County,10003,White,06/2022,620,488.05,2023-04-08
County,10003,White,07/2022,574,511.875,2023-04-08
County,10003,White,08/2022,831,578.3,2023-04-08
County,10003,White,09/2022,654,462.35,2023-04-08
County,10003,White,10/2022,638,509,2023-04-08
County,10003,White,11/2022,622,485.3,2023-04-08
County,10003,White,12/2022,667,454.45,2023-04-08
County,10003,White,01/2023,813,556.95,2023-04-08
County,10003,White,02/2023,775,500.25,2023-04-08
County,10003,White,03/2023,697,394.85,2023-04-08
County,10003,White,04/2023,34,49.125,2023-04-08
County,sealed,,01/2020,5,2.2,2023-04-08
County,sealed,,02/2020,2,2.3,2023-04-08
County,sealed,,03/2020,4,2.5,2023-04-08
County,sealed,,04/2020,1,4.4,2023-04-08
County,sealed,,05/2020,0,4.5,2023-04-08
County,sealed,,06/2020,0,2.75,2023-04-08
County,sealed,,07/2020,0,3.2,2023-04-08
County,sealed,,08/2020,4,2.66666666666667,2023-04-08
County,sealed,,09/2020,5,2.2,2023-04-08
County,sealed,,10/2020,3,4.05,2023-04-08
County,sealed,,11/2020,6,2.45,2023-04-08
County,sealed,,12/2020,3,3.5,2023-04-08
County,sealed,,01/2021,2,2.8,2023-04-08
County,sealed,,02/2021,1,2.65,2023-04-08
County,sealed,,03/2021,2,2.4,2023-04-08
County,sealed,,04/2021,0,3.95,2023-04-08
County,sealed,,05/2021,2,4.29166666666667,2023-04-08
County,sealed,,06/2021,5,2.55,2023-04-08
County,sealed,,07/2021,1,3.1,2023-04-08
County,sealed,,08/2021,5,3.05,2023-04-08
County,sealed,,09/2021,3,2.1,2023-04-08
County,sealed,,10/2021,5,4.125,2023-04-08
County,sealed,,11/2021,8,2.2,2023-04-08
County,sealed,,12/2021,3,3.2,2023-04-08
County,sealed,,01/2022,3,2.125,2023-04-08
County,sealed,,02/2022,5,2.6,2023-04-08
County,sealed,,03/2022,3,2.35,2023-04-08
County,sealed,,04/2022,5,3.8,2023-04-08
County,sealed,,05/2022,2,5.1,2023-04-08
County,sealed,,06/2022,4,2.5,2023-04-08
County,sealed,,07/2022,1,3.33333333333333,2023-04-08
County,sealed,,08/2022,3,2.8,2023-04-08
County,sealed,,09/2022,10,2,2023-04-08
County,sealed,,10/2022,4,3.91666666666667,2023-04-08
County,sealed,,11/2022,5,2.2,2023-04-08
County,sealed,,12/2022,6,3.05,2023-04-08
County,sealed,,01/2023,3,2.55,2023-04-08
County,sealed,,02/2023,5,2.55,2023-04-08
County,sealed,,03/2023,3,2.15,2023-04-08
County,sealed,,04/2023,2,1.125,2023-04-08
