type,GEOID,racial_majority,xfilemonth,xfileyear,month_filings,filings_avg,last_updated
County,27003,White,1,2022,60,105.875,2023-04-08
County,27003,White,2,2022,67,89.75,2023-04-08
County,27003,White,3,2022,90,86.875,2023-04-08
County,27003,White,4,2022,152,89.625,2023-04-08
County,27003,White,5,2022,138,100.625,2023-04-08
County,27003,White,6,2022,153,102.75,2023-04-08
County,27003,White,7,2022,145,112.625,2023-04-08
County,27003,White,8,2022,118,106.875,2023-04-08
County,27003,White,9,2022,169,99.125,2023-04-08
County,27003,White,10,2022,125,99.25,2023-04-08
County,27003,White,11,2022,73,83.125,2023-04-08
County,27003,White,12,2022,110,89.375,2023-04-08
County,27003,White,1,2023,140,105.875,2023-04-08
County,27003,White,2,2023,104,89.75,2023-04-08
County,27003,White,3,2023,104,86.875,2023-04-08
County,27003,White,4,2023,21,18.25,2023-04-08
County,27005,White,1,2020,0,5,2023-04-08
County,27005,White,2,2020,4,3.625,2023-04-08
County,27005,White,3,2020,4,4.875,2023-04-08
County,27005,White,4,2020,0,4.5,2023-04-08
County,27005,White,5,2020,0,5.625,2023-04-08
County,27005,White,6,2020,1,4,2023-04-08
County,27005,White,7,2020,0,5.25,2023-04-08
County,27005,White,8,2020,1,3.875,2023-04-08
County,27005,White,9,2020,2,5.125,2023-04-08
County,27005,White,10,2020,0,5.5,2023-04-08
County,27005,White,11,2020,0,4.25,2023-04-08
County,27005,White,12,2020,0,3.75,2023-04-08
County,27005,White,1,2021,0,5,2023-04-08
County,27005,White,2,2021,0,3.625,2023-04-08
County,27005,White,3,2021,2,4.875,2023-04-08
County,27005,White,4,2021,0,4.5,2023-04-08
County,27005,White,5,2021,4,5.625,2023-04-08
County,27005,White,6,2021,0,4,2023-04-08
County,27005,White,7,2021,1,5.25,2023-04-08
County,27005,White,8,2021,4,3.875,2023-04-08
County,27005,White,9,2021,2,5.125,2023-04-08
County,27005,White,10,2021,2,5.5,2023-04-08
County,27005,White,11,2021,2,4.25,2023-04-08
County,27005,White,12,2021,5,3.75,2023-04-08
County,27005,White,1,2022,9,5,2023-04-08
County,27005,White,2,2022,1,3.625,2023-04-08
County,27005,White,3,2022,5,4.875,2023-04-08
County,27005,White,4,2022,4,4.5,2023-04-08
County,27005,White,5,2022,7,5.625,2023-04-08
County,27005,White,6,2022,7,4,2023-04-08
County,27005,White,7,2022,11,5.25,2023-04-08
County,27005,White,8,2022,5,3.875,2023-04-08
County,27005,White,9,2022,6,5.125,2023-04-08
County,27005,White,10,2022,6,5.5,2023-04-08
County,27005,White,11,2022,5,4.25,2023-04-08
County,27005,White,12,2022,4,3.75,2023-04-08
County,27005,White,1,2023,7,5,2023-04-08
County,27005,White,2,2023,8,3.625,2023-04-08
County,27005,White,3,2023,8,4.875,2023-04-08
County,27005,White,4,2023,1,1.5,2023-04-08
County,27007,White,1,2020,7,6.625,2023-04-08
County,27007,White,2,2020,6,4.125,2023-04-08
County,27007,White,3,2020,5,8.75,2023-04-08
County,27007,White,4,2020,2,9.125,2023-04-08
County,27007,White,5,2020,0,8,2023-04-08
County,27007,White,6,2020,3,5.5,2023-04-08
County,27007,White,7,2020,2,7.375,2023-04-08
County,27007,White,8,2020,1,10.25,2023-04-08
County,27007,White,9,2020,3,9,2023-04-08
County,27007,White,10,2020,0,7.75,2023-04-08
County,27007,White,11,2020,0,8.25,2023-04-08
County,27007,White,12,2020,1,5.5,2023-04-08
County,27007,White,1,2021,5,6.625,2023-04-08
County,27007,White,2,2021,0,4.125,2023-04-08
County,27007,White,3,2021,4,8.75,2023-04-08
County,27007,White,4,2021,3,9.125,2023-04-08
County,27007,White,5,2021,1,8,2023-04-08
County,27007,White,6,2021,1,5.5,2023-04-08
County,27007,White,7,2021,1,7.375,2023-04-08
County,27007,White,8,2021,8,10.25,2023-04-08
County,27007,White,9,2021,7,9,2023-04-08
County,27007,White,10,2021,9,7.75,2023-04-08
County,27007,White,11,2021,9,8.25,2023-04-08
County,27007,White,12,2021,4,5.5,2023-04-08
County,27007,White,1,2022,5,6.625,2023-04-08
County,27007,White,2,2022,3,4.125,2023-04-08
County,27007,White,3,2022,7,8.75,2023-04-08
County,27007,White,4,2022,9,9.125,2023-04-08
County,27007,White,5,2022,6,8,2023-04-08
County,27007,White,6,2022,8,5.5,2023-04-08
County,27007,White,7,2022,10,7.375,2023-04-08
County,27007,White,8,2022,9,10.25,2023-04-08
County,27007,White,9,2022,9,9,2023-04-08
County,27007,White,10,2022,5,7.75,2023-04-08
County,27007,White,11,2022,4,8.25,2023-04-08
County,27007,White,12,2022,5,5.5,2023-04-08
County,27007,White,1,2023,6,6.625,2023-04-08
County,27007,White,2,2023,6,4.125,2023-04-08
County,27007,White,3,2023,10,8.75,2023-04-08
County,27007,White,4,2023,1,2.125,2023-04-08
County,27009,White,1,2020,6,10.875,2023-04-08
County,27009,White,2,2020,16,10.375,2023-04-08
County,27009,White,3,2020,5,7.875,2023-04-08
County,27009,White,4,2020,1,9.25,2023-04-08
County,27009,White,5,2020,0,10.125,2023-04-08
County,27009,White,6,2020,1,10,2023-04-08
County,27009,White,7,2020,1,10.875,2023-04-08
County,27009,White,8,2020,0,13.125,2023-04-08
County,27009,White,9,2020,1,11.5,2023-04-08
County,27009,White,10,2020,2,10.125,2023-04-08
County,27009,White,11,2020,0,8.125,2023-04-08
County,27009,White,12,2020,1,4.75,2023-04-08
County,27009,White,1,2021,2,10.875,2023-04-08
County,27009,White,2,2021,0,10.375,2023-04-08
County,27009,White,3,2021,1,7.875,2023-04-08
County,27009,White,4,2021,0,9.25,2023-04-08
County,27009,White,5,2021,4,10.125,2023-04-08
County,27009,White,6,2021,2,10,2023-04-08
County,27009,White,7,2021,1,10.875,2023-04-08
County,27009,White,8,2021,3,13.125,2023-04-08
County,27009,White,9,2021,6,11.5,2023-04-08
County,27009,White,10,2021,8,10.125,2023-04-08
County,27009,White,11,2021,3,8.125,2023-04-08
County,27009,White,12,2021,5,4.75,2023-04-08
County,27009,White,1,2022,15,10.875,2023-04-08
County,27009,White,2,2022,18,10.375,2023-04-08
County,27009,White,3,2022,15,7.875,2023-04-08
County,27009,White,4,2022,20,9.25,2023-04-08
County,27009,White,5,2022,11,10.125,2023-04-08
County,27009,White,6,2022,15,10,2023-04-08
County,27009,White,7,2022,13,10.875,2023-04-08
County,27009,White,8,2022,16,13.125,2023-04-08
County,27009,White,9,2022,8,11.5,2023-04-08
County,27009,White,10,2022,15,10.125,2023-04-08
County,27009,White,11,2022,13,8.125,2023-04-08
County,27009,White,12,2022,17,4.75,2023-04-08
County,27009,White,1,2023,20,10.875,2023-04-08
County,27009,White,2,2023,13,10.375,2023-04-08
County,27009,White,3,2023,17,7.875,2023-04-08
County,27009,White,4,2023,2,1.75,2023-04-08
County,27011,White,1,2020,0,0.5,2023-04-08
County,27011,White,3,2020,0,0.25,2023-04-08
County,27011,White,8,2020,0,0.25,2023-04-08
County,27011,White,9,2020,0,0.25,2023-04-08
County,27011,White,12,2020,0,0.5,2023-04-08
County,27011,White,1,2021,0,0.5,2023-04-08
County,27011,White,3,2021,1,0.25,2023-04-08
County,27011,White,8,2021,0,0.25,2023-04-08
County,27011,White,9,2021,0,0.25,2023-04-08
County,27011,White,12,2021,0,0.5,2023-04-08
County,27011,White,1,2022,0,0.5,2023-04-08
County,27011,White,3,2022,0,0.25,2023-04-08
County,27011,White,8,2022,1,0.25,2023-04-08
County,27011,White,9,2022,1,0.25,2023-04-08
County,27011,White,12,2022,1,0.5,2023-04-08
County,27011,White,1,2023,1,0.5,2023-04-08
County,27011,White,3,2023,0,0.25,2023-04-08
County,27013,White,1,2020,31,14.5,2023-04-08
County,27013,White,2,2020,16,16,2023-04-08
County,27013,White,3,2020,11,15.5,2023-04-08
County,27013,White,4,2020,1,17.375,2023-04-08
County,27013,White,5,2020,1,16.75,2023-04-08
County,27013,White,6,2020,0,15.125,2023-04-08
County,27013,White,7,2020,2,15.375,2023-04-08
County,27013,White,8,2020,6,15.25,2023-04-08
County,27013,White,9,2020,0,16,2023-04-08
County,27013,White,10,2020,3,18.5,2023-04-08
County,27013,White,11,2020,3,18.25,2023-04-08
County,27013,White,12,2020,1,18,2023-04-08
County,27013,White,1,2021,2,14.5,2023-04-08
County,27013,White,2,2021,2,15.625,2023-04-08
County,27013,White,3,2021,2,15.5,2023-04-08
County,27013,White,4,2021,0,17.375,2023-04-08
County,27013,White,5,2021,3,16.75,2023-04-08
County,27013,White,6,2021,0,15.125,2023-04-08
County,27013,White,7,2021,3,15.375,2023-04-08
County,27013,White,8,2021,5,15.25,2023-04-08
County,27013,White,9,2021,10,16,2023-04-08
County,27013,White,10,2021,10,18.5,2023-04-08
County,27013,White,11,2021,19,18.25,2023-04-08
County,27013,White,12,2021,9,18,2023-04-08
County,27013,White,1,2022,11,14.5,2023-04-08
County,27013,White,2,2022,8,15.625,2023-04-08
County,27013,White,3,2022,30,15.5,2023-04-08
County,27013,White,4,2022,30,17.375,2023-04-08
County,27013,White,5,2022,28,16.75,2023-04-08
County,27013,White,6,2022,14,15.125,2023-04-08
County,27013,White,7,2022,27,15.375,2023-04-08
County,27013,White,8,2022,14,15.25,2023-04-08
County,27013,White,9,2022,17,16,2023-04-08
County,27013,White,10,2022,11,18.5,2023-04-08
County,27013,White,11,2022,25,18.25,2023-04-08
County,27013,White,12,2022,31,18,2023-04-08
County,27013,White,1,2023,33,14.5,2023-04-08
County,27013,White,2,2023,20,15.625,2023-04-08
County,27013,White,3,2023,28,15.5,2023-04-08
County,27013,White,4,2023,2,4,2023-04-08
County,27015,White,1,2020,1,2.625,2023-04-08
County,27015,White,2,2020,5,2.375,2023-04-08
County,27015,White,3,2020,0,1.375,2023-04-08
County,27015,White,4,2020,0,2,2023-04-08
County,27015,White,5,2020,0,2.25,2023-04-08
County,27015,White,6,2020,0,2.25,2023-04-08
County,27015,White,7,2020,0,3,2023-04-08
County,27015,White,8,2020,0,2.375,2023-04-08
County,27015,White,9,2020,0,2.875,2023-04-08
County,27015,White,10,2020,0,1.875,2023-04-08
County,27015,White,11,2020,0,1.75,2023-04-08
County,27015,White,12,2020,0,2.25,2023-04-08
County,27015,White,1,2021,0,2.625,2023-04-08
County,27015,White,2,2021,0,2.375,2023-04-08
County,27015,White,3,2021,2,1.375,2023-04-08
County,27015,White,4,2021,1,2,2023-04-08
County,27015,White,5,2021,0,2.25,2023-04-08
County,27015,White,6,2021,3,2.25,2023-04-08
County,27015,White,7,2021,3,3,2023-04-08
County,27015,White,8,2021,1,2.375,2023-04-08
County,27015,White,9,2021,2,2.875,2023-04-08
County,27015,White,10,2021,3,1.875,2023-04-08
County,27015,White,11,2021,0,1.75,2023-04-08
County,27015,White,12,2021,1,2.25,2023-04-08
County,27015,White,1,2022,1,2.625,2023-04-08
County,27015,White,2,2022,0,2.375,2023-04-08
County,27015,White,3,2022,5,1.375,2023-04-08
County,27015,White,4,2022,1,2,2023-04-08
County,27015,White,5,2022,2,2.25,2023-04-08
County,27015,White,6,2022,3,2.25,2023-04-08
County,27015,White,7,2022,5,3,2023-04-08
County,27015,White,8,2022,3,2.375,2023-04-08
County,27015,White,9,2022,2,2.875,2023-04-08
County,27015,White,10,2022,2,1.875,2023-04-08
County,27015,White,11,2022,2,1.75,2023-04-08
County,27015,White,12,2022,3,2.25,2023-04-08
County,27015,White,1,2023,3,2.625,2023-04-08
County,27015,White,2,2023,3,2.375,2023-04-08
County,27015,White,3,2023,1,1.375,2023-04-08
County,27015,White,4,2023,1,0.25,2023-04-08
County,27017,White,1,2020,7,4.875,2023-04-08
County,27017,White,2,2020,5,3,2023-04-08
County,27017,White,3,2020,1,4.625,2023-04-08
County,27017,White,4,2020,0,4.5,2023-04-08
County,27017,White,5,2020,0,4.625,2023-04-08
County,27017,White,6,2020,0,6.75,2023-04-08
County,27017,White,7,2020,1,4.625,2023-04-08
County,27017,White,8,2020,1,5.25,2023-04-08
County,27017,White,9,2020,0,4.5,2023-04-08
County,27017,White,10,2020,1,4.625,2023-04-08
County,27017,White,11,2020,0,4.375,2023-04-08
County,27017,White,12,2020,0,4.375,2023-04-08
County,27017,White,1,2021,2,4.875,2023-04-08
County,27017,White,2,2021,0,3,2023-04-08
County,27017,White,3,2021,3,4.625,2023-04-08
County,27017,White,4,2021,1,4.5,2023-04-08
County,27017,White,5,2021,1,4.625,2023-04-08
County,27017,White,6,2021,2,6.75,2023-04-08
County,27017,White,7,2021,1,4.625,2023-04-08
County,27017,White,8,2021,2,5.25,2023-04-08
County,27017,White,9,2021,2,4.5,2023-04-08
County,27017,White,10,2021,6,4.625,2023-04-08
County,27017,White,11,2021,4,4.375,2023-04-08
County,27017,White,12,2021,4,4.375,2023-04-08
County,27017,White,1,2022,2,4.875,2023-04-08
County,27017,White,2,2022,5,3,2023-04-08
County,27017,White,3,2022,11,4.625,2023-04-08
County,27017,White,4,2022,5,4.5,2023-04-08
County,27017,White,5,2022,5,4.625,2023-04-08
County,27017,White,6,2022,5,6.75,2023-04-08
County,27017,White,7,2022,9,4.625,2023-04-08
County,27017,White,8,2022,5,5.25,2023-04-08
County,27017,White,9,2022,7,4.5,2023-04-08
County,27017,White,10,2022,6,4.625,2023-04-08
County,27017,White,11,2022,6,4.375,2023-04-08
County,27017,White,12,2022,2,4.375,2023-04-08
County,27017,White,1,2023,4,4.875,2023-04-08
County,27017,White,2,2023,9,3,2023-04-08
County,27017,White,3,2023,4,4.625,2023-04-08
County,27017,White,4,2023,1,1.5,2023-04-08
County,27019,White,1,2020,8,16.5,2023-04-08
County,27019,White,2,2020,9,12.875,2023-04-08
County,27019,White,3,2020,14,12.5,2023-04-08
County,27019,White,4,2020,0,14,2023-04-08
County,27019,White,5,2020,0,12.875,2023-04-08
County,27019,White,6,2020,2,12.25,2023-04-08
County,27019,White,7,2020,1,14.375,2023-04-08
County,27019,White,8,2020,0,14.125,2023-04-08
County,27019,White,9,2020,0,14.625,2023-04-08
County,27019,White,10,2020,1,12.75,2023-04-08
County,27019,White,11,2020,2,10.75,2023-04-08
County,27019,White,12,2020,1,12.25,2023-04-08
County,27019,White,1,2021,1,16.5,2023-04-08
County,27019,White,2,2021,6,12.75,2023-04-08
County,27019,White,3,2021,4,12.5,2023-04-08
County,27019,White,4,2021,2,14,2023-04-08
County,27019,White,5,2021,1,12.875,2023-04-08
County,27019,White,6,2021,0,12.25,2023-04-08
County,27019,White,7,2021,1,14.375,2023-04-08
County,27019,White,8,2021,4,14.125,2023-04-08
County,27019,White,9,2021,4,14.625,2023-04-08
County,27019,White,10,2021,12,12.75,2023-04-08
County,27019,White,11,2021,6,10.75,2023-04-08
County,27019,White,12,2021,4,12.25,2023-04-08
County,27019,White,1,2022,9,16.5,2023-04-08
County,27019,White,2,2022,16,12.75,2023-04-08
County,27019,White,3,2022,6,12.5,2023-04-08
County,27019,White,4,2022,11,14,2023-04-08
County,27019,White,5,2022,17,12.875,2023-04-08
County,27019,White,6,2022,20,12.25,2023-04-08
County,27019,White,7,2022,18,14.375,2023-04-08
County,27019,White,8,2022,19,14.125,2023-04-08
County,27019,White,9,2022,7,14.625,2023-04-08
County,27019,White,10,2022,8,12.75,2023-04-08
County,27019,White,11,2022,14,10.75,2023-04-08
County,27019,White,12,2022,8,12.25,2023-04-08
County,27019,White,1,2023,18,16.5,2023-04-08
County,27019,White,2,2023,17,12.75,2023-04-08
County,27019,White,3,2023,20,12.5,2023-04-08
County,27019,White,4,2023,10,3.125,2023-04-08
County,27021,White,1,2020,3,2.5,2023-04-08
County,27021,White,2,2020,3,2,2023-04-08
County,27021,White,3,2020,1,2.625,2023-04-08
County,27021,White,4,2020,1,4.25,2023-04-08
County,27021,White,5,2020,0,3.25,2023-04-08
County,27021,White,6,2020,2,3.375,2023-04-08
County,27021,White,7,2020,0,3.5,2023-04-08
County,27021,White,8,2020,0,2.75,2023-04-08
County,27021,White,9,2020,0,3,2023-04-08
County,27021,White,10,2020,0,3.5,2023-04-08
County,27021,White,11,2020,1,2.125,2023-04-08
County,27021,White,12,2020,0,3,2023-04-08
County,27021,White,1,2021,0,2.5,2023-04-08
County,27021,White,2,2021,3,2,2023-04-08
County,27021,White,3,2021,1,2.625,2023-04-08
County,27021,White,4,2021,0,4.25,2023-04-08
County,27021,White,5,2021,1,3.25,2023-04-08
County,27021,White,6,2021,0,3.375,2023-04-08
County,27021,White,7,2021,4,3.5,2023-04-08
County,27021,White,8,2021,5,2.75,2023-04-08
County,27021,White,9,2021,2,3,2023-04-08
County,27021,White,10,2021,3,3.5,2023-04-08
County,27021,White,11,2021,7,2.125,2023-04-08
County,27021,White,12,2021,5,3,2023-04-08
County,27021,White,1,2022,2,2.5,2023-04-08
County,27021,White,2,2022,5,2,2023-04-08
County,27021,White,3,2022,4,2.625,2023-04-08
County,27021,White,4,2022,4,4.25,2023-04-08
County,27021,White,5,2022,6,3.25,2023-04-08
County,27021,White,6,2022,5,3.375,2023-04-08
County,27021,White,7,2022,1,3.5,2023-04-08
County,27021,White,8,2022,6,2.75,2023-04-08
County,27021,White,9,2022,6,3,2023-04-08
County,27021,White,10,2022,7,3.5,2023-04-08
County,27021,White,11,2022,2,2.125,2023-04-08
County,27021,White,12,2022,0,3,2023-04-08
County,27021,White,1,2023,4,2.5,2023-04-08
County,27021,White,2,2023,3,2,2023-04-08
County,27021,White,3,2023,0,2.625,2023-04-08
County,27021,White,4,2023,2,1.125,2023-04-08
County,27023,White,1,2020,4,1.875,2023-04-08
County,27023,White,2,2020,3,2.625,2023-04-08
County,27023,White,3,2020,0,1.5,2023-04-08
County,27023,White,4,2020,0,2.5,2023-04-08
County,27023,White,5,2020,0,2.375,2023-04-08
County,27023,White,6,2020,0,1.75,2023-04-08
County,27023,White,7,2020,0,2.25,2023-04-08
County,27023,White,8,2020,0,1.875,2023-04-08
County,27023,White,9,2020,0,3.375,2023-04-08
County,27023,White,10,2020,0,2.5,2023-04-08
County,27023,White,11,2020,0,2.5,2023-04-08
County,27023,White,12,2020,1,1,2023-04-08
County,27023,White,1,2021,0,1.875,2023-04-08
County,27023,White,2,2021,0,2.625,2023-04-08
County,27023,White,3,2021,1,1.5,2023-04-08
County,27023,White,4,2021,0,2.5,2023-04-08
County,27023,White,5,2021,0,2.375,2023-04-08
County,27023,White,6,2021,0,1.75,2023-04-08
County,27023,White,7,2021,1,2.25,2023-04-08
County,27023,White,8,2021,7,1.875,2023-04-08
County,27023,White,9,2021,2,3.375,2023-04-08
County,27023,White,10,2021,0,2.5,2023-04-08
County,27023,White,11,2021,2,2.5,2023-04-08
County,27023,White,12,2021,3,1,2023-04-08
County,27023,White,1,2022,12,1.875,2023-04-08
County,27023,White,2,2022,4,2.625,2023-04-08
County,27023,White,3,2022,4,1.5,2023-04-08
County,27023,White,4,2022,7,2.5,2023-04-08
County,27023,White,5,2022,4,2.375,2023-04-08
County,27023,White,6,2022,6,1.75,2023-04-08
County,27023,White,7,2022,5,2.25,2023-04-08
County,27023,White,8,2022,6,1.875,2023-04-08
County,27023,White,9,2022,7,3.375,2023-04-08
County,27023,White,10,2022,2,2.5,2023-04-08
County,27023,White,11,2022,2,2.5,2023-04-08
County,27023,White,12,2022,6,1,2023-04-08
County,27023,White,1,2023,5,1.875,2023-04-08
County,27023,White,2,2023,3,2.625,2023-04-08
County,27023,White,3,2023,2,1.5,2023-04-08
County,27023,White,4,2023,0,0.625,2023-04-08
County,27025,White,1,2020,5,9.875,2023-04-08
County,27025,White,2,2020,9,8.625,2023-04-08
County,27025,White,3,2020,3,10.125,2023-04-08
County,27025,White,4,2020,0,11.125,2023-04-08
County,27025,White,5,2020,0,10.625,2023-04-08
County,27025,White,6,2020,0,10.375,2023-04-08
County,27025,White,7,2020,0,9.875,2023-04-08
County,27025,White,8,2020,0,10.375,2023-04-08
County,27025,White,9,2020,0,8.875,2023-04-08
County,27025,White,10,2020,1,10.5,2023-04-08
County,27025,White,11,2020,3,7,2023-04-08
County,27025,White,12,2020,1,7.5,2023-04-08
County,27025,White,1,2021,0,9.875,2023-04-08
County,27025,White,2,2021,1,8.5,2023-04-08
County,27025,White,3,2021,2,10.125,2023-04-08
County,27025,White,4,2021,0,11.125,2023-04-08
County,27025,White,5,2021,2,10.625,2023-04-08
County,27025,White,6,2021,3,10.375,2023-04-08
County,27025,White,7,2021,4,9.875,2023-04-08
County,27025,White,8,2021,5,10.375,2023-04-08
County,27025,White,9,2021,6,8.875,2023-04-08
County,27025,White,10,2021,5,10.5,2023-04-08
County,27025,White,11,2021,16,7,2023-04-08
County,27025,White,12,2021,4,7.5,2023-04-08
County,27025,White,1,2022,6,9.875,2023-04-08
County,27025,White,2,2022,6,8.5,2023-04-08
County,27025,White,3,2022,8,10.125,2023-04-08
County,27025,White,4,2022,10,11.125,2023-04-08
County,27025,White,5,2022,8,10.625,2023-04-08
County,27025,White,6,2022,7,10.375,2023-04-08
County,27025,White,7,2022,16,9.875,2023-04-08
County,27025,White,8,2022,7,10.375,2023-04-08
County,27025,White,9,2022,6,8.875,2023-04-08
County,27025,White,10,2022,9,10.5,2023-04-08
County,27025,White,11,2022,10,7,2023-04-08
County,27025,White,12,2022,5,7.5,2023-04-08
County,27025,White,1,2023,9,9.875,2023-04-08
County,27025,White,2,2023,8,8.5,2023-04-08
County,27025,White,3,2023,14,10.125,2023-04-08
County,27025,White,4,2023,3,3.375,2023-04-08
County,27027,White,1,2020,28,17.75,2023-04-08
County,27027,White,2,2020,11,16.25,2023-04-08
County,27027,White,3,2020,11,15,2023-04-08
County,27027,White,4,2020,2,14.5,2023-04-08
County,27027,White,5,2020,1,13.5,2023-04-08
County,27027,White,6,2020,2,16.875,2023-04-08
County,27027,White,7,2020,2,18.125,2023-04-08
County,27027,White,8,2020,5,19.375,2023-04-08
County,27027,White,9,2020,6,15.375,2023-04-08
County,27027,White,10,2020,4,17.5,2023-04-08
County,27027,White,11,2020,1,14.25,2023-04-08
County,27027,White,12,2020,6,17.375,2023-04-08
County,27027,White,1,2021,3,17.75,2023-04-08
County,27027,White,2,2021,9,16.25,2023-04-08
County,27027,White,3,2021,5,15,2023-04-08
County,27027,White,4,2021,3,14.5,2023-04-08
County,27027,White,5,2021,6,13.5,2023-04-08
County,27027,White,6,2021,2,16.875,2023-04-08
County,27027,White,7,2021,5,18.125,2023-04-08
County,27027,White,8,2021,24,19.375,2023-04-08
County,27027,White,9,2021,26,15.375,2023-04-08
County,27027,White,10,2021,11,17.5,2023-04-08
County,27027,White,11,2021,26,14.25,2023-04-08
County,27027,White,12,2021,10,17.375,2023-04-08
County,27027,White,1,2022,34,17.75,2023-04-08
County,27027,White,2,2022,52,16.25,2023-04-08
County,27027,White,3,2022,42,15,2023-04-08
County,27027,White,4,2022,23,14.5,2023-04-08
County,27027,White,5,2022,40,13.5,2023-04-08
County,27027,White,6,2022,42,16.875,2023-04-08
County,27027,White,7,2022,53,18.125,2023-04-08
County,27027,White,8,2022,36,19.375,2023-04-08
County,27027,White,9,2022,50,15.375,2023-04-08
County,27027,White,10,2022,31,17.5,2023-04-08
County,27027,White,11,2022,22,14.25,2023-04-08
County,27027,White,12,2022,34,17.375,2023-04-08
County,27027,White,1,2023,23,17.75,2023-04-08
County,27027,White,2,2023,43,16.25,2023-04-08
County,27027,White,3,2023,27,15,2023-04-08
County,27027,White,4,2023,6,4.375,2023-04-08
County,27029,White,1,2020,1,0.125,2023-04-08
County,27029,White,2,2020,1,0.25,2023-04-08
County,27029,White,3,2020,1,0.625,2023-04-08
County,27029,White,4,2020,0,0.125,2023-04-08
County,27029,White,6,2020,0,0.625,2023-04-08
County,27029,White,7,2020,0,0.875,2023-04-08
County,27029,White,8,2020,1,0.875,2023-04-08
County,27029,White,9,2020,0,0.75,2023-04-08
County,27029,White,11,2020,1,0.25,2023-04-08
County,27029,White,12,2020,0,0.5,2023-04-08
County,27029,White,1,2021,0,0.125,2023-04-08
County,27029,White,2,2021,0,0.25,2023-04-08
County,27029,White,3,2021,0,0.625,2023-04-08
County,27029,White,4,2021,0,0.125,2023-04-08
County,27029,White,6,2021,0,0.625,2023-04-08
County,27029,White,7,2021,0,0.875,2023-04-08
County,27029,White,8,2021,0,0.875,2023-04-08
County,27029,White,9,2021,1,0.75,2023-04-08
County,27029,White,11,2021,1,0.25,2023-04-08
County,27029,White,12,2021,0,0.5,2023-04-08
County,27029,White,1,2022,0,0.125,2023-04-08
County,27029,White,2,2022,1,0.25,2023-04-08
County,27029,White,3,2022,0,0.625,2023-04-08
County,27029,White,4,2022,2,0.125,2023-04-08
