share,last_year,postpandemic,renters
white_share,0.3923411187027326,0.4100817439690621,0.5041682027155154
black_share,0.37428312535033986,0.3734994307740637,0.2609674775216787
hispanic_share,0.15875479400986037,0.1443160715935779,0.15838545029936682
other_share,0.07462096193706716,0.07210275366329633,0.07647886946343907
female_share,0.5317206504374741,0.5359537203038724,0.5261256246033564
