id,name,week_date,week_filings,week_diff,month_date,month_filings,month_diff,cumulative_date,cumulative_filings,cumulative_diff,end_moratorium_date,start_moratorium_date
39035,"Cleveland, OH",05/10/2020,0,0,04/19/2020,2,0.0025823111684958,03/01/2020,225,0.114678899082569,06/15/2020,03/16/2020
25025,"Boston, MA",05/10/2020,0,0,04/19/2020,2,0.00326708412741628,03/01/2020,450,0.272741047527653,,03/18/2020
31069,"Cincinnati, OH",05/10/2020,80,0.261096605744125,04/19/2020,308,0.308740978348035,03/01/2020,935,0.398924822937111,05/04/2020,03/19/2020
29510,"St Louis, MO",05/10/2020,23,0.0709876543209877,04/19/2020,47,0.0410211651756491,03/01/2020,923,0.325774287479044,,03/19/2020
51760,"Richmond, VA",05/10/2020,26,0.0938628158844765,04/19/2020,130,0.0912280701754386,03/01/2020,1052,0.320731707317073,,03/24/2020
55079,"Milwaukee, WI",05/10/2020,1,0.00298864315600717,04/19/2020,4,0.0037243947858473,03/01/2020,442,0.177239554094153,05/28/2020,03/23/2020
48201,"Houston, TX",05/10/2020,201,0.13030794165316,04/19/2020,704,0.185324119776242,03/01/2020,4025,0.416850063433705,05/19/2020,03/19/2020
