position,time_period,end_date,xplaintiff,xstreet_clean,filings,top100,lat,lon
1,2025-03-01,2026-02-28,HENRY ON THE PARK LLC,7901 HENRY AVE,112,0.207,40.05659,-75.230295
2,2025-03-01,2026-02-28,EASTWICK JOINT VENTURE,7701 LINDBERGH BLVD,92,0.207,39.904821,-75.243028
3,2025-03-01,2026-02-28,AVENUE APARTMENTS LLC,5450 WISSAHICKON AVE,92,0.207,40.024495,-75.181065
4,2025-03-01,2026-02-28,SGYS ST. IVES LLC,3000 PA-63,86,0.207,40.096441,-74.984847
5,2025-03-01,2026-02-28,ADAMS RUN HOLDING COMPANY LLC,155 E GODFREY AVE,76,0.207,40.045426,-75.114733
6,2025-03-01,2026-02-28,MP PORTFOLIO HOLDINGS LLC,3400 RED LION RD,72,0.207,40.073832,-74.986008
7,2025-03-01,2026-02-28,L3C ALDEN PARK APARTMENTS LLC,5515 WISSAHICKON AVE,61,0.207,40.026844,-75.181976
8,2025-03-01,2026-02-28,TERMINAL PROPERTY OWNER LLC,1104 N HANCOCK ST,60,0.207,39.967748,-75.138595
9,2025-03-01,2026-02-28,WYNNEFIELD TERR ASSOC,4991 PARKSIDE AVE,55,0.207,39.988999,-75.22465
10,2025-03-01,2026-02-28,POPLAR GROUND TENANT LLC,900-58 N 9TH ST,50,0.207,39.969052,-75.151606
11,2025-03-01,2026-02-28,EASTWICK JOINT VENTURE,8400 LINDBERGH BLVD,47,0.207,39.896152,-75.252079
12,2025-03-01,2026-02-28,RSW PREMIER HOLDINGS LLC,10825 E KESWICK RD,47,0.207,40.077761,-74.985515
13,2025-03-01,2026-02-28,RV MANSION APARTMENTS LLC,4700 CITY AVE,46,0.207,40.001331,-75.224606
14,2025-03-01,2026-02-28,"LP, HILLTOP CRESCENT",4901-37 STENTON AVE,45,0.207,40.02988,-75.158073
15,2025-03-01,2026-02-28,"LP, POST RITTENHOUSE HILL",633 W RITTENHOUSE ST,43,0.207,40.030087,-75.184352
16,2025-03-01,2026-02-28,HERITAGE ASSOCIATES,2607 WELSH RD,43,0.207,40.06921,-75.027801
17,2025-03-01,2026-02-28,"LP, POST RITTENHOUSE HILL",633 W RITTENHOUSE ST,41,0.207,40.030087,-75.184352
18,2025-03-01,2026-02-28,L3C ALDEN PARK APARTMENTS LLC,2967 W SCHOOL HOUSE LN,40,0.207,40.024767,-75.184052
19,2025-03-01,2026-02-28,"PARTNERSHIP, YORK HOUSE NORTH",1320 W SOMERVILLE AVE,39,0.207,40.034593,-75.144216
20,2025-03-01,2026-02-28,KRE MREG CITY AVE OWNER LLC,3850 CITY AVE,39,0.207,40.008195,-75.207669
21,2025-03-01,2026-02-28,EASTWICK JOINT VENTURE (ICV),7800 LINDBERGH BLVD,38,0.207,39.902104,-75.244514
22,2025-03-01,2026-02-28,REGENCY TOWNHOMES 2014 LLC,3501 PA-63,37,0.207,40.093745,-74.978303
23,2025-03-01,2026-02-28,WISTER PRESERVATION LLC,233-99 E ASHMEAD ST,34,0.207,40.034443,-75.163037
24,2025-03-01,2026-02-28,CHV INVESTMENT LP,7715 CRITTENDEN ST,33,0.207,40.074388,-75.193592
25,2025-03-01,2026-02-28,RSW PREMIER HOLDINGS LLC,10825 E KESWICK RD,32,0.207,40.077761,-74.985515
26,2025-03-01,2026-02-28,DFH REGENCY LLC,5600 OGONTZ AVE,29,0.207,40.039567,-75.151279
27,2025-03-01,2026-02-28,BW PROPERTY OWNER LLC,1001-29 S BROAD ST,28,0.207,39.938355,-75.165492
28,2025-03-01,2026-02-28,DELMAR MORRIS INVESTMENTS LLC,319 W CHELTEN AVE,28,0.207,40.029724,-75.18169
29,2025-03-01,2026-02-28,PACL HOLDINGS LLC,6100 CITY AVE,27,0.207,39.990441,-75.248437
30,2025-03-01,2026-02-28,DUVAL MANOR ASSOCIATES,6350 GREENE ST,26,0.207,40.040359,-75.187031
31,2025-03-01,2026-02-28,EASTWICK JOINT VENTURE,8500 LINDBERGH BLVD,26,0.207,39.894954,-75.253175
32,2025-03-01,2026-02-28,ALLEGHENY APTS LLC,1605 W ALLEGHENY AVE,25,0.207,40.002493,-75.156483
33,2025-03-01,2026-02-28,"LP, ELI COURT",1418 CONLYN ST,25,0.207,40.042183,-75.14523
34,2025-03-01,2026-02-28,WPHS VENTURE PARTNERS LLC,220 S 47TH ST,25,0.207,39.955079,-75.215889
35,2025-03-01,2026-02-28,WILLOW COURT APARTMENTS LLC,507 MANHEIM ST,25,0.207,40.02147,-75.174362
36,2025-03-01,2026-02-28,OXFORD APT PARTNERS LLC,6451-61 OXFORD AVE,24,0.207,40.046168,-75.086497
37,2025-03-01,2026-02-28,"LOFTS, WESTMORELAND",2000 E WESTMORELAND ST,23,0.207,39.995082,-75.108884
38,2025-03-01,2026-02-28,"LP, AVONDALE APTS",4628 LEIPER ST,23,0.207,40.018039,-75.08698
39,2025-03-01,2026-02-28,"LP, IRVINE OWNER",780 S 52ND ST,23,0.207,39.946066,-75.226113
40,2025-03-01,2026-02-28,FERNROCK APARTMENTS 2 LP,1410 72ND AVE,22,0.207,40.06259,-75.140637
41,2025-03-01,2026-02-28,PHADC DANE LLC,2201 BRYN MAWR AVE,22,0.207,39.990255,-75.226056
42,2025-03-01,2026-02-28,WILLOWS APARTMENTS LP,1330-46 FOULKROD ST,22,0.207,40.019517,-75.086167
43,2025-03-01,2026-02-28,SDG 3349 SCOTTS LANE LLC,3449 SCOTTS LN,22,0.207,40.009842,-75.184449
44,2025-03-01,2026-02-28,ATRIUM ASSOC,2555 WELSH RD,22,0.207,40.069128,-75.029453
45,2025-03-01,2026-02-28,EMERALD DYE WORKS LLC,3475 COLLINS ST,21,0.207,39.995006,-75.102785
46,2025-03-01,2026-02-28,"1300 FAIRMOUNT, LLC",1300 FAIRMOUNT AVE,21,0.207,39.966313,-75.159265
47,2025-03-01,2026-02-28,"PARTNERSHIP, YORK HOUSE SOUTH",5325 OLD YORK RD,21,0.207,40.033958,-75.144511
48,2025-03-01,2026-02-28,"EAST, SUMMIT PARK",8201 HENRY AVE,21,0.207,40.062224,-75.232812
49,2025-03-01,2026-02-28,3801 CONSHOHOCKEN HOLDINGS LLC,3801 CONSHOHOCKEN AVE,20,0.207,40.003751,-75.205793
50,2025-03-01,2026-02-28,REVERE MANOR LLC,2301 WOODWARD ST,20,0.207,40.072012,-75.039254
51,2025-03-01,2026-02-28,OVERBROOK GARDENS APTS LLC,900-4 N 63RD ST,20,0.207,39.978474,-75.246626
52,2025-03-01,2026-02-28,"7165 KEYSTONE INVESTMENTS, LLC",7143 KEYSTONE ST,20,0.207,40.026468,-75.03548
53,2025-03-01,2026-02-28,"LP, ASHLEY COURT 2013",10900-60 BUSTLETON AVE,19,0.207,40.112612,-75.024513
54,2025-03-01,2026-02-28,FERNHILL PARK HOLDINGS LLC,5001-23 ERRINGER PL,19,0.207,40.021336,-75.171371
55,2025-03-01,2026-02-28,COMLY COMMONS REDEVELOPMENT LLC,1810-34 E HAGERT ST,19,0.207,39.986202,-75.130586
56,2025-03-01,2026-02-28,"LP, POST GOLDTEX",315-23 N 12TH ST,19,0.207,39.958167,-75.158075
57,2025-03-01,2026-02-28,KRE MREG CITY AVE OWNER LLC,3950 CITY AVE,18,0.207,40.007892,-75.205794
58,2025-03-01,2026-02-28,"EMRES II PA, LLC",1601 N 15TH ST,18,0.207,39.97802,-75.159381
59,2025-03-01,2026-02-28,LINCOLN GREEN 2018 LLC,4040 PRESIDENTIAL BLVD,18,0.207,40.004616,-75.210939
60,2025-03-01,2026-02-28,LARCHWOOD GARDEN APARTMENTS LLC,8101 LYONS AVE,18,0.207,39.899318,-75.247134
61,2025-03-01,2026-02-28,"LP, OVERBROOK TOWER",1101 N 63RD ST,17,0.207,39.98091,-75.246036
62,2025-03-01,2026-02-28,MP PORTFOLIO HOLDINGS LLC,600 RED LION RD,17,0.207,40.106568,-75.037816
63,2025-03-01,2026-02-28,SCULLY BLYTHEWOOD INVESTOR LLC,2991 W SCHOOL HOUSE LN,17,0.207,40.025467,-75.186404
64,2025-03-01,2026-02-28,GRANT MEADOWS ASSOCIATES LP,3100 GRANT AVE,17,0.207,40.071169,-75.011311
65,2025-03-01,2026-02-28,LINCOLN GREEN 2018 LLC,4000 PRESIDENTIAL BLVD,17,0.207,40.005488,-75.209225
66,2025-03-01,2026-02-28,RIVERVIEW PROPERTY OWNER LLC,468 COLUMBUS ST,17,0.207,40.099442,-75.337467
67,2025-03-01,2026-02-28,2901 WELSH ROAD ASSOCIATES,2901 WELSH RD,16,0.207,40.061758,-75.027531
68,2025-03-01,2026-02-28,"LP, COURTYARD PRESERVATION",401-41 WASHINGTON AVE,16,0.207,39.935834,-75.151257
69,2025-03-01,2026-02-28,"LP, 7600 STENTON",400 E MERMAID LN,16,0.207,40.073054,-75.190742
70,2025-03-01,2026-02-28,"LP, WINDSOR ESTATES APTS",1441-47 70TH AVE,16,0.207,40.060096,-75.141345
71,2025-03-01,2026-02-28,"GP, SUMMIT PARK EAST",8200 HENRY AVE,16,0.207,40.05977,-75.236637
72,2025-03-01,2026-02-28,"LP, DB CHAMPLOST",901 W CHAMPLOST AVE,15,0.207,40.043796,-75.135307
73,2025-03-01,2026-02-28,"LP, K&M BALA PTRS",2499 N 50TH ST,15,0.207,40.000291,-75.227935
74,2025-03-01,2026-02-28,"LP, 1604 W ALLEGHENY",1604-6 W ALLEGHENY AVE,15,0.207,40.001618,-75.156879
75,2025-03-01,2026-02-28,1817 E YORK STREET LLC,1817-41 E YORK ST,15,0.207,39.985771,-75.13103
76,2025-03-01,2026-02-28,GRO MARR APARTMENTS,900 E JOHNSON ST,15,0.207,40.054045,-75.173258
77,2025-03-01,2026-02-28,"HOUSE, ADELPHIA",1229-37 CHESTNUT ST,15,0.207,39.950845,-75.16143
78,2025-03-01,2026-02-28,FERNROCK APARTMENTS 2 LP,920 W SPENCER ST,15,0.207,40.044501,-75.135437
79,2025-03-01,2026-02-28,"PRTNRSHP, CAPRI HOMES CO",9201 BLUE GRASS RD,15,0.207,40.071532,-75.028697
