type,GEOID,racial_majority,week,week_date,filings_2020,filings_avg
Census Tract,12001000200,White,1,2019-12-29,2,0
Census Tract,12001000200,White,2,2020-01-05,0,1.66666666666667
Census Tract,12001000200,White,3,2020-01-12,0,0.666666666666667
Census Tract,12001000200,White,4,2020-01-19,0,0.666666666666667
Census Tract,12001000200,White,5,2020-01-26,0,0.666666666666667
Census Tract,12001000200,White,6,2020-02-02,0,0.666666666666667
Census Tract,12001000200,White,7,2020-02-09,1,1
Census Tract,12001000200,White,8,2020-02-16,2,0.333333333333333
Census Tract,12001000200,White,9,2020-02-23,1,0.333333333333333
Census Tract,12001000200,White,10,2020-03-01,0,1
Census Tract,12001000200,White,11,2020-03-08,0,0.666666666666667
Census Tract,12001000200,White,12,2020-03-15,0,0.333333333333333
Census Tract,12001000200,White,13,2020-03-22,0,0
Census Tract,12001000200,White,14,2020-03-29,0,0
Census Tract,12001000200,White,15,2020-04-05,0,0
Census Tract,12001000200,White,16,2020-04-12,0,0.333333333333333
Census Tract,12001000200,White,17,2020-04-19,0,0
Census Tract,12001000200,White,18,2020-04-26,0,0
Census Tract,12001000200,White,19,2020-05-03,0,1.33333333333333
Census Tract,12001000200,White,20,2020-05-10,0,0
Census Tract,12001000200,White,21,2020-05-17,1,1.66666666666667
Census Tract,12001000200,White,22,2020-05-24,0,0.333333333333333
Census Tract,12001000200,White,23,2020-05-31,0,0.333333333333333
Census Tract,12001000200,White,24,2020-06-07,0,1
Census Tract,12001000200,White,25,2020-06-14,0,0.666666666666667
Census Tract,12001000200,White,26,2020-06-21,0,1.33333333333333
Census Tract,12001000200,White,27,2020-06-28,0,1
Census Tract,12001000200,White,28,2020-07-05,0,0.666666666666667
Census Tract,12001000200,White,29,2020-07-12,0,0
Census Tract,12001000200,White,30,2020-07-19,0,0.333333333333333
Census Tract,12001000200,White,31,2020-07-26,0,0.666666666666667
Census Tract,12001000200,White,32,2020-08-02,1,0.333333333333333
Census Tract,12001000200,White,33,2020-08-09,2,0.666666666666667
Census Tract,12001000200,White,34,2020-08-16,0,1.33333333333333
Census Tract,12001000200,White,35,2020-08-23,0,0.333333333333333
Census Tract,12001000301,Other,1,2019-12-29,0,0
Census Tract,12001000301,Other,2,2020-01-05,0,0.333333333333333
Census Tract,12001000301,Other,3,2020-01-12,1,1
Census Tract,12001000301,Other,4,2020-01-19,2,1.33333333333333
Census Tract,12001000301,Other,5,2020-01-26,1,0.666666666666667
Census Tract,12001000301,Other,6,2020-02-02,0,0
Census Tract,12001000301,Other,7,2020-02-09,1,0.666666666666667
Census Tract,12001000301,Other,8,2020-02-16,0,0
Census Tract,12001000301,Other,9,2020-02-23,0,0.666666666666667
Census Tract,12001000301,Other,10,2020-03-01,0,0.666666666666667
Census Tract,12001000301,Other,11,2020-03-08,0,0.333333333333333
Census Tract,12001000301,Other,12,2020-03-15,0,0
Census Tract,12001000301,Other,13,2020-03-22,0,0.666666666666667
Census Tract,12001000301,Other,14,2020-03-29,0,0
Census Tract,12001000301,Other,15,2020-04-05,0,0.333333333333333
Census Tract,12001000301,Other,16,2020-04-12,0,0.333333333333333
Census Tract,12001000301,Other,17,2020-04-19,0,0.333333333333333
Census Tract,12001000301,Other,18,2020-04-26,0,0.666666666666667
Census Tract,12001000301,Other,19,2020-05-03,0,0.666666666666667
Census Tract,12001000301,Other,20,2020-05-10,0,0
Census Tract,12001000301,Other,21,2020-05-17,1,0.666666666666667
Census Tract,12001000301,Other,22,2020-05-24,0,1
Census Tract,12001000301,Other,23,2020-05-31,0,0
Census Tract,12001000301,Other,24,2020-06-07,0,0.666666666666667
Census Tract,12001000301,Other,25,2020-06-14,0,1.66666666666667
Census Tract,12001000301,Other,26,2020-06-21,1,0
Census Tract,12001000301,Other,27,2020-06-28,0,0.666666666666667
Census Tract,12001000301,Other,28,2020-07-05,0,0.666666666666667
Census Tract,12001000301,Other,29,2020-07-12,0,0
Census Tract,12001000301,Other,30,2020-07-19,1,0.666666666666667
Census Tract,12001000301,Other,31,2020-07-26,0,1
Census Tract,12001000301,Other,32,2020-08-02,0,2.66666666666667
Census Tract,12001000301,Other,33,2020-08-09,0,0.333333333333333
Census Tract,12001000301,Other,34,2020-08-16,0,1
Census Tract,12001000301,Other,35,2020-08-23,0,0
Census Tract,12001000302,White,1,2019-12-29,0,0
Census Tract,12001000302,White,2,2020-01-05,1,0
Census Tract,12001000302,White,3,2020-01-12,0,0.333333333333333
Census Tract,12001000302,White,4,2020-01-19,1,1
Census Tract,12001000302,White,5,2020-01-26,0,1.66666666666667
Census Tract,12001000302,White,6,2020-02-02,1,0.333333333333333
Census Tract,12001000302,White,7,2020-02-09,0,0.666666666666667
Census Tract,12001000302,White,8,2020-02-16,1,0
Census Tract,12001000302,White,9,2020-02-23,0,0.333333333333333
Census Tract,12001000302,White,10,2020-03-01,0,1.33333333333333
Census Tract,12001000302,White,11,2020-03-08,0,1
Census Tract,12001000302,White,12,2020-03-15,0,0
Census Tract,12001000302,White,13,2020-03-22,0,0
Census Tract,12001000302,White,14,2020-03-29,0,0
Census Tract,12001000302,White,15,2020-04-05,0,0
Census Tract,12001000302,White,16,2020-04-12,0,0.333333333333333
Census Tract,12001000302,White,17,2020-04-19,0,0.333333333333333
Census Tract,12001000302,White,18,2020-04-26,1,0
Census Tract,12001000302,White,19,2020-05-03,0,0
Census Tract,12001000302,White,20,2020-05-10,0,1
Census Tract,12001000302,White,21,2020-05-17,0,0.666666666666667
Census Tract,12001000302,White,22,2020-05-24,0,0
Census Tract,12001000302,White,23,2020-05-31,0,0
Census Tract,12001000302,White,24,2020-06-07,0,0.333333333333333
Census Tract,12001000302,White,25,2020-06-14,0,0
Census Tract,12001000302,White,26,2020-06-21,0,0.333333333333333
Census Tract,12001000302,White,27,2020-06-28,0,0.666666666666667
Census Tract,12001000302,White,28,2020-07-05,0,0.333333333333333
Census Tract,12001000302,White,29,2020-07-12,0,0
Census Tract,12001000302,White,30,2020-07-19,0,0
Census Tract,12001000302,White,31,2020-07-26,0,0.333333333333333
Census Tract,12001000302,White,32,2020-08-02,0,0.666666666666667
Census Tract,12001000302,White,33,2020-08-09,0,0
Census Tract,12001000302,White,34,2020-08-16,0,0.666666666666667
Census Tract,12001000302,White,35,2020-08-23,1,0.666666666666667
Census Tract,12001000400,Black,1,2019-12-29,0,0.333333333333333
Census Tract,12001000400,Black,2,2020-01-05,0,1.33333333333333
Census Tract,12001000400,Black,3,2020-01-12,1,1.33333333333333
Census Tract,12001000400,Black,4,2020-01-19,0,0.333333333333333
Census Tract,12001000400,Black,5,2020-01-26,0,0.666666666666667
Census Tract,12001000400,Black,6,2020-02-02,1,1.33333333333333
Census Tract,12001000400,Black,7,2020-02-09,1,1
Census Tract,12001000400,Black,8,2020-02-16,0,0
Census Tract,12001000400,Black,9,2020-02-23,0,0.333333333333333
Census Tract,12001000400,Black,10,2020-03-01,0,0.666666666666667
Census Tract,12001000400,Black,11,2020-03-08,0,0
Census Tract,12001000400,Black,12,2020-03-15,1,0.333333333333333
Census Tract,12001000400,Black,13,2020-03-22,0,0.333333333333333
Census Tract,12001000400,Black,14,2020-03-29,0,0.333333333333333
Census Tract,12001000400,Black,15,2020-04-05,0,0
Census Tract,12001000400,Black,16,2020-04-12,0,0.666666666666667
Census Tract,12001000400,Black,17,2020-04-19,0,0
Census Tract,12001000400,Black,18,2020-04-26,0,0.666666666666667
Census Tract,12001000400,Black,19,2020-05-03,1,0
Census Tract,12001000400,Black,20,2020-05-10,0,0.666666666666667
Census Tract,12001000400,Black,21,2020-05-17,0,0.666666666666667
Census Tract,12001000400,Black,22,2020-05-24,0,0
Census Tract,12001000400,Black,23,2020-05-31,2,0.666666666666667
Census Tract,12001000400,Black,24,2020-06-07,0,1
Census Tract,12001000400,Black,25,2020-06-14,0,0.666666666666667
Census Tract,12001000400,Black,26,2020-06-21,0,0.666666666666667
Census Tract,12001000400,Black,27,2020-06-28,0,1.66666666666667
Census Tract,12001000400,Black,28,2020-07-05,0,1
Census Tract,12001000400,Black,29,2020-07-12,1,1
Census Tract,12001000400,Black,30,2020-07-19,1,0.666666666666667
Census Tract,12001000400,Black,31,2020-07-26,0,0.666666666666667
Census Tract,12001000400,Black,32,2020-08-02,0,0.333333333333333
Census Tract,12001000400,Black,33,2020-08-09,0,0
Census Tract,12001000400,Black,34,2020-08-16,2,0.666666666666667
Census Tract,12001000400,Black,35,2020-08-23,2,0.333333333333333
Census Tract,12001000500,White,1,2019-12-29,0,0.666666666666667
Census Tract,12001000500,White,2,2020-01-05,1,0.666666666666667
Census Tract,12001000500,White,3,2020-01-12,0,0.666666666666667
Census Tract,12001000500,White,4,2020-01-19,0,0.666666666666667
Census Tract,12001000500,White,5,2020-01-26,0,0.333333333333333
