share,last_year,postpandemic,renters
white_share,0.41813615100138335,0.4173655744764569,0.4841833325429183
black_share,0.3625711842764418,0.35754707498514116,0.2694152312434253
hispanic_share,0.14991506864621043,0.16060101916427463,0.17313084827300879
other_share,0.06937759607596442,0.06448633137412729,0.07327058794064767
female_share,0.5767411132887422,0.675901232561329,0.5263286650551782
