site_id,serial_share,filings_pandemic,filings_past_year,filings_past_month,filings_pandemic_pct_hist,filings_past_year_pct_hist,filings_past_month_pct_hist,median_rent,renter_hh,hhs_threatened_rate,eviction_filing_rate,site
45019,0.3679558011049724,23360,9956,887,0.4923829246829073,0.6677397719651241,0.7198214648001623,1346,57055,0.1110332135658575,0.174498291122601,charleston
39061,0.2876995860437611,33181,13011,828,0.8106609203826948,1.0175018768768769,0.7392857142857143,906,143075,0.07091385636903721,0.09093831906342827,cincinnati
39035,0.17316577342450565,15310,6324,521,0.5743870640979947,0.7602560634748895,0.7005042016806723,799,104282,0.051888149440938995,0.06064325578719242,cleveland
39049,0.3027848400638562,54579,22358,1983,0.9268691694592881,1.2211480692555574,1.2223135401684841,1102,257009,0.06580703399491847,0.08699306249975682,columbus
09,0.16302903776807742,42636,21795,1623,0.6800325374419824,1.107206963118501,1.0196858638743436,1277,476797,0.03315247369425563,0.04571127754578993,connecticut
09001,0.1562683931724544,8777,4534,359,0.685935342694141,1.1324619099159101,1.0824120603015064,1644,118307,0.028721884588401362,0.03832402140194578,bridgeport
09003,0.15263265724236838,13636,7158,525,0.7089283238596977,1.1835969795513421,1.0884588804422952,1221,121667,0.04011769830767587,0.05883271552680677,hartford
48113,0.22758498687973583,93326,41348,2846,0.7254763255882649,1.0244966054939788,0.8589537223340049,1273,482309,0.07032213788256077,0.08572927314232162,dallas
10003,0.33716255025847214,19286,8112,656,0.5322808784870041,0.718273381294964,0.6969455511288181,1236,70242,0.09914296289968964,0.11548646109165457,wilmington
10,0.33390607101947306,29394,12320,1088,0.521931362669851,0.702034303948943,0.7420289855072464,1208,108545,0.0965129669722235,0.11350131281956792,delaware
48439,0.2383792424987703,92623,44444,3683,0.7748755048302662,1.1837055384656359,1.1773355710061535,1287,442278,0.07354650242607591,0.10048883281555944,fortworth
12001,0.07358156028368794,4013,2109,190,0.8795295149035649,1.292543411644535,1.5426251691474924,1134,47058,0.02397041948234094,0.04481703429810022,gainesville
12086,0.12276180743768605,84346,40673,4330,0.6954096117009144,0.9388821347778583,1.2262236276962275,1520,908385,0.024776939293361295,0.0447750678401779,miami
48201,0.22702485249418916,174355,83415,6930,0.9396709225056454,1.4289997087694652,1.4976497919930845,1168,832215,0.08064742884951605,0.1002325120311458,houston
45045,0.35569503035291694,35331,14207,1235,0.7671479752469873,0.981163348814724,1.1091154018859453,1077,61820,0.157214493691362,0.2298123584600453,greenville
12103,0.08950076636741844,47958,19827,1768,0.853394546837673,1.127302706390721,1.201086956521739,1313,350246,0.052157626354048296,0.05660878354071139,tampa
18,0.19620573502975722,180015,74301,6506,0.770984282867694,1.019924639153323,1.0340114431023522,905,774845,0.07394640218366254,0.09589143635178649,indiana
18097,0.25308608988403786,66108,27574,2528,0.6912008029924014,0.92461165740344875,1.0044700506605742,960,169686,0.1102801645392077,0.16250014733095247,indianapolis
18141,0.17329796640141468,6695,2976,254,0.6814596162654588,0.9725490196078431,0.955785512699906,906,32277,0.07008086253369272,0.09220187749790873,southbend
12031,0.15897623400365632,33987,15728,1220,0.8937643977405408,1.321347559438797,1.2842105263157895,1203,166485,0.08213953208997808,0.09447097336096345,jacksonville
32003,0.36189689920598306,123422,58458,4447,1.1099774491707006,1.601336775713415,1.6952253883541408,1325,370204,0.11124407083661982,0.15790753206340288,lasvegas
25025,0.09681697612732096,13019,6811,737,0.5159240717012535,0.8643126804352653,1.1512626920072893,1808,292933,0.007721902277995309,0.023251050581532297,boston
47157,0.2674366948023101,66278,29775,2519,0.7697502707505234,1.105839314398195,1.0923677363399826,1043,163597,0.15135363117905584,0.1820021149532082,memphis
55079,0.23076234788833214,32958,12518,1165,0.7884198590518293,0.9619759006516662,0.9831223628691983,954,193302,0.05781626677427031,0.06475877124913348,milwaukee
27,0.09464420688910485,39536,25214,2007,0.733754935576517,1.4977798238709774,1.4070633599158706,1113,615932,0.03007150139950514,0.040936337128124535,minnesota
27053,0.08071376698827679,19537,13423,1118,0.7524287268560865,1.6521886298946074,1.6426078971533518,1265,274851,0.03506991060611022,0.04883737006596301,minneapolis
29,0.16332521208207357,92927,37868,2813,0.6864705241404528,0.8959500304620172,0.771424653777595,882,770131,0.04423533139167233,0.04917085534798625,missouri
29095,0.17494396602571666,20264,9301,753,0.6979703955016318,1.0268271141532348,0.9583200763601655,1044,122228,0.06935399417482083,0.07609549366757208,kansascity
29510,0.1773843930635838,33561,15405,1095,0.697190340171384,1.0259911087430693,0.8135215453194651,951,198599,0.0696881656000282,0.07756836640667879,stlouis
35,0.21934628975265016,33417,13901,1405,0.6182227429699069,0.8207313233094551,0.9871194379391123,906,254299,0.04451452817352801,0.05466399789224496,newmexico
35001,0.2761445078250695,19958,8516,892,0.5747499376043924,0.7810933105050749,1.0128690386071155,946,103857,0.06583090210578006,0.0819973617570313,albuquerque
22071,0.1229320437770425,13097,5673,490,0.6634751773049645,0.9242424242424242,0.8581436077057794,1082,75311,0.052170333682994514,0.07532764138040923,neworleans
42101,0.11125591604362439,29999,15491,1086,0.4453814262330981,0.7326168434244907,0.6686162844389718,1181,311986,0.04672966094632452,0.04965286903899534,philadelphia
44007,0.18824626865671643,14388,6218,588,0.7141509902218692,0.9856933380890104,1.1269765213224725,1116,108750,0.04928735632183908,0.057177011494252875,providence
44,0.1941210710128056,18939,8059,744,0.7694745438367686,1.0374079604551774,1.3224315677212939,1142,161721,0.04249293536399107,0.04983273662665949,rhode_island
55,0.17579958759268197,66856,25518,2310,0.752721827536901,0.9207842193889826,0.9132841328413297,921,781395,0.029169626117392614,0.032656978864722706,wisconsin
48453,,15594,9021,779,0.5307571872660025,0.97877034358047,1.056032535020334,1437,270488,,0.03335083256928219,austin
47037,,27725,12972,1270,0.8284445064193864,1.2404692082111433,1.3501063075832738,1316,146398,,0.08860776786568123,nashville
36061,,246947,124796,11386,0.34314652768642767,0.5535663591199437,0.6564427788988181,1640,2177959,,0.05729951757585887,newyork
42,,250655,113786,9600,0.6851904498958499,0.9942352599375687,1.007318800661053,1036,1571478,,0.07240699519815104,pennsylvania
04013,,165723,75929,6892,0.8111652139181919,1.1878606024955882,1.3281942570822896,1389,583611,,0.13010207141400693,phoenix
42003,,24285,12405,1057,0.5144610036546722,0.8402736562330657,0.8232842912261101,972,186277,,0.06659437289627812,pittsburgh
51760,,34198,19842,1709,0.4392115563061689,0.8174430700462443,0.8723838693210821,1203,87693,,0.22626663473709419,richmond
51,,237986,132506,11264,0.45691689031205596,0.814929655279864,0.8524937561492469,1331,1079291,,0.12277133785049629,virginia
0,,2356535,1102103,94301,0.6371165963145955,0.9462901857942692,0.9925265716876641,,14527152,,0.07586504223264133,all_sites
