site_id,month,month_filings,pct_of_historical,avg_filings,eviction_filing_rate,site
09001,2021-04-01,158,0.448,353,0.016,bridgeport
09001,2021-05-01,120,0.343,349.5,0.012,bridgeport
09001,2021-06-01,151,0.413,366,0.015,bridgeport
09001,2021-07-01,91,0.266,342,0.009,bridgeport
09001,2021-08-01,126,0.321,393,0.013,bridgeport
09001,2021-09-01,224,0.596,376,0.023,bridgeport
09001,2021-10-01,211,0.517,408,0.021,bridgeport
09001,2021-11-01,211,0.624,338,0.021,bridgeport
09001,2021-12-01,209,0.599,349,0.021,bridgeport
09001,2022-01-01,247,0.724,341,0.025,bridgeport
09001,2022-02-01,228,0.661,345,0.023,bridgeport
09001,2022-03-01,523,1.566,334,0.053,bridgeport
09001,2022-04-01,421,1.193,353,0.043,bridgeport
09001,2022-05-01,391,1.119,349.5,0.04,bridgeport
09001,2022-06-01,394,1.077,366,0.04,bridgeport
09001,2022-07-01,403,1.178,342,0.041,bridgeport
09001,2022-08-01,445,1.132,393,0.045,bridgeport
09001,2022-09-01,394,1.048,376,0.04,bridgeport
09001,2022-10-01,414,1.015,408,0.042,bridgeport
09001,2022-11-01,398,1.178,338,0.04,bridgeport
09001,2022-12-01,327,0.937,349,0.033,bridgeport
09001,2023-01-01,349,1.023,341,0.035,bridgeport
09001,2023-02-01,360,1.043,345,0.037,bridgeport
09001,2023-03-01,337,1.009,334,0.034,bridgeport
09001,2023-04-01,352,0.997,353,0.036,bridgeport
09001,2023-05-01,361,1.033,349.5,0.037,bridgeport
09001,2023-06-01,412,1.126,366,0.042,bridgeport
09001,2023-07-01,332,0.971,342,0.034,bridgeport
09001,2023-08-01,441,1.122,393,0.045,bridgeport
09001,2023-09-01,375,0.997,376,0.038,bridgeport
09001,2023-10-01,435,1.066,408,0.044,bridgeport
09001,2023-11-01,388,1.148,338,0.039,bridgeport
09001,2023-12-01,349,1,349,0.035,bridgeport
09001,2024-01-01,333,0.977,341,0.034,bridgeport
09001,2024-02-01,337,0.967,348.5,0.034,bridgeport
09001,2024-03-01,331,0.991,334,0.034,bridgeport
09001,2024-04-01,354,1.003,353,0.036,bridgeport
09001,2024-05-01,338,0.967,349.5,0.034,bridgeport
09001,2024-06-01,320,0.874,366,0.032,bridgeport
09001,2024-07-01,352,1.029,342,0.036,bridgeport
09001,2024-08-01,345,0.878,393,0.035,bridgeport
09001,2024-09-01,377,1.003,376,0.038,bridgeport
09001,2024-10-01,381,0.934,408,0.039,bridgeport
09001,2024-11-01,288,0.852,338,0.029,bridgeport
09001,2024-12-01,349,1,349,0.035,bridgeport
09001,2025-01-01,312,0.915,341,0.032,bridgeport
09001,2025-02-01,285,0.826,345,0.029,bridgeport
09001,2025-03-01,335,1.003,334,0.034,bridgeport
09001,2025-04-01,278,0.788,353,0.028,bridgeport
09001,2025-05-01,274,0.784,349.5,0.028,bridgeport
09001,2025-06-01,270,0.738,366,0.027,bridgeport
45019,2020-01-01,1282,1.252,1024,0.234,charleston
45019,2020-02-01,1216,1.41,862.5,0.222,charleston
45019,2020-03-01,605,0.784,771.5,0.111,charleston
45019,2020-04-01,3,0.004,743.5,0.001,charleston
45019,2020-05-01,311,0.356,873,0.057,charleston
45019,2020-06-01,443,0.526,843,0.081,charleston
45019,2020-07-01,449,0.494,908,0.082,charleston
45019,2020-08-01,494,0.594,832,0.09,charleston
45019,2020-09-01,644,0.737,874,0.118,charleston
45019,2020-10-01,481,0.513,937,0.088,charleston
45019,2020-11-01,550,0.712,772,0.1,charleston
45019,2020-12-01,474,0.557,851.5,0.087,charleston
45019,2021-01-01,544,0.531,1024,0.099,charleston
45019,2021-02-01,464,0.539,860.5,0.085,charleston
45019,2021-03-01,458,0.594,771.5,0.084,charleston
45019,2021-04-01,354,0.476,743.5,0.065,charleston
45019,2021-05-01,335,0.384,873,0.061,charleston
45019,2021-06-01,430,0.51,843,0.079,charleston
45019,2021-07-01,408,0.449,908,0.075,charleston
45019,2021-08-01,391,0.47,832,0.071,charleston
45019,2021-09-01,594,0.68,874,0.109,charleston
45019,2021-10-01,598,0.638,937,0.109,charleston
45019,2021-11-01,534,0.692,772,0.098,charleston
45019,2021-12-01,526,0.618,851.5,0.096,charleston
45019,2022-01-01,800,0.781,1024,0.146,charleston
45019,2022-02-01,688,0.8,860.5,0.126,charleston
45019,2022-03-01,972,1.26,771.5,0.178,charleston
45019,2022-04-01,662,0.89,743.5,0.121,charleston
45019,2022-05-01,656,0.751,873,0.12,charleston
45019,2022-06-01,804,0.954,843,0.147,charleston
45019,2022-07-01,742,0.817,908,0.136,charleston
45019,2022-08-01,835,1.004,832,0.153,charleston
45019,2022-09-01,911,1.042,874,0.166,charleston
45019,2022-10-01,871,0.93,937,0.159,charleston
45019,2022-11-01,759,0.983,772,0.139,charleston
45019,2022-12-01,795,0.934,851.5,0.145,charleston
45019,2023-01-01,1001,0.978,1024,0.183,charleston
45019,2023-02-01,788,0.916,860.5,0.144,charleston
45019,2023-03-01,827,1.072,771.5,0.151,charleston
45019,2023-04-01,729,0.98,743.5,0.133,charleston
45019,2023-05-01,886,1.015,873,0.162,charleston
45019,2023-06-01,854,1.013,843,0.156,charleston
45019,2023-07-01,902,0.993,908,0.165,charleston
45019,2023-08-01,872,1.048,832,0.159,charleston
45019,2023-09-01,835,0.955,874,0.153,charleston
45019,2023-10-01,958,1.022,937,0.175,charleston
45019,2023-11-01,718,0.93,772,0.131,charleston
45019,2023-12-01,863,1.014,851.5,0.158,charleston
45019,2024-01-01,1047,1.022,1024,0.191,charleston
45019,2024-02-01,937,1.086,862.5,0.171,charleston
45019,2024-03-01,716,0.928,771.5,0.131,charleston
45019,2024-04-01,758,1.02,743.5,0.138,charleston
45019,2024-05-01,860,0.985,873,0.157,charleston
45019,2024-06-01,832,0.987,843,0.152,charleston
45019,2024-07-01,914,1.007,908,0.167,charleston
45019,2024-08-01,792,0.952,832,0.145,charleston
45019,2024-09-01,913,1.045,874,0.167,charleston
45019,2024-10-01,916,0.978,937,0.167,charleston
45019,2024-11-01,826,1.07,772,0.151,charleston
45019,2024-12-01,840,0.986,851.5,0.153,charleston
45019,2025-01-01,932,0.91,1024,0.17,charleston
45019,2025-02-01,882,1.025,860.5,0.161,charleston
45019,2025-03-01,959,1.243,771.5,0.175,charleston
45019,2025-04-01,817,1.099,743.5,0.149,charleston
45019,2025-05-01,879,1.007,873,0.161,charleston
45019,2025-06-01,839,0.995,843,0.153,charleston
39061,2020-01-01,1143,1.115,1025.5,0.091,cincinnati
39061,2020-02-01,887,0.741,1197.5,0.07,cincinnati
39061,2020-03-01,527,0.602,875.5,0.042,cincinnati
39061,2020-04-01,239,0.254,941,0.019,cincinnati
39061,2020-05-01,328,0.295,1112.5,0.026,cincinnati
39061,2020-06-01,379,0.314,1206.5,0.03,cincinnati
39061,2020-07-01,533,0.463,1151.5,0.042,cincinnati
39061,2020-08-01,736,0.571,1289.5,0.058,cincinnati
39061,2020-09-01,777,0.692,1123.5,0.062,cincinnati
39061,2020-10-01,698,0.588,1187.5,0.055,cincinnati
39061,2020-11-01,709,0.727,975,0.056,cincinnati
39061,2020-12-01,873,0.742,1176.5,0.069,cincinnati
39061,2021-01-01,760,0.741,1025.5,0.06,cincinnati
39061,2021-02-01,662,0.563,1175.5,0.053,cincinnati
39061,2021-03-01,673,0.769,875.5,0.053,cincinnati
39061,2021-04-01,707,0.751,941,0.056,cincinnati
39061,2021-05-01,690,0.62,1112.5,0.055,cincinnati
39061,2021-06-01,897,0.743,1206.5,0.071,cincinnati
39061,2021-07-01,920,0.799,1151.5,0.073,cincinnati
39061,2021-08-01,865,0.671,1289.5,0.069,cincinnati
39061,2021-09-01,980,0.872,1123.5,0.078,cincinnati
39061,2021-10-01,934,0.787,1187.5,0.074,cincinnati
39061,2021-11-01,866,0.888,975,0.069,cincinnati
39061,2021-12-01,960,0.816,1176.5,0.076,cincinnati
39061,2022-01-01,1039,1.013,1025.5,0.083,cincinnati
39061,2022-02-01,848,0.721,1175.5,0.067,cincinnati
39061,2022-03-01,1000,1.142,875.5,0.079,cincinnati
39061,2022-04-01,805,0.855,941,0.064,cincinnati
39061,2022-05-01,974,0.876,1112.5,0.077,cincinnati
39061,2022-06-01,1182,0.98,1206.5,0.094,cincinnati
39061,2022-07-01,1182,1.026,1151.5,0.094,cincinnati
39061,2022-08-01,1260,0.977,1289.5,0.1,cincinnati
39061,2022-09-01,1238,1.102,1123.5,0.098,cincinnati
39061,2022-10-01,1166,0.982,1187.5,0.093,cincinnati
39061,2022-11-01,1054,1.081,975,0.084,cincinnati
39061,2022-12-01,1310,1.113,1176.5,0.104,cincinnati
39061,2023-01-01,972,0.948,1025.5,0.077,cincinnati
39061,2023-02-01,1115,0.949,1175.5,0.089,cincinnati
39061,2023-03-01,862,0.985,875.5,0.068,cincinnati
39061,2023-04-01,843,0.896,941,0.067,cincinnati
39061,2023-05-01,942,0.847,1112.5,0.075,cincinnati
39061,2023-06-01,1189,0.985,1206.5,0.094,cincinnati
39061,2023-07-01,1048,0.91,1151.5,0.083,cincinnati
39061,2023-08-01,1406,1.09,1289.5,0.112,cincinnati
39061,2023-09-01,1093,0.973,1123.5,0.087,cincinnati
39061,2023-10-01,1165,0.981,1187.5,0.093,cincinnati
39061,2023-11-01,1000,1.026,975,0.079,cincinnati
39061,2023-12-01,1155,0.982,1176.5,0.092,cincinnati
39061,2024-01-01,1079,1.052,1025.5,0.086,cincinnati
39061,2024-02-01,1280,1.069,1197.5,0.102,cincinnati
39061,2024-03-01,889,1.015,875.5,0.071,cincinnati
39061,2024-04-01,1039,1.104,941,0.083,cincinnati
39061,2024-05-01,1283,1.153,1112.5,0.102,cincinnati
39061,2024-06-01,1224,1.015,1206.5,0.097,cincinnati
39061,2024-07-01,1255,1.09,1151.5,0.1,cincinnati
39061,2024-08-01,1173,0.91,1289.5,0.093,cincinnati
39061,2024-09-01,1154,1.027,1123.5,0.092,cincinnati
39061,2024-10-01,1210,1.019,1187.5,0.096,cincinnati
39061,2024-11-01,950,0.974,975,0.075,cincinnati
39061,2024-12-01,1198,1.018,1176.5,0.095,cincinnati
39061,2025-01-01,1158,1.129,1025.5,0.092,cincinnati
39061,2025-02-01,1082,0.92,1175.5,0.086,cincinnati
39061,2025-03-01,934,1.067,875.5,0.074,cincinnati
39061,2025-04-01,1024,1.088,941,0.081,cincinnati
39061,2025-05-01,1040,0.935,1112.5,0.083,cincinnati
39061,2025-06-01,916,0.759,1206.5,0.073,cincinnati
39035,2020-01-01,658,1.238,531.5,0.082,cleveland
39035,2020-02-01,593,1.001,592.5,0.074,cleveland
39035,2020-03-01,223,0.523,426,0.028,cleveland
39035,2020-04-01,1,0.002,434.5,0,cleveland
39035,2020-05-01,2,0.004,488,0,cleveland
39035,2020-06-01,509,0.951,535,0.064,cleveland
39035,2020-07-01,416,0.777,535.5,0.052,cleveland
39035,2020-08-01,439,0.814,539,0.055,cleveland
39035,2020-09-01,323,0.594,543.5,0.04,cleveland
39035,2020-10-01,382,0.69,553.5,0.048,cleveland
39035,2020-11-01,332,0.695,477.5,0.042,cleveland
39035,2020-12-01,437,0.836,522.5,0.055,cleveland
39035,2021-01-01,397,0.747,531.5,0.05,cleveland
39035,2021-02-01,322,0.548,588,0.04,cleveland
39035,2021-03-01,423,0.993,426,0.053,cleveland
39035,2021-04-01,237,0.545,434.5,0.03,cleveland
39035,2021-05-01,244,0.5,488,0.031,cleveland
39035,2021-06-01,304,0.568,535,0.038,cleveland
39035,2021-07-01,332,0.62,535.5,0.042,cleveland
39035,2021-08-01,377,0.699,539,0.047,cleveland
39035,2021-09-01,441,0.811,543.5,0.055,cleveland
39035,2021-10-01,421,0.761,553.5,0.053,cleveland
39035,2021-11-01,392,0.821,477.5,0.049,cleveland
39035,2021-12-01,345,0.66,522.5,0.043,cleveland
39035,2022-01-01,403,0.758,531.5,0.05,cleveland
39035,2022-02-01,344,0.585,588,0.043,cleveland
39035,2022-03-01,419,0.984,426,0.052,cleveland
39035,2022-04-01,364,0.838,434.5,0.046,cleveland
39035,2022-05-01,357,0.732,488,0.045,cleveland
39035,2022-06-01,449,0.839,535,0.056,cleveland
39035,2022-07-01,418,0.781,535.5,0.052,cleveland
39035,2022-08-01,525,0.974,539,0.066,cleveland
39035,2022-09-01,676,1.244,543.5,0.085,cleveland
39035,2022-10-01,602,1.088,553.5,0.075,cleveland
39035,2022-11-01,548,1.148,477.5,0.069,cleveland
39035,2022-12-01,525,1.005,522.5,0.066,cleveland
39035,2023-01-01,497,0.935,531.5,0.062,cleveland
39035,2023-02-01,642,1.092,588,0.08,cleveland
39035,2023-03-01,475,1.115,426,0.059,cleveland
39035,2023-04-01,441,1.015,434.5,0.055,cleveland
39035,2023-05-01,520,1.066,488,0.065,cleveland
39035,2023-06-01,593,1.108,535,0.074,cleveland
39035,2023-07-01,551,1.029,535.5,0.069,cleveland
39035,2023-08-01,597,1.108,539,0.075,cleveland
39035,2023-09-01,579,1.065,543.5,0.073,cleveland
39035,2023-10-01,561,1.014,553.5,0.07,cleveland
39035,2023-11-01,528,1.106,477.5,0.066,cleveland
39035,2023-12-01,532,1.018,522.5,0.067,cleveland
39035,2024-01-01,566,1.065,531.5,0.071,cleveland
39035,2024-02-01,543,0.916,592.5,0.068,cleveland
39035,2024-03-01,377,0.885,426,0.047,cleveland
39035,2024-04-01,428,0.985,434.5,0.054,cleveland
39035,2024-05-01,456,0.934,488,0.057,cleveland
39035,2024-06-01,477,0.892,535,0.06,cleveland
39035,2024-07-01,520,0.971,535.5,0.065,cleveland
39035,2024-08-01,481,0.892,539,0.06,cleveland
39035,2024-09-01,508,0.935,543.5,0.064,cleveland
39035,2024-10-01,546,0.986,553.5,0.068,cleveland
39035,2024-11-01,427,0.894,477.5,0.053,cleveland
39035,2024-12-01,513,0.982,522.5,0.064,cleveland
39035,2025-01-01,542,1.02,531.5,0.068,cleveland
39035,2025-02-01,320,0.544,588,0.04,cleveland
39035,2025-03-01,457,1.073,426,0.057,cleveland
39035,2025-04-01,416,0.957,434.5,0.052,cleveland
39035,2025-05-01,449,0.92,488,0.056,cleveland
39035,2025-06-01,380,0.71,535,0.048,cleveland
39049,2020-01-01,1578,0.658,2398.5,0.069,columbus
39049,2020-02-01,1380,0.67,2058.5,0.06,columbus
39049,2020-03-01,823,0.465,1769.5,0.036,columbus
39049,2020-04-01,297,0.169,1752.5,0.013,columbus
39049,2020-05-01,394,0.171,2303.5,0.017,columbus
39049,2020-06-01,682,0.331,2061.5,0.03,columbus
39049,2020-07-01,768,0.341,2254,0.034,columbus
39049,2020-08-01,978,0.42,2327,0.043,columbus
39049,2020-09-01,1399,0.695,2014,0.061,columbus
39049,2020-10-01,1321,0.587,2252,0.058,columbus
39049,2020-11-01,840,0.502,1674,0.037,columbus
39049,2020-12-01,1657,0.885,1873,0.072,columbus
39049,2021-01-01,926,0.386,2398.5,0.04,columbus
39049,2021-02-01,825,0.414,1991,0.036,columbus
39049,2021-03-01,1666,0.942,1769.5,0.073,columbus
39049,2021-04-01,1032,0.589,1752.5,0.045,columbus
39049,2021-05-01,930,0.404,2303.5,0.041,columbus
39049,2021-06-01,1208,0.586,2061.5,0.053,columbus
39049,2021-07-01,1535,0.681,2254,0.067,columbus
39049,2021-08-01,1477,0.635,2327,0.064,columbus
39049,2021-09-01,1420,0.705,2014,0.062,columbus
39049,2021-10-01,1481,0.658,2252,0.065,columbus
39049,2021-11-01,1294,0.773,1674,0.057,columbus
39049,2021-12-01,1640,0.876,1873,0.072,columbus
39049,2022-01-01,1664,0.694,2398.5,0.073,columbus
39049,2022-02-01,1549,0.778,1991,0.068,columbus
39049,2022-03-01,1647,0.931,1769.5,0.072,columbus
39049,2022-04-01,1427,0.814,1752.5,0.062,columbus
