site_id,month,month_filings,pct_of_historical,avg_filings,eviction_filing_rate,site
0,2020-01-01,119875,1.012,118416,0.089,all_sites
0,2020-02-01,105326,0.988,106596,0.078,all_sites
0,2020-03-01,60090,0.594,101167,0.045,all_sites
0,2020-04-01,8367,0.084,99460,0.006,all_sites
0,2020-05-01,12247,0.112,109620,0.009,all_sites
0,2020-06-01,23932,0.215,111295,0.018,all_sites
0,2020-07-01,29486,0.258,114502,0.022,all_sites
0,2020-08-01,45520,0.387,117644,0.034,all_sites
0,2020-09-01,62638,0.565,110919.5,0.047,all_sites
0,2020-10-01,63842,0.556,114774.5,0.048,all_sites
0,2020-11-01,57463,0.569,100910,0.043,all_sites
0,2020-12-01,57931,0.562,102999.5,0.043,all_sites
0,2021-01-01,48033,0.406,118418.5,0.036,all_sites
0,2021-02-01,42760,0.409,104599,0.032,all_sites
0,2021-03-01,53431,0.528,101167,0.04,all_sites
0,2021-04-01,44498,0.447,99460,0.033,all_sites
0,2021-05-01,45167,0.412,109619,0.034,all_sites
0,2021-06-01,55679,0.5,111295,0.041,all_sites
0,2021-07-01,56836,0.496,114502,0.042,all_sites
0,2021-08-01,60002,0.51,117644,0.045,all_sites
0,2021-09-01,66280,0.598,110919.5,0.049,all_sites
0,2021-10-01,71320,0.621,114774.5,0.053,all_sites
0,2021-11-01,66686,0.661,100910,0.05,all_sites
0,2021-12-01,67658,0.657,102999.5,0.05,all_sites
0,2022-01-01,82196,0.694,118418.5,0.061,all_sites
0,2022-02-01,80667,0.771,104599,0.06,all_sites
0,2022-03-01,90793,0.897,101167,0.068,all_sites
0,2022-04-01,83138,0.836,99460,0.062,all_sites
0,2022-05-01,92316,0.842,109619,0.069,all_sites
0,2022-06-01,100735,0.905,111295,0.075,all_sites
0,2022-07-01,107449,0.938,114502,0.08,all_sites
0,2022-08-01,117418,0.998,117642.5,0.087,all_sites
0,2022-09-01,112120,1.011,110919.5,0.083,all_sites
0,2022-10-01,111032,0.967,114774.5,0.083,all_sites
0,2022-11-01,101798,1.009,100910,0.076,all_sites
0,2022-12-01,105028,1.02,102999.5,0.078,all_sites
0,2023-01-01,120915,1.008,120009,0.09,all_sites
0,2023-02-01,105724,0.998,105946.5,0.079,all_sites
0,2023-03-01,107940,1.054,102445,0.08,all_sites
0,2023-04-01,99182,0.984,100808.5,0.074,all_sites
0,2023-05-01,112582,1.013,111111,0.084,all_sites
0,2023-06-01,116297,1.03,112884,0.087,all_sites
0,2023-07-01,114470,0.986,116119.5,0.085,all_sites
0,2023-08-01,122540,1.028,119221.5,0.091,all_sites
0,2023-09-01,112264,0.999,112418,0.084,all_sites
0,2023-10-01,120171,1.034,116267.5,0.089,all_sites
0,2023-11-01,105544,1.031,102387,0.079,all_sites
0,2023-12-01,104754,1.004,104350,0.078,all_sites
0,2024-01-01,119075,0.992,120009,0.089,all_sites
0,2024-02-01,110389,1.023,107950,0.082,all_sites
0,2024-03-01,97199,0.949,102445,0.072,all_sites
0,2024-04-01,102725,1.019,100808.5,0.076,all_sites
0,2024-05-01,109633,0.987,111111,0.082,all_sites
0,2024-06-01,109333,0.969,112884,0.081,all_sites
0,2024-07-01,117464,1.012,116119.5,0.087,all_sites
0,2024-08-01,115876,0.972,119221.5,0.086,all_sites
0,2024-09-01,112147,0.998,112418,0.084,all_sites
0,2024-10-01,113415,0.975,116267.5,0.084,all_sites
0,2024-11-01,99137,0.968,102387,0.074,all_sites
0,2024-12-01,104343,1,104350,0.078,all_sites
0,2025-01-01,119634,0.997,120006.5,0.089,all_sites
0,2025-02-01,103816,0.98,105946.5,0.077,all_sites
0,2025-03-01,97256,0.949,102445,0.072,all_sites
0,2025-04-01,98277,0.975,100808.5,0.073,all_sites
0,2025-05-01,104705,0.942,111111,0.078,all_sites
0,2025-06-01,106943,0.947,112884,0.08,all_sites
0,2025-07-01,118347,1.019,116119.5,0.088,all_sites
0,2025-08-01,110699,0.929,119223,0.082,all_sites
0,2025-09-01,111876,0.995,112418,0.083,all_sites
0,2025-10-01,113842,0.989,115084.5,0.085,all_sites
0,2025-11-01,92667,0.916,101160.5,0.069,all_sites
0,2025-12-01,104877,1.016,103216.5,0.078,all_sites
0,2026-01-01,106314,0.934,113867.5,0.079,all_sites
0,2026-02-01,101271,1.004,100835.5,0.075,all_sites
0,2026-03-01,95398,0.981,97226.5,0.071,all_sites
0,2026-04-01,92288,0.989,93337.5,0.069,all_sites
0,2026-05-01,91384,0.889,102762,0.068,all_sites
35001,2020-01-01,1023,1.355,755,0.122,albuquerque
35001,2020-02-01,888,1.262,703.5,0.106,albuquerque
35001,2020-03-01,698,0.963,724.5,0.083,albuquerque
35001,2020-04-01,298,0.401,743,0.036,albuquerque
35001,2020-05-01,271,0.335,809,0.032,albuquerque
35001,2020-06-01,301,0.381,790.5,0.036,albuquerque
35001,2020-07-01,306,0.384,797.5,0.037,albuquerque
35001,2020-08-01,422,0.469,900.5,0.05,albuquerque
35001,2020-09-01,398,0.512,777,0.048,albuquerque
35001,2020-10-01,438,0.537,815.5,0.052,albuquerque
35001,2020-11-01,474,0.667,710.5,0.057,albuquerque
35001,2020-12-01,515,0.702,733.5,0.061,albuquerque
35001,2021-01-01,556,0.736,755,0.066,albuquerque
35001,2021-02-01,424,0.606,699.5,0.051,albuquerque
35001,2021-03-01,414,0.571,724.5,0.049,albuquerque
35001,2021-04-01,343,0.462,743,0.041,albuquerque
35001,2021-05-01,465,0.575,809,0.056,albuquerque
35001,2021-06-01,499,0.631,790.5,0.06,albuquerque
35001,2021-07-01,506,0.634,797.5,0.06,albuquerque
35001,2021-08-01,463,0.514,900.5,0.055,albuquerque
35001,2021-09-01,431,0.555,777,0.051,albuquerque
35001,2021-10-01,533,0.654,815.5,0.064,albuquerque
35001,2021-11-01,473,0.666,710.5,0.056,albuquerque
35001,2021-12-01,430,0.586,733.5,0.051,albuquerque
