share,last_year,postpandemic,renters
white_share,0.3865069655986279,0.4029263049254715,0.5025842349580469
black_share,0.3797215654920194,0.3793135664972578,0.26446882254245435
hispanic_share,0.15843997280650818,0.14462975258319666,0.15518778047692453
other_share,0.0753314961028445,0.07313037599407402,0.07775916202257416
female_share,0.535808934362026,0.5385617756434398,0.5267697980171078
