site_id,serial_share,filings_pandemic,filings_past_year,filings_past_month,filings_pandemic_pct_hist,filings_past_year_pct_hist,filings_past_month_pct_hist,median_rent,renter_hh,hhs_threatened_rate,eviction_filing_rate,site,latest_update
45019,0.3765296517100722,41515,10169,869,0.5615010329914825,0.6820254862508384,0.7112748107223246,1665,65685,0.0970388977696582,0.1548146456573038,charleston,2025-03-01
39035,0.1680335338071806,25945,5595,320,0.62751690026726,0.6720317098072188,0.507533703409992,939,95834,0.05725525387649477,0.0583822025585909,cleveland,2025-03-01
39049,0.280949599022784,98865,25159,1988,1.0876796021797965,1.3741329400841116,1.4883953082106278,1287,274822,0.06851343778882331,0.09154652829831673,columbus,2025-03-01
09,0.16124678663239075,78212,19899,1481,0.8006961506961501,1.0108883394858936,0.9579560155239327,1463,494848,0.03144399896533885,0.040212348034143815,connecticut,2025-03-01
09001,0.17080125463358997,16208,4031,284,0.8161949843891627,1.0068270751810837,0.9083155650319819,1644,118307,0.02964321637772913,0.03407237103468096,bridgeport,2025-03-01
09003,0.14649956784788246,25357,6684,459,0.8446608409855542,1.1052196439398114,0.9431506849315061,1221,121667,0.03803825194999465,0.05493683578949099,hartford,2025-03-01
48113,0.211810670595017,159402,37243,3110,0.7949801506819253,0.9227853119476699,0.9886616509483935,1597,493482,0.06327687737344018,0.07546982463392789,dallas,2025-03-01
10003,0.3407147862648914,34575,7906,727,0.6144973385111658,0.7000332042058661,0.798901098901099,1393,67569,0.10559576136985896,0.11700631946602733,wilmington,2025-03-01
10,0.33773234200743496,52371,12003,1095,0.5991025644692175,0.6839705966151918,0.7965084560829242,1358,108917,0.0987908223693271,0.1102031822396871,delaware,2025-03-01
48439,0.24406253729562,175581,46678,3581,0.9414404632645675,1.24320509235215,1.2697455899299708,1618,458787,0.07305350849086831,0.1017422028087108,fortworth,2025-03-01
48201,0.23435548152995064,316339,76578,6536,1.0905571394589602,1.3118736402103712,1.5255879092023108,1403,848172,0.07928108921303698,0.09028593257028056,houston,2025-03-01
45045,0.3601909877648463,61654,14620,1241,0.8577052829269989,1.0096859407103023,1.0945975744211687,1295,72371,0.13890923159829213,0.20201461911539154,greenville,2025-03-01
12103,0.08799266727772685,82442,18886,1273,0.942789589998256,1.0738003183989084,0.9807395993836672,1764,368395,0.03553794161158539,0.051265625212068566,tampa,2025-03-01
18,0.20304559180967813,307866,71913,4567,0.84876338142329,0.9871413422832611,0.8514962244802834,1044,814438,0.06668156446531227,0.08829769730783682,indiana,2025-03-01
18141,0.1753410813542193,11692,2864,161,0.7681745014946947,0.9357948047704624,0.6722338204592901,1077,33066,0.05984999697574548,0.08661464948890099,southbend,2025-03-01
12031,0.1623199688594784,59114,13781,1260,0.997502615504033,1.1577753507519113,1.6813450760608488,1516,177265,0.07246213296477026,0.0777423631286492,jacksonville,2025-03-01
47157,0.2750867169965313,114437,24689,591,0.8678443997012062,0.9946017806066954,0.24041492931963795,1226,168231,0.1456628088758909,0.16009804700355193,memphis,2025-02-01
29,0.15278568645667875,156961,36484,2890,0.7464593815688102,0.8619251804339866,1.0066179031696274,1019,798230,0.0418012352329529,0.04570612480112248,missouri,2025-03-01
29095,0.16131787675411838,35263,8434,646,0.7819367141938488,0.9290592641551002,1.126416739319965,1197,122597,0.06684502883431079,0.0687945055751772,kansascity,2025-03-01
29510,0.16521988664897053,60656,15395,1273,0.8132575351281777,1.025325096987962,1.2529527559055118,1129,201627,0.06913260624817112,0.07635386133801525,stlouis,2025-03-01
44007,0.19754623044096728,24038,4697,391,0.7790949236316493,0.8058677189671442,0.6607520067596113,1369,111239,0.05055780796303454,0.046062981508283966,providence,2025-02-01
