site_id,serial_share,filings_pandemic,filings_past_year,filings_past_month,filings_pandemic_pct_hist,filings_past_year_pct_hist,filings_past_month_pct_hist,median_rent,renter_hh,hhs_threatened_rate,eviction_filing_rate,site,latest_update
45019,0.3679558011049724,25989,10203,872,0.5066995510886466,0.6843058350100604,0.662613981762918,1346,57055,0.1110332135658575,0.1788274472000701,charleston,2023-09-01
39061,0.2876995860437611,36237,12443,1296,0.8132254329033475,0.9730824574574574,1.0912765240821827,906,143075,0.07091385636903721,0.086968373230823,cincinnati,2023-09-01
39035,0.17316577342450565,17052,6674,598,0.5893819991704687,0.8023322213205902,0.7496082732685678,799,104282,0.051888149440938995,0.0639995397096335,cleveland,2023-09-01
39049,0.3027848400638562,61199,23633,2438,0.9619509690399719,1.290785952263914,1.4657314629258547,1102,257009,0.06580703399491847,0.09195397826535258,columbus,2023-09-01
09,0.16302903776807742,48078,21118,1942,0.7059048085158443,1.0728147119585458,1.0237216657880865,1277,476797,0.03315247369425563,0.04429138606157337,connecticut,2023-09-01
09001,0.1562683931724544,9963,4478,442,0.7182611203229758,1.1184747314961283,1.23463687150838,1644,118307,0.028721884588401362,0.03785067662944712,bridgeport,2023-09-01
09003,0.15263265724236838,15397,7027,621,0.7358770113111359,1.1619357327895055,1.019704433497537,1221,121667,0.04011769830767587,0.05775600614792836,hartford,2023-09-01
48113,0.22758498687973583,103448,39642,3690,0.7417222341722233,0.9822263334379489,0.9972972972972973,1273,482309,0.07032213788256077,0.08219212164815502,dallas,2023-09-01
10003,0.33716255025847214,21572,8365,855,0.5495735913227904,0.7406751521859436,0.8047058823529412,1236,70242,0.09914296289968964,0.11908829475242733,wilmington,2023-09-01
10,0.33390607101947306,32862,12885,1227,0.5387213114754098,0.7342298706479001,0.7398251432016882,1208,108545,0.0965129669722235,0.11870652724676402,delaware,2023-09-01
48439,0.2383792424987703,104638,45209,4185,0.8071646488450398,1.204080273793829,1.20431654676259,1287,442278,0.07354650242607591,0.10221851414721057,fortworth,2023-09-01
12001,0.07358156028368794,4607,2282,218,0.9291740898853741,1.398569969356486,2.0861244019138754,1134,47058,0.02397041948234094,0.04849334863360109,gainesville,2023-04-01
12086,0.12276180743768605,96530,43444,3988,0.7328859773774381,1.0028469860420741,1.304546941445862,1520,908385,0.024776939293361295,0.04782553652911486,miami,2023-04-01
48201,0.22702485249418916,196895,83337,7945,0.971275367752247,1.4276634745515906,1.3661765970251913,1168,832215,0.08064742884951605,0.10013878625114904,houston,2023-09-01
45045,0.35569503035291694,39434,14677,1404,0.791291261161834,1.013622472763687,1.120063821300359,1077,61820,0.157214493691362,0.23741507602717568,greenville,2023-09-01
12103,0.08950076636741844,51391,20032,1637,0.8669782036574668,1.1389583807141233,1.0532411130770467,1313,350246,0.052157626354048296,0.057194086442100694,tampa,2023-08-01
18,0.19620573502975722,200097,74727,6824,0.7875485952516129,1.025772311409138,0.9663669192097997,905,774845,0.07394640218366254,0.09644122372861669,indiana,2023-09-01
18097,0.25308608988403786,73634,27876,2572,0.7080566760742155,0.9347383245730956,0.8947643068359715,960,169686,0.1102801645392077,0.16427990523673136,indianapolis,2023-09-01
18141,0.17329796640141468,7404,2910,212,0.6938593819553452,0.9509803921568627,0.7571428571428571,906,32277,0.07008086253369272,0.09015707779533413,southbend,2023-09-01
12031,0.15897623400365632,36520,15586,1183,0.9063294155019059,1.3094177938334874,1.0208836727649293,1203,166485,0.08213953208997808,0.09361804366759768,jacksonville,2023-08-01
32003,0.36189689920598306,143687,55118,5237,1.1942368908799255,1.8275653406500494,Inf,1325,370204,0.11124407083661982,0.14888547935732732,lasvegas,2023-09-01
25025,0.09681697612732096,13982,6509,397,0.5540863638164933,1.1388329979879275,Inf,1808,292933,0.007721902277995309,0.02222009811117218,boston,2023-09-01
47157,0.2674366948023101,73659,29626,2238,0.7863901203462256,1.1003054753437758,0.8494970582653255,1043,163597,0.15135363117905584,0.18109134030575133,memphis,2023-09-01
55079,0.23076234788833214,37380,13444,1349,0.8201901050580584,1.0331366039591787,1.0389710412815774,954,193302,0.05781626677427031,0.0695492028018334,milwaukee,2023-09-01
27,0.09464420688910485,45641,24142,2052,0.7802247114180582,1.4341001232606145,1.3123351187145256,1113,615932,0.03007150139950514,0.039195885260061174,minnesota,2023-09-01
27053,0.08071376698827679,22952,13036,1179,0.8137672456201775,1.604554196476652,1.5780491885561319,1265,274851,0.03506991060611022,0.04742933443938716,minneapolis,2023-09-01
29,0.16332521208207357,102963,38567,3405,0.6990269510624105,0.9124882440273744,0.8496568933250156,882,770131,0.04423533139167233,0.05007849313947887,missouri,2023-09-01
29095,0.17494396602571666,22717,9453,788,0.7178531082372831,1.0436078604548464,0.8861400056227158,1044,122228,0.06935399417482083,0.07733907124390484,kansascity,2023-09-01
29510,0.1773843930635838,37785,15890,1449,0.7197142857142858,1.058292678865782,0.986049676760803,951,198599,0.0696881656000282,0.08001047336592833,stlouis,2023-09-01
35,0.21934628975265016,37579,14693,1520,0.6407732225373572,0.8674919310399124,0.960000000000002,906,254299,0.04451452817352801,0.05777844191286635,newmexico,2023-09-01
35001,0.2761445078250695,22547,9064,950,0.5983122960027595,0.8313562431209486,0.930764206401042,946,103857,0.06583090210578006,0.08727384769442599,albuquerque,2023-09-01
22071,0.1229320437770425,14135,5223,0,0.6797307044962732,0.9467101685698749,,1082,75311,0.052170333682994514,0.06935241863738364,neworleans,2023-09-01
42101,0.11125591604362439,33331,14698,1202,0.45579608079095274,0.6951134442355668,0.5971928952925103,1181,311986,0.04672966094632452,0.047111088318065555,philadelphia,2023-09-01
44007,0.18824626865671643,16075,6490,630,0.7348067561081526,1.0288114770340426,1.0378912685337727,1116,108750,0.04928735632183908,0.05967816091954023,providence,2023-09-01
44,0.1941210710128056,21121,8348,820,0.7841965150946969,1.0746099582925699,1.0211706102117062,1142,161721,0.04249293536399107,0.051619764903753994,rhode_island,2023-09-01
55,0.17579958759268197,76033,27502,2742,0.7838776856777601,0.9923743083954777,0.9628935970970374,921,781395,0.029169626117392614,0.035196027617274236,wisconsin,2023-09-01
48453,,18105,9128,746,0.568561872909699,0.9903797468354429,0.9015105740181268,1437,270488,,0.033746413888971045,austin,2023-09-01
47037,,31155,13228,1208,0.8580280914348661,1.2649496366186403,1.3007896625987074,1316,146398,,0.09035642563422998,nashville,2023-09-01
36061,,278489,127659,9275,0.35838387582055165,0.5662659687721794,0.4397123893805317,1640,2177959,,0.058614051045038036,newyork,2023-09-01
42,,281099,114417,10486,0.7071624032789711,0.9997487892735204,0.9598388979152841,1036,1571478,,0.07280852802266402,pennsylvania,2023-09-01
04013,,187534,78969,7693,0.8460541773513335,1.2354194565775145,1.2913784999664273,1389,583611,,0.13531102052565835,phoenix,2023-09-01
42003,,27731,12557,1200,0.5403706197467845,0.8505696333187107,0.8371008407548509,972,186277,,0.06741036198779238,pittsburgh,2023-09-01
51760,,39245,20511,1676,0.4656267333457912,0.8450042742525208,0.8088803088803089,1203,87693,,0.23389552187745885,richmond,2023-09-01
51,,273351,136844,11844,0.48488562834233473,0.8416089365547048,0.8264024560424226,1331,1079291,,0.1267906431166386,virginia,2023-09-01
0,,2653510,1115865,99110,0.6623850402144338,0.9656785793068757,0.9603374310432721,,14527152,,0.07681237175738231,all_sites,2023-09-01
