id,week_date,week_diff,month_date,month_diff,racial_majority
12031000100,,,11/10/2020,1.1,Black
12031000200,,,11/10/2020,1.05263157894737,Black
12031000300,,,11/10/2020,0.869565217391304,Black
12031000600,,,11/10/2020,1,Other
12031000700,,,11/10/2020,2.22222222222222,White
12031001000,,,11/10/2020,1.77777777777778,Black
12031001200,,,11/10/2020,0.857142857142857,White
12031001300,,,11/10/2020,1.07692307692308,Black
12031001400,,,11/10/2020,0.941176470588235,Black
12031001500,,,11/10/2020,2.19354838709677,Black
12031001600,,,11/10/2020,0.761904761904762,Black
12031002101,,,11/10/2020,0.380952380952381,White
12031002102,,,11/10/2020,1.2,White
12031002200,,,11/10/2020,1.14285714285714,White
12031002501,,,11/10/2020,1,Other
12031002502,,,11/10/2020,1,White
12031002600,,,11/10/2020,0.96,Black
12031002701,,,11/10/2020,2.90909090909091,Black
12031002702,,,11/10/2020,1.28571428571429,Black
12031002801,,,11/10/2020,1.67741935483871,Black
12031002802,,,11/10/2020,0.545454545454545,Black
12031002901,,,11/10/2020,0.5,Black
12031002902,,,11/10/2020,1.09090909090909,Black
12031010101,,,11/10/2020,1.66666666666667,White
12031010103,,,11/10/2020,1,White
12031010201,,,11/10/2020,1.4,White
12031010301,,,11/10/2020,0.727272727272727,White
12031010303,,,11/10/2020,1.48148148148148,Black
12031010304,,,11/10/2020,0.64367816091954,Black
12031010401,,,11/10/2020,0.823529411764706,Black
12031010402,,,11/10/2020,0.383561643835616,Black
12031010500,,,11/10/2020,0.823529411764706,Black
12031010600,,,11/10/2020,0.727272727272727,White
12031010700,,,11/10/2020,0.888888888888889,Black
12031010800,,,11/10/2020,1.05263157894737,Black
12031010900,,,11/10/2020,2,Black
12031011000,,,11/10/2020,1.09090909090909,Black
12031011100,,,11/10/2020,0.32,Black
12031011200,,,11/10/2020,1.77777777777778,Black
12031011300,,,11/10/2020,1.68421052631579,Black
12031011400,,,11/10/2020,1,Black
12031011500,,,11/10/2020,0.521739130434783,Black
12031011600,,,11/10/2020,0.888888888888889,Black
12031011700,,,11/10/2020,0.740740740740741,White
12031011800,,,11/10/2020,1,Other
12031011902,,,11/10/2020,0.355555555555556,White
12031011903,,,11/10/2020,1,White
12031012000,,,11/10/2020,0.4,White
12031012100,,,11/10/2020,1.33333333333333,White
12031012200,,,11/10/2020,0.444444444444444,Black
12031012300,,,11/10/2020,0.705882352941177,White
12031012400,,,11/10/2020,1.14285714285714,White
12031012500,,,11/10/2020,1.2,Other
12031012601,,,11/10/2020,0.486486486486487,Black
12031012602,,,11/10/2020,0.342857142857143,Black
12031012702,,,11/10/2020,0.540540540540541,White
12031012703,,,11/10/2020,1.23076923076923,White
12031012704,,,11/10/2020,0.769230769230769,Black
12031012800,,,11/10/2020,1.81818181818182,Other
12031013300,,,11/10/2020,0.682926829268293,Other
12031013402,,,11/10/2020,0.717948717948718,Other
12031013403,,,11/10/2020,0.830188679245283,Other
12031013404,,,11/10/2020,0.721311475409836,White
12031013502,,,11/10/2020,2.5,Other
12031013503,,,11/10/2020,0.533333333333333,Other
