type,GEOID,racial_majority,xfilemonth,xfileyear,month_filings,filings_avg,last_updated
County,55001,White,1,2020,4,2.33333333333333,2023-04-08
County,55001,White,2,2020,4,2,2023-04-08
County,55001,White,3,2020,0,3.66666666666667,2023-04-08
County,55001,White,4,2020,1,2,2023-04-08
County,55001,White,5,2020,0,4.66666666666667,2023-04-08
County,55001,White,6,2020,7,5.66666666666667,2023-04-08
County,55001,White,7,2020,2,4,2023-04-08
County,55001,White,8,2020,4,1.66666666666667,2023-04-08
County,55001,White,9,2020,3,2.33333333333333,2023-04-08
County,55001,White,10,2020,3,3.33333333333333,2023-04-08
County,55001,White,11,2020,3,1.66666666666667,2023-04-08
County,55001,White,12,2020,2,3.66666666666667,2023-04-08
County,55001,White,1,2021,0,2.33333333333333,2023-04-08
County,55001,White,2,2021,0,2,2023-04-08
County,55001,White,3,2021,2,3.66666666666667,2023-04-08
County,55001,White,4,2021,2,2,2023-04-08
County,55001,White,5,2021,2,4.66666666666667,2023-04-08
County,55001,White,6,2021,6,5.66666666666667,2023-04-08
County,55001,White,7,2021,2,4,2023-04-08
County,55001,White,8,2021,3,1.66666666666667,2023-04-08
County,55001,White,9,2021,2,2.33333333333333,2023-04-08
County,55001,White,10,2021,1,3.33333333333333,2023-04-08
County,55001,White,11,2021,1,1.66666666666667,2023-04-08
County,55001,White,12,2021,3,3.66666666666667,2023-04-08
County,55001,White,1,2022,3,2.33333333333333,2023-04-08
County,55001,White,2,2022,1,2,2023-04-08
County,55001,White,3,2022,4,3.66666666666667,2023-04-08
County,55001,White,4,2022,5,2,2023-04-08
County,55001,White,5,2022,3,4.66666666666667,2023-04-08
County,55001,White,6,2022,3,5.66666666666667,2023-04-08
County,55001,White,7,2022,1,4,2023-04-08
County,55001,White,8,2022,4,1.66666666666667,2023-04-08
County,55001,White,9,2022,2,2.33333333333333,2023-04-08
County,55001,White,10,2022,3,3.33333333333333,2023-04-08
County,55001,White,11,2022,1,1.66666666666667,2023-04-08
County,55001,White,12,2022,2,3.66666666666667,2023-04-08
County,55001,White,1,2023,3,2.33333333333333,2023-04-08
County,55001,White,2,2023,3,2,2023-04-08
County,55001,White,3,2023,0,3.66666666666667,2023-04-08
County,55001,White,4,2023,1,0,2023-04-08
County,55003,White,1,2020,3,2.33333333333333,2023-04-08
County,55003,White,2,2020,4,2.66666666666667,2023-04-08
County,55003,White,3,2020,3,1.66666666666667,2023-04-08
County,55003,White,4,2020,1,2,2023-04-08
County,55003,White,5,2020,1,5.33333333333333,2023-04-08
County,55003,White,6,2020,3,5,2023-04-08
County,55003,White,7,2020,1,1.66666666666667,2023-04-08
County,55003,White,8,2020,3,4,2023-04-08
County,55003,White,9,2020,3,5,2023-04-08
County,55003,White,10,2020,1,1.66666666666667,2023-04-08
County,55003,White,11,2020,0,3.66666666666667,2023-04-08
County,55003,White,12,2020,1,1,2023-04-08
County,55003,White,1,2021,3,2.33333333333333,2023-04-08
County,55003,White,2,2021,0,2,2023-04-08
County,55003,White,3,2021,1,1.66666666666667,2023-04-08
County,55003,White,4,2021,0,2,2023-04-08
County,55003,White,5,2021,0,5.33333333333333,2023-04-08
County,55003,White,6,2021,2,5,2023-04-08
County,55003,White,7,2021,2,1.66666666666667,2023-04-08
County,55003,White,8,2021,3,4,2023-04-08
County,55003,White,9,2021,0,5,2023-04-08
County,55003,White,10,2021,2,1.66666666666667,2023-04-08
County,55003,White,11,2021,2,3.66666666666667,2023-04-08
County,55003,White,12,2021,1,1,2023-04-08
County,55003,White,1,2022,0,2.33333333333333,2023-04-08
County,55003,White,2,2022,1,2,2023-04-08
County,55003,White,3,2022,2,1.66666666666667,2023-04-08
County,55003,White,4,2022,4,2,2023-04-08
