position,time_period,end_date,xplaintiff,xstreet_clean,filings,top100,lat,lon
1,2025-03-01,2026-02-28,COPPER WAY APARTMENTS LLC,19422 MOUNTAIN HWY E,40,0.391,47.080146,-122.432415
2,2025-03-01,2026-02-28,TERRA HEIGHTS APTS LLC,2325 S 96TH ST,32,0.391,47.170767,-122.466503
3,2025-03-01,2026-02-28,HZ LAKESIDE LANDING LLC,7038 S 12TH ST,30,0.391,47.248094,-122.530053
4,2025-03-01,2026-02-28,416 11TH ST CT E OWNER LLC,11007 4 AVE CT E,29,0.391,47.156645,-122.425225
5,2025-03-01,2026-02-28,GATEWAY BY VINTAGE LP,20002 MOUNTAIN HWY E,27,0.391,47.07491,-122.425632
6,2025-03-01,2026-02-28,MORNINGTREE PARK LLC,8101 83RD AVE SW,27,0.391,47.183561,-122.546344
7,2025-03-01,2026-02-28,TACOMA 134 LLC,7414 S HOSMER ST,26,0.391,47.190118,-122.460935
8,2025-03-01,2026-02-28,ORO ALTITUDE OWNER LLC,1905 104TH ST S,24,0.391,47.163501,-122.462301
9,2025-03-01,2026-02-28,TA PEARL FEE OWNER LLC,1202 N PEARL ST,24,0.391,47.261143,-122.516551
10,2025-03-01,2026-02-28,HOUSING HILLTOP LLLP,1011 S L ST,23,0.391,47.252701,-122.452763
11,2025-03-01,2026-02-28,CR WOODMARK COMMUNITIES LLC,2415 96TH ST S,23,0.391,47.170444,-122.469277
12,2025-03-01,2026-02-28,FAIRWAYS TIC MANAGER LLC,4602 45TH AVE NE,23,0.391,47.29598,-122.388128
13,2025-03-01,2026-02-28,KW LAKELAND LLC,5940 TERRACE VIEW LN SE,22,0.391,47.2549,-122.225651
14,2025-03-01,2026-02-28,TACOMA 109 LLC,8820 S HOSMER ST,22,0.391,47.175956,-122.46399
15,2025-03-01,2026-02-28,NORTH PEARL STREET,924 N PEARL ST,21,0.391,47.258805,-122.519162
16,2025-03-01,2026-02-28,INVESTMENT PROPERTY GROUP UT INC,13103 99 AVE CT E,21,0.391,47.137405,-122.296243
17,2025-03-01,2026-02-28,CR WOODMARK COMMUNITIES LLC,2406 96TH ST S,21,0.391,47.168494,-122.468878
18,2025-03-01,2026-02-28,GRE WAVERLY LLC,9314 S ASH ST,20,0.391,47.172119,-122.462179
19,2025-03-01,2026-02-28,VBT SCENIC PINES LLC,5102 S 58TH ST,20,0.391,47.202879,-122.505398
20,2025-03-01,2026-02-28,THE VIEW BY VINTAGE LP,22001 100TH ST E,20,0.391,47.165074,-122.136275
21,2025-03-01,2026-02-28,ORION - TACOMA LLC,29 ST HELENS AVE,20,0.391,47.263361,-122.446283
22,2025-03-01,2026-02-28,COPPER VALLEY APARTMENTS LLC,12111 104TH AVE E,18,0.391,47.146475,-122.289824
23,2025-03-01,2026-02-28,1809 105TH ST CT S OWNER LLC,10416 19 AVE CT S,18,0.391,47.161967,-122.463005
24,2025-03-01,2026-02-28,HOUSING LOFTS HILLTOP LLC,1111 S L ST,18,0.391,47.251678,-122.452925
25,2025-03-01,2026-02-28,BOULDERS AT PUGET SOUND,2602 WESTRIDGE AVE W,16,0.391,47.236904,-122.5561
26,2025-03-01,2026-02-28,ALTA APARTMENTS LLC,9912 24TH AVENUE CT S,16,0.391,47.167434,-122.468592
27,2025-03-01,2026-02-28,GRE MADRONA LLC,3202 S MASON AVE,16,0.391,47.229353,-122.495358
28,2025-03-01,2026-02-28,PREFERRED CAPITAL MANAGEMENT INC,1717 S 82ND ST,15,0.391,47.184001,-122.459173
29,2025-03-01,2026-02-28,11216 18TH AVENUE S OWNER LLC,11212 18TH AVE S,15,0.391,47.154968,-122.460993
30,2025-03-01,2026-02-28,WISTERIA WALK,3607 112TH ST SW,15,0.391,47.156073,-122.485195
31,2025-03-01,2026-02-28,ALS FOREST LLC,4302 S 41ST ST,15,0.391,47.219938,-122.494754
32,2025-03-01,2026-02-28,BELLA VISTA BUSINESS LLC,3502 S MASON AVE,15,0.391,47.227951,-122.495619
33,2025-03-01,2026-02-28,1801 SOUTH 15TH STREET LLC,1801 S 15TH ST,15,0.391,47.246971,-122.461297
34,2025-03-01,2026-02-28,PARKWOOD WPIG LLC,6615 150TH ST SW,15,0.391,47.122018,-122.52611
35,2025-03-01,2026-02-28,KW FIFE LLC,2169 62ND AVE E,15,0.391,47.236925,-122.345473
36,2025-03-01,2026-02-28,KW TACOMA APARTMENTS LLC,2424 S 41ST ST,15,0.391,47.220117,-122.469147
