type,GEOID,racial_majority,week,week_date,filings_2020,filings_avg,last_updated
County,18097,White,1,2019-12-29,179,183,2023-04-08
County,18097,White,2,2020-01-05,307,298.5,2023-04-08
County,18097,White,3,2020-01-12,700,581.25,2023-04-08
County,18097,White,4,2020-01-19,1046,1008.75,2023-04-08
County,18097,White,5,2020-01-26,424,507,2023-04-08
County,18097,White,6,2020-02-02,321,204.25,2023-04-08
County,18097,White,7,2020-02-09,370,398,2023-04-08
County,18097,White,8,2020-02-16,1103,789.5,2023-04-08
County,18097,White,9,2020-02-23,623,533.25,2023-04-08
County,18097,White,10,2020-03-01,298,203.75,2023-04-08
County,18097,White,11,2020-03-08,230,289.5,2023-04-08
County,18097,White,12,2020-03-15,465,684.75,2023-04-08
County,18097,White,13,2020-03-22,2,514.5,2023-04-08
County,18097,White,14,2020-03-29,2,256,2023-04-08
County,18097,White,15,2020-04-05,3,256,2023-04-08
County,18097,White,16,2020-04-12,1,720.75,2023-04-08
County,18097,White,17,2020-04-19,2,890.25,2023-04-08
County,18097,White,18,2020-04-26,1,395.25,2023-04-08
County,18097,White,19,2020-05-03,0,242.75,2023-04-08
County,18097,White,20,2020-05-10,0,540,2023-04-08
County,18097,White,21,2020-05-17,2,960.25,2023-04-08
County,18097,White,22,2020-05-24,13,521.25,2023-04-08
County,18097,White,23,2020-05-31,18,365.5,2023-04-08
County,18097,White,24,2020-06-07,11,361.75,2023-04-08
County,18097,White,25,2020-06-14,16,878.5,2023-04-08
County,18097,White,26,2020-06-21,9,950.25,2023-04-08
County,18097,White,27,2020-06-28,12,381.5,2023-04-08
County,18097,White,28,2020-07-05,31,302.25,2023-04-08
County,18097,White,29,2020-07-12,22,708.5,2023-04-08
County,18097,White,30,2020-07-19,21,1065,2023-04-08
County,18097,White,31,2020-07-26,24,568.5,2023-04-08
County,18097,White,32,2020-08-02,34,313.25,2023-04-08
County,18097,White,33,2020-08-09,118,459.25,2023-04-08
County,18097,White,34,2020-08-16,758,1068,2023-04-08
County,18097,White,35,2020-08-23,558,762.25,2023-04-08
County,18097,White,36,2020-08-30,710,288.5,2023-04-08
County,18097,White,37,2020-09-06,306,379,2023-04-08
County,18097,White,38,2020-09-13,436,822.75,2023-04-08
County,18097,White,39,2020-09-20,474,959.75,2023-04-08
County,18097,White,40,2020-09-27,314,478.5,2023-04-08
County,18097,White,41,2020-10-04,221,243.75,2023-04-08
County,18097,White,42,2020-10-11,288,634.25,2023-04-08
County,18097,White,43,2020-10-18,527,985,2023-04-08
County,18097,White,44,2020-10-25,395,503.5,2023-04-08
County,18097,White,45,2020-11-01,272,296,2023-04-08
County,18097,White,46,2020-11-08,244,359.5,2023-04-08
County,18097,White,47,2020-11-15,512,957,2023-04-08
County,18097,White,48,2020-11-22,303,518.5,2023-04-08
County,18097,White,49,2020-11-29,334,360.25,2023-04-08
County,18097,White,50,2020-12-06,180,299.25,2023-04-08
County,18097,White,51,2020-12-13,508,725.25,2023-04-08
County,18097,White,52,2020-12-20,420,537,2023-04-08
County,18097,White,53,2020-12-27,215,410,2023-04-08
County,18097,White,54,2021-01-03,264,302.75,2023-04-08
County,18097,White,55,2021-01-10,365,405.5,2023-04-08
County,18097,White,56,2021-01-17,508,999.25,2023-04-08
County,18097,White,57,2021-01-24,514,651.75,2023-04-08
County,18097,White,58,2021-01-31,301,315.75,2023-04-08
County,18097,White,59,2021-02-07,187,272.25,2023-04-08
County,18097,White,60,2021-02-14,449,580.25,2023-04-08
County,18097,White,61,2021-02-21,541,803.75,2023-04-08
County,18097,White,62,2021-02-28,306,269.25,2023-04-08
County,18097,White,63,2021-03-07,270,240,2023-04-08
County,18097,White,64,2021-03-14,397,571.25,2023-04-08
County,18097,White,65,2021-03-21,362,603.5,2023-04-08
County,18097,White,66,2021-03-28,265,324.5,2023-04-08
County,18097,White,67,2021-04-04,193,220.25,2023-04-08
County,18097,White,68,2021-04-11,252,608,2023-04-08
County,18097,White,69,2021-04-18,397,944.75,2023-04-08
County,18097,White,70,2021-04-25,282,472.5,2023-04-08
County,18097,White,71,2021-05-02,161,237,2023-04-08
County,18097,White,72,2021-05-09,182,398.5,2023-04-08
County,18097,White,73,2021-05-16,456,976.75,2023-04-08
County,18097,White,74,2021-05-23,322,582.25,2023-04-08
County,18097,White,75,2021-05-30,213,420.5,2023-04-08
County,18097,White,76,2021-06-06,179,351.5,2023-04-08
County,18097,White,77,2021-06-13,409,740.75,2023-04-08
County,18097,White,78,2021-06-20,390,1012,2023-04-08
County,18097,White,79,2021-06-27,335,539,2023-04-08
County,18097,White,80,2021-07-04,189,213.25,2023-04-08
County,18097,White,81,2021-07-11,258,605,2023-04-08
County,18097,White,82,2021-07-18,545,1046.25,2023-04-08
County,18097,White,83,2021-07-25,403,683.75,2023-04-08
County,18097,White,84,2021-08-01,264,334.25,2023-04-08
County,18097,White,85,2021-08-08,267,377.75,2023-04-08
County,18097,White,86,2021-08-15,419,984.75,2023-04-08
County,18097,White,87,2021-08-22,320,855,2023-04-08
County,18097,White,88,2021-08-29,414,377,2023-04-08
County,18097,White,89,2021-09-05,117,325.25,2023-04-08
County,18097,White,90,2021-09-12,559,673,2023-04-08
County,18097,White,91,2021-09-19,716,1045.25,2023-04-08
County,18097,White,92,2021-09-26,569,577,2023-04-08
County,18097,White,93,2021-10-03,242,252.5,2023-04-08
County,18097,White,94,2021-10-10,379,505,2023-04-08
County,18097,White,95,2021-10-17,699,988.5,2023-04-08
County,18097,White,96,2021-10-24,764,616,2023-04-08
