id,month_date,month_filings,month_rate,month_rate_scale_max,month_diff,pct_white,pct_black,pct_hispanic
12011010102,01/12/2023,17,0.080952380952381,0.17698650921925,1.44,0.70952380952381,0,0.290476190476191
12011010103,01/12/2023,8,0.0193236714975845,0.17698650921925,0.818181818181818,0.879227053140097,0.0772946859903382,0.0434782608695652
12011010104,01/12/2023,15,0.0350467289719626,0.17698650921925,1.23076923076923,0.58411214953271,0.0724299065420561,0.102803738317757
12011010201,01/12/2023,15,0.0342465753424658,0.17698650921925,0.888888888888889,0.490867579908676,0.0593607305936073,0.449771689497717
12011010202,01/12/2023,10,0.0171232876712329,0.17698650921925,0.88,0.710616438356164,0.121575342465753,0.0856164383561644
12011010304,01/12/2023,21,0.0444915254237288,0.17698650921925,0.846153846153846,0.192796610169492,0.735169491525424,0.0529661016949153
12011010305,01/12/2023,38,0.0204741379310345,0.17698650921925,0.886363636363636,0.353448275862069,0.383081896551724,0.189655172413793
12011010306,01/12/2023,22,0.0448979591836735,0.17698650921925,0.92,0.304081632653061,0.526530612244898,0.163265306122449
12011010307,01/12/2023,18,0.0155038759689922,0.17698650921925,0.904761904761905,0.229112833763997,0.469422911283376,0.266149870801034
12011010308,01/12/2023,105,0.0855745721271394,0.17698650921925,1.3167701863354,0.812550937245314,0.052159739201304,0.135289323553382
12011010401,01/12/2023,25,0.0459558823529412,0.17698650921925,1.15555555555556,0.602941176470588,0.0459558823529412,0.200367647058824
12011010402,01/12/2023,3,0.0147058823529412,0.17698650921925,1.14285714285714,0.647058823529412,0.117647058823529,0.235294117647059
12011010403,01/12/2023,3,0.00862068965517241,0.17698650921925,0.888888888888889,0.968390804597701,0,0.0316091954022989
12011010405,01/12/2023,90,0.0790861159929701,0.17698650921925,1,0.313708260105448,0.201230228471002,0.366432337434095
12011010406,01/12/2023,26,0.0577777777777778,0.17698650921925,0.947368421052632,0.528888888888889,0.177777777777778,0.168888888888889
12011010407,01/12/2023,5,0.00358937544867193,0.17698650921925,0.571428571428571,0.788944723618091,0.0825556353194544,0.146446518305815
12011010502,01/12/2023,84,0.115384615384615,0.17698650921925,1.03030303030303,0.631868131868132,0.163461538461538,0.192307692307692
12011010503,01/12/2023,10,0.0190839694656489,0.17698650921925,1.04761904761905,0.66030534351145,0.16412213740458,0.0629770992366412
12011010504,01/12/2023,58,0.0947712418300654,0.17698650921925,0.951612903225806,0.468954248366013,0.106209150326797,0.310457516339869
12011010601,01/12/2023,39,0.043141592920354,0.17698650921925,1.29032258064516,0.736725663716814,0.245575221238938,0.0176991150442478
12011010603,01/12/2023,9,0.024,0.17698650921925,1.17647058823529,0.266666666666667,0.304,0.352
12011010604,01/12/2023,4,0.0114613180515759,0.17698650921925,1,0.206303724928367,0.318051575931232,0.363896848137536
12011010605,01/12/2023,9,0.06,0.17698650921925,1.33333333333333,0.4,0.38,0.273333333333333
12011010606,01/12/2023,79,0.0566308243727599,0.17698650921925,1.15942028985507,0.429390681003584,0.159139784946237,0.357706093189964
12011010609,01/12/2023,14,0.0128322639780018,0.17698650921925,0.697674418604651,0.500458295142072,0.151237396883593,0.306141154903758
12011010610,01/12/2023,40,0.10989010989011,0.17698650921925,0.854166666666667,0.552197802197802,0.0467032967032967,0.244505494505495
12011010611,01/12/2023,6,0.0652173913043478,0.17698650921925,1.07692307692308,0.271739130434783,0.0869565217391304,0.554347826086957
12011010612,01/12/2023,22,0.0628571428571429,0.17698650921925,0.766666666666667,0.534285714285714,0.217142857142857,0.0971428571428571
12011010613,01/12/2023,78,0.124600638977636,0.17698650921925,1.05333333333333,0.578274760383387,0.13258785942492,0.134185303514377
12011010614,01/12/2023,5,0.00868055555555556,0.17698650921925,0.75,0.40625,0.144097222222222,0.430555555555556
12011010615,01/12/2023,11,0.0303030303030303,0.17698650921925,1.33333333333333,0.666666666666667,0.0330578512396694,0.214876033057851
12011010701,01/12/2023,47,0.0647382920110193,0.17698650921925,1.26315789473684,0.25068870523416,0.476584022038568,0.170798898071625
12011010702,01/12/2023,42,0.0450643776824034,0.17698650921925,0.955555555555556,0.299356223175966,0.503218884120172,0.227467811158798
12011010800,01/12/2023,136,0.0930232558139535,0.17698650921925,1.25688073394495,0.458960328317374,0.179890560875513,0.312585499316006
12011010901,01/12/2023,10,0.0480769230769231,0.17698650921925,1.22222222222222,0.826923076923077,0,0.173076923076923
12011010902,01/12/2023,6,0.021978021978022,0.17698650921925,1.07692307692308,0.897435897435897,0.0695970695970696,0.032967032967033
12011011000,01/12/2023,0,0,0.17698650921925,0.666666666666667,0.944444444444444,0,0.0555555555555556
12011020101,01/12/2023,162,0.107213765718068,0.17698650921925,0.905555555555556,0.389146260754467,0.29119788219722,0.329583057577763
12011020103,01/12/2023,84,0.0704697986577181,0.17698650921925,0.890052356020943,0.344798657718121,0.203020134228188,0.423657718120805
12011020104,01/12/2023,37,0.0568356374807988,0.17698650921925,1.10144927536232,0.439324116743472,0.365591397849462,0.138248847926267
12011020204,01/12/2023,41,0.0463800904977376,0.17698650921925,0.756756756756757,0.519230769230769,0.19683257918552,0.25
12011020205,01/12/2023,91,0.114754098360656,0.17698650921925,1.07602339181287,0.453972257250946,0.199243379571248,0.153846153846154
12011020206,01/12/2023,14,0.025,0.17698650921925,0.769230769230769,0.164285714285714,0.457142857142857,0.360714285714286
12011020209,01/12/2023,32,0.0842105263157895,0.17698650921925,1.11864406779661,0.3,0.292105263157895,0.423684210526316
12011020210,01/12/2023,22,0.055,0.17698650921925,1.24324324324324,0.27,0.3425,0.3875
