share,last_year,postpandemic,renters
white_share,0.3642699189907817,0.3507514482707637,0.47636821154558595
black_share,0.42000431271306427,0.4404037948868154,0.28329746375743947
hispanic_share,0.15240790596523457,0.14726450892164178,0.16487418448823285
other_share,0.06331786233091945,0.061580247920779096,0.0754601402087417
female_share,0.5425125409227779,0.5395088114376467,0.5266130821975457
