type,GEOID,racial_majority,month,filings_2020,filings_avg,filings_avg_prepandemic_baseline,last_updated
Census Tract,18141000100,Other,01/2020,2,0.5,1.25,
Census Tract,18141000100,Other,02/2020,2,2,0.5,
Census Tract,18141000100,Other,03/2020,2,0,1,
Census Tract,18141000100,Other,04/2020,0,1,1.25,
Census Tract,18141000100,Other,05/2020,1,1,0.75,
Census Tract,18141000100,Other,06/2020,0,1.5,1,
Census Tract,18141000100,Other,07/2020,0,2.5,0.75,
Census Tract,18141000100,Other,08/2020,2,1.5,1.5,
Census Tract,18141000100,Other,09/2020,1,0.5,1.25,
Census Tract,18141000100,Other,10/2020,0,1,1,
Census Tract,18141000100,Other,11/2020,0,0,0.25,
Census Tract,18141000100,Other,12/2020,1,1.5,2,
Census Tract,18141000100,Other,01/2021,2,0.5,1.25,
Census Tract,18141000100,Other,02/2021,0,1.5,0.5,
Census Tract,18141000100,Other,03/2021,1,0,1,
Census Tract,18141000100,Other,04/2021,10,1,1.25,
Census Tract,18141000100,Other,05/2021,1,1,0.75,
Census Tract,18141000100,Other,06/2021,3,1.5,1,
Census Tract,18141000100,Other,07/2021,0,2.5,0.75,
Census Tract,18141000100,Other,08/2021,0,1.5,1.5,
Census Tract,18141000100,Other,09/2021,0,0.5,1.25,
Census Tract,18141000100,Other,10/2021,0,1,1,
Census Tract,18141000100,Other,11/2021,3,0,0.25,
Census Tract,18141000100,Other,12/2021,0,1.5,2,
Census Tract,18141000100,Other,01/2022,3,0.5,1.25,
Census Tract,18141000100,Other,02/2022,2,1.5,0.5,
Census Tract,18141000100,Other,03/2022,0,0,1,
Census Tract,18141000100,Other,04/2022,0,1,1.25,
Census Tract,18141000100,Other,05/2022,1,1,0.75,
Census Tract,18141000100,Other,06/2022,0,1.5,1,
Census Tract,18141000100,Other,07/2022,0,2.5,0.75,
Census Tract,18141000100,Other,08/2022,4,1.5,1.5,
Census Tract,18141000100,Other,09/2022,0,0.5,1.25,
Census Tract,18141000100,Other,10/2022,1,1,1,
Census Tract,18141000100,Other,11/2022,1,0,0.25,
Census Tract,18141000100,Other,12/2022,0,1.5,2,
Census Tract,18141000100,Other,01/2023,0,0.5,1.25,
Census Tract,18141000100,Other,02/2023,3,1.5,0.5,
Census Tract,18141000100,Other,03/2023,0,0,1,
Census Tract,18141000100,Other,04/2023,0,1,1.25,
Census Tract,18141000100,Other,05/2023,1,1,0.75,
Census Tract,18141000100,Other,06/2023,1,1.5,1,
Census Tract,18141000100,Other,07/2023,1,2.5,0.75,
Census Tract,18141000100,Other,08/2023,2,1.5,1.5,
Census Tract,18141000100,Other,09/2023,1,0.5,1.25,
Census Tract,18141000100,Other,10/2023,0,1,1,
Census Tract,18141000100,Other,11/2023,0,0,0.25,
Census Tract,18141000100,Other,12/2023,1,1.5,2,
Census Tract,18141000100,Other,01/2024,1,0.5,1.25,
Census Tract,18141000100,Other,02/2024,1,2,0.5,
Census Tract,18141000100,Other,03/2024,0,0,1,
Census Tract,18141000100,Other,04/2024,2,1,1.25,
Census Tract,18141000100,Other,05/2024,1,1,0.75,
Census Tract,18141000100,Other,06/2024,2,1.5,1,
Census Tract,18141000100,Other,07/2024,3,2.5,0.75,
Census Tract,18141000100,Other,08/2024,1,1.5,1.5,
Census Tract,18141000100,Other,09/2024,0,0.5,1.25,
Census Tract,18141000100,Other,10/2024,1,1,1,
Census Tract,18141000100,Other,11/2024,0,0,0.25,
Census Tract,18141000100,Other,12/2024,2,1.5,2,
Census Tract,18141000100,Other,01/2025,0,0.5,1.25,
Census Tract,18141000100,Other,02/2025,0,1.5,0.5,
Census Tract,18141000100,Other,03/2025,1,0,1,
Census Tract,18141000100,Other,04/2025,1,1,1.25,
Census Tract,18141000100,Other,05/2025,4,1,0.75,
Census Tract,18141000100,Other,06/2025,0,1.5,1,
Census Tract,18141000100,Other,07/2025,3,2.5,0.75,
Census Tract,18141000100,Other,08/2025,0,1.5,1.5,
Census Tract,18141000100,Other,09/2025,2,0.5,1.25,
Census Tract,18141000100,Other,10/2025,0,0.5,0,2025-10-11
Census Tract,18141000200,Other,01/2020,4,7.5,8.75,
Census Tract,18141000200,Other,02/2020,2,10,6.25,
Census Tract,18141000200,Other,03/2020,2,9,6,
Census Tract,18141000200,Other,04/2020,1,6.5,8.5,
Census Tract,18141000200,Other,05/2020,2,6,9,
Census Tract,18141000200,Other,06/2020,2,4.5,14,
Census Tract,18141000200,Other,07/2020,2,6,10.75,
Census Tract,18141000200,Other,08/2020,8,6,11.5,
Census Tract,18141000200,Other,09/2020,6,6,9,
Census Tract,18141000200,Other,10/2020,4,7.5,8.5,
Census Tract,18141000200,Other,11/2020,6,8,9.5,
Census Tract,18141000200,Other,12/2020,5,4.5,6.25,
Census Tract,18141000200,Other,01/2021,11,7.5,8.75,
Census Tract,18141000200,Other,02/2021,1,9.5,6,
Census Tract,18141000200,Other,03/2021,7,9,6,
Census Tract,18141000200,Other,04/2021,3,6.5,8.5,
Census Tract,18141000200,Other,05/2021,4,6,9,
Census Tract,18141000200,Other,06/2021,2,4.5,14,
Census Tract,18141000200,Other,07/2021,2,6,10.75,
Census Tract,18141000200,Other,08/2021,10,6,11.5,
Census Tract,18141000200,Other,09/2021,8,6,9,
Census Tract,18141000200,Other,10/2021,4,7.5,8.5,
Census Tract,18141000200,Other,11/2021,6,8,9.5,
Census Tract,18141000200,Other,12/2021,4,4.5,6.25,
Census Tract,18141000200,Other,01/2022,7,7.5,8.75,
